step,depth_mm,commanded_mm,force_N,img_mean_abs_diff,slope_levels_per_N,area_px,radius_px,region_mean_diff,dark_area_px,dark_radius_px,dark_mean_diff,bright_area_px,bright_radius_px
1,0.11149523144581863,0.1,0.011493784254813021,7.00884485244751,nan,38158,110.20920395775066,15.019929885864258,37978,109.9489556907568,-15.019697189331055,0,0.0
2,0.17080393477890254,0.2,0.028558810424399894,7.302051067352295,nan,47193,122.56426256732276,17.227792739868164,43960,118.29159985662312,-17.06688117980957,0,0.0
3,0.3714659711488082,0.30000000000000004,0.252885182168319,8.001429557800293,3.68737778315751,67710,146.8085910071494,20.31696319580078,53604,130.62420579278526,-19.43670082092285,4888,39.44488209725527
4,0.3424974195318242,0.4,0.22167983396636542,8.575193405151367,4.344137756959892,80703,160.27651962995222,22.022043228149414,57475,135.2584958825632,-20.631656646728516,12073,61.99157407177934
5,0.56423693685608,0.5,0.6473962665417332,10.043027877807617,4.180616891260383,111940,188.76336683640056,24.74544334411621,75121,154.6342683883897,-21.240278244018555,25369,89.86213608966007
6,0.5740300170170798,0.6,0.7038689339334837,10.897748947143555,4.300627740900884,130455,203.777123843935,25.663349151611328,85287,164.7655766929396,-21.13452911376953,33093,102.63444384552481
7,0.7448119339552619,0.7,1.253057881541841,12.308732986450195,3.2688185112505552,155851,222.7305862957083,27.118144989013672,97165,175.8652327523778,-20.607370376586914,44958,119.6268191629739
8,0.7771488254500554,0.7999999999999999,1.3866202154637903,13.049229621887207,2.982096866781132,164579,228.8823338710135,28.203643798828125,97503,176.17085125689252,-20.662452697753906,51715,128.30197100588416
9,0.9488982323856696,0.8999999999999999,2.1776215933217884,14.396476745605469,2.06550491383093,188903,245.21356493835452,29.08039093017578,107172,184.69950493190072,-20.054811477661133,62401,140.93564207734934
10,1.0186156147499261,0.9999999999999999,2.632481457460321,15.614992141723633,2.019712892430428,205845,255.9736285665037,30.1054744720459,112489,189.22568743943944,-19.9442195892334,70908,150.235539768459
11,1.0740431165740851,1.0999999999999999,2.9725610996533702,16.417802810668945,2.550188624673769,218502,263.7258932128786,30.60498046875,93592,172.60144514955064,-18.21076774597168,80469,160.0439884260682
12,1.2440979985302327,1.2,4.133941733993697,17.587629318237305,1.2351881714698192,244245,278.82897652675905,30.72032928466797,106947,184.50552132036012,-17.815610885620117,90774,169.98312153989704
13,1.278838041516341,1.3,4.542833916667769,18.38588523864746,1.199330791914129,255381,285.1145332028914,31.26866340637207,109575,186.7586832749387,-17.855831146240234,97105,175.8109254223895
14,1.4229273356731333,1.4000000000000001,6.010356605594194,19.27327537536621,0.8202402332999291,287634,302.583452625203,30.563932418823242,130447,203.7708755514805,-17.311208724975586,105029,182.84356438222633
15,1.4514565397422992,1.5000000000000002,6.377407609151101,19.787086486816406,0.7183338997582996,304461,311.3084423163032,30.35001564025879,140367,211.37692351332998,-17.240859985351562,109077,186.33380652814813
16,1.6302656865925904,1.6000000000000003,9.029345784596405,20.424026489257812,0.3286999071376013,323938,321.1116128554132,30.146514892578125,149226,217.94520200193062,-17.222293853759766,115488,191.73151054428592
17,1.6658478160219552,1.7000000000000004,9.954760015332116,20.933317184448242,0.3026546708931721,338211,328.1095928437723,30.09416389465332,155661,222.5947780008665,-17.293643951416016,118439,194.1656627978335
18,1.8107924936830955,1.8000000000000005,14.180584748725082,21.231826782226562,0.13025467974827626,351267,334.3826532434385,29.80243492126465,161246,226.55285455626358,-17.46356964111328,119500,195.0334109812034
