t,at,where,Fx,Fy,Fz,Tx,Ty,Tz
1788785482.568485,2026-09-07T21:51:22.568474,tare,0.0,0.0,0.0,0.0,0.0,0.0
1788785770.265026,2026-09-07T21:56:10.265012,between normal and shear blocks,0.0901,0.05647,0.1066,4e-05,-0.00016,0.00198
1788786173.514719,2026-09-07T22:02:53.514707,end of collect,-0.02987,-0.05811,-0.0456,0.00144,0.00308,0.00113
