t,Fx,Fy,Fz,Tx,Ty,Tz
1788785482.578294,0.00393,-0.0009,0.01523,-9e-05,0.0,-8e-05
1788785482.597968,0.0053,0.00756,0.00624,2e-05,1e-05,-6e-05
1788785482.617371,0.00409,-0.0008,0.00261,-8e-05,-0.0001,-4e-05
1788785482.637714,0.00208,-0.00501,0.01596,0.0,-0.00012,-0.00016
1788785482.658021,0.00445,0.00043,0.01513,9e-05,-6e-05,-0.00014
1788785482.678329,0.00678,0.00554,0.03947,-1e-05,1e-05,-0.00031
1788785482.697659,0.00304,0.00473,0.01234,-0.00012,-2e-05,-5e-05
1788785482.718102,0.00588,-0.00291,0.01803,-9e-05,-0.00013,-5e-05
1788785482.737458,0.00604,-0.00569,-0.00571,3e-05,-0.0001,-0.0
1788785482.757786,0.00389,0.00598,-0.00101,8e-05,8e-05,0.00014
1788785482.778140,0.00494,0.00505,0.01451,-4e-05,-0.00019,-0.00014
1788785482.797405,0.00354,-0.00046,-0.03196,0.00025,0.00011,0.0003
1788785482.817770,0.00242,0.00025,-0.01526,8e-05,9e-05,0.00013
1788785482.838081,0.00433,0.00111,-0.00791,0.00011,2e-05,3e-05
1788785482.857408,0.00465,0.00258,-0.00301,0.0,-4e-05,5e-05
1788785482.877854,0.00183,0.00069,-0.00794,8e-05,5e-05,-2e-05
1788785482.898247,-0.00054,0.00044,0.01144,-4e-05,-0.0,2e-05
1788785482.917667,0.00343,0.00126,0.00433,0.0,-6e-05,-4e-05
1788785482.938138,0.00307,-0.001,0.00841,-0.00015,-0.00024,8e-05
1788785482.957446,0.00599,0.0021,-0.0096,-9e-05,-9e-05,0.00015
1788785482.977796,0.00292,-0.00345,-0.00977,-0.00015,-0.0001,0.00018
1788785482.998173,0.00366,0.00186,-0.04317,8e-05,-3e-05,0.00035
1788785483.017483,0.00642,-0.00176,-0.02501,-0.00013,-0.00024,0.00024
1788785483.037838,0.00542,0.00516,-0.00764,-4e-05,3e-05,5e-05
1788785483.058186,0.00218,-5e-05,-0.01672,-0.00014,-0.00016,0.00016
1788785483.077480,0.00951,0.00217,-0.01269,6e-05,-0.0,0.00016
1788785483.097819,0.0053,0.0055,-0.01783,-4e-05,-8e-05,0.00018
1788785483.118257,0.01032,-0.00401,-0.02877,-9e-05,-9e-05,0.00036
1788785483.137609,0.00566,-0.00078,-0.0344,-4e-05,-8e-05,0.00031
1788785483.157984,0.00334,0.00741,-0.03822,-4e-05,3e-05,0.0004
1788785483.177269,0.00611,0.00143,-0.03106,-3e-05,-8e-05,0.00032
1788785483.197585,0.00755,0.00561,-0.02951,-3e-05,0.00011,0.00034
1788785483.218007,0.00916,-0.0019,0.00215,-6e-05,-0.0003,3e-05
1788785483.237410,0.00395,0.0012,-0.01292,-0.00011,-0.00029,0.00016
1788785483.258118,0.00172,0.00029,-0.01891,6e-05,-4e-05,3e-05
1788785483.277973,0.00387,0.00515,-0.02209,-0.0,6e-05,0.00016
1788785483.297285,0.00463,0.00111,-0.02132,5e-05,-0.00014,0.00019
1788785483.317898,0.00082,0.00431,-0.03058,8e-05,4e-05,0.0003
1788785483.337854,0.00527,0.00324,-0.02263,4e-05,-8e-05,0.00012
1788785483.358231,0.00804,0.00251,-0.01161,-5e-05,-6e-05,0.00023
1788785483.377621,0.00683,0.00895,-0.01602,6e-05,-4e-05,0.0003
1788785483.397974,0.00359,0.00014,-0.03657,-5e-05,-0.00019,0.00034
1788785483.417392,0.0014,0.00511,-0.01179,-9e-05,-0.00011,0.0002
1788785483.437867,0.00932,0.00171,-0.03943,0.0001,-7e-05,0.00032
1788785483.458326,0.00503,-0.00415,-0.01758,0.00014,2e-05,0.00012
1788785483.477661,0.00426,0.00053,0.00217,-7e-05,8e-05,0.00011
1788785483.498089,0.00668,-0.00053,-0.02026,-0.0,-9e-05,8e-05
1788785483.517535,0.0078,-0.00166,-0.00175,-0.00012,-0.00022,0.00011
1788785483.537946,0.00573,-0.00106,-0.01539,9e-05,-1e-05,6e-05
1788785483.557313,0.00622,0.00301,-0.01391,-4e-05,-8e-05,0.00018
1788785483.577670,0.00448,-0.00174,-0.00106,-4e-05,-0.00017,-5e-05
1788785483.598019,0.00894,0.00066,0.01462,-9e-05,-0.00015,-4e-05
1788785483.617257,0.00885,0.00119,0.01541,-0.00021,-0.00018,-3e-05
1788785483.637657,0.00183,-0.00407,0.02075,-7e-05,-0.00011,-0.0001
1788785483.658252,0.00589,0.00063,0.00979,-0.00012,-0.00015,-2e-05
1788785483.678147,0.00897,-0.00053,-0.00925,3e-05,-0.00014,4e-05
1788785483.697906,0.00379,0.00183,0.00655,6e-05,-3e-05,-9e-05
1788785483.717925,0.00808,-0.00145,-0.01409,4e-05,-7e-05,8e-05
1788785483.737444,0.0054,0.00021,0.01645,-0.00019,-0.00017,-1e-05
1788785483.758018,0.0083,0.00535,-0.00623,9e-05,3e-05,4e-05
1788785483.778009,0.00923,-0.0017,-0.01705,-1e-05,2e-05,0.0002
1788785483.798117,0.00346,0.00021,0.00449,-0.00011,-0.00013,-2e-05
1788785483.817699,0.00727,-0.00091,0.04062,-0.00011,-0.0002,-0.00024
1788785483.838114,0.00553,0.00159,0.03865,-0.00016,-0.00012,-0.00022
1788785483.857471,0.00418,0.00319,0.03648,-0.0003,-0.0001,-0.00015
1788785483.878387,0.00672,0.00016,0.01525,-0.00023,-0.00016,-5e-05
1788785483.897883,0.00771,-0.00041,0.0028,0.0,-2e-05,0.0
1788785483.918328,0.00655,0.00147,0.00585,0.0001,1e-05,-0.00012
1788785483.938111,0.00648,0.00457,0.00349,-0.00014,-0.0002,1e-05
1788785483.958051,0.00733,0.0011,0.01224,2e-05,-0.00013,-7e-05
1788785483.978470,0.0103,0.00023,-0.01609,3e-05,-7e-05,2e-05
1788785483.998157,0.00636,-0.00053,0.00807,-0.00019,-0.00016,0.00012
1788785484.017785,0.01056,0.00295,0.0058,-0.00019,-0.00017,0.0
1788785484.038056,0.00772,0.00278,0.00724,-0.00017,-7e-05,8e-05
1788785484.058230,0.00624,0.00098,-0.01517,-0.00016,-0.00022,0.00011
1788785484.077260,0.00372,0.00051,-0.00708,-4e-05,-9e-05,-6e-05
1788785484.097537,0.00455,0.00339,-0.00756,1e-05,5e-05,-4e-05
1788785484.117953,0.0073,0.00016,0.01464,-3e-05,-0.00016,-0.00011
1788785484.137415,0.00485,0.00219,0.01012,-1e-05,-2e-05,-0.00014
1788785484.157751,0.01134,0.00418,0.01759,-6e-05,-9e-05,1e-05
1788785484.177479,0.00766,0.00075,-0.0122,0.00016,-1e-05,4e-05
1788785484.197513,0.00616,0.00092,-0.00848,1e-05,-0.00017,6e-05
1788785484.217427,0.00531,-0.0016,0.00331,-9e-05,-0.00014,5e-05
1788785484.237249,0.00606,0.00521,0.02018,-0.00011,-0.00024,-0.0001
1788785484.258198,0.00891,0.00183,0.01502,-0.00012,-0.00023,-8e-05
1788785484.277305,0.00646,0.00581,-0.00418,6e-05,-1e-05,1e-05
1788785484.297745,0.00763,0.00243,-0.01293,-5e-05,-0.00014,0.00013
1788785484.317873,0.00804,-0.00147,-0.00267,1e-05,-0.00012,1e-05
1788785484.338058,0.01298,0.00293,-0.01564,7e-05,-0.00013,-3e-05
1788785484.358108,0.00984,-0.00399,5e-05,-0.00016,-0.00018,8e-05
1788785484.377832,0.00726,0.0038,-0.00644,2e-05,0.00014,-2e-05
1788785484.397928,0.00583,0.00405,0.00361,2e-05,-4e-05,1e-05
1788785484.417928,0.00556,-0.00294,0.00423,0.00012,-2e-05,-8e-05
1788785484.437963,0.00484,0.00123,-0.00399,3e-05,-4e-05,-5e-05
1788785484.457979,0.00615,0.00057,0.00059,1e-05,-0.00017,-4e-05
1788785484.478256,0.0095,0.00193,0.00593,-0.00017,-0.00017,3e-05
1788785484.498044,0.00529,0.00094,0.00161,-9e-05,1e-05,-4e-05
1788785484.517316,0.00762,-0.00086,0.02868,-5e-05,-0.0002,-0.00013
1788785484.537515,0.00545,0.00648,0.01106,3e-05,-5e-05,-9e-05
1788785484.557666,0.00848,0.00638,0.0147,-3e-05,-0.0001,-0.0001
1788785484.577491,0.00902,0.00324,0.03415,-0.00019,-7e-05,-0.00019
1788785484.597895,0.00971,0.00309,0.01826,6e-05,2e-05,-0.00026
1788785484.618037,0.00576,0.00422,0.03246,-0.0001,-4e-05,-0.00012
1788785484.637792,0.00704,2e-05,0.01278,-3e-05,-4e-05,-0.00011
1788785484.658144,0.00954,-0.00172,0.02652,-5e-05,-0.00012,-0.00014
1788785484.677571,0.00834,0.00319,0.0152,-8e-05,-2e-05,-7e-05
