principle,probe,measure,group_by,at_depth_mm,g_hard,g_medium,g_soft,spread_pct,monotone,g_1,g_2,g_3
DIGIT_Marker,ball4,diameter_px,hardness,1.7826571442769599,576.6290062842947,520.183638564353,574.9355445237735,9.817686218495352,False,,,
DIGIT_Marker,ball4,diameter_px,thickness_mm,1.2214406371485333,,,,18.528290338095175,True,531.0297884124228,476.3950673609713,442.76192717541795
DIGIT_Marker,ball4,level,hardness,1.7826571442769599,20.17284175830779,18.359395938272982,20.683715496961142,11.522023453789966,False,,,
DIGIT_Marker,ball4,level,thickness_mm,1.2214406371485333,,,,35.78411099846566,True,17.220284385770142,15.217993797406674,11.77466059356652
