principle,probe,measure,group_by,group,n_units,depth_mm,median,q1,q3
DIGIT_Marker,ball4,diameter_px,hardness,soft,6,1.5332275855532147,526.391391382163,519.1428094756271,532.9840750114179
DIGIT_Marker,ball4,diameter_px,hardness,soft,6,1.595584975234151,535.1265896806495,525.5377473551193,546.7951379516737
DIGIT_Marker,ball4,diameter_px,hardness,soft,6,1.6579423649150873,547.6918986836026,540.5005399207844,559.2337915281345
DIGIT_Marker,ball4,diameter_px,hardness,soft,6,1.7202997545960237,564.8470526700723,557.6729497413058,572.3163864391277
DIGIT_Marker,ball4,diameter_px,hardness,soft,6,1.7826571442769599,574.9355445237735,563.1291666949712,587.0015767004668
DIGIT_Marker,ball4,diameter_px,hardness,soft,6,1.8450145339578963,586.0825539645843,574.030097224603,597.696616113573
DIGIT_Marker,ball4,diameter_px,hardness,soft,6,1.9073719236388325,579.1931633486545,570.4432706341778,592.2154935950673
DIGIT_Marker,ball4,diameter_px,hardness,soft,6,1.9697293133197689,592.8618195079099,584.2057375171141,604.4697686325999
DIGIT_Marker,ball4,diameter_px,hardness,soft,6,2.032086703000705,599.0444109479646,591.6909678561174,609.2593039745296
DIGIT_Marker,ball4,diameter_px,hardness,soft,6,2.0944440926816412,603.0117060962331,598.572983765745,613.1745423470952
DIGIT_Marker,ball4,diameter_px,hardness,soft,6,2.1568014823625776,606.4585046402839,603.4484880847954,616.8295324175517
DIGIT_Marker,ball4,diameter_px,hardness,medium,6,0.1613650125726161,115.479901007288,98.19580291764764,162.59492410758256
DIGIT_Marker,ball4,diameter_px,hardness,medium,6,0.2237224022535524,145.1902340483308,110.26915085236271,186.4553747466855
DIGIT_Marker,ball4,diameter_px,hardness,medium,6,0.28607979193448874,173.01476128409917,126.63815658973844,206.16944614299487
DIGIT_Marker,ball4,diameter_px,hardness,medium,6,0.34843718161542503,222.13251682254344,160.79354245891489,237.82281690665064
DIGIT_Marker,ball4,diameter_px,hardness,medium,6,0.4107945712963613,236.2243014805053,182.07291642455368,252.55491388595604
DIGIT_Marker,ball4,diameter_px,hardness,medium,6,0.4731519609772976,243.68378622964892,205.87171855439362,271.3190629019178
DIGIT_Marker,ball4,diameter_px,hardness,medium,6,0.5355093506582339,251.54621568274672,203.78478329160524,270.4342603710344
DIGIT_Marker,ball4,diameter_px,hardness,medium,6,0.5978667403391702,276.7018530392602,232.0277703286496,306.68364959064417
DIGIT_Marker,ball4,diameter_px,hardness,medium,6,0.6602241300201066,292.37166373003254,255.36731650491726,326.0263054742608
DIGIT_Marker,ball4,diameter_px,hardness,medium,6,0.7225815197010428,328.37868238037953,251.0341658014158,340.46223510680863
DIGIT_Marker,ball4,diameter_px,hardness,medium,6,0.7849389093819792,345.47901267876136,259.60265587714116,358.22991908523244
DIGIT_Marker,ball4,diameter_px,hardness,medium,6,0.8472962990629154,362.5793429771431,284.96220082564344,375.5453766499268
DIGIT_Marker,ball4,diameter_px,hardness,medium,6,0.9096536887438518,385.7330658135312,283.47093556974477,390.3208407284146
DIGIT_Marker,ball4,diameter_px,hardness,medium,6,0.972011078424788,405.09630480690237,298.9082530251005,432.8439538460122
DIGIT_Marker,ball4,diameter_px,hardness,medium,6,1.0343684681057244,419.8717688853901,314.34557048045633,454.1889607710192
DIGIT_Marker,ball4,diameter_px,hardness,medium,6,1.0967258577866605,434.64723296387785,328.4162243710161,471.42622688417066
DIGIT_Marker,ball4,diameter_px,hardness,medium,6,1.159083247467597,449.42269704236566,341.9244221151352,481.7429840170883
DIGIT_Marker,ball4,diameter_px,hardness,medium,6,1.2214406371485333,460.7303935719367,355.4326198592544,492.059741150006
DIGIT_Marker,ball4,diameter_px,hardness,medium,6,1.2837980268294695,471.2213132962792,368.9408176033735,502.37649828292365
DIGIT_Marker,ball4,diameter_px,hardness,medium,6,1.346155416510406,481.7122330206218,380.7890253410723,513.9031347566678
DIGIT_Marker,ball4,diameter_px,hardness,medium,6,1.4085128061913421,492.2031527449643,388.9598739689085,527.7183416287357
DIGIT_Marker,ball4,diameter_px,hardness,medium,6,1.4708701958722785,511.3938350274615,397.13072259674465,536.6127981733881
DIGIT_Marker,ball4,diameter_px,hardness,medium,6,1.5332275855532147,546.6794173746866,405.3015712245808,551.6440169036773
DIGIT_Marker,ball4,diameter_px,hardness,medium,6,1.595584975234151,560.0510908516358,413.472419852417,573.7987049706481
DIGIT_Marker,ball4,diameter_px,hardness,medium,6,1.6579423649150873,494.05653652162215,407.4422143884167,572.2834345335577
DIGIT_Marker,ball4,diameter_px,hardness,medium,6,1.7202997545960237,506.90917440317247,414.57590091858583,588.2184508809257
DIGIT_Marker,ball4,diameter_px,hardness,medium,6,1.7826571442769599,520.183638564353,426.77621767278663,602.2958583225
DIGIT_Marker,ball4,diameter_px,hardness,medium,6,1.8450145339578963,529.1500522376734,434.95732951581886,609.685991868937
DIGIT_Marker,ball4,diameter_px,hardness,medium,6,1.9073719236388325,458.503355740289,418.1533336809969,533.5573181934576
DIGIT_Marker,ball4,diameter_px,hardness,hard,6,0.1613650125726161,168.48277129306402,160.3518129852355,173.747840959699
DIGIT_Marker,ball4,diameter_px,hardness,hard,6,0.2237224022535524,195.9013443175131,187.02090598538797,201.50904111349746
DIGIT_Marker,ball4,diameter_px,hardness,hard,6,0.28607979193448874,214.362865370897,206.09479024610562,229.20560402075552
DIGIT_Marker,ball4,diameter_px,hardness,hard,6,0.34843718161542503,242.88011614400767,239.7161059230681,249.78535592557142
DIGIT_Marker,ball4,diameter_px,hardness,hard,6,0.4107945712963613,258.37266192477716,254.9777790784508,267.780901222426
DIGIT_Marker,ball4,diameter_px,hardness,hard,6,0.4731519609772976,275.9601873813773,270.3399549193449,280.29424394487916
DIGIT_Marker,ball4,diameter_px,hardness,hard,6,0.5355093506582339,293.07246914030407,290.11129492997344,298.07543356330234
DIGIT_Marker,ball4,diameter_px,hardness,hard,6,0.5978667403391702,311.0693142884398,304.63649247198754,317.15090126158356
DIGIT_Marker,ball4,diameter_px,hardness,hard,6,0.6602241300201066,328.2976923619991,322.02683418128646,337.4909808078045
DIGIT_Marker,ball4,diameter_px,hardness,hard,6,0.7225815197010428,355.4469613118667,347.95135586020405,370.37796582550277
DIGIT_Marker,ball4,diameter_px,hardness,hard,6,0.7849389093819792,365.7744253294606,355.00220657107127,398.30764839538716
DIGIT_Marker,ball4,diameter_px,hardness,hard,6,0.8472962990629154,380.816286050068,370.54759639563827,383.24932347198177
DIGIT_Marker,ball4,diameter_px,hardness,hard,6,0.9096536887438518,400.6823826386018,387.85849071489804,403.9976304012324
DIGIT_Marker,ball4,diameter_px,hardness,hard,6,0.972011078424788,418.5206107764558,403.04947028487805,454.36506405475257
DIGIT_Marker,ball4,diameter_px,hardness,hard,6,1.0343684681057244,436.3588389143099,418.2404498548581,442.6894473300282
DIGIT_Marker,ball4,diameter_px,hardness,hard,6,1.0967258577866605,443.814248238501,425.8336512346471,469.4747325423823
DIGIT_Marker,ball4,diameter_px,hardness,hard,6,1.159083247467597,464.3489050270905,440.7088716768812,492.3432938748165
DIGIT_Marker,ball4,diameter_px,hardness,hard,6,1.2214406371485333,480.31531188137967,454.10125716918304,509.84231525573233
DIGIT_Marker,ball4,diameter_px,hardness,hard,6,1.2837980268294695,493.54852504253216,464.4041819884802,526.1280860562551
DIGIT_Marker,ball4,diameter_px,hardness,hard,6,1.346155416510406,504.4455387312122,473.4390150486899,539.350232397411
DIGIT_Marker,ball4,diameter_px,hardness,hard,6,1.4085128061913421,518.6393979503378,482.47384810889963,549.3484687068958
DIGIT_Marker,ball4,diameter_px,hardness,hard,6,1.4708701958722785,513.2902230601659,491.50868116910937,535.4954811553831
DIGIT_Marker,ball4,diameter_px,hardness,hard,6,1.5332275855532147,513.748145828718,500.54351422931904,533.0805476563426
DIGIT_Marker,ball4,diameter_px,hardness,hard,6,1.595584975234151,522.5475638520159,509.5783472895287,542.0903266240273
DIGIT_Marker,ball4,diameter_px,hardness,hard,6,1.6579423649150873,530.6174299603165,518.8941373033565,549.5829739506061
DIGIT_Marker,ball4,diameter_px,hardness,hard,6,1.7202997545960237,538.6429083622767,527.1568601436084,557.4263863256615
DIGIT_Marker,ball4,diameter_px,hardness,hard,6,1.7826571442769599,576.6290062842947,533.6211560106958,620.1765501959283
DIGIT_Marker,ball4,diameter_px,thickness_mm,1,6,0.1613650125726161,117.23319040705736,100.25820171786805,164.93162827823636
DIGIT_Marker,ball4,diameter_px,thickness_mm,1,6,0.2237224022535524,149.63263300666785,132.02620916454146,191.8005851754623
DIGIT_Marker,ball4,diameter_px,thickness_mm,1,6,0.28607979193448874,179.70692969596865,160.45583482757158,226.68182036315974
DIGIT_Marker,ball4,diameter_px,thickness_mm,1,6,0.34843718161542503,227.70266672789631,201.4786876572905,239.32382848661314
DIGIT_Marker,ball4,diameter_px,thickness_mm,1,6,0.4107945712963613,250.9916349944527,221.6076521960896,268.74089836651723
DIGIT_Marker,ball4,diameter_px,thickness_mm,1,6,0.4731519609772976,273.04781941865315,241.1202248137107,298.15796824642126
DIGIT_Marker,ball4,diameter_px,thickness_mm,1,6,0.5355093506582339,279.79129357831476,260.327096143429,322.48873931564356
DIGIT_Marker,ball4,diameter_px,thickness_mm,1,6,0.5978667403391702,309.21843723443567,302.48319616090373,366.2598369226101
DIGIT_Marker,ball4,diameter_px,thickness_mm,1,6,0.6602241300201066,332.8483940325094,323.8345888925735,394.25850359601776
DIGIT_Marker,ball4,diameter_px,thickness_mm,1,6,0.7225815197010428,374.2860739592904,360.29790748679125,440.3453537574029
DIGIT_Marker,ball4,diameter_px,thickness_mm,1,6,0.7849389093819792,407.4263703778293,388.3292044295261,466.5908399921669
DIGIT_Marker,ball4,diameter_px,thickness_mm,1,6,0.8472962990629154,427.2606513305477,402.9152117734815,444.71932090248436
DIGIT_Marker,ball4,diameter_px,thickness_mm,1,6,0.9096536887438518,448.29475336964754,429.7271151896296,455.63580850623663
DIGIT_Marker,ball4,diameter_px,thickness_mm,1,6,0.972011078424788,446.03598960155307,436.66092501736034,462.4958671413793
DIGIT_Marker,ball4,diameter_px,thickness_mm,1,6,1.0343684681057244,466.08749704373815,448.23724782973164,485.3174141493938
DIGIT_Marker,ball4,diameter_px,thickness_mm,1,6,1.0967258577866605,502.96675619564246,490.9661825246543,507.35528568021437
DIGIT_Marker,ball4,diameter_px,thickness_mm,1,6,1.159083247467597,521.3332175645094,519.5082980599982,522.589125265642
DIGIT_Marker,ball4,diameter_px,thickness_mm,1,6,1.2214406371485333,531.0297884124228,527.0358001034422,537.8765490751649
DIGIT_Marker,ball4,diameter_px,thickness_mm,2,6,0.1613650125726161,168.05947132851813,160.14016300296257,172.92800261037848
DIGIT_Marker,ball4,diameter_px,thickness_mm,2,6,0.2237224022535524,193.72579898433716,186.2776070540527,199.0739776343946
DIGIT_Marker,ball4,diameter_px,thickness_mm,2,6,0.28607979193448874,213.81993370619426,206.67462074576272,219.62972672060587
DIGIT_Marker,ball4,diameter_px,thickness_mm,2,6,0.34843718161542503,240.16465167988338,234.2030851045106,248.85096899888654
DIGIT_Marker,ball4,diameter_px,thickness_mm,2,6,0.4107945712963613,258.75205793134467,250.5421399717199,269.0515010644501
DIGIT_Marker,ball4,diameter_px,thickness_mm,2,6,0.4731519609772976,275.10273678235694,266.8811948389293,285.0595708036574
DIGIT_Marker,ball4,diameter_px,thickness_mm,2,6,0.5355093506582339,287.90066682064776,277.23173007835356,297.8105510903306
DIGIT_Marker,ball4,diameter_px,thickness_mm,2,6,0.5978667403391702,313.64964634648493,309.48980318248437,318.06217670311275
DIGIT_Marker,ball4,diameter_px,thickness_mm,2,6,0.6602241300201066,328.48939046660246,324.1835399235007,335.38152256340624
DIGIT_Marker,ball4,diameter_px,thickness_mm,2,6,0.7225815197010428,349.5934997236053,345.28001247211307,356.0713716199559
DIGIT_Marker,ball4,diameter_px,thickness_mm,2,6,0.7849389093819792,367.45242327311985,361.43636718269,371.87341968490733
DIGIT_Marker,ball4,diameter_px,thickness_mm,2,6,0.8472962990629154,384.45293823789245,381.42454540554644,386.867269119537
DIGIT_Marker,ball4,diameter_px,thickness_mm,2,6,0.9096536887438518,400.7187332357931,399.51987609246305,403.1869937591704
DIGIT_Marker,ball4,diameter_px,thickness_mm,2,6,0.972011078424788,419.5070505013556,412.47761598588977,429.75633794107296
DIGIT_Marker,ball4,diameter_px,thickness_mm,2,6,1.0343684681057244,431.4300845927716,421.7539462766217,449.73143030684184
DIGIT_Marker,ball4,diameter_px,thickness_mm,2,6,1.0967258577866605,444.4221500080209,433.0436859781279,467.118936926169
DIGIT_Marker,ball4,diameter_px,thickness_mm,2,6,1.159083247467597,464.7490490508642,445.4534425788259,481.32608827765694
DIGIT_Marker,ball4,diameter_px,thickness_mm,2,6,1.2214406371485333,476.3950673609713,456.1514157744579,497.11069663590445
DIGIT_Marker,ball4,diameter_px,thickness_mm,2,6,1.2837980268294695,486.79890578960146,466.2718774972993,512.5158458926217
DIGIT_Marker,ball4,diameter_px,thickness_mm,2,6,1.346155416510406,497.80768388864476,481.33935802258185,524.7191657758368
DIGIT_Marker,ball4,diameter_px,thickness_mm,2,6,1.4085128061913421,517.3251587159765,495.8853585095276,542.4398965543011
DIGIT_Marker,ball4,diameter_px,thickness_mm,2,6,1.4708701958722785,522.9458873424801,513.1974235939633,534.2804949779139
DIGIT_Marker,ball4,diameter_px,thickness_mm,2,6,1.5332275855532147,539.6320976951185,522.2719079320932,550.4028670214296
DIGIT_Marker,ball4,diameter_px,thickness_mm,2,6,1.595584975234151,559.6523647934735,535.1143903787392,570.3618014408951
DIGIT_Marker,ball4,diameter_px,thickness_mm,2,6,1.6579423649150873,572.115996498742,548.3620547466404,586.7337904425663
DIGIT_Marker,ball4,diameter_px,thickness_mm,2,6,1.7202997545960237,585.2525698660083,571.6922173552514,597.2710583301423
DIGIT_Marker,ball4,diameter_px,thickness_mm,2,6,1.7826571442769599,603.4356638654494,595.5526168988797,619.7969297176669
DIGIT_Marker,ball4,diameter_px,thickness_mm,2,6,1.8450145339578963,604.8387041714204,601.3688206248587,611.6465294180398
DIGIT_Marker,ball4,diameter_px,thickness_mm,2,6,1.9073719236388325,608.6112806466261,585.7414001609757,610.607918898177
DIGIT_Marker,ball4,diameter_px,thickness_mm,3,6,0.1613650125726161,179.39841742235,162.86076480847908,197.18311916372994
DIGIT_Marker,ball4,diameter_px,thickness_mm,3,6,0.2237224022535524,200.64197224259726,182.99656535101573,209.03080034541705
DIGIT_Marker,ball4,diameter_px,thickness_mm,3,6,0.28607979193448874,214.47574266262208,200.71472608838314,226.19410224779546
DIGIT_Marker,ball4,diameter_px,thickness_mm,3,6,0.34843718161542503,240.6291797047695,236.67585406877703,243.82710329641156
DIGIT_Marker,ball4,diameter_px,thickness_mm,3,6,0.4107945712963613,255.65313773300835,246.27361814274792,258.4487505898298
DIGIT_Marker,ball4,diameter_px,thickness_mm,3,6,0.4731519609772976,273.2756767999782,250.87355867684883,276.01186202597114
DIGIT_Marker,ball4,diameter_px,thickness_mm,3,6,0.5355093506582339,280.9057604224472,252.12978014826302,292.52688185848
DIGIT_Marker,ball4,diameter_px,thickness_mm,3,6,0.5978667403391702,289.27334654789297,261.62772133502824,299.66847986938365
DIGIT_Marker,ball4,diameter_px,thickness_mm,3,6,0.6602241300201066,305.24466466643634,266.2251876889474,317.70131251775985
DIGIT_Marker,ball4,diameter_px,thickness_mm,3,6,0.7225815197010428,331.3794817409623,269.8578450470629,348.28773107417527
DIGIT_Marker,ball4,diameter_px,thickness_mm,3,6,0.7849389093819792,345.7790994189478,281.1235012796009,351.32090485608506
DIGIT_Marker,ball4,diameter_px,thickness_mm,3,6,0.8472962990629154,348.3594633816358,299.16588374104066,366.6461958657385
DIGIT_Marker,ball4,diameter_px,thickness_mm,3,6,0.9096536887438518,361.19456968523855,302.15099875365314,381.9433558024482
DIGIT_Marker,ball4,diameter_px,thickness_mm,3,6,0.972011078424788,387.86117746025917,317.83255079970644,402.56633041290706
DIGIT_Marker,ball4,diameter_px,thickness_mm,3,6,1.0343684681057244,401.14597516604124,333.0372712616117,416.9752315728948
DIGIT_Marker,ball4,diameter_px,thickness_mm,3,6,1.0967258577866605,415.4969021987683,347.0722474442805,432.06194400199433
DIGIT_Marker,ball4,diameter_px,thickness_mm,3,6,1.159083247467597,431.0806017758822,360.6853815171189,447.7650427032873
DIGIT_Marker,ball4,diameter_px,thickness_mm,3,6,1.2214406371485333,442.76192717541795,374.29851558995733,460.03411936585894
DIGIT_Marker,ball4,diameter_px,thickness_mm,3,6,1.2837980268294695,454.03741114756804,387.7087289491028,469.41665606911874
DIGIT_Marker,ball4,diameter_px,thickness_mm,3,6,1.346155416510406,466.3114620838486,398.6058580443457,487.44671190855183
DIGIT_Marker,ball4,diameter_px,thickness_mm,3,6,1.4085128061913421,475.0159818466134,406.7449678071916,497.3439393259986
DIGIT_Marker,ball4,diameter_px,thickness_mm,3,6,1.4708701958722785,483.7205016093782,414.88407757003745,507.2889544229415
DIGIT_Marker,ball4,diameter_px,thickness_mm,3,6,1.5332275855532147,492.42502137214296,423.0231873328833,517.3140053332054
DIGIT_Marker,ball4,diameter_px,thickness_mm,3,6,1.595584975234151,501.12954113490775,431.1622970957292,525.2149446141658
DIGIT_Marker,ball4,diameter_px,thickness_mm,3,6,1.6579423649150873,510.58500669781034,439.72413773186935,533.0686259219009
DIGIT_Marker,ball4,diameter_px,thickness_mm,3,6,1.7202997545960237,519.0872069763008,448.0975629914884,542.087218828383
DIGIT_Marker,ball4,diameter_px,thickness_mm,3,6,1.7826571442769599,525.1568801555385,460.7046098159964,551.929577524675
DIGIT_Marker,ball4,diameter_px,thickness_mm,3,6,1.8450145339578963,531.0873345827256,469.38389868866153,560.4354378759793
DIGIT_Marker,ball4,diameter_px,thickness_mm,3,6,1.9073719236388325,539.1708321660286,473.07955535580254,570.108768247775
DIGIT_Marker,ball4,diameter_px,thickness_mm,3,6,1.9697293133197689,545.7203745341849,481.06351790162773,573.6221171109536
DIGIT_Marker,ball4,diameter_px,thickness_mm,3,6,2.032086703000705,555.6978705992366,487.6132986201859,583.0799971384483
DIGIT_Marker,ball4,diameter_px,thickness_mm,3,6,2.0944440926816412,561.1518062601868,491.08960335106275,591.446271881331
DIGIT_Marker,ball4,diameter_px,thickness_mm,3,6,2.1568014823625776,567.1741862319514,496.33194913540075,597.715803364834
DIGIT_Marker,ball4,diameter_px,thickness_mm,3,6,2.219158872043514,572.7511420370854,507.14385932626567,607.39432333167
DIGIT_Marker,ball4,diameter_px,thickness_mm,3,6,2.2815162617244504,578.5481417436413,513.6546375431142,610.4947641500057
DIGIT_Marker,ball4,diameter_px,thickness_mm,3,6,2.343873651405387,586.3062352725026,526.0670462228971,617.4493355577929
DIGIT_Marker,ball4,diameter_px,thickness_mm,3,6,2.406231041086323,566.613783817313,514.7134129798992,609.4944408276364
DIGIT_Marker,ball4,diameter_px,thickness_mm,3,6,2.468588430767259,571.0704477177862,519.8815243913316,618.7800502709022
DIGIT_Marker,ball4,diameter_px,thickness_mm,3,6,2.5309458204481956,575.2726316520909,549.9495112101927,622.5008353470803
DIGIT_Marker,ball4,level,hardness,soft,6,0.1613650125726161,6.863555654510215,6.8367289318636475,6.872248990712597
DIGIT_Marker,ball4,level,hardness,soft,6,0.2237224022535524,7.043806508743894,6.74056197376785,7.2364835562139
DIGIT_Marker,ball4,level,hardness,soft,6,0.28607979193448874,7.240592780237963,6.905497959514589,7.466485123159365
DIGIT_Marker,ball4,level,hardness,soft,6,0.34843718161542503,7.553047349246793,7.282837113038137,7.671148302762294
DIGIT_Marker,ball4,level,hardness,soft,6,0.4107945712963613,7.863646747791504,7.5677313040904615,8.015102198367407
DIGIT_Marker,ball4,level,hardness,soft,6,0.4731519609772976,8.16245315419722,7.852625495142786,8.349958647817
DIGIT_Marker,ball4,level,hardness,soft,6,0.5355093506582339,8.186726629532327,7.887784480138093,8.551111783605869
DIGIT_Marker,ball4,level,hardness,soft,6,0.5978667403391702,9.022000399415344,8.768871742060087,9.278430718640402
DIGIT_Marker,ball4,level,hardness,soft,6,0.6602241300201066,9.44006152607333,9.302397170617827,9.604190551810944
DIGIT_Marker,ball4,level,hardness,soft,6,0.7225815197010428,10.01273270408036,9.88597120422228,10.341324461228083
DIGIT_Marker,ball4,level,hardness,soft,6,0.7849389093819792,10.723453099131515,10.326000715818793,11.111607378328083
DIGIT_Marker,ball4,level,hardness,soft,6,0.8472962990629154,11.094264417750743,10.994745316108238,11.827492896882939
DIGIT_Marker,ball4,level,hardness,soft,6,0.9096536887438518,11.65164261304534,11.568910480966375,12.577013035357709
DIGIT_Marker,ball4,level,hardness,soft,6,0.972011078424788,12.399209952436355,12.149912918604416,13.017238681366099
DIGIT_Marker,ball4,level,hardness,soft,6,1.0343684681057244,12.90478162351922,12.565905052435761,13.9589861550027
DIGIT_Marker,ball4,level,hardness,soft,6,1.0967258577866605,13.410353294602084,12.965138680786572,14.67036361008517
DIGIT_Marker,ball4,level,hardness,soft,6,1.159083247467597,14.31821032301762,13.75111849816258,15.992452919497113
DIGIT_Marker,ball4,level,hardness,soft,6,1.2214406371485333,15.096978816692161,14.43818453034671,16.717175782784473
DIGIT_Marker,ball4,level,hardness,soft,6,1.2837980268294695,15.726553650690354,14.738564516707628,15.81446276446969
DIGIT_Marker,ball4,level,hardness,soft,6,1.346155416510406,16.35320710124377,15.216274581336833,17.289050690070106
DIGIT_Marker,ball4,level,hardness,soft,6,1.4085128061913421,16.97986055179718,15.935509948081917,18.173702601498476
DIGIT_Marker,ball4,level,hardness,soft,6,1.4708701958722785,17.440547052466705,16.190484785040116,18.421626293003175
DIGIT_Marker,ball4,level,hardness,soft,6,1.5332275855532147,18.066995898171754,16.72822064831557,19.195557153411833
DIGIT_Marker,ball4,level,hardness,soft,6,1.595584975234151,18.585696369180553,17.331836710678466,19.678034004579047
DIGIT_Marker,ball4,level,hardness,soft,6,1.6579423649150873,19.60564074792449,18.09946795469285,20.801468468341355
DIGIT_Marker,ball4,level,hardness,soft,6,1.7202997545960237,20.25078377696181,18.798279725701732,21.369523845405876
DIGIT_Marker,ball4,level,hardness,soft,6,1.7826571442769599,20.683715496961142,19.236617220265153,21.93147906353574
DIGIT_Marker,ball4,level,hardness,soft,6,1.8450145339578963,21.44249074372707,20.152809187483744,22.397943079448872
DIGIT_Marker,ball4,level,hardness,soft,6,1.9073719236388325,21.955399262598796,20.839032569082264,22.734382583797217
DIGIT_Marker,ball4,level,hardness,soft,6,1.9697293133197689,22.186181998446013,20.8980390870562,22.86450865742018
DIGIT_Marker,ball4,level,hardness,soft,6,2.032086703000705,22.747338696177618,21.497036993652692,23.22231550313596
DIGIT_Marker,ball4,level,hardness,soft,6,2.0944440926816412,23.304571939025593,22.24149372947963,23.55338290877014
DIGIT_Marker,ball4,level,hardness,soft,6,2.1568014823625776,23.77554122237512,22.752155088664612,23.841318334655096
DIGIT_Marker,ball4,level,hardness,medium,6,0.1613650125726161,6.794418103377461,6.391695806139375,7.326319745411607
DIGIT_Marker,ball4,level,hardness,medium,6,0.2237224022535524,6.925797025680203,6.530332004401768,7.393392094424582
DIGIT_Marker,ball4,level,hardness,medium,6,0.28607979193448874,7.057647058087967,6.7012114257140905,7.457756666046858
DIGIT_Marker,ball4,level,hardness,medium,6,0.34843718161542503,7.376997529225365,7.08840636613566,7.805270308149392
DIGIT_Marker,ball4,level,hardness,medium,6,0.4107945712963613,7.693213893609865,7.337958098276422,8.088023892449812
DIGIT_Marker,ball4,level,hardness,medium,6,0.4731519609772976,8.009430257994364,7.530936622021694,8.427350685145722
DIGIT_Marker,ball4,level,hardness,medium,6,0.5355093506582339,7.973740987068156,7.682569373941666,8.42682093376618
DIGIT_Marker,ball4,level,hardness,medium,6,0.5978667403391702,8.732378724195412,8.191862266614844,8.98241725392473
DIGIT_Marker,ball4,level,hardness,medium,6,0.6602241300201066,9.180302754684952,8.453621684044446,9.792098529579535
DIGIT_Marker,ball4,level,hardness,medium,6,0.7225815197010428,9.546021218669178,8.273724225111417,9.777846900386793
DIGIT_Marker,ball4,level,hardness,medium,6,0.7849389093819792,10.16063558117789,8.59609090251666,10.724150094614231
DIGIT_Marker,ball4,level,hardness,medium,6,0.8472962990629154,10.897698141883723,8.922870515988699,11.161908545423437
DIGIT_Marker,ball4,level,hardness,medium,6,0.9096536887438518,11.598182972836577,8.95407799767927,11.71668588813452
DIGIT_Marker,ball4,level,hardness,medium,6,0.972011078424788,12.29866780378943,9.235361649235193,12.466310291743419
DIGIT_Marker,ball4,level,hardness,medium,6,1.0343684681057244,12.999152634742284,9.516645300791117,13.21593469535232
DIGIT_Marker,ball4,level,hardness,medium,6,1.0967258577866605,13.699637465695137,9.85962312888076,13.928402270605952
DIGIT_Marker,ball4,level,hardness,medium,6,1.159083247467597,14.400122296647991,10.227991455177007,14.578269945795915
DIGIT_Marker,ball4,level,hardness,medium,6,1.2214406371485333,15.15444087400813,10.596359781473254,15.228137620985876
