sensor,width_px,height_px,split,seed,fx_mae,fy_mae,fz_mae,fz_rmse,fz_mae_baseline,fz_r2,lat_mae,lat_mae_baseline,lat_r2,lat_mae_shear,fz_mae_normal,n_test_shear,n_test_normal,norm,rep,n_train,n_val,n_test,fz_range,tx_mae,ty_mae,tz_mae,epochs,epochs_run,best_epoch,train_loss,val_loss,batch,micro_batch,accum,seconds,hardness,thickness_mm
hard_2mm_r2,48,27,cycle,0,0.0254047606140375,0.0425078049302101,0.078261911869049,0.0974520370364189,0.4107804000377655,0.9582242965698242,0.0397003293037414,0.1421244740486145,0.89030522108078,0.0572219230234622,0.0644830763339996,95,82,none,2,659,164,177,1.9569799900054927,0.0007966564153321,0.0007673740037716,0.0002568903437349,30,30,15,0.3608485758756831,0.3120550934861346,64,64,1,2.7,hard,2
hard_2mm_r2,48,27,cycle,1,0.0274167470633983,0.0306936576962471,0.0715945065021514,0.0886894911527633,0.4107804000377655,0.9653991460800172,0.0320962443947792,0.1421244740486145,0.9347596168518066,0.0472958460450172,0.0615863278508186,95,82,none,2,659,164,177,1.9569799900054927,0.0007279093260876,0.0006368705071508,0.0002497291425243,30,30,29,0.2904525548445799,0.3043512716525938,64,64,1,1.8,hard,2
hard_2mm_r2,48,27,cycle,2,0.0415960066020488,0.0351564399898052,0.1041981875896453,0.1711960136890411,0.4107804000377655,0.8710772395133972,0.0472078919410705,0.1421244740486145,0.7206485867500305,0.0762027353048324,0.0590881779789924,95,82,none,2,659,164,177,1.9569799900054927,0.0016404043417423,0.0006909936200827,0.0002500395348761,30,30,25,0.2608240529872217,0.3078011070809713,64,64,1,1.9,hard,2
hard_2mm_r2,32,18,cycle,0,0.0434537306427955,0.0392140857875347,0.0813504233956337,0.1012476235628128,0.4107804000377655,0.954906702041626,0.044016670435667,0.1421244740486145,0.8974145650863647,0.0527746938169002,0.069792203605175,95,82,none,2,659,164,177,1.9569799900054927,0.0009364302386529,0.000887912872713,0.0002280729386257,30,30,29,0.2854916698473176,0.3510636643665593,64,64,1,3.2,hard,2
hard_2mm_r2,32,18,cycle,1,0.0447838455438613,0.0430761985480785,0.0748283714056015,0.0921520069241523,0.4107804000377655,0.9626447558403016,0.0519330985844135,0.1421244740486145,0.7585487961769104,0.0765535086393356,0.0621367320418357,95,82,none,2,659,164,177,1.9569799900054927,0.0009851322975009,0.0010334599064663,0.0002395705523667,30,30,30,0.2619148320963603,0.329066985990943,64,64,1,2.2,hard,2
hard_2mm_r2,32,18,cycle,2,0.043479349464178,0.0526206232607364,0.088890865445137,0.1098567098379135,0.4107804000377655,0.9469121098518372,0.0495156645774841,0.1421244740486145,0.8582174777984619,0.0666596293449401,0.0738790407776832,95,82,none,2,659,164,177,1.9569799900054927,0.0013872761046513,0.0008836730266921,0.0002292891731485,30,30,21,0.3386295098636147,0.3506435301245713,64,64,1,2.1,hard,2
hard_2mm_r2,16,9,cycle,0,0.0497878976166248,0.0667917802929878,0.1059529185295105,0.1398295164108276,0.4107804000377655,0.9139918088912964,0.0763750672340393,0.1421244740486145,0.5028639435768127,0.1189805045723915,0.1025829911231994,95,82,none,2,659,164,177,1.9569799900054927,0.0016261063283309,0.0014783721417188,0.0002584379108157,30,30,23,0.4403948588508756,0.3881040084652784,64,64,1,3.6,hard,2
hard_2mm_r2,16,9,cycle,1,0.0327469408512115,0.046114508062601,0.092169776558876,0.1228156313300132,0.4107804000377655,0.9336487054824828,0.0437362790107727,0.1421244740486145,0.8679506182670593,0.0627384781837463,0.0656622946262359,95,82,none,2,659,164,177,1.9569799900054927,0.0012177361641079,0.0008590873912908,0.0002492979110684,30,30,30,0.3015008804830687,0.3863122230622826,64,64,1,2.2,hard,2
hard_2mm_r2,16,9,cycle,2,0.0396487303078174,0.0654170662164688,0.0966555252671241,0.1222114637494087,0.4107804000377655,0.934299886226654,0.0628077387809753,0.1421244740486145,0.725628137588501,0.090714193880558,0.096520684659481,95,82,none,2,659,164,177,1.9569799900054927,0.0015022550942376,0.0011036293581128,0.0002399436780251,30,30,26,0.3879452851545829,0.3807711484955578,64,64,1,2.1,hard,2
hard_2mm_r2,8,5,cycle,0,0.1413565427064895,0.156231090426445,0.3559716641902923,0.4320828914642334,0.4107804000377655,0.178748071193695,0.1316311657428741,0.1421244740486145,-0.2306790351867675,0.2047808617353439,0.3728485703468323,95,82,none,2,659,164,177,1.9569799900054927,0.002786403754726,0.0020177343394607,0.0002035578945651,30,30,3,0.6364223208159706,0.7230398364183379,64,64,1,3.6,hard,2
hard_2mm_r2,8,5,cycle,1,0.0427987575531005,0.0584758892655372,0.122815728187561,0.1494543701410293,0.4107804000377655,0.9017438888549804,0.0559346973896026,0.1421244740486145,0.8168185949325562,0.0675219222903251,0.0916522443294525,95,82,none,2,659,164,177,1.9569799900054927,0.0014268766390159,0.0011243612971156,0.0001970919402083,30,30,30,0.3606424114591978,0.4089024590282905,64,64,1,2.0,hard,2
hard_2mm_r2,8,5,cycle,2,0.0830137804150581,0.1234354227781295,0.2672738432884216,0.3051294982433319,0.4107804000377655,0.5904465913772583,0.0917152762413024,0.1421244740486145,0.3347365856170654,0.133647009730339,0.2657768726348877,95,82,none,2,659,164,177,1.9569799900054927,0.0023356406018137,0.001869422616437,0.00020290921384,30,30,10,0.51664291636535,0.7646500889847918,64,64,1,2.0,hard,2
hard_3mm_r1,1920,1080,cycle,0,0.0372855179011821,0.0473567470908165,0.0635334998369216,0.0818258300423622,0.3240051865577698,0.961867094039917,0.056582722812891,0.1864441782236099,0.8957168459892273,0.0772912874817848,0.0601553805172443,69,78,none,1,694,159,147,1.882449984550476,0.0010045228991657,0.0008829210419207,0.0001328317157458,30,30,26,0.1402734755739698,0.2689670110648533,64,4,16,256.5,hard,3
hard_3mm_r1,1920,1080,cycle,1,0.0275643672794103,0.0348123423755168,0.0633693858981132,0.0796707347035408,0.3240051865577698,0.9638493061065674,0.0391913838684558,0.1864441782236099,0.945691704750061,0.058859646320343,0.058817833662033,69,78,none,1,694,159,147,1.882449984550476,0.0008349270792677,0.0006856297259218,0.0001354582345811,30,30,29,0.1345259285282332,0.2498620478612072,64,4,16,256.5,hard,3
hard_3mm_r1,1920,1080,cycle,2,0.0254502687603235,0.028198005631566,0.0586837381124496,0.0774533450603485,0.3240051865577698,0.96583354473114,0.0306101627647876,0.1864441782236099,0.9598447680473328,0.0490452758967876,0.0633012577891349,69,78,none,1,694,159,147,1.882449984550476,0.0006908340146765,0.0006302359397523,0.0001435949961887,30,30,30,0.1468920046168376,0.2416280279369474,64,4,16,256.0,hard,3
hard_3mm_r1,1280,720,cycle,0,0.0375495329499244,0.040872186422348,0.0716485604643821,0.0903607010841369,0.3240051865577698,0.9534972310066224,0.0500939898192882,0.1864441782236099,0.9193390607833862,0.0683981552720069,0.0692752003669738,69,78,none,1,694,159,147,1.882449984550476,0.0011452519102022,0.0009302636608481,0.0001309055805904,30,30,27,0.224330373473401,0.2836982139251517,64,11,6,113.7,hard,3
hard_3mm_r1,1280,720,cycle,1,0.0392008125782012,0.0358654372394084,0.066100850701332,0.0866669565439224,0.3240051865577698,0.9572213888168336,0.0388793051242828,0.1864441782236099,0.9375085234642028,0.0642729550600051,0.0551284998655319,69,78,none,1,694,159,147,1.882449984550476,0.0008773175068199,0.0008318944601342,0.0001297572307521,30,30,30,0.1184825867586245,0.2709463077521174,64,11,6,112.8,hard,3
hard_3mm_r1,1280,720,cycle,2,0.0327669642865657,0.0393672101199626,0.0653489455580711,0.0842190235853195,0.3240051865577698,0.9596038460731506,0.0416915826499462,0.1864441782236099,0.931612193584442,0.0643740147352218,0.0594388954341411,69,78,none,1,694,159,147,1.882449984550476,0.0008861843380145,0.0008330751443281,0.0001344235788565,30,30,30,0.1594478515451854,0.2736225398081653,64,11,6,112.4,hard,3
hard_3mm_r1,854,480,cycle,0,0.0401959531009197,0.0335352830588817,0.065643087029457,0.0846774131059646,0.3240051865577698,0.9591629505157472,0.0421483628451824,0.1864441782236099,0.9305428862571716,0.0705187320709228,0.0585497207939624,69,78,none,1,694,159,147,1.882449984550476,0.0008557752007618,0.0009703934192657,0.0001319080911343,30,30,30,0.1675952559589309,0.2707903790024091,64,24,3,52.9,hard,3
hard_3mm_r1,854,480,cycle,1,0.0332095138728618,0.0357853733003139,0.0662382990121841,0.0865193381905555,0.3240051865577698,0.9573670029640198,0.0405148118734359,0.1864441782236099,0.9293925762176514,0.0638148337602615,0.0615473724901676,69,78,none,1,694,159,147,1.882449984550476,0.0009008230408653,0.0008354536257684,0.0001312170934397,30,30,29,0.1556099709928551,0.2770264373635346,64,24,3,51.9,hard,3
hard_3mm_r1,854,480,cycle,2,0.0360580459237098,0.0500446185469627,0.0748892202973365,0.0938253849744796,0.3240051865577698,0.949862778186798,0.0539501160383224,0.1864441782236099,0.9122231006622314,0.0659752413630485,0.0666538774967193,69,78,none,1,694,159,147,1.882449984550476,0.0015348934102803,0.0009010013309307,0.0001301945303566,30,30,28,0.1756690520718049,0.2876307679422246,64,24,3,51.9,hard,3
hard_3mm_r1,640,360,cycle,0,0.0370136871933937,0.0521501488983631,0.0699230208992958,0.0911729410290718,0.3240051865577698,0.9526574611663818,0.0470242612063884,0.1864441782236099,0.9115009307861328,0.0763521119952201,0.0642066299915313,69,78,none,1,694,159,147,1.882449984550476,0.0011396678164601,0.0008782755467109,0.0001318761642323,30,30,27,0.2211616094242942,0.2987067204601359,64,44,1,29.7,hard,3
hard_3mm_r1,640,360,cycle,1,0.0330505780875682,0.0362930186092853,0.0654658526182174,0.0844964459538459,0.3240051865577698,0.9593372941017152,0.0430240705609321,0.1864441782236099,0.9298079013824464,0.0647496506571769,0.0551052466034889,69,78,none,1,694,159,147,1.882449984550476,0.0010858181631192,0.0010235095396637,0.0001310235675191,30,30,30,0.128759205856653,0.2674649376539314,64,44,1,29.0,hard,3
hard_3mm_r1,640,360,cycle,2,0.0346073880791664,0.0359297543764114,0.0737998262047767,0.0946340337395668,0.3240051865577698,0.9489948153495787,0.0456124581396579,0.1864441782236099,0.91956627368927,0.0659423246979713,0.0735085532069206,69,78,none,1,694,159,147,1.882449984550476,0.0009061351302079,0.0009912978857755,0.0001312572858296,30,30,30,0.1570965357403934,0.2741980762601648,64,44,1,29.0,hard,3
hard_3mm_r1,426,240,cycle,0,0.0537299625575542,0.0347393602132797,0.075218878686428,0.0947476997971534,0.3240051865577698,0.948872208595276,0.0423393286764621,0.1864441782236099,0.9258531332015992,0.0678337216377258,0.0630706548690795,69,78,none,1,694,159,147,1.882449984550476,0.0009561326005496,0.0009281403035856,0.0001438711333321,30,30,26,0.2096175089349664,0.2953215365139943,64,64,1,14.9,hard,3
hard_3mm_r1,426,240,cycle,1,0.0337652489542961,0.0426431894302368,0.065649539232254,0.0834030583500862,0.3240051865577698,0.9603828191757202,0.048727810382843,0.1864441782236099,0.9273014664649964,0.0581300370395183,0.0636927857995033,69,78,none,1,694,159,147,1.882449984550476,0.0008821440860629,0.0009895606199279,0.00013862727792,30,30,29,0.1332481786909296,0.28191573065032,64,64,1,13.3,hard,3
hard_3mm_r1,426,240,cycle,2,0.0444897450506687,0.038806278258562,0.0855288654565811,0.1104535013437271,0.3240051865577698,0.9305170178413392,0.0472818054258823,0.1864441782236099,0.9152517914772034,0.0715196803212165,0.0841362476348877,69,78,none,1,694,159,147,1.882449984550476,0.0008817927446216,0.0008804561803117,0.0001367987279081,30,30,29,0.1368073613224524,0.2965620508733785,64,64,1,13.4,hard,3
hard_3mm_r1,320,180,cycle,0,0.0396816320717334,0.0489937290549278,0.067669928073883,0.0845657661557197,0.3240051865577698,0.9592705368995668,0.0534443221986293,0.1864441782236099,0.9233649373054504,0.0558142103254795,0.0608714967966079,69,78,none,1,694,159,147,1.882449984550476,0.0009562947088852,0.0008869392913766,0.0001333370310021,30,30,29,0.1776628549229514,0.2899145450232164,64,64,1,9.0,hard,3
hard_3mm_r1,320,180,cycle,1,0.0343028157949447,0.0355577319860458,0.0629699230194091,0.0803682133555412,0.3240051865577698,0.9632135629653932,0.0384577400982379,0.1864441782236099,0.9464929103851318,0.0601545423269271,0.0565634444355964,69,78,none,1,694,159,147,1.882449984550476,0.0007400079630315,0.0009413473890163,0.0001372307597193,30,30,27,0.1989295523860612,0.2659414819201583,64,64,1,7.8,hard,3
hard_3mm_r1,320,180,cycle,2,0.0361888445913791,0.0354805327951908,0.0638604164123535,0.0821842774748802,0.3240051865577698,0.9615322351455688,0.0371690317988395,0.1864441782236099,0.9504573345184326,0.0553709231317043,0.0616980716586113,69,78,none,1,694,159,147,1.882449984550476,0.000870530726388,0.0008604592294432,0.0001486308901803,30,30,30,0.1426466590045852,0.2754137171139507,64,64,1,7.8,hard,3
hard_3mm_r1,160,90,cycle,0,0.0287114679813385,0.0449634231626987,0.0717897340655326,0.0888226181268692,0.3240051865577698,0.9550668597221376,0.0461287349462509,0.1864441782236099,0.9452705979347228,0.0493664890527725,0.0684266909956932,69,78,none,1,694,159,147,1.882449984550476,0.0010051989229395,0.0007168598240241,0.0001560282398713,30,30,29,0.2089986361412905,0.2915344838076417,64,64,1,3.8,hard,3
hard_3mm_r1,160,90,cycle,1,0.0348789915442466,0.0278232544660568,0.0712099820375442,0.089446373283863,0.3240051865577698,0.9544335603713988,0.0376299247145652,0.1864441782236099,0.947689175605774,0.0552797727286815,0.0544654764235019,69,78,none,1,694,159,147,1.882449984550476,0.000730826635845,0.0008671546238474,0.0001662245340412,30,30,25,0.263703296782304,0.2645188097683889,64,64,1,2.8,hard,3
hard_3mm_r1,160,90,cycle,2,0.0339403711259365,0.0279425270855426,0.0677458718419075,0.0842906907200813,0.3240051865577698,0.9595350623130798,0.035116109997034,0.1864441782236099,0.958818018436432,0.0476147420704364,0.0624040402472019,69,78,none,1,694,159,147,1.882449984550476,0.0008505888981744,0.0009703290415927,0.0001531010639155,30,30,28,0.2042290827726424,0.2779898853421961,64,64,1,2.8,hard,3
hard_3mm_r1,80,45,cycle,0,0.0270775407552719,0.0342424325644969,0.0581455044448375,0.0786542668938636,0.3240051865577698,0.9647658467292786,0.0354327000677585,0.1864441782236099,0.9501757025718688,0.0544975250959396,0.0510493591427803,69,78,none,1,694,159,147,1.882449984550476,0.000794289575424,0.0007666912279091,0.0001301302982028,30,30,30,0.2553352553837581,0.2504847544544148,64,64,1,2.9,hard,3
hard_3mm_r1,80,45,cycle,1,0.028431486338377,0.0368698649108409,0.0654439702630043,0.0862686410546302,0.3240051865577698,0.9576137065887452,0.0374024137854576,0.1864441782236099,0.9339686632156372,0.0648710280656814,0.0588198080658912,69,78,none,1,694,159,147,1.882449984550476,0.0009004781604744,0.0007646646117791,0.0001283059245906,30,30,24,0.2849314769338119,0.2760101294367568,64,64,1,1.9,hard,3
hard_3mm_r1,80,45,cycle,2,0.03042365424335,0.0410176776349544,0.0674320757389068,0.0847211852669715,0.3240051865577698,0.9591206908226012,0.0370060615241527,0.1864441782236099,0.9535837769508362,0.0542333461344242,0.065569557249546,69,78,none,1,694,159,147,1.882449984550476,0.0010627281153574,0.0007109267753548,0.0001344402844551,30,30,30,0.2310759423445555,0.2709595842181511,64,64,1,2.0,hard,3
hard_3mm_r1,48,27,cycle,0,0.0353985466063022,0.0371371656656265,0.0708105340600013,0.0965519696474075,0.3240051865577698,0.9469064474105836,0.0426138937473297,0.1864441782236099,0.9239175319671632,0.0728164538741111,0.0574515461921691,69,78,none,1,694,159,147,1.882449984550476,0.0009876128751784,0.0007646029698662,0.0001344576739938,30,30,30,0.2935152658468021,0.2832788791296617,64,64,1,2.9,hard,3
hard_3mm_r1,48,27,cycle,1,0.0294141341000795,0.0356539376080036,0.0822445526719093,0.1075158715248107,0.3240051865577698,0.9341638088226318,0.0392254628241062,0.1864441782236099,0.9359749555587769,0.06294596940279,0.0696683526039123,69,78,none,1,694,159,147,1.882449984550476,0.0009081703028641,0.0007567414431832,0.0001321403542533,30,30,29,0.2758324290558653,0.2783281758146466,64,64,1,2.0,hard,3
hard_3mm_r1,48,27,cycle,2,0.0378024093806743,0.0367320962250232,0.0696578025817871,0.0890378206968307,0.3240051865577698,0.9548488855361938,0.0457888022065162,0.1864441782236099,0.9209068417549132,0.06612329185009,0.0648017451167106,69,78,none,1,694,159,147,1.882449984550476,0.000919813523069,0.0008362953085452,0.0001293705572606,30,30,30,0.2971414049351937,0.280002659971609,64,64,1,1.8,hard,3
hard_3mm_r1,32,18,cycle,0,0.0481983125209808,0.0501511245965957,0.122584231197834,0.1762529015541076,0.3240051865577698,0.8230738639831543,0.060111291706562,0.1864441782236099,0.8425133228302002,0.1048135757446289,0.0853100419044494,69,78,none,1,694,159,147,1.882449984550476,0.0020103892311453,0.0011223591864109,0.0001365649659419,30,30,27,0.3812020106686639,0.3569497762236205,64,64,1,3.2,hard,3
hard_3mm_r1,32,18,cycle,1,0.0421752296388149,0.0423224978148937,0.0885855108499527,0.1173045709729194,0.3240051865577698,0.921630084514618,0.0462884791195392,0.1864441782236099,0.8936877846717834,0.075868159532547,0.0699944123625755,69,78,none,1,694,159,147,1.882449984550476,0.0011203970061615,0.0009468698408454,0.0001316861744271,30,30,29,0.2953304200076232,0.3026508235331601,64,64,1,2.2,hard,3
hard_3mm_r1,32,18,cycle,2,0.0422342047095298,0.0395608507096767,0.0692650005221366,0.0913761481642723,0.3240051865577698,0.952446222305298,0.0512395277619361,0.1864441782236099,0.9011951684951782,0.0789275914430618,0.0624538920819759,69,78,none,1,694,159,147,1.882449984550476,0.0011392828309908,0.001012067310512,0.0001309235958615,30,30,30,0.2990674642733263,0.2927432450108558,64,64,1,2.2,hard,3
hard_3mm_r1,16,9,cycle,0,0.0478797033429145,0.0579147413372993,0.0881561413407325,0.1207011640071868,0.3240051865577698,0.9170259237289428,0.0651365369558334,0.1864441782236099,0.8263323307037354,0.1025259867310524,0.0693323463201522,69,78,none,1,694,159,147,1.882449984550476,0.0014565379824489,0.0011494657956063,0.0001316114212386,30,30,30,0.3584273747820675,0.3160763326680885,64,64,1,3.7,hard,3
hard_3mm_r1,16,9,cycle,1,0.0483330152928829,0.0614279732108116,0.0972237884998321,0.1257918328046798,0.3240051865577698,0.9098793268203736,0.065924271941185,0.1864441782236099,0.8189268112182617,0.1025140658020973,0.0747595578432083,69,78,none,1,694,159,147,1.882449984550476,0.0012427114415913,0.0012654663296416,0.0001281890145037,30,30,29,0.3395457006668838,0.3211202441521411,64,64,1,2.2,hard,3
hard_3mm_r1,16,9,cycle,2,0.0384024605154991,0.0472266152501106,0.0828961208462715,0.1093183234333992,0.3240051865577698,0.9319379329681396,0.0506445989012718,0.1864441782236099,0.8780663013458252,0.0860907733440399,0.0720198526978492,69,78,none,1,694,159,147,1.882449984550476,0.0012386052403599,0.0010630981996655,0.0001334628468612,30,30,30,0.3129887622096696,0.3023472132172974,64,64,1,2.2,hard,3
hard_3mm_r1,8,5,cycle,0,0.0541696213185787,0.0874637812376022,0.1749623566865921,0.4386154413223266,0.3240051865577698,-0.0956888198852539,0.0816679075360298,0.1864441782236099,0.2684535980224609,0.1024107784032821,0.1171973794698715,69,78,none,1,694,159,147,1.882449984550476,0.0026046563871204,0.0016215406358242,0.000150738924276,30,30,29,0.334156951574496,0.4443388585024659,64,64,1,3.7,hard,3
hard_3mm_r1,8,5,cycle,1,0.0575859360396862,0.0563625283539295,0.1054165810346603,0.1374773681163787,0.3240051865577698,0.8923580050468445,0.0645060092210769,0.1864441782236099,0.8380048274993896,0.1065220385789871,0.0915652886033058,69,78,none,1,694,159,147,1.882449984550476,0.0016586495330557,0.0014258916489779,0.0001299614086747,30,30,29,0.3617221738831798,0.3642459065659241,64,64,1,2.2,hard,3
hard_3mm_r1,8,5,cycle,2,0.0626458451151847,0.0767328143119812,0.1427541822195053,0.2190305739641189,0.3240051865577698,0.7267696857452393,0.0840172171592712,0.1864441782236099,0.5062946081161499,0.1489583998918533,0.0896422639489173,69,78,none,1,694,159,147,1.882449984550476,0.0013166209682822,0.0014956068480387,0.0001382202026434,30,30,29,0.3721772422020992,0.4043090448439496,64,64,1,2.1,hard,3
hard_3mm_r2,1920,1080,cycle,0,0.0180494934320449,0.022391065955162,0.0632646009325981,0.078413538634777,0.3271837830543518,0.9633495807647704,0.0228718314319849,0.1644029468297958,0.9712045192718506,0.0283145494759082,0.0759497806429863,121,61,none,2,634,184,182,2.0799999237060547,0.0005595354596152,0.0005850669695064,0.0001699013955658,30,30,28,0.1262076436909215,0.2104301467213941,64,4,16,239.4,hard,3
hard_3mm_r2,1920,1080,cycle,1,0.025119686499238,0.0221942886710166,0.0611753351986408,0.0787718296051025,0.3271837830543518,0.9630138874053956,0.0269023664295673,0.1644029468297958,0.9676664471626282,0.0353188104927539,0.0555886849761009,121,61,none,2,634,184,182,2.0799999237060547,0.0006652748561464,0.0007486720569431,0.0001790379901649,30,30,26,0.1462322122150039,0.2216251856930877,64,4,16,239.1,hard,3
hard_3mm_r2,1920,1080,cycle,2,0.0216178614646196,0.022853685542941,0.0554025992751121,0.0674322992563247,0.3271837830543518,0.9728960394859314,0.024321299046278,0.1644029468297958,0.972998023033142,0.0293375104665756,0.058818656951189,121,61,none,2,634,184,182,2.0799999237060547,0.0005831414018757,0.0005657634465023,0.0001958846114575,30,30,19,0.1748383955718591,0.2225848238753235,64,4,16,240.9,hard,3
hard_3mm_r2,1280,720,cycle,0,0.0209660530090332,0.0213211439549922,0.061584074050188,0.0774295851588249,0.3271837830543518,0.9642636179924012,0.0225559752434492,0.1644029468297958,0.9759433269500732,0.0277092214673757,0.0563827455043792,121,61,none,2,634,184,182,2.0799999237060547,0.0006208374979905,0.0006229779100976,0.0001847923849709,30,30,25,0.1493571482434257,0.2213165922009426,64,11,6,105.7,hard,3
hard_3mm_r2,1280,720,cycle,1,0.0249396841973066,0.0478790625929832,0.0573221109807491,0.0735039412975311,0.3271837830543518,0.9677953720092772,0.0340780802071094,0.1644029468297958,0.94314044713974,0.0419734865427017,0.0596475861966609,121,61,none,2,634,184,182,2.0799999237060547,0.000639550446067,0.0006490573869086,0.000172093117726,30,30,14,0.2375909217900658,0.2361436998066695,64,11,6,104.9,hard,3
hard_3mm_r2,1280,720,cycle,2,0.0256860386580228,0.0231933575123548,0.069145567715168,0.0882969796657562,0.3271837830543518,0.9535282850265504,0.0271491855382919,0.1644029468297958,0.9666557908058168,0.0318963825702667,0.074176050722599,121,61,none,2,634,184,182,2.0799999237060547,0.0006762451957911,0.0006537379231303,0.0001842048222897,30,30,30,0.1150180951277916,0.2299461805302163,64,11,6,104.8,hard,3
hard_3mm_r2,854,480,cycle,0,0.0312875397503376,0.0249212868511676,0.0597428642213344,0.0755887329578399,0.3271837830543518,0.9659426212310792,0.0255504120141267,0.1644029468297958,0.9697473645210266,0.0294391512870788,0.0614042580127716,121,61,none,2,634,184,182,2.0799999237060547,0.0006462291348725,0.0008396710036322,0.0001776241697371,30,30,16,0.2308008155612163,0.2396758509718853,64,24,3,49.4,hard,3
hard_3mm_r2,854,480,cycle,1,0.0232605338096618,0.0286498218774795,0.0576825402677059,0.073850043118,0.3271837830543518,0.9674913883209229,0.0303425919264554,0.1644029468297958,0.961325228214264,0.0311395302414894,0.0606205202639102,121,61,none,2,634,184,182,2.0799999237060547,0.000681860896293,0.000632538460195,0.0001824377250159,30,30,30,0.1524433209693018,0.240066190128741,64,24,3,48.1,hard,3
hard_3mm_r2,854,480,cycle,2,0.0369232073426246,0.0331669524312019,0.0563445650041103,0.0713430494070053,0.3271837830543518,0.9696610569953918,0.0353454537689685,0.1644029468297958,0.942174196243286,0.0444478057324886,0.0606517121195793,121,61,none,2,634,184,182,2.0799999237060547,0.0007820654427632,0.0009120649774558,0.0001690447243163,30,30,18,0.1974963363412803,0.2414959954178851,64,24,3,48.2,hard,3
hard_3mm_r2,640,360,cycle,0,0.0228488687425851,0.0314240716397762,0.0638775825500488,0.0815117880702018,0.3271837830543518,0.9603961110115052,0.0312190558761358,0.1644029468297958,0.961541473865509,0.0316194407641887,0.0716601312160492,121,61,none,2,634,184,182,2.0799999237060547,0.000615595257841,0.0005684844218194,0.000171474966919,30,30,30,0.1359906963745502,0.2316140882346941,64,44,1,27.5,hard,3
hard_3mm_r2,640,360,cycle,1,0.0316477045416832,0.0369789041578769,0.0560044683516025,0.0731778517365455,0.3271837830543518,0.9680805206298828,0.0314623191952705,0.1644029468297958,0.955896019935608,0.0337471961975097,0.0577192790806293,121,61,none,2,634,184,182,2.0799999237060547,0.0006071293028071,0.0006936592981219,0.0001894407905638,30,30,27,0.1637479360171297,0.2519619736982428,64,44,1,27.0,hard,3
hard_3mm_r2,640,360,cycle,2,0.0261844098567962,0.030953723937273,0.0646779537200927,0.0802300125360488,0.3271837830543518,0.9616318941116332,0.026189099997282,0.1644029468297958,0.9653979539871216,0.0309596713632345,0.0643122941255569,121,61,none,2,634,184,182,2.0799999237060547,0.0005974714877083,0.000565423106309,0.0001775831333361,30,30,30,0.1521892126426335,0.2343359550704127,64,44,1,27.0,hard,3
hard_3mm_r2,426,240,cycle,0,0.0244543273001909,0.0218578688800334,0.0534363724291324,0.0667356178164482,0.3271837830543518,0.9734532237052916,0.0227972064167261,0.1644029468297958,0.9734548330307008,0.0278236661106348,0.0512508638203144,121,61,none,2,634,184,182,2.0799999237060547,0.0011885368730872,0.0007301627192646,0.0001841715711634,30,30,28,0.1862272057999572,0.2424979676371035,64,64,1,13.9,hard,3
hard_3mm_r2,426,240,cycle,1,0.0225593205541372,0.0360387340188026,0.0621468015015125,0.0768711939454078,0.3271837830543518,0.964777171611786,0.026919886469841,0.1644029468297958,0.964529514312744,0.0313111953437328,0.0517705902457237,121,61,none,2,634,184,182,2.0799999237060547,0.0009733207407407,0.0006003108574077,0.0001656427048146,30,30,29,0.1504682005391888,0.2493492209393045,64,64,1,12.4,hard,3
hard_3mm_r2,426,240,cycle,2,0.0319736897945404,0.0296354182064533,0.0732897669076919,0.0935844630002975,0.3271837830543518,0.9477959275245668,0.0304446332156658,0.1644029468297958,0.9546154737472534,0.0369198396801948,0.0755044892430305,121,61,none,2,634,184,182,2.0799999237060547,0.0008517457754351,0.0006279529770836,0.0001777793222572,30,30,30,0.1645712386170396,0.2427724237027375,64,64,1,12.3,hard,3
hard_3mm_r2,320,180,cycle,0,0.0268344823271036,0.0404238142073154,0.0616715028882026,0.0768077746033668,0.3271837830543518,0.964835286140442,0.032824333757162,0.1644029468297958,0.9490530490875244,0.0396116189658641,0.064971387386322,121,61,none,2,634,184,182,2.0799999237060547,0.0009597838507033,0.001152899232693,0.0001820403995225,30,30,22,0.2200788654363493,0.2655447306840316,64,64,1,8.4,hard,3
hard_3mm_r2,320,180,cycle,1,0.0294410474598407,0.0323855057358741,0.0638698637485504,0.0799319297075271,0.3271837830543518,0.961916446685791,0.0279959067702293,0.1644029468297958,0.9639952778816224,0.031591672450304,0.0602170191705226,121,61,none,2,634,184,182,2.0799999237060547,0.0007154881604947,0.0006909807561896,0.0001679898123256,30,30,12,0.2576348157335155,0.2399329672689023,64,64,1,7.2,hard,3
hard_3mm_r2,320,180,cycle,2,0.0293804164975881,0.0268238708376884,0.0585093908011913,0.0724181979894638,0.3271837830543518,0.9687397480010986,0.0308379400521516,0.1644029468297958,0.9548670053482056,0.0392131134867668,0.0618025884032249,121,61,none,2,634,184,182,2.0799999237060547,0.0006492233951576,0.0010030789999291,0.0001676532410783,30,30,25,0.1742520640701149,0.2360260849413664,64,64,1,7.2,hard,3
