sensor,axis,width_px,median,min,max
soft_1mm_r1,Tz,160,0.0002284776710439,0.0002100477722706,0.000243484522798
soft_1mm_r1,Tz,320,0.0002034150529652,0.0002023360575549,0.0002058863028651
soft_1mm_r1,Tz,426,0.0001970475132111,0.0001938709174282,0.0002215239655924
soft_1mm_r1,Tz,640,0.0001909404090838,0.0001804530766094,0.0002505920710973
soft_1mm_r1,Tz,854,0.0001915180619107,0.0001879698102129,0.0002101270802086
soft_1mm_r1,Tz,1280,0.0002025405847234,0.000180606264621,0.0002036000514635
soft_1mm_r1,Tz,1920,0.0001848782412707,0.0001760906889103,0.000188861740753
soft_1mm_r2,Tx,8,0.001827691681683,0.001713024568744,0.0021728265564888
soft_1mm_r2,Tx,16,0.0012921144952997,0.0012839077971875,0.0013467386597767
soft_1mm_r2,Tx,32,0.0013132211752235,0.0012241947697475,0.0013981465017423
soft_1mm_r2,Tx,48,0.0011359537020325,0.0010230320040136,0.001153013203293
soft_1mm_r2,Tx,80,0.0008824840188026,0.0008664490887895,0.0014053641352802
soft_1mm_r2,Tx,160,0.0010529842693358,0.0008882166002877,0.0010572985047474
soft_1mm_r2,Tx,320,0.0011758983600884,0.0010498022893443,0.001294623943977
soft_1mm_r2,Tx,426,0.0010872107231989,0.0010580231901258,0.0014134679222479
soft_1mm_r2,Tx,640,0.0010517768096178,0.0010132991010323,0.0010813912376761
soft_1mm_r2,Tx,854,0.0010677526006475,0.0009989745449274,0.0012249298160895
soft_1mm_r2,Tx,1280,0.0011416083434596,0.0011002991814166,0.001291187130846
soft_1mm_r2,Tx,1920,0.0010150091256946,0.0008480573887936,0.0010972692398354
soft_1mm_r2,Ty,8,0.0014689245726913,0.0012885201722383,0.0015644369414076
soft_1mm_r2,Ty,16,0.0008232295513153,0.0006618811748921,0.0011003642575815
soft_1mm_r2,Ty,32,0.0009377668611705,0.0009154247236438,0.0009533651173114
soft_1mm_r2,Ty,48,0.000892547017429,0.0008059496176429,0.0009819659171625
soft_1mm_r2,Ty,80,0.0007621743134222,0.0006214170716702,0.0008545137825421
soft_1mm_r2,Ty,160,0.000632764713373,0.0006164024234749,0.0008467682637274
soft_1mm_r2,Ty,320,0.0008082527783699,0.000729136809241,0.0009461862500756
soft_1mm_r2,Ty,426,0.0009656466427259,0.0005757682956755,0.001118064043112
soft_1mm_r2,Ty,640,0.0008686888031661,0.0007808717782609,0.0008901032269932
