probe,ix,iy,x_mm,y_mm,img_x_px,img_y_px,target_depth_mm,depth_mm,rung_depth_mm,surface_offset_mm,force_wanted_N,force_N,file,t_img,Fx,Fy,Fz,tcp_x,tcp_y,tcp_z,area_px,radius_px,centroid_px,diff_level
ball4,2,1,3.04533232504045,-5.01697373352968,960.0,540.0,0.15,0.4044465112293345,0.3,0.0,0.0,0.3039592507803377,ball4_x+3.05_y-5.02_d0.15.png,1789058139.3717444,0.021379971255301555,0.0030719944827554357,-0.3039592507803377,43.0709228515625,359.9324645996093,37.4280891418457,39046,111.48420433376332,"[1023.8348870562926, 669.0218972493982]",12
ball4,2,1,3.04533232504045,-5.01697373352968,960.0,540.0,0.3,0.5154868137178283,0.44999999999999996,0.0,0.0,0.5328140546052594,ball4_x+3.05_y-5.02_d0.30.png,1789058140.5438104,0.03059887127923524,0.018246162929302125,-0.5328140546052594,43.0715103149414,359.9320983886718,37.28380584716797,38730,111.03216602362674,"[1027.6889749548154, 671.758275238833]",12
ball4,0,0,-2.864074507790771,-7.178130674859118,690.5799804085888,433.9034776961237,0.15,0.5321958697714706,0.3,0.0,0.3039592507803377,0.37087160449908085,ball4_x-2.86_y-7.18_d0.15.png,1789058144.4481134,0.010672202088714755,0.013998897656277797,-0.37087160449908085,39.0241584777832,355.103759765625,37.32655334472656,227437,269.06401763146033,"[923.5059203207921, 415.94866270659566]",12
ball4,0,0,-2.864074507790771,-7.178130674859118,690.5799804085888,433.9034776961237,0.3,0.7111759294903273,0.44999999999999996,0.0,0.5328140546052594,0.6770658655978451,ball4_x-2.86_y-7.18_d0.30.png,1789058149.9083252,0.004410552746783836,0.007018132893713336,-0.6770658655978451,39.02552032470703,355.103546142578,37.1805419921875,236999,274.6618370208577,"[925.2379925653695, 416.235325887451]",12
ball4,1,0,0.06234158230456291,-7.249963114282241,825.2899902042943,433.9034776961237,0.15,0.4681635080246487,0.3,0.0,0.3039592507803377,0.29286594427913426,ball4_x+0.06_y-7.25_d0.15.png,1789058153.0284991,0.04305063465483698,0.0349771190232957,-0.29286594427913426,41.60380935668945,356.5079040527343,37.36113357543945,186582,243.7024726668649,"[1113.265802703369, 490.83314038867627]",12
ball4,1,0,0.06234158230456291,-7.249963114282241,825.2899902042943,433.9034776961237,0.3,0.6703540274131825,0.44999999999999996,0.0,0.5328140546052594,0.6315669380647023,ball4_x+0.06_y-7.25_d0.30.png,1789058154.9807224,0.04575831895970879,-0.007041088011264485,-0.6315669380647023,41.6066551208496,356.4977416992187,37.2166633605957,605,13.877228871110882,"[1546.1289256198347, 884.798347107438]",12
ball4,2,0,2.9887576723999,-7.321795553705363,960.0,433.9034776961237,0.15,0.42146929506966657,0.3,0.0,0.3039592507803377,0.18486148894439508,ball4_x+2.99_y-7.32_d0.15.png,1789058158.104902,0.017420611814441146,0.02626316944109277,-0.18486148894439508,44.17676925659179,357.8973999023437,37.39947509765625,59430,137.53965441247362,"[1096.2350328117113, 634.5712603062426]",12
ball4,2,0,2.9887576723999,-7.321795553705363,960.0,433.9034776961237,0.3,0.6259509856241188,0.44999999999999996,0.0,0.5328140546052594,0.5287257279072435,ball4_x+2.99_y-7.32_d0.30.png,1789058159.2729664,0.02224017069804667,-0.0023192479857192085,-0.5287257279072435,44.17668151855468,357.9010620117187,37.2563018798828,60446,138.71034345089558,"[1105.9616351785064, 617.8218575257255]",12
ball4,3,0,5.915173762495236,-7.393627993128485,1094.7100097957057,433.9034776961237,0.15,0.5398840607642086,0.3,0.11938346751461582,0.3039592507803377,0.4095802265113093,ball4_x+5.92_y-7.39_d0.15.png,1789058162.9811413,0.008868122487857732,-0.005003487166864495,-0.4095802265113093,46.74696731567383,359.2998657226562,37.32223510742187,17080,73.73420411192586,"[1093.4110070257611, 697.7781030444964]",12
ball4,3,0,5.915173762495236,-7.393627993128485,1094.7100097957057,433.9034776961237,0.3,0.6811075729433256,0.44999999999999996,0.11938346751461582,0.5328140546052594,0.7271000316824086,ball4_x+5.92_y-7.39_d0.30.png,1789058164.1492043,0.01098616231831322,0.009912438743889317,-0.7271000316824086,46.74757766723633,359.3077087402343,37.17402267456054,16035,71.4429774362539,"[1075.1306516994075, 704.4424072341752]",12
