t,at,where,Fx,Fy,Fz,Tx,Ty,Tz
1788880645.104944,2026-09-09T00:17:25.104933,tare,0.0,0.0,0.0,0.0,0.0,0.0
1788880892.020348,2026-09-09T00:21:32.020339,between normal and shear blocks,0.01141,0.02114,-0.07243,0.00153,-0.00082,8e-05
1788881055.988382,2026-09-09T00:24:15.988368,end of collect,0.04344,0.05183,-0.08329,0.00173,-0.00225,0.00073
