fz_mae,lat_mae,lat_mae_shear,fz_mae_normal,n_test_shear,n_test_normal,fz_rmse,fz_mae_baseline,lat_mae_baseline,fz_r2,lat_r2,batch,micro_batch,accum,best_epoch,epochs_run,train_loss,val_loss,tx_mae,ty_mae,tz_mae,n_train,n_val,n_test,fz_range,unit,window,seconds,size,seed
0.0507839918136596,0.0314666330814361,0.0450436286628246,0.0543922707438468,74,56,0.0643288791179657,0.2492964565753936,0.1749364137649536,0.9657981395721436,0.9530569314956664,64,64,1,29,30,0.2097222005945876,0.2246212129239682,0.0007222163840197,0.000778178742621,0.0002085497108055,731,135,130,1.9688001871109009,9DTact_soft_3mm_r2,instant,26.2,320x180,
0.0421040579676628,0.0330731831490993,0.0420310348272323,0.0371791161596775,74,56,0.0559998154640197,0.2348386645317077,0.1633569002151489,0.9738114476203918,0.9505517482757568,64,64,1,28,30,0.1524477409435851,0.1992161830266316,0.001392837613821,0.0010112785967066,0.0001695923565421,731,135,130,1.991329312324524,9DTact_soft_3mm_r2,pre100,26.0,320x180,
0.0377996787428855,0.032740831375122,0.0486435070633888,0.0394259430468082,74,56,0.0445494502782821,0.2403340190649032,0.1753118336200714,0.9831417202949524,0.9515849947929382,64,64,1,30,30,0.1446043117591033,0.1687296302230269,0.0008865935378707,0.0008084725122898,0.0001931472215801,731,135,130,1.9907913208007808,9DTact_soft_3mm_r2,sym250,26.2,320x180,
0.035945575684309,0.0317495428025722,0.0469955205917358,0.0415828414261341,74,56,0.0435518659651279,0.235242411494255,0.1698851287364959,0.9837048053741456,0.9441568851470948,64,64,1,30,30,0.160099703375194,0.1905842021659568,0.0013126640114933,0.0007903929799795,0.000199989270186,731,135,130,1.956698536872864,9DTact_soft_3mm_r2,sym500,26.0,320x180,
0.0524234659969806,0.040215041488409,0.062820516526699,0.0333500131964683,74,56,0.0645739361643791,0.2380129098892212,0.165401816368103,0.9654663801193236,0.9033738374710084,64,64,1,29,30,0.212852303861104,0.1715545733769734,0.0005824733525514,0.0010080750798806,0.000227297321544,731,135,130,1.984726071357727,9DTact_soft_3mm_r2,exposure,7.0,48x27,
0.0434995852410793,0.0408476740121841,0.0625166073441505,0.0414940491318702,74,56,0.0600272864103317,0.2492964565753936,0.1749364137649536,0.9702193140983582,0.9099491834640504,64,64,1,30,30,0.1805165678303479,0.2007795236728809,0.0006867746124044,0.0009998158784583,0.0002621852327138,731,135,130,1.9688001871109009,9DTact_soft_3mm_r2,instant,6.2,48x27,
0.0641831755638122,0.029200131073594,0.0403436608612537,0.0534154139459133,74,56,0.0797272995114326,0.2348386645317077,0.1633569002151489,0.9469174146652222,0.9578531980514526,64,64,1,30,30,0.1783290320316841,0.1935327141373246,0.001120135653764,0.0008145027095451,0.0003533856361173,731,135,130,1.991329312324524,9DTact_soft_3mm_r2,pre100,7.3,48x27,
0.0387420356273651,0.0293428171426057,0.0419777370989322,0.0375791452825069,74,56,0.0511752068996429,0.2403340190649032,0.1753118336200714,0.9777541756629944,0.9652456641197203,64,64,1,30,30,0.1616379585213928,0.1807749465659812,0.0005903795245103,0.0008222325122915,0.0003624556702561,731,135,130,1.9907913208007808,9DTact_soft_3mm_r2,sym250,7.7,48x27,
0.0622133091092109,0.0335051119327545,0.0474911518394947,0.0609668903052806,74,56,0.0836378931999206,0.235242411494255,0.1698851287364959,0.9399030208587646,0.9467523694038392,64,64,1,27,30,0.1805487279200521,0.1843235342590897,0.0008076640078797,0.0005547918844968,0.0002716111484915,731,135,130,1.956698536872864,9DTact_soft_3mm_r2,sym500,7.2,48x27,
0.0694340541958808,0.0229614563286304,0.0320606231689453,0.0604205839335918,73,76,0.090468056499958,0.4558278024196625,0.1675743013620376,0.9691104292869568,0.9771859645843506,64,64,1,30,30,0.1672850168028543,0.2078173452808011,0.0006746829021722,0.0007239611004479,0.000188892125152,688,155,149,1.980453372001648,DIGIT_Marker_medium_2mm_r1,exposure,21.6,320x180,
0.0587301701307296,0.0291320402175188,0.0403782650828361,0.0490751639008522,73,76,0.0736881345510482,0.456745833158493,0.1683656871318817,0.9796500205993652,0.9659487009048462,64,64,1,30,30,0.1670439991840096,0.2398826537593718,0.0006715271738357,0.0005801981897093,0.0002425779239274,688,155,149,1.969410061836243,DIGIT_Marker_medium_2mm_r1,instant,20.5,320x180,
0.0587169453501701,0.0269276276230812,0.0283325836062431,0.0569143928587436,73,76,0.0777836367487907,0.4558781385421753,0.1688442230224609,0.9768944978713988,0.9696382284164428,64,64,1,16,30,0.2868780840274899,0.2035113457710512,0.0009443634771741,0.0007099328795447,0.0001809039677027,688,155,149,1.947337627410889,DIGIT_Marker_medium_2mm_r1,pre100,14.9,320x180,
0.0556024946272373,0.0265434030443429,0.0372169688344001,0.0519797764718532,73,76,0.0690569877624511,0.4514898061752319,0.166742205619812,0.9814047813415528,0.9683911204338074,64,64,1,17,30,0.2144720595936442,0.196055806067682,0.0006700551020912,0.0006349510513246,0.0001550267188576,688,155,149,1.8834208250045776,DIGIT_Marker_medium_2mm_r1,sym250,13.7,320x180,
0.0578799471259117,0.0450646318495273,0.0415517762303352,0.0501911863684654,73,76,0.0729035437107086,0.4471152424812317,0.162736713886261,0.978479266166687,0.932151198387146,64,64,1,28,30,0.1822127270144085,0.2356084485207834,0.0012514987029135,0.0009217698243446,0.0001458282640669,688,155,149,1.867127537727356,DIGIT_Marker_medium_2mm_r1,sym500,10.6,320x180,
0.0898713544011116,0.037966251373291,0.063467726111412,0.1035100445151329,73,76,0.1122811436653137,0.4558278024196625,0.1675743013620376,0.952418863773346,0.8611460328102112,64,64,1,29,30,0.2070356690606405,0.2250010459653793,0.0008478702511638,0.000648355751764,0.0002105039020534,688,155,149,1.980453372001648,DIGIT_Marker_medium_2mm_r1,exposure,2.1,48x27,
0.0794950574636459,0.0258767679333686,0.0423792786896228,0.0605956949293613,73,76,0.1013128384947776,0.456745833158493,0.1683656871318817,0.9615321159362792,0.9661445021629332,64,64,1,24,30,0.2813743533090103,0.1931083863781344,0.0006447042105719,0.0006655472097918,0.0001650763588258,688,155,149,1.969410061836243,DIGIT_Marker_medium_2mm_r1,instant,2.1,48x27,
0.0802521407604217,0.020826306194067,0.0306258928030729,0.073956973850727,73,76,0.0998050272464752,0.4558781385421753,0.1688442230224609,0.961959719657898,0.9786781668663024,64,64,1,30,30,0.19918795241866,0.1866475136049332,0.0006714102928526,0.0004946516710333,0.0002028959570452,688,155,149,1.947337627410889,DIGIT_Marker_medium_2mm_r1,pre100,2.1,48x27,
0.0751494765281677,0.0305805243551731,0.0440178997814655,0.0623530223965644,73,76,0.0935601741075515,0.4514898061752319,0.166742205619812,0.965867519378662,0.9579741954803468,64,64,1,26,30,0.2306508421897888,0.1888626283214938,0.0006626237882301,0.0007818231824785,0.0001787360670277,688,155,149,1.8834208250045776,DIGIT_Marker_medium_2mm_r1,sym250,2.1,48x27,
0.0708147585391998,0.0260863881558179,0.0434656552970409,0.0642180666327476,73,76,0.0973425284028053,0.4471152424812317,0.162736713886261,0.9616323709487916,0.9502573013305664,64,64,1,29,30,0.2211520671844482,0.2001816318881127,0.0008706406224519,0.000811516365502,0.0001757460559019,688,155,149,1.867127537727356,DIGIT_Marker_medium_2mm_r1,sym500,2.1,48x27,
0.02481202408671379,0.03270125761628151,0.03701827675104141,0.03223517909646034,119,53,0.03208798170089722,0.1901404857635498,0.13097333908081055,0.9891292452812195,0.9246359467506409,64,64,1,21,30,0.2682652834565627,0.3103734024784021,0.0009381711133755744,0.0005576369003392756,0.00014839648792985827,581,228,172,1.9442530870437622,9DTact_hard_1mm_r1,exposure,23.6,320x180,1.0
0.03414444252848625,0.025331201031804085,0.027241569012403488,0.04316657409071922,119,53,0.042686086148023605,0.1901404857635498,0.13097333908081055,0.9807625412940979,0.9549970030784607,64,64,1,29,30,0.15018363827887582,0.2968610211422569,0.0006112653063610196,0.0004633743374142796,0.00017747939273249358,581,228,172,1.9442530870437622,9DTact_hard_1mm_r1,exposure,22.0,320x180,2.0
0.04345732927322388,0.03081158734858036,0.035279594361782074,0.0574037991464138,119,53,0.05097953975200653,0.1906816065311432,0.131696879863739,0.9723000526428223,0.9347349405288696,64,64,1,30,30,0.14012512672378355,0.2712315383710359,0.0008352728327736259,0.000529229873791337,0.00018189314869232476,581,228,172,1.9665900468826294,9DTact_hard_1mm_r1,instant,21.7,320x180,1.0
0.035676006227731705,0.025925016030669212,0.02900843694806099,0.03646708279848099,119,53,0.044715624302625656,0.1906816065311432,0.131696879863739,0.9786888957023621,0.9570360779762268,64,64,1,28,30,0.14422552187553578,0.249985138575236,0.0005664569325745106,0.0005173858371563256,0.00018876978720072657,581,228,172,1.9665900468826294,9DTact_hard_1mm_r1,instant,21.6,320x180,2.0
0.0421571359038353,0.02314298413693905,0.020767204463481903,0.03448892757296562,119,53,0.050590332597494125,0.19042010605335236,0.1306445300579071,0.9731690883636475,0.9654247760772705,64,64,1,24,30,0.2091188656483583,0.2866711700171755,0.0004564850823953748,0.0007124959374777973,0.0001563974074088037,581,228,172,1.9407585859298706,9DTact_hard_1mm_r1,pre100,21.4,320x180,1.0
0.036698635667562485,0.028066527098417282,0.029165873304009438,0.03382159024477005,119,53,0.0456194169819355,0.19042010605335236,0.1306445300579071,0.9781827926635742,0.9495640993118286,64,64,1,30,30,0.10878582562924252,0.30470081797817294,0.0008400080841965973,0.0003857608244288713,0.00016790836525615305,581,228,172,1.9407585859298706,9DTact_hard_1mm_r1,pre100,21.4,320x180,2.0
0.03159281238913536,0.02922353707253933,0.02948467805981636,0.043118324130773544,119,53,0.037762559950351715,0.1889171004295349,0.13171133399009705,0.9847554564476013,0.9481785893440247,64,64,1,30,30,0.16043531094483787,0.2881934349997002,0.0006312943296507001,0.0006043061730451882,0.00015287242422346026,581,228,172,1.9623504877090454,9DTact_hard_1mm_r1,sym250,22.0,320x180,1.0
0.02939300797879696,0.026009634137153625,0.02971011772751808,0.04024869203567505,119,53,0.03788510710000992,0.1889171004295349,0.13171133399009705,0.9846563935279846,0.9570585489273071,64,64,1,29,30,0.12432773100939963,0.30208068981505276,0.0007211893680505455,0.0004655907687265426,0.0001669038028921932,581,228,172,1.9623504877090454,9DTact_hard_1mm_r1,sym250,22.0,320x180,2.0
0.03810887038707733,0.030364030972123146,0.03078101947903633,0.057384517043828964,119,53,0.05114368349313736,0.18802501261234283,0.13114088773727417,0.9720041751861572,0.9403175711631775,64,64,1,23,30,0.22661809482180517,0.32669761724639357,0.0005943169817328453,0.0007028049440123141,0.0001670294295763597,581,228,172,1.9582751989364624,9DTact_hard_1mm_r1,sym500,21.6,320x180,1.0
0.07460115849971771,0.029766151681542397,0.03404368460178375,0.05624043196439743,119,53,0.0835345908999443,0.18802501261234283,0.13114088773727417,0.9253134727478027,0.9360851645469666,64,64,1,27,30,0.17309568753135798,0.33286650975545246,0.0007266349857673049,0.0004719110147561878,0.0001633733045309782,581,228,172,1.9582751989364624,9DTact_hard_1mm_r1,sym500,21.5,320x180,2.0
0.06402802467346191,0.0248944703489542,0.026990411803126335,0.03139638900756836,119,53,0.09188558161258698,0.1901404857635498,0.13097333908081055,0.9108606576919556,0.9530389904975891,64,64,1,28,30,0.27309161004018867,0.3098283023164983,0.0006131746922619641,0.0009419936104677618,0.00017612904775887728,581,228,172,1.9442530870437622,9DTact_hard_1mm_r1,exposure,6.5,48x27,1.0
0.10865344852209091,0.038522664457559586,0.04574400559067726,0.06158624589443207,119,53,0.17321935296058655,0.1901404857635498,0.13097333908081055,0.6832128167152405,0.894472599029541,64,64,1,30,30,0.2307976199099201,0.3357348358421995,0.0007739535067230463,0.0005096843233332038,0.00017679747543297708,581,228,172,1.9442530870437622,9DTact_hard_1mm_r1,exposure,6.9,48x27,2.0
0.062348924577236176,0.04886607080698013,0.06115702912211418,0.06323094666004181,119,53,0.07763167470693588,0.1906816065311432,0.131696879863739,0.9357659816741943,0.6946560144424438,64,64,1,30,30,0.31036557675228676,0.30298431296097605,0.0006566249066963792,0.0007884580991230905,0.00018521166930440813,581,228,172,1.9665900468826294,9DTact_hard_1mm_r1,instant,6.4,48x27,1.0
0.05715899541974068,0.036701831966638565,0.04244021698832512,0.06940671056509018,119,53,0.08076479285955429,0.1906816065311432,0.131696879863739,0.9304764866828918,0.9000518321990967,64,64,1,24,30,0.27037546433598164,0.2934027052762216,0.0010728889610618353,0.001434084726497531,0.00018151133554056287,581,228,172,1.9665900468826294,9DTact_hard_1mm_r1,instant,6.7,48x27,2.0
0.04527038335800171,0.026274805888533592,0.030033711344003677,0.0368037112057209,119,53,0.05815291032195091,0.19042010605335236,0.1306445300579071,0.9645478129386902,0.9494907855987549,64,64,1,27,30,0.26201464715389705,0.31204203346319365,0.0010972523596137762,0.000744581047911197,0.00016598976799286902,581,228,172,1.9407585859298706,9DTact_hard_1mm_r1,pre100,6.8,48x27,1.0
0.0631164088845253,0.038856178522109985,0.04577086865901947,0.046102069318294525,119,53,0.0825081318616867,0.19042010605335236,0.1306445300579071,0.9286336302757263,0.8952270746231079,64,64,1,30,30,0.2211027161800102,0.3173381571184125,0.0005068905302323401,0.0005658598965965211,0.00016316366964019835,581,228,172,1.9407585859298706,9DTact_hard_1mm_r1,pre100,6.7,48x27,2.0
0.07019674777984619,0.03915593400597572,0.041642073541879654,0.05572618544101715,119,53,0.08002233505249023,0.1889171004295349,0.13171133399009705,0.9315437078475952,0.9025402069091797,64,64,1,26,30,0.23810968136418093,0.34482354448552716,0.0012973491102457047,0.0007650674670003355,0.000165783436386846,581,228,172,1.9623504877090454,9DTact_hard_1mm_r1,sym250,6.6,48x27,1.0
0.04084983468055725,0.026619451120495796,0.02729090116918087,0.04861896112561226,119,53,0.057612303644418716,0.1889171004295349,0.13171133399009705,0.9645169377326965,0.932093620300293,64,64,1,30,30,0.21875325086399938,0.31948224285192656,0.000760897237341851,0.000643222825601697,0.00015991045802365988,581,228,172,1.9623504877090454,9DTact_hard_1mm_r1,sym250,6.8,48x27,2.0
0.033943064510822296,0.03953927755355835,0.04772648960351944,0.030271165072917938,119,53,0.04343413561582565,0.18802501261234283,0.13114088773727417,0.9798083305358887,0.8024497628211975,64,64,1,28,30,0.2682162767433258,0.3408149669044896,0.0007194975041784346,0.0006907376809976995,0.00017158154514618218,581,228,172,1.9582751989364624,9DTact_hard_1mm_r1,sym500,6.5,48x27,1.0
0.05229879543185234,0.025553453713655472,0.02835729345679283,0.04580729827284813,119,53,0.062117524445056915,0.18802501261234283,0.13114088773727417,0.9587011337280273,0.9537609219551086,64,64,1,30,30,0.22183498622218015,0.3190414863720275,0.0006570360856130719,0.0005728501128032804,0.00016408003284595907,581,228,172,1.9582751989364624,9DTact_hard_1mm_r1,sym500,6.5,48x27,2.0
0.04950334131717682,0.028755661100149155,0.03813263401389122,0.033504415303468704,74,56,0.0592656284570694,0.2380129098892212,0.16540181636810303,0.9709106683731079,0.9640903472900391,64,64,1,30,30,0.1642001422094092,0.17948506849783438,0.0006142311613075435,0.0008366805850528181,0.0002398170909145847,731,135,130,1.984726071357727,9DTact_soft_3mm_r2,exposure,25.8,320x180,1.0
0.04173245280981064,0.0315248928964138,0.04325507953763008,0.026121750473976135,74,56,0.05234377086162567,0.2380129098892212,0.16540181636810303,0.9773088097572327,0.9549536108970642,64,64,1,27,30,0.20691084959601574,0.17173710399203831,0.0007630546460859478,0.0008145813480950892,0.0001779104204615578,731,135,130,1.984726071357727,9DTact_soft_3mm_r2,exposure,25.6,320x180,2.0
0.04847061634063721,0.02740112878382206,0.038659270852804184,0.05366426706314087,74,56,0.05860891565680504,0.24929645657539368,0.1749364137649536,0.9716100096702576,0.9667956233024597,64,64,1,27,30,0.17150944137051397,0.2104652201687848,0.0006256766500882804,0.0009125377400778234,0.00021968722285237163,731,135,130,1.9688001871109009,9DTact_soft_3mm_r2,instant,25.9,320x180,1.0
0.056473761796951294,0.03537331894040108,0.04774266108870506,0.06358502060174942,74,56,0.06781018525362015,0.24929645657539368,0.1749364137649536,0.9619961380958557,0.9497030973434448,64,64,1,30,30,0.1556255951136473,0.20547456123210767,0.0010266292374581099,0.0008510738844051957,0.00019014245481230319,731,135,130,1.9688001871109009,9DTact_soft_3mm_r2,instant,26.3,320x180,2.0
0.05013427138328552,0.03423087298870087,0.051528990268707275,0.032663024961948395,74,56,0.06179765239357948,0.23483866453170776,0.16335690021514893,0.9681079983711243,0.9335882663726807,64,64,1,30,30,0.15962914924778135,0.18222675058576795,0.0006192325381562114,0.0008729103719815612,0.00022743693261872977,731,135,130,1.991329312324524,9DTact_soft_3mm_r2,pre100,25.6,320x180,1.0
0.0705069899559021,0.032334599643945694,0.039776142686605453,0.08730200678110123,74,56,0.08469656854867935,0.23483866453170776,0.16335690021514893,0.9400941133499146,0.9560039043426514,64,64,1,30,30,0.15261803182140093,0.2072419872990361,0.0007279444835148752,0.0009385859011672437,0.0001878851471701637,731,135,130,1.991329312324524,9DTact_soft_3mm_r2,pre100,25.5,320x180,2.0
0.044882044196128845,0.02759394608438015,0.037345804274082184,0.043349482119083405,74,56,0.05276133492588997,0.24033401906490326,0.1753118336200714,0.9763538241386414,0.9682282209396362,64,64,1,30,30,0.15229502780982146,0.17411289744906955,0.0006359038525260985,0.0009221644140779972,0.00022541508951690048,731,135,130,1.9907913208007812,9DTact_soft_3mm_r2,sym250,25.5,320x180,1.0
0.03874180093407631,0.04036398604512215,0.0582684688270092,0.04893793910741806,74,56,0.04849354177713394,0.24033401906490326,0.1753118336200714,0.980024516582489,0.9305498600006104,64,64,1,23,30,0.18618925358136929,0.19395932974638763,0.0008705519139766693,0.0008300275658257306,0.00022011270630173385,731,135,130,1.9907913208007812,9DTact_soft_3mm_r2,sym250,25.0,320x180,2.0
0.03658956289291382,0.030971091240644455,0.04642638564109802,0.03770601004362106,74,56,0.044574420899152756,0.23524241149425507,0.16988512873649597,0.982930600643158,0.9550594091415405,64,64,1,24,30,0.14914503762888354,0.18923807232468218,0.0007757748244330287,0.0008692938135936856,0.0002021130349021405,731,135,130,1.9566985368728638,9DTact_soft_3mm_r2,sym500,25.3,320x180,1.0
0.03703603520989418,0.033893782645463943,0.048150770366191864,0.05148222669959068,74,56,0.04616635665297508,0.23524241149425507,0.16988512873649597,0.9816895723342896,0.944408118724823,64,64,1,28,30,0.16747769383170863,0.1824995376445629,0.0010243311990052462,0.0007771743112243712,0.00020245979249011725,731,135,130,1.9566985368728638,9DTact_soft_3mm_r2,sym500,25.2,320x180,2.0
0.06085573136806488,0.03216754272580147,0.04127895087003708,0.05771860107779503,74,56,0.07526800036430359,0.2380129098892212,0.16540181636810303,0.9530810117721558,0.9535413980484009,64,64,1,24,30,0.18301344244000686,0.1649587975607978,0.0009101013420149684,0.000737464870326221,0.00022929180704522878,731,135,130,1.984726071357727,9DTact_soft_3mm_r2,exposure,7.4,48x27,1.0
0.040621329098939896,0.0268404558300972,0.04096299409866333,0.033594761043787,74,56,0.05111200734972954,0.2380129098892212,0.16540181636810303,0.9783641695976257,0.9599640965461731,64,64,1,30,30,0.16468011501223542,0.16979653393780744,0.0005635232664644718,0.0008082339190877974,0.00027410066104494035,731,135,130,1.984726071357727,9DTact_soft_3mm_r2,exposure,7.2,48x27,2.0
0.04539969936013222,0.024406028911471367,0.032900601625442505,0.04698183760046959,74,56,0.058929409831762314,0.24929645657539368,0.1749364137649536,0.9712986946105957,0.9722920656204224,64,64,1,30,30,0.19366759640736717,0.1915525692480582,0.0009605366503819823,0.0007672955980524421,0.00023960054386407137,731,135,130,1.9688001871109009,9DTact_soft_3mm_r2,instant,7.4,48x27,1.0
0.0859483852982521,0.047406379133462906,0.0689099133014679,0.053894393146038055,74,56,0.12764853239059448,0.24929645657539368,0.1749364137649536,0.8653305172920227,0.8525981903076172,64,64,1,30,30,0.22501775765060236,0.2128125685232657,0.0007527048583142459,0.000795738014858216,0.00027817560476250947,731,135,130,1.9688001871109009,9DTact_soft_3mm_r2,instant,7.1,48x27,2.0
0.04665922373533249,0.031039033085107803,0.04657109081745148,0.04130478575825691,74,56,0.0613856315612793,0.23483866453170776,0.16335690021514893,0.9685318470001221,0.9486985802650452,64,64,1,29,30,0.18124496366028583,0.18566379193906432,0.000765787495765835,0.0009651498403400183,0.0002946290769614279,731,135,130,1.991329312324524,9DTact_soft_3mm_r2,pre100,7.1,48x27,1.0
0.08437706530094147,0.05971423536539078,0.0925440788269043,0.040793538093566895,74,56,0.13389886915683746,0.23483866453170776,0.16335690021514893,0.8502758741378784,0.7194516658782959,64,64,1,30,30,0.19038372652964455,0.20593881607055664,0.0008208820363506675,0.0010962358210235834,0.00034765349118970335,731,135,130,1.991329312324524,9DTact_soft_3mm_r2,pre100,7.0,48x27,2.0
0.04095565155148506,0.05112175643444061,0.08148319274187088,0.04047602042555809,74,56,0.05287451297044754,0.24033401906490326,0.1753118336200714,0.9762522578239441,0.8668947219848633,64,64,1,30,30,0.1930449364449518,0.18453566939742477,0.0008678953163325787,0.0009578561875969172,0.0002569255302660167,731,135,130,1.9907913208007812,9DTact_soft_3mm_r2,sym250,7.0,48x27,1.0
0.03833015263080597,0.03866345435380936,0.06026212498545647,0.038871459662914276,74,56,0.050929322838783264,0.24033401906490326,0.1753118336200714,0.9779674410820007,0.9257010817527771,64,64,1,30,30,0.15243813114192353,0.16826151212056478,0.0007640291005373001,0.0010398592567071319,0.00024546016356907785,731,135,130,1.9907913208007812,9DTact_soft_3mm_r2,sym250,6.3,48x27,2.0
0.03735978901386261,0.026214346289634705,0.037430278956890106,0.04435651749372482,74,56,0.045987460762262344,0.23524241149425507,0.16988512873649597,0.9818312525749207,0.9682475924491882,64,64,1,27,30,0.18107901519691896,0.179588688744439,0.0006073836120776832,0.0008972248178906739,0.00025715690571814775,731,135,130,1.9566985368728638,9DTact_soft_3mm_r2,sym500,6.4,48x27,1.0
0.04928555339574814,0.03236062079668045,0.04744153842329979,0.05355371907353401,74,56,0.060104161500930786,0.23524241149425507,0.16988512873649597,0.968964695930481,0.9473340511322021,64,64,1,30,30,0.1605262325824367,0.17788433057290537,0.0008615011465735734,0.000866481161210686,0.00026515795616433024,731,135,130,1.9566985368728638,9DTact_soft_3mm_r2,sym500,7.3,48x27,2.0
0.06285666674375534,0.026904163882136345,0.03784043714404106,0.06480323523283005,73,76,0.07917429506778717,0.4558278024196625,0.16757430136203766,0.9763413667678833,0.9655064344406128,64,64,1,28,30,0.19004787816557772,0.2241261266892956,0.0006542051560245454,0.0008095796802081168,0.00015887341578491032,688,155,149,1.980453372001648,DIGIT_Marker_medium_2mm_r1,exposure,24.0,320x180,1.0
0.07392928004264832,0.032117810100317,0.044026393443346024,0.07015960663557053,73,76,0.09131274372339249,0.4558278024196625,0.16757430136203766,0.9685309529304504,0.9530966877937317,64,64,1,29,30,0.13899728794430577,0.21634318751673545,0.0006805664743296802,0.0005792438751086593,0.00017877825303003192,688,155,149,1.980453372001648,DIGIT_Marker_medium_2mm_r1,exposure,24.6,320x180,2.0
0.05770750343799591,0.03590919077396393,0.04874164238572121,0.04783594608306885,73,76,0.07360793650150299,0.45674583315849304,0.1683656871318817,0.9796943068504333,0.9439390897750854,64,64,1,29,30,0.19447942251382871,0.23869284045311712,0.0006962634506635368,0.0005953856743872166,0.00019693287322297692,688,155,149,1.9694100618362427,DIGIT_Marker_medium_2mm_r1,instant,25.1,320x180,1.0
