unit,principle,hardness,hard,thickness_mm,marker,run,n_frames,n_frames_le2N,hertz_k,hertz_n,px_per_mm,scale_trusted,tilt_deg,hertz_a_ball8,zero_r2,d_2N_mm,a_2N_mm,mu,shear_max_N,creep_mm_per_cycle,fz_noise_mae,lat_noise_mae,fz_rate_per_frame,lat_rate_per_frame,fz_sd_0N,lat_sd_0N,ft_rate_hz,reference_used,pedestal_ratio,img_slope_lvl_per_N,img_slope_lvl_per_mm,imprint_area_slope_pct_per_N,img_resp_at_2N,bw_normal_f90,bw_shear_f90,shear_snr
medium_2mm_r2,DIGIT,medium,1,2,0,DIGIT_medium_2mm_r2,1000,995,2.448045700008338,1.3607448016470667,104.14484284382507,True,2.279674482728535,4.272765388829054,0.9898844775878464,0.4891,1.9166588611435265,0.5473665699216755,0.7136729548609783,0.0018571428571428203,0.035066860657828484,0.011729879380166772,0.06562499999999993,0.04007483595491265,0.014729592012406006,0.0029305005326577746,49.84081564750338,reference_collect.png,1.125619654282737,1.0743434510292786,5.681497065708103,2.7970295577618476,4.747265815734863,0.6000000000000001,1.2000000000000002,7.984189987182617
medium_3mm_r1,DIGIT,medium,1,3,0,DIGIT_medium_3mm_r1,1000,995,1.4051442495100013,1.7473781274856994,88.71822578833242,False,2.446147854973046,2.7761726573937437,0.9965181257095252,0.72505,2.2966720483125145,0.5516846530350128,0.6837248578924128,-0.0026600000000000746,0.024128163963524938,0.00688239290367171,0.037874999999999936,0.035217545738397145,0.017065118325799933,0.002680814968462968,49.79111564851967,reference_collect.png,1.1331850249155404,1.0465993103716318,3.5491975663678295,3.569936544601676,4.364470481872559,0.4,1.1,3.08160662651062
medium_3mm_r2,DIGIT,medium,1,3,0,DIGIT_medium_3mm_r2,1000,977,1.1547796467026776,1.1963586140452933,89.4599249424395,True,2.4030119967223595,2.4791113771157938,0.9973998687712993,0.8158,2.420923451908383,0.5284432961632514,0.7026340598775439,0.0005885714285713648,0.029031800929588143,0.007775681440173718,0.04943499999999998,0.03517885479020304,0.015193835939691654,0.0030779133901152516,49.78816044063008,reference_collect.png,1.1134095626585923,1.1900142491309442,3.8544795165249166,4.094593111771278,4.769548416137695,0.4,1.1,3.4694271087646484
soft_1mm_r1,DIGIT,soft,0,1,0,DIGIT_soft_1mm_r1,1000,943,11.388608101577674,1.7572157663276078,114.43941305092626,True,1.8133504521055532,10.405755640793863,0.99518384616726,0.2751,1.4577791293608233,0.4928391135184475,0.7169872707377726,0.010579999999999989,0.08071258451676011,0.0463923202774504,0.11934249999999993,0.05775200258103823,0.015747070008687948,0.0033884522032806225,49.89476939914112,reference_collect.png,1.148659401542065,0.6920932669003493,6.7971476267345965,2.226780173004262,3.8619961738586426,0.9,1.4000000000000001,13.569730758666992
soft_1mm_r2,DIGIT,soft,0,1,0,DIGIT_soft_1mm_r2,1000,965,4.568942678208094,1.5580201051573639,109.46611343280807,True,2.029155012304486,8.844983683373217,0.9987411232770522,0.3417,1.6176653269449772,0.4126785777541624,0.7511410400850163,0.003125,0.04565176133364961,0.012315126368814211,0.09139999999999993,0.04731714057665057,0.01461930175909114,0.003054211469695767,49.92505832500119,reference_collect.png,1.1290023368521236,0.8481937316547834,5.971053840513307,2.252408286625458,4.062495231628418,0.7000000000000001,1.3,10.035260200500488
soft_2mm_r1,DIGIT,soft,0,2,0,DIGIT_soft_2mm_r1,1000,991,2.9155356033193307,1.906652347068539,102.74450351991818,True,2.3676432716448623,3.9821928117968306,0.9922384025314462,0.5513,2.026442278970709,0.4880353866892099,0.6955626741710627,0.011122857142857094,0.036858783154168656,0.008327600897685779,0.04802000000000001,0.036308537444847605,0.014638440658121723,0.002942691856104851,49.94527138059968,reference_collect.png,1.1168148603953914,1.0933452128112235,4.861219986260307,2.9601509643172292,4.759100437164307,0.5,1.2000000000000002,4.961376667022705
soft_2mm_r2,DIGIT,soft,0,2,0,DIGIT_soft_2mm_r2,1000,992,1.8308559456861333,1.6229351491287427,100.77340297180864,True,2.432439356831578,3.603876447072523,0.9937683535859858,0.621,2.1406445291079974,0.5947382279375414,0.681611640892378,0.027689285714285722,0.04562881892972077,0.016801932339493193,0.07255499999999998,0.04666330244260363,0.015035066930267536,0.0035099702305794013,49.912581961848325,reference_collect.png,1.1156525830136275,1.228385944762182,4.635356762903528,3.6403552901242415,4.796539306640625,0.5,1.1,4.40878438949585
soft_3mm_r1,DIGIT,soft,0,3,0,DIGIT_soft_3mm_r1,1000,995,1.5391103916145186,1.3029018767486182,92.61911913935278,True,2.3383833281380206,3.050744218553378,0.9976525682511483,0.6529,2.1901875695930704,0.6883515297504035,0.7500415938466346,0.0027190909090909414,0.052373885684812924,0.07745195053894852,0.06897500000000001,0.11575579746385885,0.01488690450074586,0.003756537325570638,49.8751902587519,reference_collect.png,1.088089597600346,0.8772561832877499,3.307955285018106,3.573493953889607,4.156139373779297,0.4,1.0,2.7964441776275635
soft_3mm_r2,DIGIT,soft,0,3,0,DIGIT_soft_3mm_r2,1000,992,1.370408600299578,1.2274125746091995,90.30643458573026,True,1.7123585251607205,2.973737165170384,0.996071191564152,0.67535,2.22411833711698,0.5664523428956858,0.6989172232818418,0.008237142857142818,0.027101016514730982,0.007758686082265265,0.05617250000000007,0.037927181431119304,0.01703430940030093,0.003852442153604348,49.82838134838135,reference_collect.png,1.0888222896717918,0.9799500469983168,3.4408979361874716,3.3687242446338734,4.404422283172607,0.4,0.9,4.366793155670166
hard_1mm_r1,DIGIT_Marker,hard,2,1,1,DIGIT_Marker_hard_1mm_r1,1000,893,9.409014285972164,1.7844020594160745,109.59370954358714,False,1.9146385211623946,11.76757336929739,0.9948611562271215,0.2807,1.472007985712034,0.39375244891822286,0.7177240888391583,0.012536666666666654,0.09080482725558202,0.021964736389644773,0.13756,0.05262793822459352,0.01602554794989068,0.002650466967056013,49.78875145414401,reference_collect.png,1.136232766742554,0.45101829050074566,4.4634341908112685,1.3578887237825246,3.048295497894287,1.5,1.7000000000000002,7.036250591278076
hard_1mm_r2,DIGIT_Marker,hard,2,1,1,DIGIT_Marker_hard_1mm_r2,1000,942,14.04688684134443,1.6905136269128824,116.85507771801973,False,1.9289897709228567,13.948653433304246,0.9904556859196201,0.2618,1.4233273551787025,0.33712288754105796,0.7750118061681383,0.0021115384615384633,0.146383404520777,0.06630714661825211,0.166145,0.05856579712871738,0.01582743136688545,0.002336257752004545,49.85503387614406,reference_collect.png,1.1203181263728743,0.3299550212350728,3.8749952844392923,0.9716945519940604,2.565230131149292,1.5,1.6,4.875362873077393
hard_2mm_r1,DIGIT_Marker,hard,2,2,1,DIGIT_Marker_hard_2mm_r1,1000,985,4.95404447236851,2.371191251308644,96.95203120755917,False,1.8064001533010206,6.23027919823399,0.9992704896892713,0.4625,1.8671083926756904,0.7045310094429851,0.7801835492369729,-0.005087272727272734,0.08533366766601483,0.08290068007358667,0.10731000000000002,0.08342565822499784,0.01597461199804646,0.002258433191677396,49.912581961848325,reference_collect.png,1.1180658375137085,0.5358988752466314,3.726573245766137,1.5516381993925517,3.2722513675689697,1.0,1.8,3.0831832885742188
hard_2mm_r2,DIGIT_Marker,hard,2,2,1,DIGIT_Marker_hard_2mm_r2,1000,987,3.677996398808068,1.3663829864654282,91.2134140949101,False,1.0385466460577633,6.414272082581347,0.9996885249378974,0.4516,1.8463091398788016,0.5858397158295968,0.765135960859245,0.004735714285714298,0.05016537743292186,0.01716388045614861,0.0879875,0.04235134418780228,0.01574603215987047,0.0025567954200260445,49.91020621868939,reference_collect.png,1.101303072848613,0.7555841605847166,4.957244967498905,2.112296591243349,3.6902542114257812,1.2000000000000002,2.1,4.807749271392822
hard_3mm_r1,DIGIT_Marker,hard,2,3,1,DIGIT_Marker_hard_3mm_r1,1000,998,2.460661547274417,1.5797108540900278,82.82859802821872,False,1.6114286309035835,3.636623662119563,0.9978003113193933,0.72955,2.3030755084234644,0.7248924341360234,0.8504438037283827,0.005441818181818197,0.06400085449698294,0.0815946322643474,0.08948500000000001,0.1016022672603617,0.015399572611786979,0.0022487309262239326,49.84792374794989,reference_collect.png,1.0970976622560025,0.6987823723957053,3.108879120804327,2.1457927624832225,3.6644580364227295,1.6,2.3000000000000003,2.816014528274536
hard_3mm_r2,DIGIT_Marker,hard,2,3,1,DIGIT_Marker_hard_3mm_r2,1000,994,2.4074485893843294,1.8023199390783604,85.22867961477,False,2.5240364374738102,4.489527546298807,0.9995097596474214,0.5644,2.048573318190003,0.5746595414083427,0.6927865567402417,0.011679999999999947,0.03915302354705709,0.01127661323869324,0.07291999999999996,0.03913446932079055,0.015826977053977738,0.0029761121211452895,49.88527456320841,reference_collect.png,1.1265388729597001,0.4970115868126097,2.33128943323964,1.7266147257755844,3.123753070831299,1.5,2.3000000000000003,2.6931777000427246
medium_1mm_r1,DIGIT_Marker,medium,1,1,1,DIGIT_Marker_medium_1mm_r1,1000,931,4.258420805438351,1.6527283626178908,98.17513265018174,False,1.5628460163926814,6.300875357589917,0.9981047544615358,0.44995,1.8431345576218792,0.7152953247284222,0.8919947287960843,0.0021599999999999875,0.17277320651371253,0.16335466675143162,0.22750499999999996,0.14686376394580908,0.01511572595165113,0.0025881833270840456,49.69201241617895,reference_collect.png,1.1130728567615498,0.8031667546973674,5.253069098442891,1.7369465782017628,3.8524980545043945,0.6000000000000001,1.2000000000000002,8.024189949035645
medium_1mm_r2,DIGIT_Marker,medium,1,1,1,DIGIT_Marker_medium_1mm_r2,1000,897,9.434903148038412,2.2867782658121065,103.8973401138131,True,2.1819073381964795,9.448823352678083,0.995911542322733,0.31755,1.5619097277051577,0.4829046545422,0.881735608728603,0.012755151515151521,0.11356489944797929,0.05476671583113169,0.16996250000000007,0.06838334998204526,0.015231844779983877,0.0022982761842300103,49.83311749260399,reference_collect.png,1.1100251827686531,0.6370971494166676,6.028918989167266,1.8482165852802916,3.4835922718048096,1.7000000000000002,1.8,2.9630026817321777
medium_2mm_r1,DIGIT_Marker,medium,1,2,1,DIGIT_Marker_medium_2mm_r1,1000,992,3.1920033461662336,1.860426837838742,90.95340615734834,False,1.8164202306345754,5.405151423111949,0.9948021591546039,0.4737,1.8881759213590241,0.7413263183749172,0.7225485227304806,0.011192857142857128,0.040603224974351426,0.016044523265025888,0.061035000000000006,0.06071698517716151,0.01619026423173438,0.002310615995107744,49.81447412958663,reference_collect.png,1.1195720853390312,0.6087984671394953,3.729098295089183,1.813067416525037,3.453373432159424,1.5,2.3000000000000003,3.83890962600708
medium_2mm_r2,DIGIT_Marker,medium,1,2,1,DIGIT_Marker_medium_2mm_r2,1000,996,2.885349439689069,1.613687620127301,90.34144297921408,False,1.9523690663823994,4.9000514931367976,0.9974111165920424,0.5205,1.9730888854788067,0.8218663200924033,0.8831282355920911,0.005078333333333324,0.04716958247778694,0.04643833015893338,0.06772000000000006,0.06689199751286434,0.011380363909626757,0.0023880092794191627,49.78106937273752,reference_collect.png,1.1258978000744075,0.723508407796471,3.9843957634444287,2.025365949316983,3.546959400177002,1.7000000000000002,2.4000000000000004,5.874858379364014
medium_3mm_r1,DIGIT_Marker,medium,1,3,1,DIGIT_Marker_medium_3mm_r1,1000,997,1.7311963886462285,1.3067654354048412,,False,3.062899775293102,3.419565319914587,0.9877734881828871,0.7018,2.2631563710888383,0.5843122101397953,0.7856311390213604,0.005864285714285721,0.03502701332468885,0.015191332510218734,0.051489999999999925,0.056413433091781304,0.0153928909390631,0.002282713038897812,49.85562647838439,reference_collect.png,1.110392724114143,0.8273078038100601,4.150425486804332,1.9304081439226033,4.880216121673584,0.8,2.4000000000000004,6.276272296905518
medium_3mm_r2,DIGIT_Marker,medium,1,3,1,DIGIT_Marker_medium_3mm_r2,1000,981,2.258272932252399,1.4486631272147619,83.27704604480881,False,0.7973934472699908,4.251184426357648,0.9984668211321702,0.7014,2.262573322568796,1.0286045214211958,0.8195200803519094,-0.0035262237762237613,0.09916189976041405,0.09210904532705902,0.11115250000000004,0.08598655351005416,0.015127952382052107,0.002434571698954372,49.89773727664232,reference_collect.png,1.1226691328225933,0.41637528247201444,1.9385741105653949,1.4426291266666917,3.0233192443847656,1.1,1.7000000000000002,3.8163843154907227
soft_1mm_r1,DIGIT_Marker,soft,0,1,1,DIGIT_Marker_soft_1mm_r1,1000,833,9.9876158717814,1.7218879296908427,105.49374708072847,True,1.9291439100539238,15.578599863951474,0.9945853463215147,0.25055,1.3934219380718822,0.39459768605530593,0.8179299756091593,-0.0026702380952380823,0.10761194937590553,0.01820134470299535,0.17256499999999997,0.047371563253588794,0.016257741766522765,0.003180482951779337,49.88527456320841,reference_collect.png,1.119041340615268,0.4839950774502001,5.1017627037891105,1.335814174516176,3.265820026397705,0.9,1.5,4.938791275024414
soft_1mm_r2,DIGIT_Marker,soft,0,1,1,DIGIT_Marker_soft_1mm_r2,1000,928,7.0346004234379516,1.7433781071605836,104.09080649109308,True,2.557123893426435,9.48560880515539,0.999274126542633,0.3197,1.5669690201149478,0.635496198906348,0.6671121348019388,0.00640119047619049,0.08774382757349136,0.01248730584811028,0.11042499999999991,0.04097785100146825,0.0173748915928438,0.0025818722318623807,49.83311749260399,reference_collect.png,1.0929182379706395,0.5267927623567885,4.822185421670496,1.297674421345676,3.1836655139923096,1.1,1.3,4.496683120727539
