unit,principle,hardness,hard,thickness_mm,marker,run,n_frames,n_frames_le2N,hertz_k,hertz_n,px_per_mm,scale_trusted,tilt_deg,hertz_a_ball8,zero_r2,d_2N_mm,a_2N_mm,mu,shear_max_N,creep_mm_per_cycle,fz_noise_mae,lat_noise_mae,fz_rate_per_frame,lat_rate_per_frame,fz_sd_0N,lat_sd_0N,ft_rate_hz,reference_used,pedestal_ratio,img_slope_lvl_per_N,img_slope_lvl_per_mm,imprint_area_slope_pct_per_N,img_resp_at_2N,bw_normal_f90,bw_shear_f90,shear_snr
hard_1mm_r1,9DTact,hard,2,1,0,9DTact_hard_1mm_r1,1000,981,1.1341697788268645,2.0100082901916454,97.07236951647629,True,2.194891382762852,1.5665310655700677,0.9924706679385573,0.89455,2.521146623562382,0.426237910979224,0.5738568866886586,-0.013489999999999934,0.009715504316410748,0.0070172804638309015,0.015099999999999947,0.028581549364354836,0.02132097956269137,0.0020075233536837747,49.529468724537395,reference.png,1.0,0.8008771358759544,1.9200102321477053,2.71656028033491,4.591521739959717,0.30000000000000004,0.5,6.581921577453613
hard_1mm_r2,9DTact,hard,2,1,0,9DTact_hard_1mm_r2,1000,976,1.3306766648006911,2.0422218121154034,88.3039461428633,True,0.7009083156476423,1.6703316355382665,0.9930729024180815,0.8781,2.5007479661093397,0.46444156585092294,0.5163521996660806,0.0026488095238095494,0.01294072331083462,0.011105272899129971,0.03382499999999988,0.03661686502881007,0.011587724992952091,0.001635271650610324,49.48797696863865,reference.png,1.0,0.7493915000351374,1.9276578479461741,3.265142325002336,4.300583839416504,0.2,0.30000000000000004,2.802736520767212
hard_2mm_r1,9DTact,hard,2,2,0,9DTact_hard_2mm_r1,1000,987,1.5090579774914847,1.480369414334225,89.01120169720986,True,2.502409497584236,2.2908168913455844,0.991933123463847,0.7684,2.3572783967957625,0.4394842043761807,0.5901305999522479,-0.0010321428571428213,0.013270369430444372,0.011954352587299103,0.0349825,0.03672398447210359,0.013473951317200623,0.0016441171716110052,49.436064259868225,reference.png,1.0,0.834644199573471,2.3027480459682246,3.145166373290755,5.129086971282959,0.2,0.30000000000000004,2.647947311401367
hard_2mm_r2,9DTact,hard,2,2,0,9DTact_hard_2mm_r2,1000,972,1.5867014351274775,1.3685167305342836,92.41536078825045,True,3.3259007847442117,2.1767121673190237,0.996968806393546,0.8149,2.419739240083526,0.4645817275794754,0.5925135979030355,0.003135714285714308,0.012586927292352307,0.008781867683838509,0.034634999999999985,0.038219035231785325,0.014591143153210528,0.0023736076504969933,49.56927258760267,reference.png,1.0,0.8902638210445649,2.4014666797331157,3.1696111476174145,5.223546504974365,0.2,0.30000000000000004,2.7145256996154785
hard_3mm_r1,9DTact,hard,2,3,0,9DTact_hard_3mm_r1,1000,978,1.717738107980185,1.6032249229592437,77.293439129834,True,0.5741802023546245,2.699504141861459,0.9981565589697259,0.7493,2.3308688315733255,0.41488981753567616,0.5526622792447482,0.002293333333333309,0.03425421656076848,0.0657471988051921,0.041934999999999945,0.06083961291493119,0.014621239795539505,0.002431844997073819,49.66465172730233,reference.png,1.0,0.47395180015156807,1.3727672811782679,2.469117934783031,4.82125997543335,0.2,0.4,1.1218235492706299
hard_3mm_r2,9DTact,hard,2,3,0,9DTact_hard_3mm_r2,1000,950,1.8465838085597526,1.8393772336867729,82.60132022443682,True,1.505195701829106,2.640442224793062,0.9982701835225514,0.7683,2.357141300389096,0.6911995980738741,0.9124664134092827,0.005927878787878811,0.018007372094287183,0.013559766796895033,0.035840000000000025,0.0477849899357487,0.014345584785297296,0.002678921341125876,49.48505763399757,reference.png,1.0,0.47258123648020955,1.3839465460910112,1.6778411017677293,5.217267036437988,0.2,0.4,1.7657393217086792
medium_1mm_r1,9DTact,medium,1,1,0,9DTact_medium_1mm_r1,1000,983,0.6814974415156406,0.8254545222659326,94.05626905723857,True,1.6930941870076637,1.754258971510239,0.9970822599306836,0.9611,2.600978044890037,0.4395655898564431,0.6451328336087073,-0.007106666666666695,0.046329165997023566,0.06075690022349154,0.064135,0.05995964864596488,0.014002536840393397,0.002079589222184501,49.75862764405111,reference.png,1.0,0.8319280968136994,1.8991077150101856,3.080364996728101,4.8727545738220215,0.2,0.4,5.874189853668213
medium_1mm_r2,9DTact,medium,1,1,0,9DTact_medium_1mm_r2,1000,978,1.1150964745675394,1.5838263848064338,87.59890852087568,True,3.6083705662237655,2.105938646439942,0.9975509543961232,0.8695999999999999,2.4900995642744888,0.5559173773192828,0.6323838125695502,0.005451666666666625,0.042588346661671626,0.07136219190394384,0.055709999999999926,0.06712295794874101,0.01326219828900522,0.0020392272530126727,49.66965089289943,reference.png,1.0,0.7422868171168002,1.8547474333271001,3.0841870695038076,4.2467427253723145,0.2,0.30000000000000004,3.2382254600524902
medium_2mm_r2,9DTact,medium,1,2,0,9DTact_medium_2mm_r2,1000,993,,,,False,0.05539250805573928,1.3449297418778154,0.9971054760831835,1.0569,2.708904278486045,0.44931477391577995,0.6299348198821844,-0.0008242424242424387,0.048669291197769936,0.06815204745515885,0.05895999999999996,0.08060100155105943,0.01306794751131972,0.0018987569733744988,49.54409506484916,reference.png,1.0,1.9310535493706125,3.9128610113429305,4.544448307626411,7.493423938751221,0.2,0.30000000000000004,3.680150270462036
medium_3mm_r1,9DTact,medium,1,3,0,9DTact_medium_3mm_r1,1000,998,0.4085074552906409,2.0264611650480258,82.27165028517139,True,1.689196367448731,0.905642382221507,0.9817852014413522,1.2829000000000002,2.935535315747368,0.5244002309090245,0.6898747237723672,0.00539370629370633,0.037528942847880914,0.06119254145820982,0.04612250000000001,0.053708197299905044,0.015635068841420827,0.0028200588087147664,49.48797696863865,reference.png,1.0,1.4486333437097096,2.581698366764384,5.070313176057798,7.20558500289917,0.2,0.2,4.220315933227539
medium_3mm_r2,9DTact,medium,1,3,0,9DTact_medium_3mm_r2,1000,994,0.3672156220425261,0.7699192855693919,79.2102836584373,True,2.85017304304826,1.0131898251937996,0.9956771883340043,1.2413,2.896476188405491,0.47056555837543684,0.6364916799141996,3.9458361761941007e-17,0.030393855225997683,0.04406851286208295,0.03935000000000001,0.05988492290119249,0.018113392061223997,0.001988930507900221,49.5493626622878,reference.png,1.0,1.843508943300241,3.2277597450786653,5.715970234168033,7.930103302001953,0.2,0.30000000000000004,2.939279794692993
soft_1mm_r1,9DTact,soft,0,1,0,9DTact_soft_1mm_r1,1000,998,1.7665607984832212,1.9730118800010132,99.87153374153418,True,3.5436620492881934,1.5759284973550576,0.9969692021980933,0.8990499999999999,2.5266794607745555,0.5926880151859895,0.6809748219280944,0.007300606060606084,0.046896688620527545,0.07006584599237733,0.05562500000000009,0.06791779202982237,0.013419865262865698,0.002076517688824797,49.52215879237976,reference.png,1.0,0.9659414954014199,2.180944385369532,2.8910304679697068,4.547440052032471,0.30000000000000004,0.4,8.637056350708008
soft_1mm_r2,9DTact,soft,0,1,0,9DTact_soft_1mm_r2,1000,974,0.6871490044973613,1.21761416026182,98.94444329998736,True,0.9283683088730265,1.2485164506603519,0.966462455040891,0.9623,2.6023794323656957,0.4329468653491817,0.6799906761860783,-0.0004999999999999828,0.06222945941468423,0.07519569201736587,0.08113249999999994,0.07200406894831617,0.013349390482487112,0.0020280751615946576,49.49031268436578,reference.png,1.0,0.9132674412372417,2.136019802606752,3.6595328925291093,4.613423824310303,0.30000000000000004,0.4,9.624848365783691
soft_2mm_r1,9DTact,soft,0,2,0,9DTact_soft_2mm_r1,1000,996,0.419654304836384,0.931543404869195,88.66521416832653,True,3.6652818051472047,1.0054327520999982,0.9962913783543427,1.1613,2.8181168020506178,0.5509348757054989,0.6593147844542847,0.0018730769230769328,0.033377575231696426,0.043377126637665006,0.050785000000000136,0.052463177766523164,0.013957195677162918,0.0022198007711453343,49.597994465860985,reference.png,1.0,2.2053371965584807,3.932849250310191,4.845355947309035,8.028606414794922,0.2,0.30000000000000004,9.005230903625488
soft_2mm_r2,9DTact,soft,0,2,0,9DTact_soft_2mm_r2,1000,999,0.35735645453364695,1.2201682222681947,91.3939522077672,False,2.992321041185684,0.7638972380305671,0.9927190869244572,1.1915499999999999,2.8482641375932816,0.5282725199129322,0.579203273557738,0.004389560439560463,0.03726329396028323,0.056483288681454205,0.05172999999999994,0.06676710577223058,0.009770893469057651,0.002056444464394634,49.54175426992039,reference.png,1.0,2.771101359022416,4.871724267723572,5.838692045175508,8.7571439743042,0.2,0.30000000000000004,8.033417701721191
soft_3mm_r1,9DTact,soft,0,3,0,9DTact_soft_3mm_r1,1000,989,0.25791867898356735,0.7759670167273942,80.26533462794193,True,1.318710890302577,0.6740994560145771,0.991826812917072,1.46185,3.0915683038710307,0.5463412325446794,0.6345644147759942,0.0010160839160839256,0.03315056618229474,0.06423569776744704,0.04350000000000004,0.07798708391724249,0.013692377826422677,0.002203092252920923,49.66494576801023,reference.png,1.0,2.3382966107748433,3.563182218138497,5.51833801534327,7.733412265777588,0.2,0.2,9.940109252929688
soft_3mm_r2,9DTact,soft,0,3,0,9DTact_soft_3mm_r2,1000,996,0.5410158859410963,1.7766700669693314,84.0282293785372,False,2.661722329775626,0.7721430836550949,0.8998311788110196,1.4919,3.115996532411421,0.6573682560998424,0.6423473914479609,0.003478181818181846,0.03241037178185226,0.061496073006400566,0.04624750000000005,0.0814283535910248,0.012525401945522903,0.0016985373812381,49.61559572253241,reference.png,1.0,2.343103410130174,3.651339417836731,5.899876060251255,8.295553207397461,0.2,0.30000000000000004,6.626141548156738
hard_1mm_r1,DIGIT,hard,2,1,0,DIGIT_hard_1mm_r1,1000,979,5.734391454523481,1.6239618772070594,111.14024742437104,True,2.932626209079701,8.608014245743764,0.998775107004553,0.3237,1.5763306474214096,0.5106209499028663,0.6885774571535144,0.006128571428571388,0.04450464113720547,0.009373275508503092,0.08372000000000002,0.03519416444801632,0.01617980714059449,0.0026749166902793687,49.824533894026594,reference_collect.png,1.1248613428074035,0.9149459594383579,6.806955388203086,2.1073436375516796,4.271093845367432,0.8,1.3,13.3389892578125
hard_1mm_r2,DIGIT,hard,2,1,0,DIGIT_hard_1mm_r2,1000,954,6.436095102811137,1.7077683963735726,115.06941802049923,True,2.489143769812503,8.444338970435728,0.9943568502705323,0.4424,1.8285191385380686,0.5043240129860252,0.7386379926594624,0.0011797202797202793,0.11000278936428401,0.08741913765100986,0.1442875,0.07942341444949126,0.015033235267197714,0.0021042494565580716,49.850589808349426,reference_collect.png,1.124753392268781,0.9964537889427186,7.581003364980517,2.557146707058919,4.465337753295898,0.8,1.0,14.923428535461426
hard_2mm_r1,DIGIT,hard,2,2,0,DIGIT_hard_2mm_r1,1000,979,2.443931799452987,1.5240446495503714,101.11007474342125,True,2.5049554330494757,4.497324114585334,0.9974381789397128,0.5097,1.9539206508965505,0.5300892900195048,0.681419180534273,0.009771428571428533,0.030979490273656138,0.007713099766929174,0.059087500000000015,0.04250641554842222,0.016431769845428032,0.0034003953386120243,49.82601361384668,reference_collect.png,1.1183164299536223,1.1384737580514288,5.431615828750302,3.488502480819462,4.587723731994629,0.5,1.0,10.0900297164917
hard_2mm_r2,DIGIT,hard,2,2,0,DIGIT_hard_2mm_r2,1000,994,2.4357895369011087,1.5154242147280494,103.86899785578782,True,1.8299890256981095,4.714399900517974,0.9994977643697073,0.4916,1.9212312302271166,0.7419272600496583,0.7133778990829475,0.0006612121212121218,0.06462029940306277,0.07822909208741027,0.09513000000000005,0.09510281864365015,0.01554287820215946,0.0025203108433452634,49.850293565333146,reference_collect.png,1.1212390193317896,1.214513557036197,6.165747182258639,3.5333516130613893,4.954315185546875,0.6000000000000001,1.2000000000000002,4.2445783615112305
hard_3mm_r1,DIGIT,hard,2,3,0,DIGIT_hard_3mm_r1,1000,985,2.384707060866138,2.4532687525461023,87.37464478459978,False,2.5344574776444166,2.796396278624199,0.9972286590353123,0.725,2.2966007489330833,0.616953813104532,0.7830562882066653,0.006832142857142879,0.04104758311360554,0.044516932982114836,0.06194749999999999,0.05204009541192759,0.014804163991353422,0.003130526288297561,49.81595325193596,reference_collect.png,1.0914643276405787,0.8016834558142258,2.7585187426153146,3.1140654549528173,3.8754398822784424,0.4,0.9,2.1152126789093018
hard_3mm_r2,DIGIT,hard,2,3,0,DIGIT_hard_3mm_r2,1000,986,2.0142696547770425,1.7535556091456408,95.86756291535792,True,2.2398165939247723,3.5492341330607386,0.9974966498650631,0.602,2.1103544725945924,0.555260518747543,0.7003834079274008,0.006232142857142888,0.040074342189043544,0.013499981340254421,0.05327000000000004,0.0407828185040231,0.015750767839608184,0.0025038216292260947,49.870446114334634,reference_collect.png,0.9680024268364371,1.24477402530642,4.554561655667352,4.016769931675423,4.58009147644043,0.5,1.1,3.8146169185638428
medium_1mm_r1,DIGIT,medium,1,1,0,DIGIT_medium_1mm_r1,1000,967,4.658379137218635,1.5774083465958635,110.13704879845966,True,1.9862806542031712,7.759989280603919,0.9990914443643494,0.3599,1.6582134934923187,0.5173165784886042,0.7171818385876765,-0.006296428571428584,0.0416791029691218,0.010272151038301335,0.09146749999999998,0.04084536366111596,0.015349025757817575,0.0024113956903450548,49.4733837388976,reference_collect.png,1.1197183735115401,0.9219385796277936,6.500271095831723,2.3982677927616805,4.213599681854248,0.8,1.1,5.704456329345703
medium_1mm_r2,DIGIT,medium,1,1,0,DIGIT_medium_1mm_r2,1000,876,5.216954284215638,1.5307161369221611,111.79794098147342,True,2.22436960572278,8.931284989896636,0.9948828472150069,0.3709,1.6821513576369993,0.3911697646141522,0.843608449459819,0.0003443956043955856,0.13218688646857207,0.1405144718941302,0.16901249999999998,0.16588961489725618,0.014798637385633525,0.002646116321855559,49.823646104320346,reference_collect.png,1.1282149376270731,0.9559022786803139,7.30179170665596,2.4795131164532846,4.325908660888672,0.8,1.2000000000000002,21.710773468017578
medium_2mm_r1,DIGIT,medium,1,2,0,DIGIT_medium_2mm_r1,1000,992,1.416955997675514,1.2174892679149694,100.01727465504975,True,2.428870078021634,3.253280968961115,0.9960501975409899,0.6381,2.1674012987907894,0.5068569843358791,0.7494944913073077,-0.011333333333333306,0.04768156033388409,0.05638072359310091,0.06301249999999997,0.055023741268907675,0.015755267683629556,0.002957719302490607,49.7958447109106,reference_collect.png,1.0812243089182139,1.4383335170071256,5.794226754543725,3.811615328766741,5.364961624145508,0.5,1.1,5.6913981437683105
