probe,ix,iy,x_mm,y_mm,img_x_px,img_y_px,target_depth_mm,depth_mm,rung_depth_mm,surface_offset_mm,force_wanted_N,force_N,file,t_img,Fx,Fy,Fz,tcp_x,tcp_y,tcp_z,area_px,radius_px,centroid_px,diff_level
ball4,2,1,1.0319860374415428,-0.7301463256951788,960.0,540.0,0.15,0.32771466086587253,0.3,0.0,0.0,0.5548413458268897,ball4_x+1.03_y-0.73_d0.15.png,1789055499.370454,0.013337915408074963,-0.005075787356502026,-0.5548413458268897,39.19368743896484,362.6242065429687,36.53772354125976,65697,144.60983573953916,"[915.2813979329345, 566.1832960409151]",12
ball4,2,1,1.0319860374415428,-0.7301463256951788,960.0,540.0,0.3,0.42838478510240563,0.44999999999999996,0.0,0.0,0.8541324540932834,ball4_x+1.03_y-0.73_d0.30.png,1789055500.5425386,0.01877815255972166,0.011911963520306833,-0.8541324540932834,39.19496154785156,362.616943359375,36.38126373291015,84072,163.58774022292639,"[912.0027476448759, 566.573294319155]",12
ball4,0,0,-4.925730307568289,-0.10299991362576,463.7122473958389,323.5810382550977,0.15,0.24817788928819695,0.3,0.0,0.5548413458268897,0.37617119895780887,ball4_x-4.93_y-0.10_d0.15.png,1789055504.6387525,-0.008618400546952643,0.0353532186019061,-0.37617119895780887,33.7002944946289,360.198760986328,36.56943893432617,7498,48.85373605576203,"[298.2351293678314, 325.8219525206722]",12
ball4,0,0,-4.925730307568289,-0.10299991362576,463.7122473958389,323.5810382550977,0.3,0.4580758514895322,0.44999999999999996,0.0,0.8541324540932834,0.9081623898379177,ball4_x-4.93_y-0.10_d0.30.png,1789055505.8107612,-0.022925990083752623,0.02782286873198032,-0.9081623898379177,33.70263290405273,360.1908569335937,36.4256134033203,13436,65.39733657241258,"[273.5280589461149, 317.6765406370944]",12
ball4,1,0,-2.5377219490689837,-1.4579252120155988,711.8561236979194,323.5810382550977,0.15,0.4254539875723111,0.3,0.09232994891775029,0.5548413458268897,0.6783292362076452,ball4_x-2.54_y-1.46_d0.15.png,1789055509.3229792,0.01600651683962795,-0.023507839190567557,-0.6783292362076452,36.46852111816406,360.2062072753906,36.47301483154297,43871,118.17179450600334,"[699.6279774794283, 336.42463130541813]",12
ball4,1,0,-2.5377219490689837,-1.4579252120155988,711.8561236979194,323.5810382550977,0.3,0.5125378247646317,0.44999999999999996,0.09232994891775029,0.8541324540932834,1.011323063116322,ball4_x-2.54_y-1.46_d0.30.png,1789055510.4909964,0.02484335826850028,0.013198688072755616,-1.011323063116322,36.46620559692383,360.2086181640625,36.31387329101562,59861,138.03748801266957,"[693.10848465612, 346.8356024790765]",12
ball4,2,0,-0.1497135905696778,-2.812850510405438,960.0,323.5810382550977,0.15,0.3925201120888566,0.3,0.09232994891775029,0.5548413458268897,0.5542713104938712,ball4_x-0.15_y-2.81_d0.15.png,1789055513.4191256,0.025832790162790786,-0.0006871528006000105,-0.5542713104938712,39.21502304077148,360.2215576171875,36.45579147338867,57120,134.84013014981159,"[932.702906162465, 333.5313550420168]",12
ball4,2,0,-0.1497135905696778,-2.812850510405438,960.0,323.5810382550977,0.3,0.6073789135177172,0.44999999999999996,0.09232994891775029,0.8541324540932834,1.2034493088693978,ball4_x-0.15_y-2.81_d0.30.png,1789055514.5873091,0.016550090542293106,-0.033370246890700984,-1.2034493088693978,39.2110366821289,360.2335510253906,36.3177375793457,87773,167.1496743640557,"[931.7384389276884, 361.44363300787256]",12
ball4,3,0,2.238294767929628,-4.167775808795278,1208.1438763020806,323.5810382550977,0.15,0.4284708620972211,0.3,0.09232994891775029,0.5548413458268897,0.6054755636479456,ball4_x+2.24_y-4.17_d0.15.png,1789055517.9033782,0.011352912706363228,0.004662316221639351,-0.6054755636479456,41.95745468139648,360.2391357421875,36.44556045532226,36931,108.42279468199283,"[1183.026183964691, 372.0264547399204]",12
ball4,3,0,2.238294767929628,-4.167775808795278,1208.1438763020806,323.5810382550977,0.3,0.6330955074910349,0.44999999999999996,0.09232994891775029,0.8541324540932834,1.2093732505081647,ball4_x+2.24_y-4.17_d0.30.png,1789055519.0755236,0.018524221477241552,-0.011176657091015941,-1.2093732505081647,41.95704650878906,360.244659423828,36.30531692504883,89491,168.77757559721496,"[1226.509716060833, 333.6718440960544]",12
