sensor,width_px,height_px,split,seed,fx_mae,fy_mae,fz_mae,fz_rmse,res_mae,res_rmse,mag_mae,res_mae_shear,res_mae_normal,fz_mae_baseline,fz_r2,lat_mae,lat_mae_baseline,lat_r2,lat_mae_shear,fz_mae_normal,n_test_shear,n_test_normal,norm,rep,n_train,n_val,n_test,fz_range,tx_mae,ty_mae,tz_mae,epochs,epochs_run,best_epoch,train_loss,val_loss,batch,micro_batch,accum,seconds,sh,res,res_kind,density_px_per_mm2
hard_1mm_r1,1920,1080,cycle,0,0.0200487598776817,0.026297939941287,0.1038620024919509,0.137797325849533,0.1156440451741218,0.1442430764436721,0.100760743021965,0.1558117270469665,0.0806407704949379,0.4310285151004791,0.9352372288703918,0.0294823236763477,0.1646454185247421,0.9635815024375916,0.0330936312675476,0.0692598670721054,61,70,none,inpaint,735,134,131,2.8247201442718506,0.0007654824294149,0.0004740027070511,0.0001363473857054,30,30,25,0.1528531680301744,0.2394824099184861,64,4,16,279.2,0.023173349909484352,0.1156440451741218,실측,16384.0
hard_1mm_r1,1920,1080,cycle,1,0.0158650632947683,0.0236307401210069,0.1125820130109787,0.1456573009490966,0.1209363415837287,0.1502947956323623,0.10929786413908,0.1646508872509002,0.0828422382473945,0.4310285151004791,0.9276383519172668,0.0251945182681083,0.1646454185247421,0.971980631351471,0.0271808225661516,0.0741122737526893,61,70,none,inpaint,735,134,131,2.8247201442718506,0.0005218004225753,0.0003513567207846,0.0001464483939344,30,30,30,0.1255478917538714,0.231360150584534,64,4,16,268.8,0.0197479017078876,0.1209363415837287,실측,16384.0
hard_1mm_r1,1920,1080,cycle,2,0.022482743486762,0.0256109628826379,0.12664395570755,0.1619924157857895,0.1369281262159347,0.1684319376945495,0.1213202178478241,0.1922777593135833,0.0886948853731155,0.4310285151004791,0.9104979038238524,0.0263374559581279,0.1646454185247421,0.9648649096488952,0.0404421612620353,0.082865685224533,61,70,none,inpaint,735,134,131,2.8247201442718506,0.0005514052463695,0.0004608102317433,0.0001462749933125,30,30,26,0.1423860624736669,0.2180195877801126,64,4,16,271.9,0.02404685318469995,0.1369281262159347,실측,16384.0
hard_1mm_r1,1280,720,cycle,0,0.0205030962824821,0.0271334368735551,0.1457219570875167,0.1868263036012649,0.155874565243721,0.1920188069343567,0.1422963142395019,0.2332111299037933,0.0884813070297241,0.4310285151004791,0.8809525966644287,0.0280861929059028,0.1646454185247421,0.9656137824058532,0.0296056773513555,0.0771862566471099,61,70,none,inpaint,735,134,131,2.8247201442718506,0.0006346976733766,0.0004937883350066,0.0001389654062222,30,30,30,0.1632678024622858,0.2431687703773156,64,8,8,119.2,0.0238182665780186,0.155874565243721,실측,7281.777777777777
hard_1mm_r1,1280,720,cycle,1,0.0188722144812345,0.0296170432120561,0.1438096463680267,0.1768667548894882,0.1524978280067443,0.1833741664886474,0.1397384852170944,0.2143613696098327,0.098588153719902,0.4310285151004791,0.8933069109916687,0.0296554993838071,0.1646454185247421,0.9536128044128418,0.0427760630846023,0.0919262692332267,61,70,none,inpaint,735,134,131,2.8247201442718506,0.0007990236044861,0.000662978622131,0.000146159043652,30,30,29,0.1254521815955233,0.2466175066891001,64,8,8,118.3,0.0242446288466453,0.1524978280067443,실측,7281.777777777777
hard_1mm_r1,1280,720,cycle,2,0.0189826041460037,0.023713793605566,0.0965621694922447,0.1228074803948402,0.1070984899997711,0.1300289183855056,0.0930618569254875,0.1404696553945541,0.0780178979039192,0.4310285151004791,0.948560893535614,0.0238697938621044,0.1646454185247421,0.9696312546730042,0.0381457805633544,0.0740178003907203,61,70,none,inpaint,735,134,131,2.8247201442718506,0.0006072131218388,0.0003891192318405,0.000144181161886,30,30,29,0.118704524737637,0.2226501818913132,64,8,8,117.9,0.02134819887578485,0.1070984899997711,실측,7281.777777777777
hard_1mm_r1,854,480,cycle,0,0.0214183796197175,0.0269210822880268,0.1216911226511001,0.1491128206253051,0.1308653801679611,0.1563297659158706,0.1180639490485191,0.1829135864973068,0.0855090618133544,0.4310285151004791,0.9241642951965332,0.0232146717607975,0.1646454185247421,0.9699693918228148,0.0337575115263462,0.0800693184137344,61,70,none,inpaint,735,134,131,2.8247201442718506,0.0006940211169421,0.000401899422286,0.0001434566511306,30,30,30,0.1472789779001352,0.2379975674757317,64,16,4,55.2,0.02416973095387215,0.1308653801679611,실측,3241.404444444444
hard_1mm_r1,854,480,cycle,1,0.0208002254366874,0.0317244008183479,0.1516831368207931,0.1900124549865722,0.1627715080976486,0.1965889483690261,0.1462607085704803,0.2351826876401901,0.099670335650444,0.4310285151004791,0.8768575191497803,0.0286261234432458,0.1646454185247421,0.9566725492477416,0.0413093790411949,0.0909619927406311,61,70,none,inpaint,735,134,131,2.8247201442718506,0.0007196570513769,0.0004523014649748,0.0001445881061954,30,30,26,0.1513279386118155,0.2468145534173766,64,16,4,54.1,0.02626231312751765,0.1627715080976486,실측,3241.404444444444
hard_1mm_r1,854,480,cycle,2,0.0368492640554904,0.0242582727223634,0.1115425005555152,0.1438459753990173,0.1298404484987259,0.1532185971736908,0.1079484224319458,0.1458750069141388,0.1158674657344818,0.4310285151004791,0.929426908493042,0.0374754481017589,0.1646454185247421,0.9441577196121216,0.0363956801593303,0.0996147766709327,61,70,none,inpaint,735,134,131,2.8247201442718506,0.0006437751580961,0.0005315341404639,0.0001410078839398,30,30,20,0.2041246464463318,0.2534247512248025,64,16,4,53.6,0.0305537683889269,0.1298404484987259,실측,3241.404444444444
hard_1mm_r1,640,360,cycle,0,0.019560283049941,0.0417572446167469,0.1773945689201355,0.2111526131629943,0.1896179467439651,0.2180272042751312,0.1735313236713409,0.2429122328758239,0.143175795674324,0.4310285151004791,0.8479323983192444,0.0402520634233951,0.1646454185247421,0.9402463436126708,0.0328885838389396,0.1265069991350174,61,70,none,inpaint,735,134,131,2.8247201442718506,0.0009256211924366,0.0005486671580001,0.0001551126915728,30,30,27,0.1598618053254627,0.2792453178718908,64,32,2,30.6,0.03065876383334395,0.1896179467439651,실측,1820.4444444444443
