unit,probe,depth_mm,diameter_px,level,suspect_hardware
medium_2mm_r1,ball4,1.073499325984951,467.58349887928944,13.6863431930542,False
medium_2mm_r1,ball4,1.3245901738606278,509.1253804283125,16.30312728881836,False
medium_2mm_r1,ball4,1.4113594435471877,528.3490108110409,17.656959533691406,False
medium_2mm_r1,ball4,1.5024292327349684,540.9951519465194,18.72396850585937,False
medium_2mm_r1,ball4,1.5152520646213397,553.5099506349443,19.62153434753418,False
medium_2mm_r1,ball4,1.5276601948654474,549.7140898587779,19.289701461791992,False
medium_2mm_r1,ball4,1.5486849625626675,557.0022918311574,20.07291603088379,False
medium_2mm_r1,ball4,1.5573444233093348,558.4040573510338,19.9674129486084,False
medium_2mm_r1,ball4,1.5867236314756674,558.2923193011995,20.710983276367188,False
medium_2mm_r1,ball4,1.5931187319877935,559.7898032226376,21.08846664428711,False
medium_2mm_r1,ball4,1.6408530610921872,564.8470455250441,21.72796440124512,False
medium_2mm_r1,ball4,1.645955739648457,563.9525741402341,21.73075485229492,False
medium_2mm_r1,ball4,1.6956063115873263,574.3793562754649,22.3953800201416,False
medium_2mm_r1,ball4,1.707636715488146,574.401523071024,22.250391006469727,False
medium_2mm_r1,ball4,1.714497163926186,582.9703015765507,22.682573318481445,False
medium_2mm_r1,ball4,1.7728244891574256,593.3633108212888,23.465730667114254,False
medium_2mm_r1,ball4,1.7780945927667382,592.6418831425428,23.379186630249023,False
medium_2mm_r1,ball4,1.78866813577244,599.2745163846032,23.721942901611328,False
medium_2mm_r1,ball4,1.850225090606454,603.9253544827466,24.234474182128903,False
medium_2mm_r1,ball4,1.8581649273230096,604.0845081264425,24.144031524658203,False
medium_2mm_r1,ball4,1.8845515780503028,607.0742839419185,24.55217742919922,False
medium_2mm_r1,ball4,1.891519457523568,607.3542139328887,24.496505737304688,False
medium_2mm_r1,ball4,1.9620712001592224,612.9488164772872,24.822025299072266,False
medium_3mm_r1,ball4,0.1120112621740467,203.54346353085737,6.302301406860352,False
medium_3mm_r1,ball4,0.179977407815528,200.61680390505305,6.360476016998291,False
medium_3mm_r1,ball4,0.3463569395750134,232.11996427398887,6.87824296951294,False
medium_3mm_r1,ball4,0.3493228243205344,243.74295968681315,6.91328239440918,False
medium_3mm_r1,ball4,0.5343284888814281,244.52525894129624,7.628589630126953,False
medium_3mm_r1,ball4,0.5452360570622155,252.01534669634583,7.569823265075684,False
medium_3mm_r1,ball4,0.7110590800018173,254.4914063815191,8.220566749572754,False
medium_3mm_r1,ball4,0.7171966738554261,250.29423748780997,8.173770904541016,False
medium_3mm_r1,ball4,0.8895036631272433,273.9708335593906,8.71098804473877,False
medium_3mm_r1,ball4,1.183457218791261,318.9243500129278,10.088489532470703,False
medium_3mm_r1,ball4,1.578957169333865,358.8423165085828,11.82112979888916,False
medium_3mm_r1,ball4,1.6792141644109009,366.4540554874754,12.221981048583984,False
medium_3mm_r1,ball4,1.7842162910632915,372.6061099840781,12.629077911376951,False
medium_3mm_r1,ball4,1.8871292437763856,377.54528241344264,13.061274528503418,False
medium_3mm_r1,ball4,1.9617761373208964,378.4967907597389,13.270392417907717,False
medium_3mm_r1,ball4,2.016678748553385,370.0739634044701,13.325908660888672,False
medium_3mm_r1,ball4,2.0457771425173483,372.46085409901053,13.442665100097656,False
medium_3mm_r1,ball4,2.0557431305114164,376.2345098285532,13.344507217407228,False
medium_3mm_r1,ball4,2.073869848905169,372.9988717044007,13.566356658935549,False
medium_3mm_r1,ball4,2.0884262001558334,371.689193818557,13.636310577392578,False
medium_3mm_r1,ball4,2.1214722381608877,378.80950776180674,13.796967506408691,False
medium_3mm_r1,ball4,2.1395079394314465,368.7746137862024,13.883169174194336,False
medium_3mm_r1,ball4,2.164847399962447,379.6220371769718,14.082237243652344,False
medium_3mm_r1,ball4,2.188385603310256,381.1450368247016,14.31662940979004,False
medium_3mm_r1,ball4,2.209574680984048,374.5997910634856,14.475523948669434,False
medium_3mm_r1,ball4,2.2472455312783595,385.4236684005549,14.64444065093994,False
medium_3mm_r1,ball4,2.259184211043032,376.8870876671148,14.456355094909668,False
medium_3mm_r1,ball4,2.283442078127699,377.2264545318784,14.519685745239258,False
medium_3mm_r1,ball4,2.3132212324953443,372.55826724180247,14.58890151977539,False
medium_3mm_r1,ball4,2.3326061472500434,362.98574050206,14.711974143981934,False
medium_3mm_r1,ball4,2.3725408285512906,363.3678769904972,15.179510116577148,False
medium_3mm_r1,ball4,2.374942145212213,362.87874034668937,15.366351127624512,False
medium_3mm_r1,ball4,2.418489816732066,365.7010555909666,15.982414245605469,False
medium_3mm_r1,ball4,2.43054306249498,365.3405281030112,16.36128044128418,False
medium_3mm_r1,ball4,2.4577040837262984,366.4957469497992,16.939027786254883,False
medium_3mm_r1,ball4,2.480279232113652,367.541692842821,17.432048797607422,False
medium_3mm_r1,ball4,2.5158408038093683,359.64331273008014,18.485111236572266,False
hard_1mm_r1,ball4,0.1245171421117419,144.10599215379804,10.974077224731444,False
hard_1mm_r1,ball4,0.1733653275430562,171.71395219077831,11.182316780090332,False
