principle,probe,measure,group_by,group,n_units,x_name,x,median,q1,q3
DIGIT_Marker,ball4,diameter_px,hardness,soft,3,force_N,0.35723867864815373,240.20232608037782,226.4311741114839,244.47629286135646
DIGIT_Marker,ball4,diameter_px,hardness,soft,3,force_N,0.7007021782811805,289.48282629033883,276.0488811586663,291.45690828372653
DIGIT_Marker,ball4,diameter_px,hardness,soft,3,force_N,1.0441656779142072,292.1882140687105,273.9054217460011,314.0019606300534
DIGIT_Marker,ball4,diameter_px,hardness,soft,3,force_N,1.387629177547234,320.84225070209476,298.0171874957439,343.87903156486277
DIGIT_Marker,ball4,diameter_px,hardness,soft,3,force_N,1.7310926771802608,355.59475242796117,325.17818579172786,362.5894101739676
DIGIT_Marker,ball4,diameter_px,hardness,soft,3,force_N,2.0745561768132874,378.76789388792315,346.54950395475953,393.13007822079504
DIGIT_Marker,ball4,diameter_px,hardness,soft,3,force_N,2.418019676446314,398.2125385000972,366.05657369389723,413.0161304321339
DIGIT_Marker,ball4,diameter_px,hardness,soft,3,force_N,2.761483176079341,399.884865087086,383.8000462795565,422.6452984679779
DIGIT_Marker,ball4,diameter_px,hardness,soft,3,force_N,3.104946675712368,411.1782536943469,395.34247934234565,437.084997513958
DIGIT_Marker,ball4,diameter_px,hardness,soft,3,force_N,3.4484101753453946,422.47164230160786,406.88491240513474,458.2557353772179
DIGIT_Marker,ball4,diameter_px,hardness,soft,3,force_N,3.7918736749784214,433.76503090886877,418.4273454679239,469.52566951034544
DIGIT_Marker,ball4,diameter_px,hardness,soft,3,force_N,4.135337174611448,444.879438720359,429.8802881328277,482.9800783059584
DIGIT_Marker,ball4,diameter_px,hardness,soft,3,force_N,4.478800674244475,450.84266135534,438.7576382094768,489.7538925224808
DIGIT_Marker,ball4,diameter_px,hardness,soft,3,force_N,4.822264173877501,456.8058839903209,447.6349882861259,496.5277067390032
DIGIT_Marker,ball4,diameter_px,hardness,soft,3,force_N,5.165727673510529,467.927474433434,467.9038077030673,509.6548981967239
DIGIT_Marker,ball4,diameter_px,hardness,soft,3,force_N,5.509191173143555,495.0890744924746,480.8589895448995,528.6094002578028
DIGIT_Marker,ball4,diameter_px,hardness,soft,3,force_N,5.852654672776581,521.357340762119,493.3438377616668,550.7784501469322
DIGIT_Marker,ball4,diameter_px,hardness,soft,3,force_N,6.196118172409609,519.6526922998,491.8422286124525,548.1775137416985
DIGIT_Marker,ball4,diameter_px,hardness,soft,3,force_N,6.539581672042635,513.8966479438714,490.1575085612312,555.8419610664093
DIGIT_Marker,ball4,diameter_px,hardness,soft,3,force_N,6.883045171675662,554.9869574470761,521.4256073646014,574.8381330659165
DIGIT_Marker,ball4,diameter_px,hardness,soft,3,force_N,7.226508671308689,571.8792252261693,540.5946853059158,600.6284925088305
