sensor,width_px,height_px,split,seed,fx_mae,fy_mae,fz_mae,fz_rmse,res_mae,res_rmse,mag_mae,res_mae_shear,res_mae_normal,fz_mae_baseline,fz_r2,lat_mae,lat_mae_baseline,lat_r2,lat_mae_shear,fz_mae_normal,n_test_shear,n_test_normal,norm,rep,n_train,n_val,n_test,fz_range,tx_mae,ty_mae,tz_mae,epochs,epochs_run,best_epoch,train_loss,val_loss,batch,micro_batch,accum,seconds,sh,res,res_kind,density_px_per_mm2
hard_1mm_r1,640,360,cycle,1,0.0200294367969036,0.0348084568977355,0.162490114569664,0.189694195985794,0.1744621247053146,0.1976253241300583,0.1577180176973343,0.1800431609153747,0.1695986539125442,0.4310285151004791,0.8772696852684021,0.0323089770972728,0.1646454185247421,0.9439305663108826,0.0461939200758934,0.1655664443969726,61,70,none,grey,735,134,131,2.8247201442718506,0.000989475636743,0.0004205288714729,0.0001370708487229,30,30,26,0.156962658434498,0.2564496424660754,64,32,2,29.9,0.027418946847319547,0.1744621247053146,실측,1820.4444444444443
hard_1mm_r1,640,360,cycle,2,0.0235670451074838,0.0242932979017496,0.1649111062288284,0.2016807347536087,0.173482671380043,0.2065828293561935,0.1607738584280014,0.2262333482503891,0.1275142580270767,0.4310285151004791,0.8612692952156067,0.0287761390209198,0.1646454185247421,0.9633227586746216,0.0320090502500534,0.1204586550593376,61,70,none,grey,735,134,131,2.8247201442718506,0.0006844698218628,0.0004317359125707,0.0001456159370718,30,30,29,0.1444770331285437,0.2547180323458429,64,32,2,30.1,0.023930171504616703,0.173482671380043,실측,1820.4444444444443
hard_1mm_r1,426,240,cycle,0,0.0403743907809257,0.030889481306076,0.1400687098503112,0.1847384124994278,0.1575460433959961,0.1940324455499649,0.1364292353391647,0.2189651429653167,0.1040236949920654,0.4310285151004791,0.8835986256599426,0.0387496091425418,0.1646454185247421,0.9401504397392272,0.0387950055301189,0.0841186940670013,61,70,none,grey,735,134,131,2.8247201442718506,0.0006299771484918,0.00072069541784,0.0001408258831361,30,30,29,0.188125518227921,0.2730945686795818,64,64,1,15.6,0.03563193604350085,0.1575460433959961,실측,806.56
hard_1mm_r1,426,240,cycle,1,0.0178668219596147,0.0231769625097513,0.1309045106172561,0.1552564948797226,0.1398956924676895,0.1603318154811859,0.1309961229562759,0.1415913999080658,0.1384180188179016,0.4310285151004791,0.9177864789962769,0.0234002638608217,0.1646454185247421,0.97053200006485,0.0344425179064273,0.134301483631134,61,70,none,grey,735,134,131,2.8247201442718506,0.0006657759658992,0.0004592618497554,0.0001487300760345,30,30,30,0.1389995646314556,0.2683657496722776,64,64,1,13.9,0.020521892234683002,0.1398956924676895,실측,806.56
hard_1mm_r1,426,240,cycle,2,0.02076256275177,0.0243699587881565,0.0959577411413192,0.1151662096381187,0.1077949404716491,0.1225378587841987,0.0951678827404975,0.1079710125923156,0.1076415106654167,0.4310285151004791,0.9547629952430724,0.0264153257012367,0.1646454185247421,0.9672382473945618,0.0335018523037433,0.1003866642713546,61,70,none,grey,735,134,131,2.8247201442718506,0.0007294554379768,0.0006449352949857,0.0001517572381999,30,30,24,0.1867373187525742,0.2530119890597329,64,64,1,13.8,0.02256626076996325,0.1077949404716491,실측,806.56
hard_1mm_r1,320,180,cycle,0,0.0199647899717092,0.0273499526083469,0.1064034402370452,0.1363736987113952,0.1183411926031112,0.1433968394994735,0.1043413504958152,0.1532713919878006,0.0879020094871521,0.4310285151004791,0.9365684986114502,0.0240065660327672,0.1646454185247421,0.9747076630592346,0.0281563811004161,0.0767258629202842,61,70,none,grey,735,134,131,2.8247201442718506,0.0007256477256305,0.0006370970513671,0.0001610951148904,30,30,21,0.2196627506593457,0.2420285477567074,64,64,1,9.3,0.02365737129002805,0.1183411926031112,실측,455.1111111111111
hard_1mm_r1,320,180,cycle,1,0.0180592890828847,0.0253836400806903,0.097161553800106,0.1223505809903144,0.1080614924430847,0.1296385079622268,0.0954944491386413,0.1393456757068634,0.0807995498180389,0.4310285151004791,0.9489429593086244,0.0212877001613378,0.1646454185247421,0.974048674106598,0.0302205812186002,0.0728079006075859,61,70,none,grey,735,134,131,2.8247201442718506,0.0005400070222094,0.0003824442683253,0.0001518934295745,30,30,29,0.1572798112622734,0.227449824560934,64,64,1,8.2,0.0217214645817875,0.1080614924430847,실측,455.1111111111111
hard_1mm_r1,320,180,cycle,2,0.0189978685230016,0.0234991870820522,0.0843226239085197,0.1067558825016021,0.0959627106785774,0.1147636324167251,0.0820063725113868,0.1200540736317634,0.0749687999486923,0.4310285151004791,0.961128830909729,0.0238534081727266,0.1646454185247421,0.969265639781952,0.0321258418262004,0.0677656158804893,61,70,none,grey,735,134,131,2.8247201442718506,0.0005353721207939,0.0003972373961005,0.0001532905589556,30,30,30,0.1341322671799432,0.2163566786851456,64,64,1,8.2,0.021248527802526902,0.0959627106785774,실측,455.1111111111111
hard_1mm_r1,160,90,cycle,0,0.0194268394261598,0.0245448816567659,0.0822371840476989,0.0988800302147865,0.0937491133809089,0.1067441999912262,0.0794645249843597,0.1074908971786499,0.0817741155624389,0.4310285151004791,0.9666526913642884,0.0260967910289764,0.1646454185247421,0.9682300686836244,0.0289916675537824,0.0715175569057464,61,70,none,grey,735,134,131,2.8247201442718506,0.000683423015289,0.0003972848935518,0.0001535243645776,30,30,26,0.2461798531668526,0.2399289554624415,64,64,1,4.0,0.02198586054146285,0.0937491133809089,실측,113.77777777777777
hard_1mm_r1,160,90,cycle,1,0.0172471646219491,0.0212830789387226,0.0865143164992332,0.1066839545965194,0.0958367213606834,0.112576276063919,0.0846572592854499,0.0968517065048217,0.0949522480368614,0.4310285151004791,0.9611812233924866,0.0241236798465251,0.1646454185247421,0.973902702331543,0.026201220229268,0.0876503884792327,61,70,none,grey,735,134,131,2.8247201442718506,0.0007179130916483,0.000429026549682,0.0001484119566157,30,30,26,0.1956827611339335,0.2339441198021618,64,64,1,3.0,0.019265121780335848,0.0958367213606834,실측,113.77777777777777
hard_1mm_r1,160,90,cycle,2,0.0222805310040712,0.0212008357048034,0.0741022825241088,0.096604511141777,0.0865033566951751,0.1048195213079452,0.072479672729969,0.0995478108525276,0.0751360356807708,0.4310285151004791,0.9681698679924012,0.0251033473759889,0.1646454185247421,0.971968948841095,0.025574654340744,0.0646594986319542,61,70,none,grey,735,134,131,2.8247201442718506,0.0007101130322553,0.0004435965965967,0.0001481574581703,30,30,28,0.1769485129791052,0.2401086572390883,64,64,1,3.0,0.021740683354437303,0.0865033566951751,실측,113.77777777777777
hard_1mm_r1,80,45,cycle,0,0.020210213959217,0.0392676405608654,0.0935757309198379,0.1139005646109581,0.1114965826272964,0.1259584575891494,0.0936328545212745,0.1239566206932067,0.100638560950756,0.4310285151004791,0.9557518362998962,0.0300414394587278,0.1646454185247421,0.9567866325378418,0.0423772446811199,0.0899978503584861,61,70,none,grey,735,134,131,2.8247201442718506,0.0006008060881868,0.0004523055977188,0.0001388628297718,30,30,21,0.2928876915756537,0.2288770497734867,64,64,1,3.0,0.029738927260041202,0.1114965826272964,실측,28.444444444444443
hard_1mm_r1,80,45,cycle,1,0.0206828825175762,0.026467340067029,0.0639812797307968,0.0842838883399963,0.0809226781129837,0.0951008051633834,0.0630845203995704,0.0981583297252655,0.0659030526876449,0.4310285151004791,0.9757711291313172,0.0232747290283441,0.1646454185247421,0.9716027975082396,0.0321757718920707,0.0551771111786365,61,70,none,grey,735,134,131,2.8247201442718506,0.0004325238987803,0.0004629890900105,0.0001413347490597,30,30,30,0.2178258740172094,0.2143962151968657,64,64,1,2.1,0.0235751112923026,0.0809226781129837,실측,28.444444444444443
hard_1mm_r1,80,45,cycle,2,0.0413152761757373,0.0224387887865304,0.1135498061776161,0.1445113867521286,0.1306196749210357,0.1549413204193115,0.1100222468376159,0.1595050692558288,0.1054481193423271,0.4310285151004791,0.9287724494934082,0.0303947255015373,0.1646454185247421,0.9582019448280334,0.0408659353852272,0.0945703387260437,61,70,none,grey,735,134,131,2.8247201442718506,0.0004538167850114,0.0004723111051134,0.0001305932237301,30,30,23,0.2919991318060427,0.2229918205915992,64,64,1,2.0,0.03187703248113385,0.1306196749210357,실측,28.444444444444443
hard_1mm_r1,48,27,cycle,0,0.0236424915492534,0.0246810894459486,0.1624139696359634,0.2561819553375244,0.1696655005216598,0.2623052895069122,0.1592562049627304,0.2694290578365326,0.0827287063002586,0.4310285151004791,0.776158332824707,0.0211565122008323,0.1646454185247421,0.972431480884552,0.0356032364070415,0.0798230245709419,61,70,none,grey,735,134,131,2.8247201442718506,0.0005889431922696,0.0003897576534654,0.0001375344290863,30,30,28,0.2549716456406781,0.2892240125741531,64,64,1,3.0,0.024161790497601,0.1696655005216598,실측,10.240000000000002
hard_1mm_r1,48,27,cycle,1,0.0180763844400644,0.0278459247201681,0.1181494891643524,0.1560436189174652,0.126560777425766,0.1640226244926452,0.1151409074664115,0.1794373244047165,0.0804826542735099,0.4310285151004791,0.9169507026672364,0.0257544443011283,0.1646454185247421,0.952599287033081,0.0440494641661644,0.0776774957776069,61,70,none,grey,735,134,131,2.8247201442718506,0.0004747924685943,0.000540557608474,0.0001470099814468,30,30,28,0.2490567369525935,0.2623806302227191,64,64,1,2.0,0.02296115458011625,0.126560777425766,실측,10.240000000000002
hard_1mm_r1,48,27,cycle,2,0.0175018142908811,0.0255725625902414,0.1178498566150665,0.1470904499292373,0.1272985786199569,0.1558039486408233,0.1172340810298919,0.1724561005830764,0.0879470184445381,0.4310285151004791,0.926207423210144,0.0265417173504829,0.1646454185247421,0.9452502131462096,0.0440785065293312,0.084365427494049,61,70,none,grey,735,134,131,2.8247201442718506,0.0005446056602522,0.0005584809696301,0.000147902581375,30,30,29,0.2540899523261453,0.2488771054282117,64,64,1,2.0,0.021537188440561253,0.1272985786199569,실측,10.240000000000002
