sensor,width_px,height_px,split,seed,fx_mae,fy_mae,fz_mae,fz_rmse,res_mae,res_rmse,mag_mae,res_mae_shear,res_mae_normal,fz_mae_baseline,fz_r2,lat_mae,lat_mae_baseline,lat_r2,lat_mae_shear,fz_mae_normal,n_test_shear,n_test_normal,norm,rep,n_train,n_val,n_test,fz_range,tx_mae,ty_mae,tz_mae,epochs,epochs_run,best_epoch,train_loss,val_loss,batch,micro_batch,accum,seconds,sh,res,res_kind,density_px_per_mm2
hard_1mm_r1,640,360,cycle,1,0.0182151105254888,0.0204654950648546,0.0746040046215057,0.0977520123124122,0.0852590799331665,0.1043310239911079,0.0730476081371307,0.1000263541936874,0.0723904445767402,0.4310285151004791,0.9674091935157776,0.0208429191261529,0.1646454185247421,0.978620946407318,0.0269722323864698,0.0657716989517211,61,70,none,colour,735,134,131,2.8247201442718506,0.0004360263701528,0.0004008766845799,0.0001383775525027,30,30,26,0.1378673475615832,0.2135369510792974,64,32,2,29.8,0.019340302795171703,0.0852590799331665,실측,1820.4444444444443
hard_1mm_r1,640,360,cycle,2,0.0351607948541641,0.0212522782385349,0.1083776131272316,0.13555508852005,0.1225465834140777,0.145667627453804,0.1065442189574241,0.1520707309246063,0.0968184098601341,0.4310285151004791,0.9373277425765992,0.0302147231996059,0.1646454185247421,0.956796169281006,0.0323062986135482,0.0841131955385208,61,70,none,colour,735,134,131,2.8247201442718506,0.000534173217602,0.0006650045397691,0.0001533819595351,30,30,9,0.3342490364905117,0.2492079450123345,64,32,2,30.4,0.0282065365463495,0.1225465834140777,실측,1820.4444444444443
hard_1mm_r1,426,240,cycle,0,0.0287528913468122,0.0344583950936794,0.1191925629973411,0.1436007618904113,0.1336988657712936,0.1535654366016388,0.1182703003287315,0.1173184737563133,0.1479732096195221,0.4310285151004791,0.9296672940254213,0.0299243982881307,0.1646454185247421,0.9618341326713562,0.0325192101299762,0.1332175284624099,61,70,none,colour,735,134,131,2.8247201442718506,0.0008775514434091,0.0006083721527829,0.0001579414820298,30,30,22,0.2123303147400317,0.269789024965087,64,64,1,15.7,0.0316056432202458,0.1336988657712936,실측,806.56
hard_1mm_r1,426,240,cycle,1,0.0178906712681055,0.0200516544282436,0.0832252651453018,0.1032079756259918,0.0937237367033958,0.1088268756866455,0.0827087983489036,0.0906028822064399,0.0964433327317237,0.4310285151004791,0.9636695981025696,0.0192733407020568,0.1646454185247421,0.9812085032463074,0.0226206593215465,0.0889433622360229,61,70,none,colour,735,134,131,2.8247201442718506,0.0004684957966674,0.0006036690901964,0.0001344037591479,30,30,27,0.1351863056624016,0.2247364325309867,64,64,1,14.1,0.01897116284817455,0.0937237367033958,실측,806.56
hard_1mm_r1,426,240,cycle,2,0.0176716595888137,0.0221234168857336,0.1002863496541976,0.1221026480197906,0.1086155101656913,0.127929225564003,0.0952272489666938,0.1464849710464477,0.0756149962544441,0.4310285151004791,0.9491496682167052,0.0253800861537456,0.1646454185247421,0.9703524112701416,0.0371562838554382,0.0700149983167648,61,70,none,colour,735,134,131,2.8247201442718506,0.0005253460840322,0.0004271058714948,0.0001521105732535,30,30,30,0.1340287636737434,0.2419935998631947,64,64,1,14.1,0.01989753823727365,0.1086155101656913,실측,806.56
hard_1mm_r1,320,180,cycle,0,0.018499856814742,0.0189428776502609,0.0993711277842521,0.1299281418323516,0.1075402870774269,0.1343378871679306,0.0970968902111053,0.1389904618263244,0.0801337137818336,0.4310285151004791,0.9424228668212892,0.020961370319128,0.1646454185247421,0.9786869287490844,0.0238083768635988,0.0729011893272399,61,70,none,colour,735,134,131,2.8247201442718506,0.0005242026527412,0.0006045834743417,0.0001573213521623,30,30,29,0.1998249806514402,0.2545242051580059,64,64,1,9.5,0.01872136723250145,0.1075402870774269,실측,455.1111111111111
hard_1mm_r1,320,180,cycle,1,0.0211909338831901,0.0199038349092006,0.071923904120922,0.0918086618185043,0.0842556208372116,0.0993994250893592,0.0712527781724929,0.0950156971812248,0.0748789831995964,0.4310285151004791,0.9712517857551576,0.0223266072571277,0.1646454185247421,0.97411447763443,0.0319712944328784,0.0686052218079567,61,70,none,colour,735,134,131,2.8247201442718506,0.0005327162216417,0.0003766889567486,0.0001500682847108,30,30,30,0.1131143855399826,0.2344104104967259,64,64,1,8.4,0.02054738439619535,0.0842556208372116,실측,455.1111111111111
hard_1mm_r1,320,180,cycle,2,0.0263484008610248,0.0227734260261058,0.1419024467468261,0.1802470982074737,0.1517051458358764,0.1849888861179351,0.1398247480392456,0.2035357058048248,0.1065385267138481,0.4310285151004791,0.8891896605491638,0.0288892667740583,0.1646454185247421,0.9664860367774964,0.0241242218762636,0.0950485989451408,61,70,none,colour,735,134,131,2.8247201442718506,0.0004053049487993,0.0006058471626602,0.0001384889765176,30,30,28,0.1438506690823301,0.2447233867289415,64,64,1,8.3,0.0245609134435653,0.1517051458358764,실측,455.1111111111111
hard_1mm_r1,160,90,cycle,0,0.0504501350224018,0.0324781350791454,0.0951952636241912,0.1152742803096771,0.1233335584402084,0.1345122456550598,0.0950467512011528,0.134048044681549,0.113996684551239,0.4310285151004791,0.9546780586242676,0.0437651425600051,0.1646454185247421,0.923280954360962,0.0401439666748046,0.0885313749313354,61,70,none,colour,735,134,131,2.8247201442718506,0.0011495014186948,0.0004278515698388,0.0001430392294423,30,30,20,0.2614365895589193,0.2921048954351624,64,64,1,4.0,0.0414641350507736,0.1233335584402084,실측,113.77777777777777
hard_1mm_r1,160,90,cycle,1,0.0222411807626485,0.0179031714797019,0.1479361206293106,0.1660695821046829,0.1534920781850814,0.1702153384685516,0.1467401981353759,0.1497379094362259,0.1567635834217071,0.4310285151004791,0.9059358835220336,0.0220459215342998,0.1646454185247421,0.9763335585594176,0.0287927519530057,0.1535058319568634,61,70,none,colour,735,134,131,2.8247201442718506,0.000640160695184,0.0004023891233373,0.0001659839326748,30,30,30,0.1453027485179252,0.2671493505364034,64,64,1,3.1,0.0200721761211752,0.1534920781850814,실측,113.77777777777777
hard_1mm_r1,160,90,cycle,2,0.0163986291736364,0.0190533883869647,0.0920498445630073,0.1212138906121254,0.1009833365678787,0.1256818026304245,0.0902168974280357,0.1226544752717018,0.0820984989404678,0.4310285151004791,0.949887216091156,0.0186827052384614,0.1646454185247421,0.981886863708496,0.0225142799317836,0.075765922665596,61,70,none,colour,735,134,131,2.8247201442718506,0.0004928172565996,0.0003379529807716,0.0001672696962486,30,30,27,0.1689922689580593,0.2212923676220339,64,64,1,3.0,0.017726008780300548,0.1009833365678787,실측,113.77777777777777
hard_1mm_r1,80,45,cycle,0,0.0223411303013563,0.0333268418908119,0.0830582678318023,0.1070791780948638,0.0992971062660217,0.1175973564386367,0.082377441227436,0.1345574557781219,0.0685702487826347,0.4310285151004791,0.9608930349349976,0.0294759105890989,0.1646454185247421,0.9642514586448668,0.0373758636415004,0.0536042489111423,61,70,none,colour,735,134,131,2.8247201442718506,0.000402678764658,0.0005334543529897,0.0001448574184905,30,30,24,0.2653847700884553,0.2197375110725858,64,64,1,3.1,0.027833986096084097,0.0992971062660217,실측,28.444444444444443
hard_1mm_r1,80,45,cycle,1,0.0120927216485142,0.0143564203754067,0.0657014921307563,0.0822137892246246,0.0729918032884597,0.0869506746530532,0.0651338174939155,0.0854525566101074,0.0621331296861171,0.4310285151004791,0.9769467115402222,0.0161288641393184,0.1646454185247421,0.9848074913024902,0.0230555925518274,0.05860610678792,61,70,none,colour,735,134,131,2.8247201442718506,0.000371155765606,0.0002759811177384,0.0001450768468203,30,30,29,0.2023825171853409,0.2058831426634717,64,64,1,2.1,0.013224571011960451,0.0729918032884597,실측,28.444444444444443
hard_1mm_r1,80,45,cycle,2,0.0255924481898546,0.0225279964506626,0.0692791864275932,0.0907418802380561,0.0844123065471649,0.1013016700744628,0.0687174350023269,0.1112653166055679,0.0610118247568607,0.4310285151004791,0.9719159603118896,0.0243699755519628,0.1646454185247421,0.967764675617218,0.0386934243142604,0.053022738546133,61,70,none,colour,735,134,131,2.8247201442718506,0.0005173870595172,0.0007672756910324,0.0001409908727509,30,30,30,0.2033512971839126,0.2317633708911155,64,64,1,2.1,0.0240602223202586,0.0844123065471649,실측,28.444444444444443
hard_1mm_r1,48,27,cycle,0,0.0197860524058341,0.0171289574354887,0.0928358286619186,0.1286064386367797,0.1012311205267906,0.1359814554452896,0.0911647528409957,0.1487458646297454,0.0598254054784774,0.4310285151004791,0.9435883164405824,0.0182019472122192,0.1646454185247421,0.9804081320762634,0.029997618868947,0.0569623038172721,61,70,none,colour,735,134,131,2.8247201442718506,0.000397581316065,0.0003513945557642,0.0001422173518221,30,30,29,0.2299060529592085,0.2262428127118011,64,64,1,3.0,0.0184575049206614,0.1012311205267906,실측,10.240000000000002
hard_1mm_r1,48,27,cycle,1,0.0131001695990562,0.0203836318105459,0.0795159488916397,0.0999133959412574,0.0873467549681663,0.105467289686203,0.0791691094636917,0.110707126557827,0.0669898614287376,0.4310285151004791,0.9659520387649536,0.0210801623761653,0.1646454185247421,0.9771378636360168,0.0283171329647302,0.0609822273254394,61,70,none,colour,735,134,131,2.8247201442718506,0.0004270979261491,0.0002677798911463,0.0001422721543349,30,30,29,0.2119540506479691,0.1984950908974035,64,64,1,2.0,0.01674190070480105,0.0873467549681663,실측,10.240000000000002
hard_1mm_r1,48,27,cycle,2,0.0130261965095996,0.0189166702330112,0.0761300325393676,0.0986650362610817,0.0844496935606002,0.1035765558481216,0.0746200457215309,0.1035575419664383,0.0677985772490501,0.4310285151004791,0.9667975306510924,0.0177755653858184,0.1646454185247421,0.9829155206680298,0.0243072602897882,0.0637718364596366,61,70,none,colour,735,134,131,2.8247201442718506,0.0005427834112197,0.0002695179136935,0.0001448807743145,30,30,30,0.2272422582924771,0.2069229376849843,64,64,1,2.1,0.0159714333713054,0.0844496935606002,실측,10.240000000000002
hard_1mm_r1,32,18,cycle,0,0.0297727640718221,0.029380640015006,0.1442610174417495,0.1791491359472274,0.1572201251983642,0.1870312839746475,0.1414617300033569,0.2126768082380294,0.1088936030864715,0.4310285151004791,0.8905355334281921,0.0334323532879352,0.1646454185247421,0.9509590268135072,0.0433471500873565,0.0992786958813667,61,70,none,colour,735,134,131,2.8247201442718506,0.0013328614877536,0.0005538876284845,0.0001488462148699,30,30,18,0.321310366416464,0.2467717323730241,64,64,1,3.4,0.02957670204341405,0.1572201251983642,실측,4.551111111111111
hard_1mm_r1,32,18,cycle,1,0.0217615105211734,0.0318488404154777,0.113947182893753,0.1595755666494369,0.1267281174659729,0.168781116604805,0.1101434752345085,0.1880800575017929,0.0732642784714698,0.4310285151004791,0.9131486415863036,0.0261279642581939,0.1646454185247421,0.9534317851066588,0.0416990108788013,0.067552849650383,61,70,none,colour,735,134,131,2.8247201442718506,0.0008459436357952,0.0005204117042012,0.0001524740800959,30,30,24,0.3107402230606598,0.2668520870493419,64,64,1,2.3,0.02680517546832555,0.1267281174659729,실측,4.551111111111111
hard_1mm_r1,32,18,cycle,2,0.014665849506855,0.0241260044276714,0.1224939152598381,0.1527268290519714,0.1286732852458953,0.1581149846315384,0.1197966039180755,0.1891243010759353,0.0759945586323738,0.4310285151004791,0.9204437136650084,0.0220547784119844,0.1646454185247421,0.9726435542106628,0.034012783318758,0.0732743963599205,61,70,none,colour,735,134,131,2.8247201442718506,0.0004964825347997,0.0003521266917232,0.000145766272908,30,30,30,0.2711103776685235,0.2204397080549553,64,64,1,2.3,0.0193959269672632,0.1286732852458953,실측,4.551111111111111
hard_1mm_r1,16,9,cycle,0,0.0220857355743646,0.0339803993701934,0.1086859628558158,0.1399103850126266,0.1252947896718979,0.1517684310674667,0.1060100719332695,0.1491124331951141,0.1045394241809845,0.4310285151004791,0.9332358241081238,0.0340718142688274,0.1646454185247421,0.933534562587738,0.0549323856830596,0.0985129028558731,61,70,none,colour,735,134,131,2.8247201442718506,0.0008145152823999,0.0004930687719024,0.000157491871505,30,30,30,0.2828143736132148,0.25998835866131,64,64,1,3.8,0.028033067472279,0.1252947896718979,실측,1.1377777777777778
hard_1mm_r1,16,9,cycle,1,0.0267506595700979,0.0407013148069381,0.1146137341856956,0.1554298996925354,0.136633962392807,0.1740288883447647,0.1127577647566795,0.2039143294095993,0.0780039504170417,0.4310285151004791,0.9176027178764344,0.0415485724806785,0.1646454185247421,0.8705439567565918,0.0724626556038856,0.0712123066186904,61,70,none,colour,735,134,131,2.8247201442718506,0.0009221198852173,0.0007402705959975,0.0001478523336118,30,30,30,0.285952108733508,0.3568882532973788,64,64,1,2.3,0.033725987188518,0.136633962392807,실측,1.1377777777777778
hard_1mm_r1,16,9,cycle,2,0.0274783466011285,0.0263944342732429,0.1957688629627227,0.2302481234073639,0.2042938768863678,0.2364476323127746,0.1892343461513519,0.2772707641124725,0.1406997442245483,0.4310285151004791,0.8191843628883362,0.0366606451570987,0.1646454185247421,0.93213951587677,0.0470104068517684,0.1349067986011505,61,70,none,colour,735,134,131,2.8247201442718506,0.000838556443341,0.0005153177771717,0.0001500757352914,30,30,30,0.2770311615094035,0.2651955182872601,64,64,1,2.3,0.0269363904371857,0.2042938768863678,실측,1.1377777777777778
hard_1mm_r1,8,5,cycle,0,0.0393854938447475,0.04148905351758,0.2044751346111297,0.2517401278018951,0.226560428738594,0.2655995488166809,0.2022655010223388,0.2172795832157135,0.2346480190753936,0.4310285151004791,0.78385329246521,0.047283686697483,0.1646454185247421,0.8595895171165466,0.079044759273529,0.2310223132371902,61,70,none,colour,735,134,131,2.8247201442718506,0.00133270281367,0.0008790778229013,0.0001487555855419,30,30,28,0.3886251280907871,0.337694136064444,64,64,1,3.9,0.040437273681163746,0.226560428738594,실측,0.28444444444444444
hard_1mm_r1,8,5,cycle,1,0.0400414355099201,0.0361888408660888,0.1958991289138794,0.2612654566764831,0.2159272134304046,0.2743706107139587,0.1893334984779358,0.3064079880714416,0.1370797008275985,0.4310285151004791,0.7671867609024048,0.0462470203638076,0.1646454185247421,0.8704739809036255,0.0705784633755683,0.1266031265258789,61,70,none,colour,735,134,131,2.8247201442718506,0.0009827465983107,0.0009160168701782,0.0001464179949834,30,30,30,0.2987148596315968,0.3058777398137904,64,64,1,2.3,0.03811513818800445,0.2159272134304046,실측,0.28444444444444444
hard_1mm_r1,8,5,cycle,2,0.0661069750785827,0.064618244767189,0.2296907603740692,0.2903874516487121,0.2639825940132141,0.3265083730220794,0.227025032043457,0.3474491834640503,0.1912473738193512,0.4310285151004791,0.7123929858207703,0.0601078011095523,0.1646454185247421,0.7495236396789551,0.1014381423592567,0.1770510077476501,61,70,none,colour,735,134,131,2.8247201442718506,0.0014267145888879,0.001828683190979,0.0001577321672812,30,30,23,0.3496330884038185,0.4140044575306906,64,64,1,2.3,0.06536260992288584,0.2639825940132141,실측,0.28444444444444444
hard_2mm_r1,1920,1080,cycle,0,0.0433407053351402,0.0278362575918436,0.1142201423645019,0.1366206407546997,0.1360909640789032,0.1536253839731216,0.1189646944403648,0.1596836447715759,0.1213455572724342,0.4006738662719726,0.9015735983848572,0.0407437682151794,0.1413746774196624,0.8835580945014954,0.0664204955101013,0.1131880655884742,50,80,none,colour,692,178,130,1.9554100036621092,0.0005978380213491,0.0008072165655903,0.0001296228874707,30,30,15,0.2096370573160965,0.2542344504192974,64,4,16,257.3,0.0355884814634919,0.1360909640789032,실측,13271.04
hard_2mm_r1,1920,1080,cycle,1,0.0237121041864156,0.0208083614706993,0.0769440159201622,0.0956811010837555,0.0888494178652763,0.1051643416285514,0.0740613490343093,0.1278229504823684,0.0644909590482711,0.4006738662719726,0.9517239928245544,0.0253484733402729,0.1413746774196624,0.955816686153412,0.0397411696612834,0.0574665181338787,50,80,none,colour,692,178,130,1.9554100036621092,0.0010059289634227,0.0006075320998206,0.0001438527106074,30,30,15,0.240753615694928,0.2366985887958762,64,4,16,257.8,0.02226023282855745,0.0888494178652763,실측,13271.04
hard_2mm_r1,1920,1080,cycle,2,0.0239550247788429,0.0259293355047702,0.0857095196843147,0.1115172505378723,0.0989157631993293,0.1214596405625343,0.0821714103221893,0.1420798748731613,0.0719381943345069,0.4006738662719726,0.9344212412834167,0.0231440030038356,0.1413746774196624,0.963304042816162,0.0368819087743759,0.0645325407385826,50,80,none,colour,692,178,130,1.9554100036621092,0.0004762957105413,0.0004558392683975,0.0001529399160062,30,30,17,0.1920483365138142,0.2569417149833079,64,4,16,256.2,0.024942180141806547,0.0989157631993293,실측,13271.04
hard_2mm_r1,1280,720,cycle,0,0.0225566253066062,0.0161754433065652,0.0753694549202919,0.0948840975761413,0.0853128731250763,0.1020094528794288,0.0729316398501396,0.0977572798728942,0.0775351077318191,0.4006738662719726,0.9525249004364014,0.0196032803505659,0.1413746774196624,0.9741849899291992,0.0286818891763687,0.0721485018730163,50,80,none,colour,692,178,130,1.9554100036621092,0.000418271520175,0.0005243984051048,0.0001738070423016,30,30,28,0.1299889689752821,0.3057468540213081,64,8,8,112.9,0.0193660343065857,0.0853128731250763,실측,5898.24
hard_2mm_r1,1280,720,cycle,1,0.0414186865091323,0.0426985956728458,0.0910284221172332,0.1186500415205955,0.1216184049844741,0.1416950076818466,0.0943816155195236,0.1339163333177566,0.1139321774244308,0.4006738662719726,0.9257639646530152,0.0557305254042148,0.1413746774196624,0.8351876139640808,0.0778319388628006,0.1007536426186561,50,80,none,colour,692,178,130,1.9554100036621092,0.0017211135709658,0.0013321771984919,0.0001369928795611,30,30,14,0.2331801546102314,0.3008827068162768,64,8,8,112.2,0.04205864109098905,0.1216184049844741,실측,5898.24
hard_2mm_r1,1280,720,cycle,2,0.0303311683237552,0.0203871969133615,0.078846164047718,0.0998983308672905,0.0936451032757759,0.1117886528372764,0.0777579843997955,0.129551276564598,0.071203738451004,0.4006738662719726,0.9473745822906494,0.0283024702221155,0.1413746774196624,0.938935160636902,0.0463119260966777,0.0625611767172813,50,80,none,colour,692,178,130,1.9554100036621092,0.0005833937320858,0.0007283785380423,0.0001441604836145,30,30,26,0.1417613462302726,0.2540437451909097,64,8,8,111.5,0.02535918261855835,0.0936451032757759,실측,5898.24
hard_2mm_r1,854,480,cycle,0,0.0274608209729194,0.0280995201319456,0.1594118773937225,0.18638676404953,0.1702270358800888,0.1934125870466232,0.1516358107328415,0.2078813761472702,0.1466930657625198,0.4006738662719726,0.8168069124221802,0.0293632466346025,0.1413746774196624,0.9499775171279908,0.0447709895670414,0.1404857337474823,50,80,none,colour,692,178,130,1.9554100036621092,0.0005990121862851,0.0006152213318273,0.0001494525349698,30,30,9,0.2805435678173352,0.2844478146413738,64,16,4,52.5,0.027780170552432502,0.1702270358800888,실측,2625.5376
hard_2mm_r1,854,480,cycle,1,0.0309378840029239,0.0246691294014453,0.0698328763246536,0.0896081924438476,0.0873031169176101,0.1019932478666305,0.0669496282935142,0.1072433739900589,0.0748404711484909,0.4006738662719726,0.9576576948165894,0.0266819335520267,0.1413746774196624,0.9554473757743835,0.0366562530398368,0.0597033612430095,50,80,none,colour,692,178,130,1.9554100036621092,0.0005451446049846,0.0007270449423231,0.0001354821724817,30,30,10,0.2502020719767995,0.247143871998519,64,16,4,51.3,0.0278035067021846,0.0873031169176101,실측,2625.5376
hard_2mm_r1,854,480,cycle,2,0.0303312838077545,0.0221193376928567,0.0793433859944343,0.1049602553248405,0.0967514216899871,0.1189526841044426,0.076959028840065,0.1322437226772308,0.0745687335729599,0.4006738662719726,0.9419063329696656,0.0349895097315311,0.1413746774196624,0.9096949696540833,0.0619063191115856,0.0675835013389587,50,80,none,colour,692,178,130,1.9554100036621092,0.0006621042848564,0.0006564559298567,0.0001557830983074,30,30,28,0.1567007151642286,0.2813922813099422,64,16,4,51.6,0.026225310750305597,0.0967514216899871,실측,2625.5376
hard_2mm_r1,640,360,cycle,0,0.0308897942304611,0.0241676364094018,0.0630222037434578,0.0814918428659439,0.0835327729582786,0.0969994515180587,0.0622452646493911,0.1032058894634246,0.071237064898014,0.4006738662719726,0.9649807214736938,0.0314983911812305,0.1413746774196624,0.9344491362571716,0.0510302633047103,0.0604416616261005,50,80,none,colour,692,178,130,1.9554100036621092,0.0008658510050736,0.0010311087826266,0.0001395445142406,30,30,19,0.1861038373384861,0.2564247484957234,64,32,2,29.4,0.02752871531993145,0.0835327729582786,실측,1474.56
hard_2mm_r1,640,360,cycle,1,0.0308955125510692,0.0362542159855365,0.0677422136068344,0.087356612086296,0.0920289978384971,0.1057077571749687,0.0641052722930908,0.1069060862064361,0.0827308222651481,0.4006738662719726,0.9597588181495668,0.0340724624693393,0.1413746774196624,0.9316108226776124,0.043350514024496,0.0621373541653156,50,80,none,colour,692,178,130,1.9554100036621092,0.0008330804994329,0.0007609321619383,0.0001653531362535,30,30,27,0.1417335595698715,0.2963030874059441,64,32,2,29.0,0.03357486426830285,0.0920289978384971,실측,1474.56
hard_2mm_r1,640,360,cycle,2,0.0258725900202989,0.0356887429952621,0.1371212005615234,0.1567292511463165,0.1513587385416031,0.1668507903814315,0.1329294145107269,0.1770941764116287,0.1352740973234176,0.4006738662719726,0.8704674243927002,0.0367563441395759,0.1413746774196624,0.925022542476654,0.0459986440837383,0.1256947070360183,50,80,none,colour,692,178,130,1.9554100036621092,0.0007159140077419,0.0006669232971034,0.0001428877440048,30,30,18,0.1845977185778535,0.2518647493941061,64,32,2,28.7,0.030780666507780496,0.1513587385416031,실측,1474.56
