t,at,where,Fx,Fy,Fz,Tx,Ty,Tz
1788453663.303062,2026-09-04T01:41:03.303055,tare,0.0,0.0,0.0,0.0,0.0,0.0
1788454029.830727,2026-09-04T01:47:09.830717,between normal and shear blocks,-0.01502,0.02121,0.05596,0.00077,-0.0004,0.00081
1788454357.460759,2026-09-04T01:52:37.460751,end of collect,-0.07581,-0.10258,-0.01139,0.00161,0.0028,0.00071
