principle,probe,measure,x_name,group_by,group,n_units,x,median,q1,q3
9DTact,ball8,diameter_px,depth_mm,hardness,medium,5,1.7408859539420825,495.7194967784796,479.8149084120811,501.6605203216943
9DTact,ball8,diameter_px,depth_mm,hardness,medium,5,1.790845880299121,510.02372358528874,490.34403547701163,512.8249856641297
9DTact,ball8,diameter_px,depth_mm,hardness,medium,5,1.8408058066561597,523.6509516210324,500.5346631564096,523.9894510065651
9DTact,ball8,diameter_px,depth_mm,hardness,hard,5,0.541847721373155,147.14902486009623,101.08711331509988,189.7070577923805
9DTact,ball8,diameter_px,depth_mm,hardness,hard,5,0.5918076477301937,141.89863901012524,94.12585077068874,205.01755842798724
9DTact,ball8,diameter_px,depth_mm,hardness,hard,5,0.6417675740872323,204.3037920635593,155.78606325920097,254.41207246022748
9DTact,ball8,diameter_px,depth_mm,hardness,hard,5,0.6917275004442709,235.97677237430986,190.30241619644744,281.32590832210036
9DTact,ball8,diameter_px,depth_mm,hardness,hard,5,0.7416874268013095,262.1236756241714,220.89055428982175,297.32324393716453
9DTact,ball8,diameter_px,depth_mm,hardness,hard,5,0.7916473531583482,280.50911020089853,240.26398970451538,324.80500129063375
9DTact,ball8,diameter_px,depth_mm,hardness,hard,5,0.8416072795153868,298.8945447776255,278.2090943982108,357.656004754409
9DTact,ball8,diameter_px,depth_mm,hardness,hard,5,0.8915672058724254,317.2799793543526,295.19148731128047,370.196230923833
9DTact,ball8,diameter_px,depth_mm,hardness,hard,5,0.941527132229464,359.69245168894884,309.60569281912205,379.379495793228
9DTact,ball8,diameter_px,depth_mm,hardness,hard,5,0.9914870585865027,370.9907549663678,324.86846694669754,388.5627606626229
9DTact,ball8,diameter_px,depth_mm,hardness,hard,5,1.0414469849435415,382.28905824378677,356.50467496718255,409.79952879459813
9DTact,ball8,diameter_px,depth_mm,hardness,hard,5,1.09140691130058,397.4642041099059,371.2775134806538,417.0268900623631
9DTact,ball8,diameter_px,depth_mm,hardness,hard,5,1.1413668376576187,424.2542513301281,385.83046145962743,425.4146431202329
9DTact,ball8,diameter_px,depth_mm,hardness,hard,5,1.1913267640146574,415.5097922627925,388.9330561785326,432.2576948726445
9DTact,ball8,diameter_px,depth_mm,hardness,hard,5,1.241286690371696,427.147149053897,401.1360052631732,446.2807831924535
9DTact,ball8,diameter_px,depth_mm,hardness,hard,5,1.2912466167287346,436.89556061177944,403.7256396999315,456.98237620732834
9DTact,ball8,diameter_px,depth_mm,hardness,hard,5,1.3412065430857734,446.65660998551937,413.2994723960535,471.988243995412
9DTact,ball8,diameter_px,depth_mm,hardness,hard,5,1.3911664694428119,458.77362741262385,428.35368853848223,481.1240721175489
9DTact,ball8,diameter_px,depth_mm,hardness,hard,5,1.4411263957998506,472.4592603093981,441.0031769406156,495.0175511844858
9DTact,ball8,diameter_px,depth_mm,thickness_mm,1,5,0.14216831051684592,127.3053323536736,79.87041800426175,171.18238443886653
9DTact,ball8,diameter_px,depth_mm,thickness_mm,1,5,0.19212823687388458,162.9419809744937,126.18117911619169,179.68882789372853
9DTact,ball8,diameter_px,depth_mm,thickness_mm,1,5,0.2420881632309232,178.52474460615502,129.97931890206848,199.60779305757404
9DTact,ball8,diameter_px,depth_mm,thickness_mm,1,5,0.29204808958796186,194.10750823781638,134.33142873683863,219.52675822141953
9DTact,ball8,diameter_px,depth_mm,thickness_mm,1,5,0.34200801594500047,202.23506024505738,148.33583150323437,235.8388357045264
9DTact,ball8,diameter_px,depth_mm,thickness_mm,1,5,0.39196794230203913,209.6136324399285,160.93796435980983,253.38144451946286
9DTact,ball8,diameter_px,depth_mm,thickness_mm,1,5,0.4419278686590778,222.91913421548347,175.67304653673386,276.0625584143312
9DTact,ball8,diameter_px,depth_mm,thickness_mm,1,5,0.4918877950161164,250.29615342481662,201.2155238986922,298.74367230919955
9DTact,ball8,diameter_px,depth_mm,thickness_mm,1,5,0.541847721373155,232.2650907246648,195.30889822885044,277.1120001592939
9DTact,ball8,diameter_px,depth_mm,thickness_mm,1,5,0.5918076477301937,256.27889883374837,194.04344109846704,302.87279663045547
9DTact,ball8,diameter_px,depth_mm,thickness_mm,1,5,0.6417675740872323,292.1891844660531,219.97396161251342,328.633593101617
9DTact,ball8,diameter_px,depth_mm,thickness_mm,1,5,0.6917275004442709,313.9943556679266,265.38344386011,354.3943895727785
9DTact,ball8,diameter_px,depth_mm,thickness_mm,1,5,0.7416874268013095,326.79767467937336,299.7308234419917,367.4671395397378
9DTact,ball8,diameter_px,depth_mm,thickness_mm,1,5,0.7916473531583482,339.60099369082013,292.76727976111675,386.7361914527152
9DTact,ball8,diameter_px,depth_mm,thickness_mm,1,5,0.8416072795153868,359.4479734167462,312.37477206020156,406.0052433656926
9DTact,ball8,diameter_px,depth_mm,thickness_mm,1,5,0.8915672058724254,370.196230923833,336.2971738328268,417.5698872953246
9DTact,ball8,diameter_px,depth_mm,thickness_mm,1,5,0.941527132229464,379.379495793228,362.55213078456876,402.50985544461315
9DTact,ball8,diameter_px,depth_mm,thickness_mm,1,5,0.9914870585865027,388.5627606626229,381.95784237618557,412.73593772509275
9DTact,ball8,diameter_px,depth_mm,thickness_mm,1,5,1.0414469849435415,409.79952879459813,389.4790968710669,431.9833951558795
9DTact,ball8,diameter_px,depth_mm,thickness_mm,1,5,1.09140691130058,417.0268900623631,397.0003513659481,451.2308525866661
9DTact,ball8,diameter_px,depth_mm,thickness_mm,1,5,1.1413668376576187,425.48526829744924,424.2542513301281,446.7846288277109
9DTact,ball8,diameter_px,depth_mm,thickness_mm,1,5,1.1913267640146574,436.40751320154016,431.4816125978931,455.25149050561805
9DTact,ball8,diameter_px,depth_mm,thickness_mm,1,5,1.241286690371696,453.8514119491214,447.3297581056311,472.81240356890976
9DTact,ball8,diameter_px,depth_mm,thickness_mm,1,5,1.2912466167287346,460.7771689475554,458.25200300972205,490.3733166322015
9DTact,ball8,diameter_px,depth_mm,thickness_mm,1,5,1.3412065430857734,467.7029259459894,450.99924996597343,484.922082988338
9DTact,ball8,diameter_px,depth_mm,thickness_mm,1,5,1.3911664694428119,477.09316477637964,461.4872758878432,496.24507661230064
9DTact,ball8,diameter_px,depth_mm,thickness_mm,1,5,1.4411263957998506,492.82693819983643,475.29226200713015,511.82425775005777
9DTact,ball8,diameter_px,depth_mm,thickness_mm,1,5,1.4910863221568893,498.99002622696446,482.4633277315829,527.4034388878149
9DTact,ball8,diameter_px,depth_mm,thickness_mm,1,5,1.5410462485139278,506.93253422118494,497.8208544219749,511.52259071096717
9DTact,ball8,diameter_px,depth_mm,thickness_mm,1,5,1.5910061748709665,514.4068326176068,505.38020492532695,518.4180437786845
9DTact,ball8,diameter_px,depth_mm,thickness_mm,1,5,1.640966101228005,525.2974773845248,514.2413866847498,529.6302416131787
9DTact,ball8,diameter_px,depth_mm,thickness_mm,1,5,1.6909260275850437,534.1783379408548,531.4329744243445,537.8600228449907
9DTact,ball8,diameter_px,depth_mm,thickness_mm,2,5,0.541847721373155,197.16991851508917,81.51087360298564,304.460949168384
9DTact,ball8,diameter_px,depth_mm,thickness_mm,2,5,0.5918076477301937,182.93065877752662,95.86683306085027,314.84793585607457
9DTact,ball8,diameter_px,depth_mm,thickness_mm,2,5,0.6417675740872323,211.11906287370596,166.78788233549972,323.85329348730926
9DTact,ball8,diameter_px,depth_mm,thickness_mm,2,5,0.6917275004442709,249.1496636939018,201.51711887512815,332.85865111854395
9DTact,ball8,diameter_px,depth_mm,thickness_mm,2,5,0.7416874268013095,280.4850808613478,262.1236756241714,366.7474207594538
9DTact,ball8,diameter_px,depth_mm,thickness_mm,2,5,0.7916473531583482,299.5004908834621,280.50911020089853,375.9749147350132
9DTact,ball8,diameter_px,depth_mm,thickness_mm,2,5,0.8416072795153868,318.51590090557636,298.8945447776255,385.2024087105726
9DTact,ball8,diameter_px,depth_mm,thickness_mm,2,5,0.8915672058724254,337.5313109276906,317.2799793543526,399.615501014404
9DTact,ball8,diameter_px,depth_mm,thickness_mm,2,5,0.941527132229464,359.69245168894884,325.15256230451826,415.06300557735176
9DTact,ball8,diameter_px,depth_mm,thickness_mm,2,5,0.9914870585865027,370.9907549663678,349.11117145172597,421.9910972786655
9DTact,ball8,diameter_px,depth_mm,thickness_mm,2,5,1.0414469849435415,382.28905824378677,373.0697805989338,428.91918897997937
9DTact,ball8,diameter_px,depth_mm,thickness_mm,2,5,1.09140691130058,397.4642041099059,379.3870965756252,435.8472806812931
9DTact,ball8,diameter_px,depth_mm,thickness_mm,2,5,1.1413668376576187,425.4146431202329,385.83046145962743,458.86193058550435
9DTact,ball8,diameter_px,depth_mm,thickness_mm,2,5,1.1913267640146574,434.58594169689854,403.75014928644674,466.07303966676506
9DTact,ball8,diameter_px,depth_mm,thickness_mm,2,5,1.241286690371696,443.7572402735642,423.62195704965484,473.28414874802576
9DTact,ball8,diameter_px,depth_mm,thickness_mm,2,5,1.2912466167287346,455.71744529391935,423.1135369816853,487.44301109203974
9DTact,ball8,diameter_px,depth_mm,thickness_mm,2,5,1.3412065430857734,484.8441981436797,432.6241302383204,493.55494260584095
9DTact,ball8,diameter_px,depth_mm,thickness_mm,2,5,1.3911664694428119,493.21679414105677,449.18686246785364,498.80965067350735
9DTact,ball8,diameter_px,depth_mm,thickness_mm,2,5,1.4411263957998506,501.5893901384339,465.74959469738695,504.0643587411738
9DTact,ball8,diameter_px,depth_mm,thickness_mm,2,5,1.4910863221568893,492.0513963042081,463.99793571879195,526.6979911776776
9DTact,ball8,diameter_px,depth_mm,thickness_mm,2,5,1.5410462485139278,501.377170066246,472.00061657846675,536.2400643868502
9DTact,ball8,diameter_px,depth_mm,thickness_mm,2,5,1.5910061748709665,534.4641299198671,511.9794839063902,549.6059390179481
9DTact,ball8,diameter_px,depth_mm,thickness_mm,2,5,1.640966101228005,540.4739414725706,522.5817977465342,555.1860676293588
9DTact,ball8,diameter_px,depth_mm,thickness_mm,2,5,1.6909260275850437,552.6516378631212,526.421936215433,563.8501386596932
9DTact,ball8,diameter_px,depth_mm,thickness_mm,3,6,0.7416874268013095,157.35008905759238,151.0845417148886,162.71239377471923
9DTact,ball8,diameter_px,depth_mm,thickness_mm,3,6,0.7916473531583482,175.97667978020314,173.98656082778845,180.19356509593848
9DTact,ball8,diameter_px,depth_mm,thickness_mm,3,6,0.8416072795153868,197.6747364171577,190.6230325979845,238.9294732721635
9DTact,ball8,diameter_px,depth_mm,thickness_mm,3,6,0.8915672058724254,215.1559077383769,207.2595043681805,256.1573175668648
9DTact,ball8,diameter_px,depth_mm,thickness_mm,3,6,0.941527132229464,272.0752937938962,254.12738982074376,275.18392934123244
9DTact,ball8,diameter_px,depth_mm,thickness_mm,3,6,0.9914870585865027,287.87546189821245,270.26771999297904,291.06481939806866
9DTact,ball8,diameter_px,depth_mm,thickness_mm,3,6,1.0414469849435415,303.7150601168745,286.4080501652144,321.39739736293916
9DTact,ball8,diameter_px,depth_mm,thickness_mm,3,6,1.09140691130058,339.2018555924133,328.4373620029735,342.4864723836617
9DTact,ball8,diameter_px,depth_mm,thickness_mm,3,6,1.1413668376576187,349.8727721126455,343.06669045531663,361.99589519430657
9DTact,ball8,diameter_px,depth_mm,thickness_mm,3,6,1.1913267640146574,359.83887625327395,357.1183089310548,361.5521143492735
9DTact,ball8,diameter_px,depth_mm,thickness_mm,3,6,1.241286690371696,372.9328475500032,368.2876591662042,382.51093559240246
9DTact,ball8,diameter_px,depth_mm,thickness_mm,3,6,1.2912466167287346,390.2133595586109,360.68153101080736,390.6366219825686
9DTact,ball8,diameter_px,depth_mm,thickness_mm,3,6,1.3412065430857734,397.9157835248193,376.36700750906607,402.7370851808863
9DTact,ball8,diameter_px,depth_mm,thickness_mm,3,6,1.3911664694428119,410.0840411812953,392.05248400732467,412.4719664254101
9DTact,ball8,diameter_px,depth_mm,thickness_mm,3,6,1.4411263957998506,417.4309971817043,407.7379605055834,432.9966630867048
9DTact,ball8,diameter_px,depth_mm,thickness_mm,3,6,1.4910863221568893,440.9885510917636,426.51779359268556,441.6548469325835
9DTact,ball8,diameter_px,depth_mm,thickness_mm,3,6,1.5410462485139278,449.50536628882617,436.7501074504739,451.79509999229987
9DTact,ball8,diameter_px,depth_mm,thickness_mm,3,6,1.5910061748709665,462.10278463366853,445.8596671393199,469.5532633322756
9DTact,ball8,diameter_px,depth_mm,thickness_mm,3,6,1.640966101228005,468.8524377977103,454.969226828166,478.53977890105057
9DTact,ball8,diameter_px,depth_mm,thickness_mm,3,6,1.6909260275850437,481.30408523665244,475.18374855688353,482.0803324982937
9DTact,ball8,diameter_px,depth_mm,thickness_mm,3,6,1.7408859539420825,488.85418018186033,481.5758327166094,491.6128917622216
9DTact,ball8,diameter_px,depth_mm,thickness_mm,3,6,1.790845880299121,501.38602309029045,489.9754819187642,507.27557045517733
9DTact,ball8,diameter_px,depth_mm,thickness_mm,3,6,1.8408058066561597,507.36496038066304,496.2903662585062,515.1936555834595
9DTact,ball8,diameter_px,depth_mm,thickness_mm,3,6,1.8907657330131982,518.8413452326979,513.3471239238625,519.952594607861
9DTact,ball8,diameter_px,depth_mm,thickness_mm,3,6,1.9407256593702369,524.3132598824051,519.0546458448331,525.903740390609
9DTact,ball8,diameter_px,depth_mm,thickness_mm,3,6,1.9906855857272756,533.1762551214954,525.4600996544195,536.3290512344674
9DTact,ball8,diameter_px,depth_mm,thickness_mm,3,6,2.040645512084314,538.170940321455,531.5073047903576,542.1984070445484
9DTact,ball8,diameter_px,force_N,hardness,soft,6,0.08495623933231011,95.24055007685502,93.99978225540502,102.82375055748658
9DTact,ball8,diameter_px,force_N,hardness,soft,6,0.16939202026627043,183.69890949883438,167.1107959478644,188.76873103799545
9DTact,ball8,diameter_px,force_N,hardness,soft,6,0.25382780120023074,241.8404134726841,228.18925373882425,262.3445488289002
9DTact,ball8,diameter_px,force_N,hardness,soft,6,0.33826358213419105,278.7742829689888,275.1769055646464,296.73751020588077
9DTact,ball8,diameter_px,force_N,hardness,soft,6,0.42269936306815137,314.46898605492834,297.6846542972284,331.8386817946759
9DTact,ball8,diameter_px,force_N,hardness,soft,6,0.5071351440021117,342.75040359880074,319.1972657986885,354.1597170214314
9DTact,ball8,diameter_px,force_N,hardness,soft,6,0.591570924936072,355.27189295711537,338.2807394740655,376.6022762254426
9DTact,ball8,diameter_px,force_N,hardness,soft,6,0.6760067058700323,382.72546516464547,374.5741520664657,391.7284120206631
9DTact,ball8,diameter_px,force_N,hardness,soft,6,0.7604424868039926,392.96966463581754,382.391676434954,401.88012395013976
9DTact,ball8,diameter_px,force_N,hardness,soft,6,0.8448782677379529,404.9831203599105,390.3617879231522,417.1412263708376
9DTact,ball8,diameter_px,force_N,hardness,soft,6,0.9293140486719133,416.2128556376869,398.3792242298363,430.4832481738961
9DTact,ball8,diameter_px,force_N,hardness,soft,6,1.0137498296058736,431.48492689480895,404.48886210203085,444.9736483625886
9DTact,ball8,diameter_px,force_N,hardness,soft,6,1.0981856105398338,438.83546616504816,422.11199328356054,454.52774686686547
9DTact,ball8,diameter_px,force_N,hardness,soft,6,1.1826213914737942,445.6784918547969,427.7602245759449,468.5557067581254
9DTact,ball8,diameter_px,force_N,hardness,soft,6,1.2670571724077546,457.44065586075266,432.7583563970744,479.36992530040754
9DTact,ball8,diameter_px,force_N,hardness,soft,6,1.3514929533417148,470.0990134752344,440.9250128933134,485.9475963198595
9DTact,ball8,diameter_px,force_N,hardness,soft,6,1.435928734275675,475.4532891200597,445.4396284047242,491.5892817508035
9DTact,ball8,diameter_px,force_N,hardness,soft,6,1.5203645152096354,483.05181253085243,449.954243916135,498.3530910647312
9DTact,ball8,diameter_px,force_N,hardness,soft,6,1.6048002961435959,490.6301083560221,454.46885942754574,508.47472527098097
9DTact,ball8,diameter_px,force_N,hardness,soft,6,1.689236077077556,497.2539817017507,471.9706573187031,515.6584438602029
9DTact,ball8,diameter_px,force_N,hardness,soft,6,1.7736718580115163,503.7153988298055,476.5031403277377,520.3504211346492
9DTact,ball8,diameter_px,force_N,hardness,soft,6,1.8581076389454767,507.80808591486016,479.8512583152722,525.9449691480174
9DTact,ball8,diameter_px,force_N,hardness,soft,6,1.9425434198794371,513.7539876467347,483.19937630280674,530.864539920052
9DTact,ball8,diameter_px,force_N,hardness,soft,6,2.0269792008133973,517.6257819437421,486.54749429034115,537.5211382814794
9DTact,ball8,diameter_px,force_N,hardness,soft,6,2.1114149817473575,522.9003463051101,489.89561227787567,547.5647719176648
9DTact,ball8,diameter_px,force_N,hardness,soft,6,2.1958507626813177,526.7158482618503,493.4388928320382,550.6972546806771
9DTact,ball8,diameter_px,force_N,hardness,soft,6,2.2802865436152784,535.1726394965694,499.3028180251903,553.8297374436894
9DTact,ball8,diameter_px,force_N,hardness,soft,6,2.3647223245492386,539.0715751137795,514.358022708896,556.9622202067017
9DTact,ball8,diameter_px,force_N,hardness,soft,6,2.449158105483199,545.9216677447024,517.5255585299984,564.274239546126
9DTact,ball8,diameter_px,force_N,hardness,soft,6,2.5335938864171594,550.1677136230148,520.6930943511009,567.4528901805699
9DTact,ball8,diameter_px,force_N,hardness,soft,6,2.6180296673511196,553.5237419278195,523.8606301722033,574.5108143532439
9DTact,ball8,diameter_px,force_N,hardness,soft,6,2.70246544828508,556.5140148122102,527.0281659933057,577.4155310134431
9DTact,ball8,diameter_px,force_N,hardness,soft,6,2.78690122921904,560.2425378155406,530.564826873878,580.1513842708073
9DTact,ball8,diameter_px,force_N,hardness,soft,6,2.8713370101530002,564.9215164870109,534.5767155885203,582.8872375281715
9DTact,ball8,diameter_px,force_N,hardness,soft,6,2.955772791086961,583.8785900497544,566.2896780314377,588.7963934003803
9DTact,ball8,diameter_px,force_N,hardness,soft,6,3.040208572020921,590.1651411519748,561.919568530728,593.6889701950195
9DTact,ball8,diameter_px,force_N,hardness,medium,5,0.16939202026627043,186.91782738259232,178.07240260434,232.5021293397882
9DTact,ball8,diameter_px,force_N,hardness,medium,5,0.25382780120023074,205.84394706492998,184.9411410487044,241.12832870191832
9DTact,ball8,diameter_px,force_N,hardness,medium,5,0.33826358213419105,235.96123132632272,193.9721453055985,292.17306473309736
9DTact,ball8,diameter_px,force_N,hardness,medium,5,0.42269936306815137,216.42546120625173,198.52904568123955,299.72142829857773
9DTact,ball8,diameter_px,force_N,hardness,medium,5,0.5071351440021117,278.73085510067193,274.78151809673096,323.4410952248087
9DTact,ball8,diameter_px,force_N,hardness,medium,5,0.591570924936072,299.384957986279,284.3764574992101,316.70206376117335
9DTact,ball8,diameter_px,force_N,hardness,medium,5,0.6760067058700323,327.490754752952,293.9713969016893,336.1227619069455
9DTact,ball8,diameter_px,force_N,hardness,medium,5,0.7604424868039926,355.5434600527177,303.56633630416843,359.3382698253996
9DTact,ball8,diameter_px,force_N,hardness,medium,5,0.8448782677379529,370.0010498562288,337.79372725267064,374.9641581984899
9DTact,ball8,diameter_px,force_N,hardness,medium,5,0.9293140486719133,369.8654398839375,348.97909640131746,380.66382988705806
9DTact,ball8,diameter_px,force_N,hardness,medium,5,1.0137498296058736,384.8610291927531,360.1644655499643,404.1039432191388
9DTact,ball8,diameter_px,force_N,hardness,medium,5,1.0981856105398338,400.49946810914605,371.3498346986111,419.28746614332937
9DTact,ball8,diameter_px,force_N,hardness,medium,5,1.1826213914737942,416.1379070255391,382.53520384725795,429.83887080244693
9DTact,ball8,diameter_px,force_N,hardness,medium,5,1.2670571724077546,431.7763459419321,393.72057299590483,440.3902754615645
9DTact,ball8,diameter_px,force_N,hardness,medium,5,1.3514929533417148,420.9937743499296,408.7189397709811,444.533637899299
9DTact,ball8,diameter_px,force_N,hardness,medium,5,1.435928734275675,431.28828158100384,414.9069135223662,444.994709484628
9DTact,ball8,diameter_px,force_N,hardness,medium,5,1.5203645152096354,441.58278881207815,421.09488727375134,455.8560929248159
9DTact,ball8,diameter_px,force_N,hardness,medium,5,1.6048002961435959,451.87729604315246,427.28286102513647,466.71747636500385
9DTact,ball8,diameter_px,force_N,hardness,medium,5,1.689236077077556,462.1718032742267,433.4708347765216,477.57885980519177
9DTact,ball8,diameter_px,force_N,hardness,medium,5,1.7736718580115163,472.46631050530095,455.3399010762475,488.44024324537963
9DTact,ball8,diameter_px,force_N,hardness,medium,5,1.8581076389454767,463.3311880052732,460.2138405772624,478.85369901235276
9DTact,ball8,diameter_px,force_N,hardness,medium,5,1.9425434198794371,471.45507617218937,465.0877800782773,487.4096232112791
