principle,unit,hardness,thickness_mm,rep,metric,value
DIGIT,medium_2mm_r2,medium,2,2,자국 지름 기울기 ball4 (px/mm),260.62160053389675
DIGIT,medium_2mm_r2,medium,2,2,밝기 기울기 ball4 (lvl/mm),9.169004163421922
DIGIT,medium_3mm_r1,medium,3,1,자국 지름 기울기 ball4 (px/mm),151.35543345658985
DIGIT,medium_3mm_r1,medium,3,1,밝기 기울기 ball4 (lvl/mm),4.824211840582126
DIGIT,medium_3mm_r2,medium,3,2,자국 지름 기울기 ball4 (px/mm),289.1306730406684
DIGIT,medium_3mm_r2,medium,3,2,밝기 기울기 ball4 (lvl/mm),6.343847280059633
DIGIT,soft_1mm_r1,soft,1,1,자국 지름 기울기 ball4 (px/mm),354.8461612636051
DIGIT,soft_1mm_r1,soft,1,1,밝기 기울기 ball4 (lvl/mm),10.067708916677573
DIGIT,soft_1mm_r2,soft,1,2,자국 지름 기울기 ball4 (px/mm),319.35298053521416
DIGIT,soft_1mm_r2,soft,1,2,밝기 기울기 ball4 (lvl/mm),8.622566119762539
DIGIT,soft_2mm_r1,soft,2,1,자국 지름 기울기 ball4 (px/mm),225.92748896530736
DIGIT,soft_2mm_r1,soft,2,1,밝기 기울기 ball4 (lvl/mm),7.733612563291599
DIGIT,soft_2mm_r2,soft,2,2,자국 지름 기울기 ball4 (px/mm),187.5054279896097
DIGIT,soft_2mm_r2,soft,2,2,밝기 기울기 ball4 (lvl/mm),7.816060090376827
DIGIT,soft_3mm_r1,soft,3,1,자국 지름 기울기 ball4 (px/mm),173.33569591203118
DIGIT,soft_3mm_r1,soft,3,1,밝기 기울기 ball4 (lvl/mm),4.751904284897488
DIGIT,soft_3mm_r2,soft,3,2,자국 지름 기울기 ball4 (px/mm),211.19664482704349
DIGIT,soft_3mm_r2,soft,3,2,밝기 기울기 ball4 (lvl/mm),5.800808712175026
DIGIT,hard_1mm_r1,hard,1,1,자국 지름 기울기 ball8 (px/mm),638.3006611790873
DIGIT,hard_1mm_r1,hard,1,1,밝기 기울기 ball8 (lvl/mm),17.55663871084708
DIGIT,hard_1mm_r2,hard,1,2,자국 지름 기울기 ball8 (px/mm),586.1843070146483
DIGIT,hard_1mm_r2,hard,1,2,밝기 기울기 ball8 (lvl/mm),19.282634232190443
DIGIT,hard_2mm_r1,hard,2,1,자국 지름 기울기 ball8 (px/mm),331.5452523035655
DIGIT,hard_2mm_r1,hard,2,1,밝기 기울기 ball8 (lvl/mm),13.90868376388371
DIGIT,hard_2mm_r2,hard,2,2,자국 지름 기울기 ball8 (px/mm),366.2458130210628
DIGIT,hard_2mm_r2,hard,2,2,밝기 기울기 ball8 (lvl/mm),15.5106648635808
DIGIT,hard_3mm_r1,hard,3,1,자국 지름 기울기 ball8 (px/mm),325.8332621086778
DIGIT,hard_3mm_r1,hard,3,1,밝기 기울기 ball8 (lvl/mm),10.89066574754941
DIGIT,hard_3mm_r2,hard,3,2,자국 지름 기울기 ball8 (px/mm),291.81905004587605
DIGIT,hard_3mm_r2,hard,3,2,밝기 기울기 ball8 (lvl/mm),10.247517045755886
DIGIT,medium_1mm_r1,medium,1,1,자국 지름 기울기 ball8 (px/mm),501.9506340054464
DIGIT,medium_1mm_r1,medium,1,1,밝기 기울기 ball8 (lvl/mm),16.19884355807204
DIGIT,medium_1mm_r2,medium,1,2,자국 지름 기울기 ball8 (px/mm),453.6503051744608
DIGIT,medium_1mm_r2,medium,1,2,밝기 기울기 ball8 (lvl/mm),16.22466722657855
DIGIT,medium_2mm_r1,medium,2,1,자국 지름 기울기 ball8 (px/mm),358.7384234383605
DIGIT,medium_2mm_r1,medium,2,1,밝기 기울기 ball8 (lvl/mm),15.034256714352848
DIGIT,medium_2mm_r2,medium,2,2,자국 지름 기울기 ball8 (px/mm),366.6674348141979
DIGIT,medium_2mm_r2,medium,2,2,밝기 기울기 ball8 (lvl/mm),15.030788267336453
DIGIT,medium_3mm_r1,medium,3,1,자국 지름 기울기 ball8 (px/mm),242.6391616914896
DIGIT,medium_3mm_r1,medium,3,1,밝기 기울기 ball8 (lvl/mm),7.856433029172784
DIGIT,medium_3mm_r2,medium,3,2,자국 지름 기울기 ball8 (px/mm),361.0045309616525
DIGIT,medium_3mm_r2,medium,3,2,밝기 기울기 ball8 (lvl/mm),9.852365827526947
DIGIT,soft_1mm_r1,soft,1,1,자국 지름 기울기 ball8 (px/mm),321.5622522053266
DIGIT,soft_1mm_r1,soft,1,1,밝기 기울기 ball8 (lvl/mm),12.464051928674026
DIGIT,soft_1mm_r2,soft,1,2,자국 지름 기울기 ball8 (px/mm),440.4323477477473
DIGIT,soft_1mm_r2,soft,1,2,밝기 기울기 ball8 (lvl/mm),12.5723721754194
DIGIT,soft_2mm_r1,soft,2,1,자국 지름 기울기 ball8 (px/mm),339.0952732344857
DIGIT,soft_2mm_r1,soft,2,1,밝기 기울기 ball8 (lvl/mm),11.532629076540356
DIGIT,soft_2mm_r2,soft,2,2,자국 지름 기울기 ball8 (px/mm),319.2811952020355
DIGIT,soft_2mm_r2,soft,2,2,밝기 기울기 ball8 (lvl/mm),12.57004808342867
DIGIT,soft_3mm_r1,soft,3,1,자국 지름 기울기 ball8 (px/mm),306.24021822393007
DIGIT,soft_3mm_r1,soft,3,1,밝기 기울기 ball8 (lvl/mm),8.161594765412328
DIGIT,soft_3mm_r2,soft,3,2,자국 지름 기울기 ball8 (px/mm),254.7504727036609
DIGIT,soft_3mm_r2,soft,3,2,밝기 기울기 ball8 (lvl/mm),7.744322749940202
DIGIT,hard_1mm_r1,hard,1,1,Fz MAE 중앙 (N),0.08614218235015865
DIGIT,hard_1mm_r1,hard,1,1,Fx MAE 중앙 (N),0.030729771591722903
DIGIT,hard_1mm_r1,hard,1,1,Fy MAE 중앙 (N),0.0351750291883945
DIGIT,hard_1mm_r1,hard,1,1,Fz 최솟값 (N),0.0695246458053588
DIGIT,hard_1mm_r2,hard,1,2,Fz MAE 중앙 (N),0.10846161842346186
DIGIT,hard_1mm_r2,hard,1,2,Fx MAE 중앙 (N),0.03182707540690895
DIGIT,hard_1mm_r2,hard,1,2,Fy MAE 중앙 (N),0.04961214959621425
DIGIT,hard_1mm_r2,hard,1,2,Fz 최솟값 (N),0.0948507860302925
DIGIT,hard_2mm_r1,hard,2,1,Fz MAE 중앙 (N),0.0626063253730535
DIGIT,hard_2mm_r1,hard,2,1,Fx MAE 중앙 (N),0.0243364972993731
DIGIT,hard_2mm_r1,hard,2,1,Fy MAE 중앙 (N),0.02777199726551765
DIGIT,hard_2mm_r1,hard,2,1,Fz 최솟값 (N),0.0546161495149135
DIGIT,hard_2mm_r2,hard,2,2,Fz MAE 중앙 (N),0.0694794952869415
DIGIT,hard_2mm_r2,hard,2,2,Fx MAE 중앙 (N),0.03235069848597045
DIGIT,hard_2mm_r2,hard,2,2,Fy MAE 중앙 (N),0.041263218969106646
DIGIT,hard_2mm_r2,hard,2,2,Fz 최솟값 (N),0.0628333464264869
DIGIT,hard_3mm_r1,hard,3,1,Fz MAE 중앙 (N),0.0655310377478599
DIGIT,hard_3mm_r1,hard,3,1,Fx MAE 중앙 (N),0.032954312860965645
DIGIT,hard_3mm_r1,hard,3,1,Fy MAE 중앙 (N),0.040099013596773106
DIGIT,hard_3mm_r1,hard,3,1,Fz 최솟값 (N),0.0568446181714534
DIGIT,hard_3mm_r2,hard,3,2,Fz MAE 중앙 (N),0.056113945320248604
DIGIT,hard_3mm_r2,hard,3,2,Fx MAE 중앙 (N),0.0256137456744909
DIGIT,hard_3mm_r2,hard,3,2,Fy MAE 중앙 (N),0.03085765242576595
DIGIT,hard_3mm_r2,hard,3,2,Fz 최솟값 (N),0.049094520509243
DIGIT,medium_1mm_r1,medium,1,1,Fz MAE 중앙 (N),0.06314604356884951
DIGIT,medium_1mm_r1,medium,1,1,Fx MAE 중앙 (N),0.024454667232930598
DIGIT,medium_1mm_r1,medium,1,1,Fy MAE 중앙 (N),0.02214149571955195
DIGIT,medium_1mm_r1,medium,1,1,Fz 최솟값 (N),0.0492114089429378
DIGIT,medium_1mm_r2,medium,1,2,Fz MAE 중앙 (N),0.09763391315937034
DIGIT,medium_1mm_r2,medium,1,2,Fx MAE 중앙 (N),0.0416563637554645
DIGIT,medium_1mm_r2,medium,1,2,Fy MAE 중앙 (N),0.05137422122061245
DIGIT,medium_1mm_r2,medium,1,2,Fz 최솟값 (N),0.089378722012043
DIGIT,medium_2mm_r1,medium,2,1,Fz MAE 중앙 (N),0.06260083056986325
DIGIT,medium_2mm_r1,medium,2,1,Fx MAE 중앙 (N),0.03379700519144535
DIGIT,medium_2mm_r1,medium,2,1,Fy MAE 중앙 (N),0.037384547293186104
DIGIT,medium_2mm_r1,medium,2,1,Fz 최솟값 (N),0.0471034236252307
DIGIT,medium_2mm_r2,medium,2,2,Fz MAE 중앙 (N),0.0752273947000503
DIGIT,medium_2mm_r2,medium,2,2,Fx MAE 중앙 (N),0.02591893821954725
DIGIT,medium_2mm_r2,medium,2,2,Fy MAE 중앙 (N),0.026855891570448848
DIGIT,medium_2mm_r2,medium,2,2,Fz 최솟값 (N),0.0548701360821723
DIGIT,medium_3mm_r1,medium,3,1,Fz MAE 중앙 (N),0.05074582435190675
DIGIT,medium_3mm_r1,medium,3,1,Fx MAE 중앙 (N),0.02536532096564765
DIGIT,medium_3mm_r1,medium,3,1,Fy MAE 중앙 (N),0.03329795412719245
DIGIT,medium_3mm_r1,medium,3,1,Fz 최솟값 (N),0.0460463054478168
DIGIT,medium_3mm_r2,medium,3,2,Fz MAE 중앙 (N),0.06194532662630074
DIGIT,medium_3mm_r2,medium,3,2,Fx MAE 중앙 (N),0.035270856693387004
DIGIT,medium_3mm_r2,medium,3,2,Fy MAE 중앙 (N),0.0426577348262071
DIGIT,medium_3mm_r2,medium,3,2,Fz 최솟값 (N),0.0515167079865932
DIGIT,soft_1mm_r1,soft,1,1,Fz MAE 중앙 (N),0.0854643993079662
DIGIT,soft_1mm_r1,soft,1,1,Fx MAE 중앙 (N),0.0291572324931621
DIGIT,soft_1mm_r1,soft,1,1,Fy MAE 중앙 (N),0.02616461925208565
DIGIT,soft_1mm_r1,soft,1,1,Fz 최솟값 (N),0.0717098638415336
DIGIT,soft_1mm_r2,soft,1,2,Fz MAE 중앙 (N),0.09639412537217135
DIGIT,soft_1mm_r2,soft,1,2,Fx MAE 중앙 (N),0.031418719328939845
DIGIT,soft_1mm_r2,soft,1,2,Fy MAE 중앙 (N),0.0357195287942886
DIGIT,soft_1mm_r2,soft,1,2,Fz 최솟값 (N),0.090093232691288
DIGIT,soft_2mm_r1,soft,2,1,Fz MAE 중앙 (N),0.05828155949711795
DIGIT,soft_2mm_r1,soft,2,1,Fx MAE 중앙 (N),0.03327507525682445
DIGIT,soft_2mm_r1,soft,2,1,Fy MAE 중앙 (N),0.0272838957607746
DIGIT,soft_2mm_r1,soft,2,1,Fz 최솟값 (N),0.0487581752240657
DIGIT,soft_2mm_r2,soft,2,2,Fz MAE 중앙 (N),0.06763960793614385
DIGIT,soft_2mm_r2,soft,2,2,Fx MAE 중앙 (N),0.0251739602535963
DIGIT,soft_2mm_r2,soft,2,2,Fy MAE 중앙 (N),0.02916828170418735
DIGIT,soft_2mm_r2,soft,2,2,Fz 최솟값 (N),0.0550210326910018
DIGIT,soft_3mm_r1,soft,3,1,Fz MAE 중앙 (N),0.0655676610767841
DIGIT,soft_3mm_r1,soft,3,1,Fx MAE 중앙 (N),0.0353926233947277
DIGIT,soft_3mm_r1,soft,3,1,Fy MAE 중앙 (N),0.055321043357253
DIGIT,soft_3mm_r1,soft,3,1,Fz 최솟값 (N),0.057066049426794
DIGIT,soft_3mm_r2,soft,3,2,Fz MAE 중앙 (N),0.0570454262197017
DIGIT,soft_3mm_r2,soft,3,2,Fx MAE 중앙 (N),0.030411628074944
DIGIT,soft_3mm_r2,soft,3,2,Fy MAE 중앙 (N),0.044928027316927854
DIGIT,soft_3mm_r2,soft,3,2,Fz 최솟값 (N),0.0491091050207614
DIGIT_Marker,soft_1mm_r1,soft,1,1,천장 (N),20.516453738273636
DIGIT_Marker,soft_1mm_r1,soft,1,1,포화 깊이 (mm),1.2727021687009383
DIGIT_Marker,soft_1mm_r2,soft,1,2,천장 (N),12.330521853015586
DIGIT_Marker,soft_1mm_r2,soft,1,2,포화 깊이 (mm),1.3164236352716507
DIGIT_Marker,soft_2mm_r1,soft,2,1,천장 (N),12.25352802735473
DIGIT_Marker,soft_2mm_r1,soft,2,1,포화 깊이 (mm),1.9909762995799165
DIGIT_Marker,soft_2mm_r2,soft,2,2,천장 (N),9.41348192227478
DIGIT_Marker,soft_2mm_r2,soft,2,2,포화 깊이 (mm),1.892519039407965
DIGIT_Marker,soft_3mm_r1,soft,3,1,천장 (N),8.053216786675609
DIGIT_Marker,soft_3mm_r1,soft,3,1,포화 깊이 (mm),2.3053805692824056
DIGIT_Marker,soft_3mm_r2,soft,3,2,천장 (N),7.054495608897099
DIGIT_Marker,soft_3mm_r2,soft,3,2,포화 깊이 (mm),2.0492864697147546
DIGIT_Marker,medium_1mm_r1,medium,1,1,천장 (N),8.257566191896903
DIGIT_Marker,medium_1mm_r1,medium,1,1,포화 깊이 (mm),1.6037119787833518
DIGIT_Marker,medium_1mm_r2,medium,1,2,천장 (N),12.56442504405656
DIGIT_Marker,medium_1mm_r2,medium,1,2,포화 깊이 (mm),1.5752936647203413
DIGIT_Marker,medium_2mm_r1,medium,2,1,천장 (N),6.226042374151303
DIGIT_Marker,medium_2mm_r1,medium,2,1,포화 깊이 (mm),1.5152520646213397
DIGIT_Marker,medium_2mm_r2,medium,2,2,천장 (N),10.027504378909551
DIGIT_Marker,medium_2mm_r2,medium,2,2,포화 깊이 (mm),1.9627252858517004
DIGIT_Marker,medium_3mm_r1,medium,3,1,천장 (N),6.939144782104512
DIGIT_Marker,medium_3mm_r1,medium,3,1,포화 깊이 (mm),2.0557431305114164
DIGIT_Marker,medium_3mm_r2,medium,3,2,천장 (N),6.7336824064301934
DIGIT_Marker,medium_3mm_r2,medium,3,2,포화 깊이 (mm),2.3297621188709137
DIGIT_Marker,hard_1mm_r1,hard,1,1,천장 (N),10.800870363452788
DIGIT_Marker,hard_1mm_r1,hard,1,1,포화 깊이 (mm),1.1734465279000403
DIGIT_Marker,hard_1mm_r2,hard,1,2,천장 (N),10.013795399696884
DIGIT_Marker,hard_1mm_r2,hard,1,2,포화 깊이 (mm),1.0445186621386249
DIGIT_Marker,hard_2mm_r1,hard,2,1,천장 (N),9.696140478630076
DIGIT_Marker,hard_2mm_r1,hard,2,1,포화 깊이 (mm),1.6797744690066558
DIGIT_Marker,hard_2mm_r2,hard,2,2,천장 (N),9.415069372416507
DIGIT_Marker,hard_2mm_r2,hard,2,2,포화 깊이 (mm),1.7409262240222674
DIGIT_Marker,hard_3mm_r1,hard,3,1,천장 (N),9.23497435667556
DIGIT_Marker,hard_3mm_r1,hard,3,1,포화 깊이 (mm),2.396653616661414
DIGIT_Marker,hard_3mm_r2,hard,3,2,천장 (N),12.282480305298373
DIGIT_Marker,hard_3mm_r2,hard,3,2,포화 깊이 (mm),2.7536539445552783
DIGIT_Marker,hard_1mm_r1,hard,1,1,자국 지름 기울기 ball4 (px/mm),530.5080495218044
DIGIT_Marker,hard_1mm_r1,hard,1,1,밝기 기울기 ball4 (lvl/mm),7.395398748686571
DIGIT_Marker,hard_1mm_r2,hard,1,2,자국 지름 기울기 ball4 (px/mm),397.5337655708648
DIGIT_Marker,hard_1mm_r2,hard,1,2,밝기 기울기 ball4 (lvl/mm),8.51002051434434
DIGIT_Marker,hard_2mm_r1,hard,2,1,자국 지름 기울기 ball4 (px/mm),273.1546632718084
DIGIT_Marker,hard_2mm_r1,hard,2,1,밝기 기울기 ball4 (lvl/mm),10.723056631459716
DIGIT_Marker,hard_2mm_r2,hard,2,2,자국 지름 기울기 ball4 (px/mm),262.0192684725216
DIGIT_Marker,hard_2mm_r2,hard,2,2,밝기 기울기 ball4 (lvl/mm),11.747077972418388
DIGIT_Marker,hard_3mm_r1,hard,3,1,자국 지름 기울기 ball4 (px/mm),185.98179662550908
DIGIT_Marker,hard_3mm_r1,hard,3,1,밝기 기울기 ball4 (lvl/mm),7.94597290565095
DIGIT_Marker,hard_3mm_r2,hard,3,2,자국 지름 기울기 ball4 (px/mm),146.59976736763804
DIGIT_Marker,hard_3mm_r2,hard,3,2,밝기 기울기 ball4 (lvl/mm),6.310953705674358
DIGIT_Marker,medium_1mm_r1,medium,1,1,자국 지름 기울기 ball4 (px/mm),373.509779414642
DIGIT_Marker,medium_1mm_r1,medium,1,1,밝기 기울기 ball4 (lvl/mm),10.340161457117755
DIGIT_Marker,medium_1mm_r2,medium,1,2,자국 지름 기울기 ball4 (px/mm),328.6439612118957
DIGIT_Marker,medium_1mm_r2,medium,1,2,밝기 기울기 ball4 (lvl/mm),4.866797382786714
DIGIT_Marker,medium_2mm_r1,medium,2,1,자국 지름 기울기 ball4 (px/mm),243.57094457570352
DIGIT_Marker,medium_2mm_r1,medium,2,1,밝기 기울기 ball4 (lvl/mm),10.886579890326251
DIGIT_Marker,medium_2mm_r2,medium,2,2,자국 지름 기울기 ball4 (px/mm),283.56843757951253
DIGIT_Marker,medium_2mm_r2,medium,2,2,밝기 기울기 ball4 (lvl/mm),10.707107455215532
DIGIT_Marker,medium_3mm_r1,medium,3,1,자국 지름 기울기 ball4 (px/mm),72.20882555959831
DIGIT_Marker,medium_3mm_r1,medium,3,1,밝기 기울기 ball4 (lvl/mm),4.280201295757159
DIGIT_Marker,medium_3mm_r2,medium,3,2,자국 지름 기울기 ball4 (px/mm),168.62542123803928
DIGIT_Marker,medium_3mm_r2,medium,3,2,밝기 기울기 ball4 (lvl/mm),4.830997378228154
DIGIT_Marker,soft_1mm_r1,soft,1,1,자국 지름 기울기 ball4 (px/mm),329.757198473174
DIGIT_Marker,soft_1mm_r1,soft,1,1,밝기 기울기 ball4 (lvl/mm),12.6062016968933
DIGIT_Marker,soft_1mm_r2,soft,1,2,자국 지름 기울기 ball4 (px/mm),378.744123908418
DIGIT_Marker,soft_1mm_r2,soft,1,2,밝기 기울기 ball4 (lvl/mm),11.441042724563816
DIGIT_Marker,soft_2mm_r1,soft,2,1,자국 지름 기울기 ball4 (px/mm),245.27492274627
DIGIT_Marker,soft_2mm_r1,soft,2,1,밝기 기울기 ball4 (lvl/mm),10.234620084048586
DIGIT_Marker,soft_2mm_r2,soft,2,2,자국 지름 기울기 ball4 (px/mm),222.64667900489923
DIGIT_Marker,soft_2mm_r2,soft,2,2,밝기 기울기 ball4 (lvl/mm),9.78480066126733
DIGIT_Marker,soft_3mm_r1,soft,3,1,자국 지름 기울기 ball4 (px/mm),201.51040585847664
DIGIT_Marker,soft_3mm_r1,soft,3,1,밝기 기울기 ball4 (lvl/mm),8.226188971638006
DIGIT_Marker,soft_3mm_r2,soft,3,2,자국 지름 기울기 ball4 (px/mm),184.93690333642772
DIGIT_Marker,soft_3mm_r2,soft,3,2,밝기 기울기 ball4 (lvl/mm),8.952987347416038
DIGIT_Marker,hard_1mm_r1,hard,1,1,Fz MAE 중앙 (N),0.11626349762082094
DIGIT_Marker,hard_1mm_r1,hard,1,1,Fx MAE 중앙 (N),0.02264822460710995
DIGIT_Marker,hard_1mm_r1,hard,1,1,Fy MAE 중앙 (N),0.0276163928210735
DIGIT_Marker,hard_1mm_r1,hard,1,1,Fz 최솟값 (N),0.087947778403759
DIGIT_Marker,hard_1mm_r2,hard,1,2,Fz MAE 중앙 (N),0.117049615830183
DIGIT_Marker,hard_1mm_r2,hard,1,2,Fx MAE 중앙 (N),0.029054336249828297
DIGIT_Marker,hard_1mm_r2,hard,1,2,Fy MAE 중앙 (N),0.0372951682657003
DIGIT_Marker,hard_1mm_r2,hard,1,2,Fz 최솟값 (N),0.1088357791304588
DIGIT_Marker,hard_2mm_r1,hard,2,1,Fz MAE 중앙 (N),0.08548047393560404
DIGIT_Marker,hard_2mm_r1,hard,2,1,Fx MAE 중앙 (N),0.03673815168440335
DIGIT_Marker,hard_2mm_r1,hard,2,1,Fy MAE 중앙 (N),0.0285394228994846
DIGIT_Marker,hard_2mm_r1,hard,2,1,Fz 최솟값 (N),0.0707534551620483
DIGIT_Marker,hard_2mm_r2,hard,2,2,Fz MAE 중앙 (N),0.0797640569508075
DIGIT_Marker,hard_2mm_r2,hard,2,2,Fx MAE 중앙 (N),0.027401266619563047
DIGIT_Marker,hard_2mm_r2,hard,2,2,Fy MAE 중앙 (N),0.03626832924783225
DIGIT_Marker,hard_2mm_r2,hard,2,2,Fz 최솟값 (N),0.0690366774797439
DIGIT_Marker,hard_3mm_r1,hard,3,1,Fz MAE 중앙 (N),0.07101025804877276
DIGIT_Marker,hard_3mm_r1,hard,3,1,Fx MAE 중앙 (N),0.036684527993202154
DIGIT_Marker,hard_3mm_r1,hard,3,1,Fy MAE 중앙 (N),0.036800980567932046
DIGIT_Marker,hard_3mm_r1,hard,3,1,Fz 최솟값 (N),0.0633693858981132
DIGIT_Marker,hard_3mm_r2,hard,3,2,Fz MAE 중앙 (N),0.06219099462032315
DIGIT_Marker,hard_3mm_r2,hard,3,2,Fx MAE 중앙 (N),0.0259205196052789
DIGIT_Marker,hard_3mm_r2,hard,3,2,Fy MAE 중앙 (N),0.03028820082545275
DIGIT_Marker,hard_3mm_r2,hard,3,2,Fz 최솟값 (N),0.0574850998818874
DIGIT_Marker,medium_1mm_r1,medium,1,1,Fz MAE 중앙 (N),0.13991314172744745
DIGIT_Marker,medium_1mm_r1,medium,1,1,Fx MAE 중앙 (N),0.0386409796774387
DIGIT_Marker,medium_1mm_r1,medium,1,1,Fy MAE 중앙 (N),0.06030375510454175
DIGIT_Marker,medium_1mm_r1,medium,1,1,Fz 최솟값 (N),0.1114101260900497
DIGIT_Marker,medium_1mm_r2,medium,1,2,Fz MAE 중앙 (N),0.16038434952497477
DIGIT_Marker,medium_1mm_r2,medium,1,2,Fx MAE 중앙 (N),0.046428527683019596
DIGIT_Marker,medium_1mm_r2,medium,1,2,Fy MAE 중앙 (N),0.04940201155841345
DIGIT_Marker,medium_1mm_r2,medium,1,2,Fz 최솟값 (N),0.1336043328046798
DIGIT_Marker,medium_2mm_r1,medium,2,1,Fz MAE 중앙 (N),0.07698787748813625
DIGIT_Marker,medium_2mm_r1,medium,2,1,Fx MAE 중앙 (N),0.02579802274703975
DIGIT_Marker,medium_2mm_r1,medium,2,1,Fy MAE 중앙 (N),0.033600559458136545
DIGIT_Marker,medium_2mm_r1,medium,2,1,Fz 최솟값 (N),0.0642960518598556
DIGIT_Marker,medium_2mm_r2,medium,2,2,Fz MAE 중앙 (N),0.08558141812682149
DIGIT_Marker,medium_2mm_r2,medium,2,2,Fx MAE 중앙 (N),0.0356615465134382
DIGIT_Marker,medium_2mm_r2,medium,2,2,Fy MAE 중앙 (N),0.03719706833362575
DIGIT_Marker,medium_2mm_r2,medium,2,2,Fz 최솟값 (N),0.0652675107121467
DIGIT_Marker,medium_3mm_r1,medium,3,1,Fz MAE 중앙 (N),0.07343881204724309
DIGIT_Marker,medium_3mm_r1,medium,3,1,Fx MAE 중앙 (N),0.0208594370633363
DIGIT_Marker,medium_3mm_r1,medium,3,1,Fy MAE 중앙 (N),0.0262958481907844
DIGIT_Marker,medium_3mm_r1,medium,3,1,Fz 최솟값 (N),0.0641959533095359
DIGIT_Marker,medium_3mm_r2,medium,3,2,Fz MAE 중앙 (N),0.08768298476934425
DIGIT_Marker,medium_3mm_r2,medium,3,2,Fx MAE 중앙 (N),0.029453060589730698
DIGIT_Marker,medium_3mm_r2,medium,3,2,Fy MAE 중앙 (N),0.0483835637569427
DIGIT_Marker,medium_3mm_r2,medium,3,2,Fz 최솟값 (N),0.0705107674002647
DIGIT_Marker,soft_1mm_r1,soft,1,1,Fz MAE 중앙 (N),0.13749384880065912
DIGIT_Marker,soft_1mm_r1,soft,1,1,Fx MAE 중앙 (N),0.029818938113749
DIGIT_Marker,soft_1mm_r1,soft,1,1,Fy MAE 중앙 (N),0.045371284708380644
DIGIT_Marker,soft_1mm_r1,soft,1,1,Fz 최솟값 (N),0.1156897842884063
DIGIT_Marker,soft_1mm_r2,soft,1,2,Fz MAE 중앙 (N),0.1345366984605789
DIGIT_Marker,soft_1mm_r2,soft,1,2,Fx MAE 중앙 (N),0.034115202724933597
DIGIT_Marker,soft_1mm_r2,soft,1,2,Fy MAE 중앙 (N),0.045530663803219754
DIGIT_Marker,soft_1mm_r2,soft,1,2,Fz 최솟값 (N),0.1158408150076866
DIGIT_Marker,soft_2mm_r1,soft,2,1,Fz MAE 중앙 (N),0.13615688681602472
DIGIT_Marker,soft_2mm_r1,soft,2,1,Fx MAE 중앙 (N),0.04171970859169955
DIGIT_Marker,soft_2mm_r1,soft,2,1,Fy MAE 중앙 (N),0.0637398213148117
DIGIT_Marker,soft_2mm_r1,soft,2,1,Fz 최솟값 (N),0.1044399440288543
DIGIT_Marker,soft_2mm_r2,soft,2,2,Fz MAE 중앙 (N),0.0871220231056213
DIGIT_Marker,soft_2mm_r2,soft,2,2,Fx MAE 중앙 (N),0.025304373353719697
DIGIT_Marker,soft_2mm_r2,soft,2,2,Fy MAE 중앙 (N),0.03216762840747825
DIGIT_Marker,soft_2mm_r2,soft,2,2,Fz 최솟값 (N),0.0712184980511665
DIGIT_Marker,soft_3mm_r1,soft,3,1,Fz MAE 중앙 (N),0.11014400422573084
DIGIT_Marker,soft_3mm_r1,soft,3,1,Fx MAE 중앙 (N),0.03813321515917775
DIGIT_Marker,soft_3mm_r1,soft,3,1,Fy MAE 중앙 (N),0.0485335867851972
DIGIT_Marker,soft_3mm_r1,soft,3,1,Fz 최솟값 (N),0.0766184628009796
DIGIT_Marker,soft_3mm_r2,soft,3,2,Fz MAE 중앙 (N),0.0742832757532596
DIGIT_Marker,soft_3mm_r2,soft,3,2,Fx MAE 중앙 (N),0.0367905832827091
DIGIT_Marker,soft_3mm_r2,soft,3,2,Fy MAE 중앙 (N),0.042270598933100645
DIGIT_Marker,soft_3mm_r2,soft,3,2,Fz 최솟값 (N),0.0646827593445777
