unit,probe,width_px,depth_mm,dip,dip_sd,imprint_lvl,mtf,verdict,density_px_per_mm2
hard_1mm_r1,pair100,1920,0.1,0.2623082189116309,0.10878200990308545,1.896837592124939,0.15095209735488266,신호부족,9423.044923543315
hard_1mm_r1,pair100,1920,0.2,0.43093780418335015,0.057981562548335794,3.243212938308716,0.2746467318709823,분해,9423.044923543315
hard_1mm_r1,pair100,1920,0.3,0.5246507958070123,0.03176710965895369,6.483412265777588,0.3556112643135189,분해,9423.044923543315
hard_1mm_r1,pair100,1280,0.1,0.3425831250001905,0.06893886951640868,2.3459455966949463,0.20669701761075043,신호부족,4188.019966019251
hard_1mm_r1,pair100,1280,0.2,0.5793477750223586,0.03545852254147891,4.943007946014404,0.40780408099630194,분해,4188.019966019251
hard_1mm_r1,pair100,1280,0.3,0.5031917459181994,0.02736086918648829,6.732499599456787,0.3361764905731872,분해,4188.019966019251
hard_1mm_r1,pair100,854,0.1,0.46272380205799213,0.04389204875427741,3.0042941570281982,0.3010023850479521,분해,1864.2516903914163
hard_1mm_r1,pair100,854,0.2,0.5281542211816606,0.026949813581679548,5.14339542388916,0.3588380173945162,분해,1864.2516903914163
hard_1mm_r1,pair100,854,0.3,0.5201614415940026,0.021191778993970563,6.825520992279053,0.35149877575449345,분해,1864.2516903914163
hard_1mm_r1,pair100,640,0.1,0.46409307840758485,0.04011009948281062,3.0445661544799805,0.30216224165877004,분해,1047.0049915048128
hard_1mm_r1,pair100,640,0.2,0.5220997198713297,0.019292056365178542,5.334548473358154,0.3532712774273744,분해,1047.0049915048128
hard_1mm_r1,pair100,640,0.3,0.5105913230028074,0.01928539926995433,6.805853843688965,0.34281479011671545,분해,1047.0049915048128
hard_1mm_r1,pair100,426,0.1,0.46415118005557565,0.03058357327470256,3.2180850505828857,0.3022115028693848,분해,463.88251425372886
hard_1mm_r1,pair100,426,0.2,0.5215171397163105,0.016534099978870623,5.265507221221924,0.3527380355401905,분해,463.88251425372886
hard_1mm_r1,pair100,426,0.3,0.5312478352241513,0.016386047894323404,6.835281848907471,0.36170012066346596,분해,463.88251425372886
hard_1mm_r1,pair100,320,0.1,-0.31903185030776915,0.04434210091806458,1.8946421146392822,-0.13757113782867145,신호부족,261.7512478762032
hard_1mm_r1,pair100,320,0.2,0.47497854897505687,0.014268183214095304,5.142148494720459,0.3114569625599897,분해,261.7512478762032
hard_1mm_r1,pair100,320,0.3,0.5106237988996478,0.014063427162579365,6.789200782775879,0.34284407023718955,분해,261.7512478762032
hard_1mm_r1,pair100,160,0.1,,,,,접촉 없음,65.4378119690508
hard_1mm_r1,pair100,160,0.2,0.4363418401045991,0.0121620506660293,4.974833965301514,0.2790519381383125,분해,65.4378119690508
hard_1mm_r1,pair100,160,0.3,0.4755283456111211,0.011965157513772922,6.465129852294922,0.3119299360156015,분해,65.4378119690508
hard_1mm_r1,pair100,80,0.1,,,,,접촉 없음,16.3594529922627
hard_1mm_r1,pair100,80,0.2,0.39050885846209993,0.010099372082014772,4.768526554107666,0.2426287715314551,분해,16.3594529922627
hard_1mm_r1,pair100,80,0.3,0.4292303052067026,0.011096398297015937,6.295315265655518,0.2732611321885646,분해,16.3594529922627
hard_1mm_r1,pair100,48,0.1,,,,,접촉 없음,5.889403077214571
hard_1mm_r1,pair100,48,0.2,0.43877542911188516,0.009118281840515868,4.680147647857666,0.28104568509467176,분해,5.889403077214571
hard_1mm_r1,pair100,48,0.3,0.4685541771435089,0.009973781505139912,6.655582427978516,0.3059554377637401,분해,5.889403077214571
hard_1mm_r1,pair100,32,0.1,,,,,접촉 없음,2.6175124787620323
hard_1mm_r1,pair100,32,0.2,0.23191361914146535,0.008579252893826389,4.294693470001221,0.13116645298113452,미분해,2.6175124787620323
hard_1mm_r1,pair100,32,0.3,0.3125604829468924,0.007049879256051397,5.857191562652588,0.18522766581449887,분해,2.6175124787620323
hard_1mm_r1,pair100,16,0.1,,,,,접촉 없음,0.6543781196905081
hard_1mm_r1,pair100,16,0.2,,,,,접촉 없음,0.6543781196905081
hard_1mm_r1,pair100,16,0.3,,,,,접촉 없음,0.6543781196905081
hard_1mm_r1,pair100,8,0.1,,,,,접촉 없음,0.16359452992262702
hard_1mm_r1,pair100,8,0.2,,,,,접촉 없음,0.16359452992262702
hard_1mm_r1,pair100,8,0.3,,,,,접촉 없음,0.16359452992262702
hard_2mm_r1,pair100,1920,0.1,0.42716502521472366,0.19825320287254242,0.8584675788879395,0.27158922077825765,신호부족,7922.994027581375
hard_2mm_r1,pair100,1920,0.2,0.1820662501649244,0.11492032113060945,1.8458806276321411,0.10015010182931121,신호부족,7922.994027581375
hard_2mm_r1,pair100,1920,0.3,0.6180454466377152,0.054289442242171054,4.662291049957275,0.4472255944553426,분해,7922.994027581375
hard_2mm_r1,pair100,1280,0.1,0.5531518671403806,0.1380681752386852,0.9751538038253784,0.3823150851686866,신호부족,3521.330678925055
hard_2mm_r1,pair100,1280,0.2,0.687209640317026,0.05519630817455703,2.9044363498687744,0.5234724914364701,분해,3521.330678925055
hard_2mm_r1,pair100,1280,0.3,0.5038008583400919,0.04632751646875156,4.515380859375,0.3367204567308914,분해,3521.330678925055
hard_2mm_r1,pair100,854,0.1,0.5956934619056382,0.1491215218877624,0.7883106470108032,0.4241904781800645,신호부족,1567.482181049137
hard_2mm_r1,pair100,854,0.2,0.6751094401098062,0.056961634480541735,2.4908769130706787,0.5095586462369834,신호부족,1567.482181049137
hard_2mm_r1,pair100,854,0.3,0.493870004613735,0.03836609679989939,4.37900972366333,0.32790662567415113,분해,1567.482181049137
hard_2mm_r1,pair100,640,0.1,0.7322641810414032,0.10599867063849779,0.8063395023345947,0.5776157540795323,신호부족,880.3326697312638
hard_2mm_r1,pair100,640,0.2,0.6954826411402972,0.05212803480186899,2.4463064670562744,0.5331340640405341,신호부족,880.3326697312638
hard_2mm_r1,pair100,640,0.3,0.4980579872624933,0.029606537940206182,4.32981014251709,0.3316093318108271,분해,880.3326697312638
hard_2mm_r1,pair100,426,0.1,0.9855261994292099,0.0725463736625869,0.5349056124687195,0.971465402925839,신호부족,390.03723528357153
hard_2mm_r1,pair100,426,0.2,0.6534302802861498,0.039800906947181774,2.60223388671875,0.48525543885318145,분해,390.03723528357153
hard_2mm_r1,pair100,426,0.3,0.4609113386502557,0.02318020565719408,4.104727745056152,0.29947029708220146,분해,390.03723528357153
hard_2mm_r1,pair100,320,0.1,,,,,접촉 없음,220.08316743281594
hard_2mm_r1,pair100,320,0.2,0.09899520761563207,0.04852638648517127,1.4912900924682617,0.05207520149986874,신호부족,220.08316743281594
hard_2mm_r1,pair100,320,0.3,0.4140415966698111,0.018860832073594878,4.07061243057251,0.26106712244180447,분해,220.08316743281594
hard_2mm_r1,pair100,160,0.1,,,,,접촉 없음,55.020791858203985
hard_2mm_r1,pair100,160,0.2,,,,,접촉 없음,55.020791858203985
hard_2mm_r1,pair100,160,0.3,0.502359921872765,0.011630391132347212,4.050421237945557,0.33543434715032117,분해,55.020791858203985
hard_2mm_r1,pair100,80,0.1,,,,,접촉 없음,13.755197964550996
hard_2mm_r1,pair100,80,0.2,,,,,접촉 없음,13.755197964550996
hard_2mm_r1,pair100,80,0.3,-0.5902665950115735,0.011594567956964182,1.9855157136917114,-0.22787870412579525,신호부족,13.755197964550996
hard_2mm_r1,pair100,48,0.1,,,,,접촉 없음,4.95187126723836
hard_2mm_r1,pair100,48,0.2,,,,,접촉 없음,4.95187126723836
hard_2mm_r1,pair100,48,0.3,,,,,접촉 없음,4.95187126723836
hard_2mm_r1,pair100,32,0.1,,,,,접촉 없음,2.2008316743281595
hard_2mm_r1,pair100,32,0.2,,,,,접촉 없음,2.2008316743281595
hard_2mm_r1,pair100,32,0.3,,,,,접촉 없음,2.2008316743281595
hard_2mm_r1,pair100,16,0.1,,,,,접촉 없음,0.5502079185820399
hard_2mm_r1,pair100,16,0.2,,,,,접촉 없음,0.5502079185820399
hard_2mm_r1,pair100,16,0.3,,,,,접촉 없음,0.5502079185820399
hard_2mm_r1,pair100,8,0.1,,,,,접촉 없음,0.13755197964550997
hard_2mm_r1,pair100,8,0.2,,,,,접촉 없음,0.13755197964550997
hard_2mm_r1,pair100,8,0.3,,,,,접촉 없음,0.13755197964550997
hard_3mm_r1,pair100,1920,0.1,0.699733908396253,0.2022339332639878,0.7557663917541504,0.5381467015979797,신호부족,5974.275732517353
hard_3mm_r1,pair100,1920,0.2,0.48219537028638226,0.21331492110660127,0.8884139060974121,0.31769264689709364,신호부족,5974.275732517353
hard_3mm_r1,pair100,1920,0.3,0.5775358579727217,0.12568855781127908,1.3884711265563965,0.40601083774922064,신호부족,5974.275732517353
hard_3mm_r1,pair100,1280,0.1,0.421776894226505,0.1301353834844767,1.5526065826416016,0.2672479528930671,신호부족,2655.233658896602
hard_3mm_r1,pair100,1280,0.2,0.6713897696556184,0.09824996519071083,1.7331957817077637,0.5053323798971434,신호부족,2655.233658896602
hard_3mm_r1,pair100,1280,0.3,0.6899460760953385,0.12820678520829237,1.2965282201766968,0.5266547151272446,신호부족,2655.233658896602
hard_3mm_r1,pair100,854,0.1,0.8335033975068089,0.06939063616285972,1.562454342842102,0.7145356409314308,신호부족,1181.9484809398402
hard_3mm_r1,pair100,854,0.2,0.37717854374588233,0.10271474451039452,1.2383618354797363,0.232421467125845,신호부족,1181.9484809398402
hard_3mm_r1,pair100,854,0.3,0.5945345363990018,0.0948511926821098,1.4016318321228027,0.4230161123103812,신호부족,1181.9484809398402
hard_3mm_r1,pair100,640,0.1,0.5892740356334314,0.09063044182180718,1.2327321767807007,0.41770978242257123,신호부족,663.8084147241505
hard_3mm_r1,pair100,640,0.2,0.7600895867168881,0.0965258261343697,1.2452298402786255,0.613019762213526,신호부족,663.8084147241505
hard_3mm_r1,pair100,640,0.3,0.7139737747033178,0.09228473884413797,1.2788546085357666,0.5551782387164044,신호부족,663.8084147241505
hard_3mm_r1,pair100,426,0.1,0.9524570727578507,0.07382662084163805,1.016666054725647,0.9092296344030218,신호부족,294.1047262462889
hard_3mm_r1,pair100,426,0.2,0.898096799037216,0.0763321713344832,1.0376877784729004,0.8150414648514561,신호부족,294.1047262462889
hard_3mm_r1,pair100,426,0.3,0.6008123771754803,0.07456599327026121,0.7972895503044128,0.42940086617020606,신호부족,294.1047262462889
hard_3mm_r1,pair100,320,0.1,0.7511829613061055,0.08575787583072025,0.8121713399887085,0.601515624812221,신호부족,165.9521036810376
hard_3mm_r1,pair100,320,0.2,0.7982771931561964,0.05245801919567393,0.9401256442070007,0.6642773097173599,신호부족,165.9521036810376
hard_3mm_r1,pair100,320,0.3,,,,,접촉 없음,165.9521036810376
hard_3mm_r1,pair100,160,0.1,,,,,접촉 없음,41.4880259202594
hard_3mm_r1,pair100,160,0.2,,,,,접촉 없음,41.4880259202594
hard_3mm_r1,pair100,160,0.3,,,,,접촉 없음,41.4880259202594
hard_3mm_r1,pair100,80,0.1,,,,,접촉 없음,10.37200648006485
hard_3mm_r1,pair100,80,0.2,,,,,접촉 없음,10.37200648006485
hard_3mm_r1,pair100,80,0.3,,,,,접촉 없음,10.37200648006485
hard_3mm_r1,pair100,48,0.1,,,,,접촉 없음,3.733922332823346
hard_3mm_r1,pair100,48,0.2,,,,,접촉 없음,3.733922332823346
hard_3mm_r1,pair100,48,0.3,,,,,접촉 없음,3.733922332823346
hard_3mm_r1,pair100,32,0.1,,,,,접촉 없음,1.6595210368103759
hard_3mm_r1,pair100,32,0.2,,,,,접촉 없음,1.6595210368103759
hard_3mm_r1,pair100,32,0.3,,,,,접촉 없음,1.6595210368103759
hard_3mm_r1,pair100,16,0.1,,,,,접촉 없음,0.41488025920259397
hard_3mm_r1,pair100,16,0.2,,,,,접촉 없음,0.41488025920259397
hard_3mm_r1,pair100,16,0.3,,,,,접촉 없음,0.41488025920259397
hard_3mm_r1,pair100,8,0.1,,,,,접촉 없음,0.10372006480064849
hard_3mm_r1,pair100,8,0.2,,,,,접촉 없음,0.10372006480064849
hard_3mm_r1,pair100,8,0.3,,,,,접촉 없음,0.10372006480064849
medium_1mm_r1,pair100,1920,0.1,0.11859262296508344,0.057757439888132214,4.384269714355469,0.06303399487674193,미분해,8846.581748967654
medium_1mm_r1,pair100,1920,0.2,0.29940349835422453,0.03700117397512973,6.481929779052734,0.17605792912338272,분해,8846.581748967654
medium_1mm_r1,pair100,1920,0.3,0.49504958759390905,0.023661012189478924,8.797538757324219,0.3289474413993691,분해,8846.581748967654
medium_1mm_r1,pair100,1280,0.1,0.5159422402466385,0.028936763494887927,5.816117286682129,0.34765644184387,분해,3931.8141106522903
medium_1mm_r1,pair100,1280,0.2,0.45622883718793117,0.027589027690604985,6.93234395980835,0.2955287986834032,분해,3931.8141106522903
medium_1mm_r1,pair100,1280,0.3,0.6066077406599548,0.01880271179350561,9.534476280212402,0.435345995783889,분해,3931.8141106522903
medium_1mm_r1,pair100,854,0.1,0.31628557366856325,0.026464211312298445,5.665928840637207,0.18784989231083707,분해,1750.2044311062532
medium_1mm_r1,pair100,854,0.2,0.4432950517682679,0.025176268696550843,6.901981353759766,0.28476497892025626,분해,1750.2044311062532
medium_1mm_r1,pair100,854,0.3,0.5841231446525046,0.016593698677358805,9.62163257598877,0.4125522233422939,분해,1750.2044311062532
medium_1mm_r1,pair100,640,0.1,0.2767033911367398,0.02441402773246811,5.65205717086792,0.16056631790116613,분해,982.9535276630726
medium_1mm_r1,pair100,640,0.2,0.42833003519397794,0.022434759497571052,6.936593532562256,0.2725317940696558,분해,982.9535276630726
medium_1mm_r1,pair100,640,0.3,0.5884528448715824,0.016015882766682865,9.453484535217285,0.41688500645098675,분해,982.9535276630726
