unit,probe,width_px,depth_mm,dip,dip_sd,imprint_lvl,mtf,verdict,density_px_per_mm2
hard_1mm_r1,pair025,1920,0.1,0.29391536003094154,0.07883203697044552,2.6457486152648926,0.1722747823556233,분해,9423.044923543315
hard_1mm_r1,pair025,1920,0.2,-0.05681283041841434,0.0520551536423523,4.260845184326172,-0.02762177947268882,미분해,9423.044923543315
hard_1mm_r1,pair025,1920,0.3,-0.025759161596422997,0.04159792623764027,5.930318355560303,-0.012715806540459227,미분해,9423.044923543315
hard_1mm_r1,pair025,1280,0.1,0.012136784253002575,0.06197148469662682,3.025280475616455,0.006105442344755006,미분해,4188.019966019251
hard_1mm_r1,pair025,1280,0.2,0.22432639142414856,0.032263961073847894,5.84491491317749,0.1263331224503954,미분해,4188.019966019251
hard_1mm_r1,pair025,1280,0.3,0.19432520143733323,0.02319789584007748,8.451165199279785,0.10761915799678758,미분해,4188.019966019251
hard_1mm_r1,pair025,854,0.1,0.16281870331230175,0.03394780137831702,4.092292308807373,0.08862418946124248,미분해,1864.2516903914163
hard_1mm_r1,pair025,854,0.2,0.24650960023492752,0.02624017202524183,6.249915599822998,0.14058223544762727,미분해,1864.2516903914163
hard_1mm_r1,pair025,854,0.3,0.17428379464068344,0.018828612773112194,8.461166381835938,0.09546050702134337,미분해,1864.2516903914163
hard_1mm_r1,pair025,640,0.1,0.12500861405260666,0.03149894069947682,4.020209789276123,0.06667156712799639,미분해,1047.0049915048128
hard_1mm_r1,pair025,640,0.2,0.22134941459340718,0.024107930554152345,6.265686988830566,0.12444794745495642,미분해,1047.0049915048128
hard_1mm_r1,pair025,640,0.3,0.14613775832500964,0.016043266835042175,8.384820938110352,0.07882881210902278,미분해,1047.0049915048128
hard_1mm_r1,pair025,426,0.1,0.18520997852186172,0.02043918044809956,4.25571870803833,0.10205587221105009,미분해,463.88251425372886
hard_1mm_r1,pair025,426,0.2,0.13514425202664593,0.017214636731153917,6.013385772705078,0.07246901116803002,미분해,463.88251425372886
hard_1mm_r1,pair025,426,0.3,0.1403220454816142,0.013242041738414508,8.375513076782227,0.07545502442542767,미분해,463.88251425372886
hard_1mm_r1,pair025,320,0.1,0.14974114903003433,0.019709431233845366,4.198306560516357,0.08092983797998599,미분해,261.7512478762032
hard_1mm_r1,pair025,320,0.2,0.1344295210569355,0.014825775066345977,6.064944744110107,0.07205813051517426,미분해,261.7512478762032
hard_1mm_r1,pair025,320,0.3,0.11327886213889193,0.011085513687838826,8.45571517944336,0.06004006626401143,미분해,261.7512478762032
hard_1mm_r1,pair025,160,0.1,0.1220724798942896,0.00988559647251436,4.291382789611816,0.06500382926781861,미분해,65.4378119690508
hard_1mm_r1,pair025,160,0.2,0.11811051515346382,0.009108054030162436,5.976534843444824,0.06276166379828382,미분해,65.4378119690508
hard_1mm_r1,pair025,160,0.3,0.09621209089688487,0.00817089569787286,8.317458152770996,0.05053718979768652,미분해,65.4378119690508
hard_1mm_r1,pair025,80,0.1,-0.039653749159419105,0.012313543903470128,3.7081797122955322,-0.01944141213956595,미분해,16.3594529922627
hard_1mm_r1,pair025,80,0.2,0.06394094845632403,0.006706325182127771,5.676418304443359,0.03302634204537413,미분해,16.3594529922627
hard_1mm_r1,pair025,80,0.3,0.08469075182853725,0.005909341302085763,7.982393741607666,0.04421779506854633,미분해,16.3594529922627
hard_1mm_r1,pair025,48,0.1,,,,,접촉 없음,5.889403077214571
hard_1mm_r1,pair025,48,0.2,0.06684014979697395,0.010128962003947714,5.520854473114014,0.034575593834081646,미분해,5.889403077214571
hard_1mm_r1,pair025,48,0.3,0.01307104859712116,0.00513940312292792,7.2575578689575195,0.00657851836518475,미분해,5.889403077214571
hard_1mm_r1,pair025,32,0.1,,,,,접촉 없음,2.6175124787620323
hard_1mm_r1,pair025,32,0.2,-0.026031310212276004,0.007932806500890626,5.569225311279297,-0.01284842444490583,미분해,2.6175124787620323
hard_1mm_r1,pair025,32,0.3,-0.0038295414191438226,0.005668626965285885,7.122035980224609,-0.001911111369498839,미분해,2.6175124787620323
hard_1mm_r1,pair025,16,0.1,,,,,접촉 없음,0.6543781196905081
hard_1mm_r1,pair025,16,0.2,,,,,접촉 없음,0.6543781196905081
hard_1mm_r1,pair025,16,0.3,-0.019999533776287715,0.007408243486658786,4.561530590057373,-0.009900761580325492,미분해,0.6543781196905081
hard_1mm_r1,pair025,8,0.1,,,,,접촉 없음,0.16359452992262702
hard_1mm_r1,pair025,8,0.2,,,,,접촉 없음,0.16359452992262702
hard_1mm_r1,pair025,8,0.3,,,,,접촉 없음,0.16359452992262702
hard_2mm_r1,pair025,1920,0.1,0.3611928948805918,0.07707034010545374,2.7606427669525146,0.22039988339828084,분해,7922.994027581375
hard_2mm_r1,pair025,1920,0.2,0.3864957845959197,0.05612897191821964,4.499203205108643,0.23953813129588078,분해,7922.994027581375
