principle,metric,hardness,thickness_mm,r1,r2,rel_diff,worse_rep,typical,ratio
9DTact,밝기 기울기 ball4 (lvl/mm),soft,2,12.881748191199078,12.45367289308304,0.033792633380118765,1,0.08704975657365212,0.38819905661111276
9DTact,포화 깊이 (mm),hard,3,6.788935798770929,6.669807342949163,0.01770276088448194,1,0.04688409295344359,0.3775856536685262
DIGIT,자국 지름 기울기 ball4 (px/mm),hard,2,249.8273692503749,266.3243948168619,0.06392315871011159,2,0.1858684173417542,0.34391619417825453
9DTact,밝기 기울기 ball8 (lvl/mm),soft,3,11.192304847092997,11.42851487898156,0.020884303464590033,2,0.06146506843624443,0.3397751600366734
DIGIT_Marker,포화 깊이 (mm),hard,2,1.6797744690066558,1.7409262240222674,0.03575393494100975,2,0.11625779010460295,0.3075401219035743
DIGIT_Marker,자국 지름 기울기 ball4 (px/mm),hard,2,273.1546632718084,262.0192684725216,0.041614115108306496,1,0.13828322936808882,0.300933925961015
DIGIT,Fx MAE 중앙 (N),soft,1,0.02846002578735345,0.03064674418419595,0.0739921466828609,2,0.25233855683794215,0.293225686989961
DIGIT,천장 (N),soft,1,23.41254982668352,22.449198933907432,0.04201108413048114,1,0.14419759758872605,0.2913438561598181
DIGIT,천장 (N),medium,3,14.4159646485878,15.034245909708702,0.04198824045057461,2,0.14419759758872605,0.2911854368776073
DIGIT_Marker,포화 깊이 (mm),soft,1,1.2727021687009383,1.3164236352716507,0.03377314961183345,2,0.11625779010460295,0.2905022500552097
DIGIT_Marker,천장 (N),hard,1,10.800870363452788,10.013795399696884,0.0756269615579745,1,0.2621539484850342,0.2884830153999831
9DTact,Fz 최솟값 (N),soft,2,0.0351876318454742,0.0345242470502853,0.019032188077468582,1,0.06647558808922101,0.28630341790920755
9DTact,Fx MAE 중앙 (N),soft,2,0.02461105957627295,0.0262270793318748,0.06357509500973692,2,0.22386308910174413,0.2839909663751781
9DTact,천장 (N),hard,2,43.32170674399263,43.81170816849713,0.01124715300086928,2,0.04212935352686701,0.26696713951940115
9DTact,천장 (N),soft,3,30.97387494840487,30.639473352105316,0.010854842514597911,1,0.04212935352686701,0.2576550933228892
9DTact,Fz MAE 중앙 (N),soft,2,0.046851634979248,0.045587152242660495,0.027358271881087907,1,0.11081273424707788,0.2468874364212283
9DTact,Fz 최솟값 (N),medium,3,0.0410246513783931,0.0416482985019683,0.015087090142004196,2,0.06647558808922101,0.2269568510135612
DIGIT,자국 지름 기울기 ball8 (px/mm),medium,2,358.7384234383605,366.6674348141979,0.02186089700168056,2,0.101088910340412,0.2162541561489292
9DTact,Fz MAE 중앙 (N),medium,3,0.05490621551871295,0.0562199931591749,0.02364478471986902,2,0.11081273424707788,0.21337606079774654
DIGIT,밝기 기울기 ball4 (lvl/mm),medium,1,10.270765836465824,9.97817495019154,0.028899376945887453,1,0.15464114830814032,0.18688025316717197
DIGIT_Marker,Fz 최솟값 (N),medium,2,0.0642960518598556,0.0652675107121467,0.014995865087473784,2,0.08213838221246406,0.18256830343559216
DIGIT_Marker,밝기 기울기 ball4 (lvl/mm),medium,2,10.886579890326251,10.707107455215532,0.01662267608480247,1,0.09690582021862136,0.1715343417691672
9DTact,형상 MAE cube4 최솟값 (mm),hard,2,0.0755695400549622,0.0716444830298723,0.053324499158997014,1,0.34490154858227634,0.15460788557832886
DIGIT_Marker,포화 깊이 (mm),medium,1,1.6037119787833518,1.5752936647203413,0.017878744016125575,1,0.11625779010460295,0.1537853420406424
DIGIT,밝기 기울기 ball4 (lvl/mm),medium,2,8.967037463166596,9.169004163421922,0.02227241251577533,2,0.15464114830814032,0.1440264299602521
DIGIT,밝기 기울기 ball8 (lvl/mm),soft,1,12.464051928674026,12.5723721754194,0.008653012610348232,2,0.06085184408540695,0.1421980342650509
DIGIT_Marker,Fz MAE 중앙 (N),soft,1,0.1354743987321853,0.1372503414750099,0.013023701050923053,2,0.09460956054521281,0.13765734642324204
9DTact,골 깊이 best_dip,soft,2,0.707,0.698,0.012811387900355886,1,0.09407086002830692,0.1361886975042091
9DTact,밝기 기울기 ball8 (lvl/mm),soft,1,5.391922172531981,5.350642287070761,0.007685294440904237,1,0.06146506843624443,0.12503515633234713
DIGIT_Marker,Fy MAE 중앙 (N),soft,1,0.045112948864698396,0.0461419429630041,0.022552086308940813,2,0.1881921753839065,0.11983540900643302
DIGIT_Marker,천장 (N),medium,3,6.939144782104512,6.7336824064301934,0.030054117241620344,1,0.2621539484850342,0.11464300810764277
DIGIT_Marker,천장 (N),hard,2,9.696140478630076,9.415069372416507,0.02941426611964875,1,0.2621539484850342,0.11220226240966935
DIGIT,밝기 기울기 ball4 (lvl/mm),hard,2,9.261371638032442,9.381987609024176,0.0129392959062114,2,0.15464114830814032,0.08367304593747817
DIGIT,밝기 기울기 ball4 (lvl/mm),soft,2,7.733612563291599,7.816060090376827,0.010604406783544388,2,0.15464114830814032,0.06857428892350104
9DTact,자국 지름 기울기 ball4 (px/mm),hard,2,551.4473065960135,562.3999424790886,0.019666315811561745,2,0.37506755946636333,0.05243406238476738
DIGIT,밝기 기울기 ball8 (lvl/mm),medium,1,16.19884355807204,16.22466722657855,0.0015928977388060292,2,0.06085184408540695,0.026176655165459917
9DTact,골 깊이 best_dip,soft,1,0.838,0.84,0.0023837902264600736,2,0.09407086002830692,0.025340368162284962
DIGIT_Marker,Fz 최솟값 (N),soft,1,0.1156897842884063,0.1158408150076866,0.0013046285867999055,2,0.08213838221246406,0.01588330025085319
DIGIT_Marker,Fz MAE 중앙 (N),hard,1,0.1171793565154075,0.117049615830183,0.0011078107368637632,1,0.09460956054521281,0.011709289531414252
9DTact,형상 MAE cube4 최솟값 (mm),hard,3,0.0723464289990811,0.0720877367890461,0.003582147044273084,1,0.34490154858227634,0.010385998726296126
DIGIT,밝기 기울기 ball8 (lvl/mm),medium,2,15.034256714352848,15.030788267336453,0.00023072954113374314,1,0.06085184408540695,0.003791660624284598
9DTact,분해 가능한 최소 간격 (mm),hard,3,2.5,2.5,0.0,2,0.25757575757575757,0.0
DIGIT,골 깊이 best_dip,hard,1,0.997,1.0,0.003004506760140213,2,0.0,
DIGIT,골 깊이 best_dip,hard,2,1.0,1.0,0.0,2,0.0,
DIGIT,골 깊이 best_dip,hard,3,0.967,1.0,0.03355363497712255,2,0.0,
DIGIT,골 깊이 best_dip,medium,1,0.977,1.0,0.0232675771370764,2,0.0,
DIGIT,골 깊이 best_dip,medium,2,1.0,1.0,0.0,2,0.0,
DIGIT,골 깊이 best_dip,medium,3,1.0,1.0,0.0,2,0.0,
DIGIT,골 깊이 best_dip,soft,1,0.984,1.0,0.01612903225806453,2,0.0,
DIGIT,골 깊이 best_dip,soft,2,1.0,1.0,0.0,2,0.0,
DIGIT,골 깊이 best_dip,soft,3,1.0,1.0,0.0,2,0.0,
DIGIT,분해 가능한 최소 간격 (mm),hard,1,1.1,1.1,0.0,2,0.0,
DIGIT,분해 가능한 최소 간격 (mm),hard,2,1.1,1.1,0.0,2,0.0,
DIGIT,분해 가능한 최소 간격 (mm),hard,3,1.1,1.1,0.0,2,0.0,
DIGIT,분해 가능한 최소 간격 (mm),medium,1,1.1,1.1,0.0,2,0.0,
DIGIT,분해 가능한 최소 간격 (mm),medium,2,1.1,1.1,0.0,2,0.0,
DIGIT,분해 가능한 최소 간격 (mm),medium,3,1.1,1.1,0.0,2,0.0,
DIGIT,분해 가능한 최소 간격 (mm),soft,1,1.1,1.1,0.0,2,0.0,
DIGIT,분해 가능한 최소 간격 (mm),soft,2,1.1,1.1,0.0,2,0.0,
DIGIT,분해 가능한 최소 간격 (mm),soft,3,1.1,1.1,0.0,2,0.0,
