principle,unit,probe,centre_gap_mm,edge_gap_mm,hardness,thickness_mm,rep,depth_mm,dip,dip_sd,imprint_lvl,symmetry,verdict,mtf,verdict_mtf
9DTact,hard_2mm_r1,pair150,2.5,1.5,hard,2,1,0.4,0.609,0.042,8.92,0.99,분해,0.438,미분해
9DTact,hard_2mm_r1,pair150,2.5,1.5,hard,2,1,0.5,0.553,0.032,10.77,0.92,분해,0.382,미분해
9DTact,hard_2mm_r1,pair150,2.5,1.5,hard,2,1,0.6,0.555,0.027,13.84,1.0,분해,0.384,미분해
9DTact,hard_2mm_r1,pair150,2.5,1.5,hard,2,1,0.7,0.527,0.022,16.58,0.99,분해,0.358,미분해
9DTact,hard_2mm_r1,pair150,2.5,1.5,hard,2,1,0.8,0.498,0.021,18.67,0.95,분해,0.332,미분해
9DTact,hard_2mm_r1,pair150,2.5,1.5,hard,2,1,0.9,0.462,0.017,20.08,0.92,분해,0.301,미분해
9DTact,hard_2mm_r2,pair150,2.5,1.5,hard,2,2,0.1,0.309,0.126,1.9,0.83,신호부족,0.183,신호부족
9DTact,hard_2mm_r2,pair150,2.5,1.5,hard,2,2,0.2,0.234,0.083,3.63,0.81,미분해,0.133,미분해
9DTact,hard_2mm_r2,pair150,2.5,1.5,hard,2,2,0.3,0.593,0.044,6.73,0.96,분해,0.422,미분해
9DTact,hard_2mm_r2,pair150,2.5,1.5,hard,2,2,0.4,0.581,0.034,9.59,0.97,분해,0.41,미분해
9DTact,hard_2mm_r2,pair150,2.5,1.5,hard,2,2,0.5,0.562,0.027,11.73,0.92,분해,0.391,미분해
9DTact,hard_2mm_r2,pair150,2.5,1.5,hard,2,2,0.6,0.591,0.024,14.43,0.9,분해,0.42,미분해
9DTact,hard_2mm_r2,pair150,2.5,1.5,hard,2,2,0.7,0.584,0.021,16.47,0.94,분해,0.413,미분해
9DTact,hard_2mm_r2,pair150,2.5,1.5,hard,2,2,0.8,0.522,0.021,17.93,0.89,분해,0.353,미분해
9DTact,hard_2mm_r2,pair150,2.5,1.5,hard,2,2,0.9,0.498,0.02,20.32,0.93,분해,0.332,미분해
9DTact,hard_3mm_r1,pair150,2.5,1.5,hard,3,1,0.1,0.513,0.143,1.31,0.66,신호부족,0.345,신호부족
9DTact,hard_3mm_r1,pair150,2.5,1.5,hard,3,1,0.2,0.445,0.12,1.85,0.76,신호부족,0.286,신호부족
9DTact,hard_3mm_r1,pair150,2.5,1.5,hard,3,1,0.3,0.342,0.129,2.11,0.59,신호부족,0.206,신호부족
9DTact,hard_3mm_r1,pair150,2.5,1.5,hard,3,1,0.4,0.489,0.064,4.53,0.75,분해,0.324,미분해
9DTact,hard_3mm_r1,pair150,2.5,1.5,hard,3,1,0.5,0.581,0.039,7.25,0.97,분해,0.409,미분해
9DTact,hard_3mm_r1,pair150,2.5,1.5,hard,3,1,0.6,0.628,0.035,8.79,0.99,분해,0.457,미분해
9DTact,hard_3mm_r1,pair150,2.5,1.5,hard,3,1,0.7,0.551,0.034,10.36,1.0,분해,0.38,미분해
9DTact,hard_3mm_r1,pair150,2.5,1.5,hard,3,1,0.8,0.551,0.028,11.29,0.96,분해,0.38,미분해
9DTact,hard_3mm_r1,pair150,2.5,1.5,hard,3,1,0.9,0.511,0.024,13.0,0.98,분해,0.343,미분해
9DTact,hard_3mm_r2,pair150,2.5,1.5,hard,3,2,0.1,0.573,0.148,1.3,0.58,신호부족,0.402,신호부족
9DTact,hard_3mm_r2,pair150,2.5,1.5,hard,3,2,0.2,0.378,0.105,1.77,0.78,신호부족,0.233,신호부족
9DTact,hard_3mm_r2,pair150,2.5,1.5,hard,3,2,0.3,0.455,0.086,2.56,0.64,분해,0.295,미분해
9DTact,hard_3mm_r2,pair150,2.5,1.5,hard,3,2,0.4,0.522,0.086,3.79,0.58,분해,0.353,미분해
9DTact,hard_3mm_r2,pair150,2.5,1.5,hard,3,2,0.5,0.535,0.051,5.73,0.76,분해,0.365,미분해
9DTact,hard_3mm_r2,pair150,2.5,1.5,hard,3,2,0.6,0.546,0.039,8.07,0.93,분해,0.376,미분해
9DTact,hard_3mm_r2,pair150,2.5,1.5,hard,3,2,0.7,0.579,0.03,10.08,0.94,분해,0.407,미분해
9DTact,hard_3mm_r2,pair150,2.5,1.5,hard,3,2,0.8,0.551,0.029,11.78,0.96,분해,0.38,미분해
9DTact,hard_3mm_r2,pair150,2.5,1.5,hard,3,2,0.9,0.593,0.027,13.68,0.95,분해,0.421,미분해
DIGIT,soft_1mm_r1,pair010,1.1,0.1,soft,1,1,0.1,0.36,0.015,21.75,0.95,분해,0.219,미분해
DIGIT,soft_1mm_r1,pair010,1.1,0.1,soft,1,1,0.2,0.545,0.017,19.66,0.89,분해,0.375,미분해
DIGIT,soft_1mm_r1,pair010,1.1,0.1,soft,1,1,0.3,0.725,0.019,17.34,0.73,분해,0.568,분해
DIGIT,soft_1mm_r1,pair010,1.1,0.1,soft,1,1,0.4,0.788,0.025,16.31,0.63,분해,0.65,분해
DIGIT,soft_1mm_r1,pair010,1.1,0.1,soft,1,1,0.5,0.831,0.021,15.98,0.59,분해,0.711,분해
DIGIT,soft_1mm_r1,pair010,1.1,0.1,soft,1,1,0.6,0.89,0.019,16.47,0.57,분해,0.802,분해
DIGIT,soft_1mm_r2,pair010,1.1,0.1,soft,1,2,0.1,0.428,0.019,15.69,0.95,분해,0.272,미분해
DIGIT,soft_1mm_r2,pair010,1.1,0.1,soft,1,2,0.2,0.765,0.02,14.74,0.97,분해,0.62,분해
DIGIT,soft_1mm_r2,pair010,1.1,0.1,soft,1,2,0.3,0.898,0.025,12.97,0.82,분해,0.815,분해
DIGIT,soft_1mm_r2,pair010,1.1,0.1,soft,1,2,0.4,0.946,0.027,12.39,0.69,분해,0.897,분해
DIGIT,soft_1mm_r2,pair010,1.1,0.1,soft,1,2,0.5,0.982,0.025,12.67,0.69,분해,0.964,분해
DIGIT,soft_1mm_r2,pair010,1.1,0.1,soft,1,2,0.6,0.967,0.024,11.9,0.64,분해,0.936,분해
DIGIT,soft_2mm_r1,pair010,1.1,0.1,soft,2,1,0.1,0.036,0.019,15.98,0.95,미분해,0.018,미분해
DIGIT,soft_2mm_r1,pair010,1.1,0.1,soft,2,1,0.2,0.041,0.021,14.18,0.98,미분해,0.021,미분해
DIGIT,soft_2mm_r1,pair010,1.1,0.1,soft,2,1,0.3,0.139,0.033,9.99,0.77,미분해,0.074,미분해
DIGIT,soft_2mm_r1,pair010,1.1,0.1,soft,2,1,0.4,0.22,0.039,7.85,0.77,미분해,0.123,미분해
DIGIT,soft_2mm_r1,pair010,1.1,0.1,soft,2,1,0.5,0.361,0.04,6.8,0.92,분해,0.22,미분해
DIGIT,soft_2mm_r1,pair010,1.1,0.1,soft,2,1,0.6,0.282,0.061,4.48,0.7,분해,0.164,미분해
DIGIT,soft_2mm_r1,pair010,1.1,0.1,soft,2,1,0.7,0.656,0.059,4.4,0.52,분해,0.488,미분해
DIGIT,soft_2mm_r1,pair010,1.1,0.1,soft,2,1,0.8,0.866,0.038,7.0,0.92,분해,0.764,분해
DIGIT,soft_2mm_r1,pair010,1.1,0.1,soft,2,1,0.9,0.961,0.032,8.7,0.95,분해,0.925,분해
DIGIT,soft_2mm_r2,pair010,1.1,0.1,soft,2,2,0.1,0.145,0.022,14.18,0.86,미분해,0.078,미분해
DIGIT,soft_2mm_r2,pair010,1.1,0.1,soft,2,2,0.2,0.354,0.023,12.88,0.84,분해,0.215,미분해
DIGIT,soft_2mm_r2,pair010,1.1,0.1,soft,2,2,0.3,0.506,0.024,11.41,0.87,분해,0.339,미분해
DIGIT,soft_2mm_r2,pair010,1.1,0.1,soft,2,2,0.4,0.625,0.026,10.18,0.98,분해,0.455,미분해
DIGIT,soft_2mm_r2,pair010,1.1,0.1,soft,2,2,0.5,0.634,0.036,7.5,0.77,분해,0.464,미분해
DIGIT,soft_2mm_r2,pair010,1.1,0.1,soft,2,2,0.6,0.816,0.044,6.7,0.53,분해,0.689,분해
DIGIT,soft_2mm_r2,pair010,1.1,0.1,soft,2,2,0.7,0.879,0.042,7.06,0.48,분해,0.783,분해
DIGIT,soft_2mm_r2,pair010,1.1,0.1,soft,2,2,0.8,0.941,0.034,8.41,0.56,분해,0.889,분해
DIGIT,soft_2mm_r2,pair010,1.1,0.1,soft,2,2,0.9,0.979,0.031,8.84,0.6,분해,0.96,분해
DIGIT,soft_3mm_r1,pair010,1.1,0.1,soft,3,1,0.1,0.285,0.026,13.46,0.92,분해,0.166,미분해
DIGIT,soft_3mm_r1,pair010,1.1,0.1,soft,3,1,0.2,0.635,0.027,12.49,0.98,분해,0.466,미분해
DIGIT,soft_3mm_r1,pair010,1.1,0.1,soft,3,1,0.3,0.824,0.029,10.75,0.99,분해,0.7,분해
DIGIT,soft_3mm_r1,pair010,1.1,0.1,soft,3,1,0.4,0.927,0.041,8.71,0.95,분해,0.865,분해
DIGIT,soft_3mm_r1,pair010,1.1,0.1,soft,3,1,0.5,0.991,0.048,5.97,0.77,분해,0.983,분해
DIGIT,soft_3mm_r1,pair010,1.1,0.1,soft,3,1,0.6,1.0,0.056,5.48,0.85,분해,1.0,분해
DIGIT,soft_3mm_r1,pair010,1.1,0.1,soft,3,1,0.7,1.0,0.05,5.59,0.99,분해,1.0,분해
DIGIT,soft_3mm_r1,pair010,1.1,0.1,soft,3,1,0.8,1.0,0.06,4.87,0.69,분해,1.0,분해
DIGIT,soft_3mm_r1,pair010,1.1,0.1,soft,3,1,0.9,1.0,0.059,4.77,0.56,분해,1.0,분해
DIGIT,soft_3mm_r2,pair010,1.1,0.1,soft,3,2,0.1,0.246,0.022,13.4,0.99,미분해,0.14,미분해
DIGIT,soft_3mm_r2,pair010,1.1,0.1,soft,3,2,0.2,0.557,0.029,11.24,0.95,분해,0.386,미분해
DIGIT,soft_3mm_r2,pair010,1.1,0.1,soft,3,2,0.3,0.755,0.035,9.21,1.0,분해,0.606,분해
DIGIT,soft_3mm_r2,pair010,1.1,0.1,soft,3,2,0.4,0.876,0.046,6.36,0.83,분해,0.779,분해
DIGIT,soft_3mm_r2,pair010,1.1,0.1,soft,3,2,0.5,0.977,0.063,4.64,0.72,분해,0.954,분해
DIGIT,soft_3mm_r2,pair010,1.1,0.1,soft,3,2,0.6,1.0,0.082,3.74,0.72,분해,1.0,분해
DIGIT,soft_3mm_r2,pair010,1.1,0.1,soft,3,2,0.7,1.0,0.07,3.96,0.9,분해,1.0,분해
DIGIT,soft_3mm_r2,pair010,1.1,0.1,soft,3,2,0.8,1.0,0.093,3.46,0.59,분해,1.0,분해
DIGIT,soft_3mm_r2,pair010,1.1,0.1,soft,3,2,0.9,1.0,0.105,2.84,0.41,분해,1.0,분해
DIGIT,medium_1mm_r1,pair010,1.1,0.1,medium,1,1,0.1,0.554,0.019,15.29,0.97,분해,0.383,미분해
DIGIT,medium_1mm_r1,pair010,1.1,0.1,medium,1,1,0.2,0.642,0.03,11.32,0.69,분해,0.473,미분해
DIGIT,medium_1mm_r1,pair010,1.1,0.1,medium,1,1,0.3,0.7,0.041,8.5,0.46,분해,0.538,분해
DIGIT,medium_1mm_r1,pair010,1.1,0.1,medium,1,1,0.4,0.853,0.04,8.53,0.42,분해,0.744,분해
DIGIT,medium_1mm_r1,pair010,1.1,0.1,medium,1,1,0.5,0.937,0.033,9.57,0.44,분해,0.882,분해
DIGIT,medium_1mm_r1,pair010,1.1,0.1,medium,1,1,0.6,0.966,0.034,9.52,0.43,분해,0.934,분해
DIGIT,medium_1mm_r2,pair010,1.1,0.1,medium,1,2,0.1,0.553,0.026,14.79,0.82,분해,0.382,미분해
DIGIT,medium_1mm_r2,pair010,1.1,0.1,medium,1,2,0.2,0.543,0.031,9.69,0.49,분해,0.373,미분해
DIGIT,medium_1mm_r2,pair010,1.1,0.1,medium,1,2,0.3,0.609,0.04,7.74,0.35,분해,0.438,미분해
DIGIT,medium_1mm_r2,pair010,1.1,0.1,medium,1,2,0.4,0.745,0.043,6.86,0.3,분해,0.593,분해
DIGIT,medium_1mm_r2,pair010,1.1,0.1,medium,1,2,0.5,0.802,0.044,6.78,0.28,분해,0.67,분해
DIGIT,medium_1mm_r2,pair010,1.1,0.1,medium,1,2,0.6,0.805,0.053,6.29,0.25,분해,0.674,분해
DIGIT,medium_2mm_r1,pair010,1.1,0.1,medium,2,1,0.1,0.068,0.025,13.17,0.95,미분해,0.035,미분해
DIGIT,medium_2mm_r1,pair010,1.1,0.1,medium,2,1,0.3,0.286,0.054,5.27,0.61,분해,0.167,미분해
DIGIT,medium_2mm_r1,pair010,1.1,0.1,medium,2,1,0.4,0.541,0.078,3.83,0.7,분해,0.371,미분해
DIGIT,medium_2mm_r1,pair010,1.1,0.1,medium,2,1,0.5,0.764,0.081,3.26,0.74,분해,0.618,분해
DIGIT,medium_2mm_r1,pair010,1.1,0.1,medium,2,1,0.6,0.967,0.067,3.91,0.89,분해,0.936,분해
DIGIT,medium_2mm_r1,pair010,1.1,0.1,medium,2,1,0.7,0.999,0.047,5.12,0.81,분해,0.998,분해
DIGIT,medium_2mm_r1,pair010,1.1,0.1,medium,2,1,0.8,1.0,0.062,3.97,0.46,분해,1.0,분해
DIGIT,medium_2mm_r1,pair010,1.1,0.1,medium,2,1,0.9,1.0,0.055,4.11,0.58,분해,1.0,분해
DIGIT,medium_2mm_r2,pair010,1.1,0.1,medium,2,2,0.1,0.44,0.02,15.21,0.99,분해,0.282,미분해
DIGIT,medium_2mm_r2,pair010,1.1,0.1,medium,2,2,0.2,0.629,0.028,12.3,0.85,분해,0.459,미분해
DIGIT,medium_2mm_r2,pair010,1.1,0.1,medium,2,2,0.3,0.934,0.034,10.64,0.69,분해,0.877,분해
DIGIT,medium_2mm_r2,pair010,1.1,0.1,medium,2,2,0.4,1.0,0.022,13.85,0.82,분해,1.0,분해
DIGIT,medium_2mm_r2,pair010,1.1,0.1,medium,2,2,0.5,1.0,0.019,16.19,0.98,분해,1.0,분해
DIGIT,medium_2mm_r2,pair010,1.1,0.1,medium,2,2,0.6,1.0,0.018,16.19,0.96,분해,1.0,분해
DIGIT,medium_2mm_r2,pair010,1.1,0.1,medium,2,2,0.7,1.0,0.019,15.5,0.9,분해,1.0,분해
DIGIT,medium_2mm_r2,pair010,1.1,0.1,medium,2,2,0.8,1.0,0.022,14.88,0.9,분해,1.0,분해
DIGIT,medium_2mm_r2,pair010,1.1,0.1,medium,2,2,0.9,1.0,0.02,14.46,0.89,분해,1.0,분해
DIGIT,medium_3mm_r1,pair010,1.1,0.1,medium,3,1,0.1,0.183,0.019,16.46,0.88,미분해,0.101,미분해
DIGIT,medium_3mm_r1,pair010,1.1,0.1,medium,3,1,0.2,0.413,0.02,15.98,0.88,분해,0.26,미분해
DIGIT,medium_3mm_r1,pair010,1.1,0.1,medium,3,1,0.3,0.553,0.021,15.56,0.88,분해,0.382,미분해
DIGIT,medium_3mm_r1,pair010,1.1,0.1,medium,3,1,0.4,0.612,0.021,14.09,0.88,분해,0.441,미분해
DIGIT,medium_3mm_r1,pair010,1.1,0.1,medium,3,1,0.5,0.669,0.022,13.0,0.86,분해,0.502,분해
DIGIT,medium_3mm_r1,pair010,1.1,0.1,medium,3,1,0.6,0.711,0.026,12.6,0.91,분해,0.552,분해
DIGIT,medium_3mm_r1,pair010,1.1,0.1,medium,3,1,0.7,0.733,0.027,11.5,0.91,분해,0.579,분해
DIGIT,medium_3mm_r1,pair010,1.1,0.1,medium,3,1,0.8,0.779,0.027,11.27,0.99,분해,0.638,분해
DIGIT,medium_3mm_r1,pair010,1.1,0.1,medium,3,1,0.9,0.767,0.028,9.39,0.82,분해,0.622,분해
DIGIT,medium_3mm_r2,pair010,1.1,0.1,medium,3,2,0.1,0.308,0.022,15.43,0.9,분해,0.182,미분해
DIGIT,medium_3mm_r2,pair010,1.1,0.1,medium,3,2,0.2,0.587,0.024,14.38,0.92,분해,0.415,미분해
DIGIT,medium_3mm_r2,pair010,1.1,0.1,medium,3,2,0.3,0.754,0.024,13.47,0.97,분해,0.605,분해
DIGIT,medium_3mm_r2,pair010,1.1,0.1,medium,3,2,0.4,0.834,0.025,12.21,0.94,분해,0.716,분해
DIGIT,medium_3mm_r2,pair010,1.1,0.1,medium,3,2,0.5,0.863,0.028,10.01,0.85,분해,0.759,분해
DIGIT,medium_3mm_r2,pair010,1.1,0.1,medium,3,2,0.6,0.921,0.042,7.8,0.69,분해,0.853,분해
DIGIT,medium_3mm_r2,pair010,1.1,0.1,medium,3,2,0.7,0.956,0.05,6.46,0.61,분해,0.916,분해
DIGIT,medium_3mm_r2,pair010,1.1,0.1,medium,3,2,0.8,0.999,0.044,6.7,0.72,분해,0.998,분해
DIGIT,medium_3mm_r2,pair010,1.1,0.1,medium,3,2,0.9,1.0,0.039,6.9,0.92,분해,1.0,분해
DIGIT,hard_1mm_r1,pair010,1.1,0.1,hard,1,1,0.1,0.584,0.021,12.36,0.86,분해,0.412,미분해
DIGIT,hard_1mm_r1,pair010,1.1,0.1,hard,1,1,0.2,0.611,0.038,8.15,0.48,분해,0.44,미분해
DIGIT,hard_1mm_r1,pair010,1.1,0.1,hard,1,1,0.3,0.881,0.038,8.25,0.44,분해,0.788,분해
DIGIT,hard_1mm_r1,pair010,1.1,0.1,hard,1,1,0.4,0.972,0.033,8.96,0.44,분해,0.946,분해
DIGIT,hard_1mm_r1,pair010,1.1,0.1,hard,1,1,0.5,0.997,0.033,9.6,0.46,분해,0.994,분해
DIGIT,hard_1mm_r1,pair010,1.1,0.1,hard,1,1,0.6,0.995,0.032,9.15,0.42,분해,0.991,분해
DIGIT,hard_1mm_r2,pair010,1.1,0.1,hard,1,2,0.1,0.788,0.019,15.32,0.83,분해,0.65,분해
DIGIT,hard_1mm_r2,pair010,1.1,0.1,hard,1,2,0.2,0.89,0.026,13.37,0.65,분해,0.802,분해
DIGIT,hard_1mm_r2,pair010,1.1,0.1,hard,1,2,0.3,0.984,0.022,14.93,0.66,분해,0.968,분해
DIGIT,hard_1mm_r2,pair010,1.1,0.1,hard,1,2,0.4,1.0,0.021,15.22,0.65,분해,0.999,분해
DIGIT,hard_1mm_r2,pair010,1.1,0.1,hard,1,2,0.5,1.0,0.019,15.56,0.64,분해,1.0,분해
DIGIT,hard_1mm_r2,pair010,1.1,0.1,hard,1,2,0.6,1.0,0.019,15.38,0.61,분해,1.0,분해
DIGIT,hard_2mm_r1,pair010,1.1,0.1,hard,2,1,0.1,0.185,0.024,14.67,0.96,미분해,0.102,미분해
DIGIT,hard_2mm_r1,pair010,1.1,0.1,hard,2,1,0.2,0.568,0.027,11.8,0.89,분해,0.397,미분해
DIGIT,hard_2mm_r1,pair010,1.1,0.1,hard,2,1,0.3,0.698,0.041,7.82,0.67,분해,0.536,분해
DIGIT,hard_2mm_r1,pair010,1.1,0.1,hard,2,1,0.4,0.832,0.061,4.84,0.42,분해,0.712,분해
DIGIT,hard_2mm_r1,pair010,1.1,0.1,hard,2,1,0.5,0.979,0.053,5.5,0.48,분해,0.96,분해
DIGIT,hard_2mm_r1,pair010,1.1,0.1,hard,2,1,0.6,1.0,0.039,7.22,0.62,분해,1.0,분해
DIGIT,hard_2mm_r1,pair010,1.1,0.1,hard,2,1,0.7,1.0,0.032,8.48,0.74,분해,1.0,분해
DIGIT,hard_2mm_r1,pair010,1.1,0.1,hard,2,1,0.8,1.0,0.026,9.13,0.81,분해,1.0,분해
DIGIT,hard_2mm_r1,pair010,1.1,0.1,hard,2,1,0.9,1.0,0.031,7.67,0.65,분해,1.0,분해
DIGIT,hard_2mm_r2,pair010,1.1,0.1,hard,2,2,0.1,0.237,0.021,15.53,0.85,미분해,0.134,미분해
DIGIT,hard_2mm_r2,pair010,1.1,0.1,hard,2,2,0.2,0.461,0.023,14.41,0.85,분해,0.299,미분해
DIGIT,hard_2mm_r2,pair010,1.1,0.1,hard,2,2,0.3,0.598,0.021,14.01,0.96,분해,0.426,미분해
DIGIT,hard_2mm_r2,pair010,1.1,0.1,hard,2,2,0.4,0.672,0.027,10.02,0.7,분해,0.506,분해
DIGIT,hard_2mm_r2,pair010,1.1,0.1,hard,2,2,0.5,0.809,0.041,7.79,0.48,분해,0.679,분해
DIGIT,hard_2mm_r2,pair010,1.1,0.1,hard,2,2,0.6,0.974,0.036,9.68,0.52,분해,0.95,분해
DIGIT,hard_2mm_r2,pair010,1.1,0.1,hard,2,2,0.7,0.999,0.027,10.79,0.53,분해,0.998,분해
DIGIT,hard_2mm_r2,pair010,1.1,0.1,hard,2,2,0.8,1.0,0.029,11.67,0.58,분해,1.0,분해
DIGIT,hard_2mm_r2,pair010,1.1,0.1,hard,2,2,0.9,1.0,0.025,11.59,0.57,분해,1.0,분해
DIGIT,hard_3mm_r1,pair010,1.1,0.1,hard,3,1,0.1,0.135,0.023,12.07,0.98,미분해,0.073,미분해
DIGIT,hard_3mm_r1,pair010,1.1,0.1,hard,3,1,0.2,0.43,0.026,11.44,0.93,분해,0.274,미분해
DIGIT,hard_3mm_r1,pair010,1.1,0.1,hard,3,1,0.3,0.598,0.025,10.64,0.93,분해,0.427,미분해
DIGIT,hard_3mm_r1,pair010,1.1,0.1,hard,3,1,0.4,0.758,0.029,9.71,0.95,분해,0.611,분해
DIGIT,hard_3mm_r1,pair010,1.1,0.1,hard,3,1,0.5,0.793,0.03,9.28,0.99,분해,0.656,분해
DIGIT,hard_3mm_r1,pair010,1.1,0.1,hard,3,1,0.6,0.832,0.039,6.91,0.88,분해,0.713,분해
DIGIT,hard_3mm_r1,pair010,1.1,0.1,hard,3,1,0.7,0.909,0.05,5.62,0.77,분해,0.833,분해
DIGIT,hard_3mm_r1,pair010,1.1,0.1,hard,3,1,0.8,0.959,0.055,5.14,0.63,분해,0.922,분해
DIGIT,hard_3mm_r1,pair010,1.1,0.1,hard,3,1,0.9,0.967,0.064,4.14,0.5,분해,0.936,분해
DIGIT,hard_3mm_r2,pair010,1.1,0.1,hard,3,2,0.1,0.166,0.018,16.24,0.86,미분해,0.09,미분해
DIGIT,hard_3mm_r2,pair010,1.1,0.1,hard,3,2,0.2,0.388,0.017,15.29,0.83,분해,0.24,미분해
DIGIT,hard_3mm_r2,pair010,1.1,0.1,hard,3,2,0.3,0.592,0.019,14.6,0.87,분해,0.42,미분해
DIGIT,hard_3mm_r2,pair010,1.1,0.1,hard,3,2,0.4,0.651,0.022,13.08,0.83,분해,0.483,미분해
DIGIT,hard_3mm_r2,pair010,1.1,0.1,hard,3,2,0.5,0.716,0.026,12.57,0.93,분해,0.557,분해
DIGIT,hard_3mm_r2,pair010,1.1,0.1,hard,3,2,0.6,0.824,0.03,10.83,0.98,분해,0.7,분해
DIGIT,hard_3mm_r2,pair010,1.1,0.1,hard,3,2,0.7,0.84,0.032,9.2,0.83,분해,0.723,분해
DIGIT,hard_3mm_r2,pair010,1.1,0.1,hard,3,2,0.8,0.886,0.037,8.4,0.74,분해,0.795,분해
DIGIT,hard_3mm_r2,pair010,1.1,0.1,hard,3,2,0.9,0.922,0.032,8.14,0.66,분해,0.856,분해
DIGIT,soft_1mm_r1,pair025,1.25,0.25,soft,1,1,0.1,0.791,0.016,18.22,0.92,분해,0.654,분해
DIGIT,soft_1mm_r1,pair025,1.25,0.25,soft,1,1,0.2,0.86,0.016,18.87,0.92,분해,0.755,분해
DIGIT,soft_1mm_r1,pair025,1.25,0.25,soft,1,1,0.3,0.869,0.021,16.86,0.82,분해,0.769,분해
DIGIT,soft_1mm_r1,pair025,1.25,0.25,soft,1,1,0.4,0.921,0.021,14.74,0.68,분해,0.854,분해
DIGIT,soft_1mm_r1,pair025,1.25,0.25,soft,1,1,0.5,0.95,0.022,13.46,0.61,분해,0.904,분해
DIGIT,soft_1mm_r1,pair025,1.25,0.25,soft,1,1,0.6,0.984,0.024,12.82,0.57,분해,0.968,분해
DIGIT,soft_1mm_r2,pair025,1.25,0.25,soft,1,2,0.1,0.773,0.017,16.79,0.93,분해,0.631,분해
DIGIT,soft_1mm_r2,pair025,1.25,0.25,soft,1,2,0.2,0.972,0.017,17.17,0.93,분해,0.946,분해
DIGIT,soft_1mm_r2,pair025,1.25,0.25,soft,1,2,0.3,0.973,0.016,17.55,0.93,분해,0.947,분해
DIGIT,soft_1mm_r2,pair025,1.25,0.25,soft,1,2,0.4,0.988,0.017,17.27,0.87,분해,0.977,분해
DIGIT,soft_1mm_r2,pair025,1.25,0.25,soft,1,2,0.5,0.997,0.016,17.27,0.86,분해,0.994,분해
DIGIT,soft_1mm_r2,pair025,1.25,0.25,soft,1,2,0.6,1.0,0.015,17.1,0.83,분해,1.0,분해
DIGIT,soft_2mm_r1,pair025,1.25,0.25,soft,2,1,0.1,0.362,0.016,16.62,0.95,분해,0.221,미분해
DIGIT,soft_2mm_r1,pair025,1.25,0.25,soft,2,1,0.2,0.907,0.018,15.75,0.95,분해,0.829,분해
DIGIT,soft_2mm_r1,pair025,1.25,0.25,soft,2,1,0.3,0.992,0.021,15.58,0.94,분해,0.985,분해
DIGIT,soft_2mm_r1,pair025,1.25,0.25,soft,2,1,0.4,0.999,0.018,16.16,0.99,분해,0.997,분해
DIGIT,soft_2mm_r1,pair025,1.25,0.25,soft,2,1,0.5,1.0,0.019,16.24,0.99,분해,1.0,분해
DIGIT,soft_2mm_r1,pair025,1.25,0.25,soft,2,1,0.6,1.0,0.018,16.16,0.97,분해,1.0,분해
DIGIT,soft_2mm_r1,pair025,1.25,0.25,soft,2,1,0.7,1.0,0.02,16.07,1.0,분해,1.0,분해
DIGIT,soft_2mm_r1,pair025,1.25,0.25,soft,2,1,0.8,1.0,0.022,16.25,0.98,분해,1.0,분해
DIGIT,soft_2mm_r1,pair025,1.25,0.25,soft,2,1,0.9,1.0,0.019,16.03,0.95,분해,1.0,분해
DIGIT,soft_2mm_r2,pair025,1.25,0.25,soft,2,2,0.1,0.4,0.019,16.36,0.93,분해,0.25,미분해
DIGIT,soft_2mm_r2,pair025,1.25,0.25,soft,2,2,0.2,0.866,0.017,16.57,0.99,분해,0.763,분해
DIGIT,soft_2mm_r2,pair025,1.25,0.25,soft,2,2,0.3,0.979,0.017,16.15,0.99,분해,0.96,분해
DIGIT,soft_2mm_r2,pair025,1.25,0.25,soft,2,2,0.4,0.997,0.019,15.8,0.94,분해,0.994,분해
DIGIT,soft_2mm_r2,pair025,1.25,0.25,soft,2,2,0.5,1.0,0.019,15.74,0.89,분해,1.0,분해
DIGIT,soft_2mm_r2,pair025,1.25,0.25,soft,2,2,0.6,1.0,0.017,16.03,0.9,분해,1.0,분해
DIGIT,soft_2mm_r2,pair025,1.25,0.25,soft,2,2,0.7,1.0,0.019,16.14,0.93,분해,1.0,분해
DIGIT,soft_2mm_r2,pair025,1.25,0.25,soft,2,2,0.8,1.0,0.021,15.32,0.89,분해,1.0,분해
DIGIT,soft_2mm_r2,pair025,1.25,0.25,soft,2,2,0.9,1.0,0.016,15.38,0.89,분해,1.0,분해
DIGIT,soft_3mm_r1,pair025,1.25,0.25,soft,3,1,0.1,0.134,0.023,14.81,0.98,미분해,0.072,미분해
DIGIT,soft_3mm_r1,pair025,1.25,0.25,soft,3,1,0.2,0.53,0.025,13.85,0.96,분해,0.36,미분해
DIGIT,soft_3mm_r1,pair025,1.25,0.25,soft,3,1,0.3,0.892,0.026,13.6,0.98,분해,0.805,분해
DIGIT,soft_3mm_r1,pair025,1.25,0.25,soft,3,1,0.4,1.0,0.025,12.77,0.91,분해,1.0,분해
DIGIT,soft_3mm_r1,pair025,1.25,0.25,soft,3,1,0.5,1.0,0.027,11.78,0.83,분해,1.0,분해
DIGIT,soft_3mm_r1,pair025,1.25,0.25,soft,3,1,0.6,1.0,0.032,10.72,0.73,분해,1.0,분해
