principle,unit,probe,centre_gap_mm,edge_gap_mm,hardness,thickness_mm,rep,depth_mm,dip,dip_sd,imprint_lvl,symmetry,verdict,mtf,verdict_mtf
9DTact,medium_2mm_r2,pair050,1.5,0.5,medium,2,2,0.2,0.23,0.033,8.23,1.0,미분해,0.13,미분해
9DTact,medium_2mm_r2,pair050,1.5,0.5,medium,2,2,0.3,0.248,0.03,10.51,0.96,미분해,0.142,미분해
9DTact,medium_3mm_r1,pair050,1.5,0.5,medium,3,1,0.1,0.164,0.212,0.81,0.41,신호부족,0.089,신호부족
9DTact,medium_3mm_r1,pair050,1.5,0.5,medium,3,1,0.2,0.297,0.126,1.42,0.52,신호부족,0.175,신호부족
9DTact,medium_3mm_r2,pair050,1.5,0.5,medium,3,2,0.1,0.665,0.145,1.07,0.77,신호부족,0.498,신호부족
9DTact,medium_3mm_r2,pair050,1.5,0.5,medium,3,2,0.2,0.151,0.123,1.59,0.52,신호부족,0.082,신호부족
9DTact,medium_3mm_r2,pair050,1.5,0.5,medium,3,2,0.3,0.151,0.074,3.36,0.85,미분해,0.082,미분해
9DTact,hard_1mm_r1,pair050,1.5,0.5,hard,1,1,0.1,0.304,0.085,2.42,0.73,신호부족,0.179,신호부족
9DTact,hard_1mm_r1,pair050,1.5,0.5,hard,1,1,0.2,0.228,0.056,4.17,0.81,미분해,0.129,미분해
9DTact,hard_1mm_r1,pair050,1.5,0.5,hard,1,1,0.3,0.246,0.035,6.47,0.84,미분해,0.14,미분해
9DTact,hard_1mm_r2,pair050,1.5,0.5,hard,1,2,0.1,0.507,0.149,1.06,0.77,신호부족,0.34,신호부족
9DTact,hard_1mm_r2,pair050,1.5,0.5,hard,1,2,0.2,0.761,0.121,1.44,0.78,신호부족,0.614,신호부족
9DTact,hard_1mm_r2,pair050,1.5,0.5,hard,1,2,0.3,0.019,0.109,2.1,0.58,신호부족,0.01,신호부족
9DTact,hard_2mm_r1,pair050,1.5,0.5,hard,2,1,0.1,0.628,0.084,2.12,0.67,신호부족,0.458,신호부족
9DTact,hard_2mm_r1,pair050,1.5,0.5,hard,2,1,0.2,0.411,0.071,3.31,0.73,분해,0.259,미분해
9DTact,hard_2mm_r1,pair050,1.5,0.5,hard,2,1,0.3,0.327,0.057,5.58,0.95,분해,0.195,미분해
9DTact,hard_2mm_r2,pair050,1.5,0.5,hard,2,2,0.1,0.674,0.095,2.02,0.89,신호부족,0.508,신호부족
9DTact,hard_2mm_r2,pair050,1.5,0.5,hard,2,2,0.2,0.084,0.068,3.25,0.9,미분해,0.044,미분해
9DTact,hard_2mm_r2,pair050,1.5,0.5,hard,2,2,0.3,0.266,0.046,6.37,0.87,분해,0.153,미분해
9DTact,hard_3mm_r1,pair050,1.5,0.5,hard,3,1,0.1,0.577,0.14,1.43,0.75,신호부족,0.405,신호부족
9DTact,hard_3mm_r1,pair050,1.5,0.5,hard,3,1,0.2,0.124,0.149,1.64,0.54,신호부족,0.066,신호부족
9DTact,hard_3mm_r2,pair050,1.5,0.5,hard,3,2,0.1,0.592,0.133,1.27,0.67,신호부족,0.42,신호부족
9DTact,hard_3mm_r2,pair050,1.5,0.5,hard,3,2,0.2,0.564,0.108,1.64,0.63,신호부족,0.393,신호부족
9DTact,hard_3mm_r2,pair050,1.5,0.5,hard,3,2,0.3,0.127,0.112,1.82,0.45,신호부족,0.068,신호부족
9DTact,soft_1mm_r1,pair075,1.75,0.75,soft,1,1,0.1,0.245,0.12,1.21,0.55,신호부족,0.14,신호부족
9DTact,soft_1mm_r1,pair075,1.75,0.75,soft,1,1,0.2,0.491,0.043,4.27,0.99,분해,0.326,미분해
9DTact,soft_1mm_r1,pair075,1.75,0.75,soft,1,1,0.3,0.579,0.03,6.09,0.98,분해,0.408,미분해
9DTact,soft_1mm_r2,pair075,1.75,0.75,soft,1,2,0.1,0.528,0.11,1.84,0.67,신호부족,0.359,신호부족
9DTact,soft_1mm_r2,pair075,1.75,0.75,soft,1,2,0.2,0.289,0.056,3.45,0.81,분해,0.169,미분해
9DTact,soft_1mm_r2,pair075,1.75,0.75,soft,1,2,0.3,0.499,0.041,5.12,0.82,분해,0.332,미분해
9DTact,soft_2mm_r1,pair075,1.75,0.75,soft,2,1,0.1,0.22,0.146,1.62,0.64,신호부족,0.123,신호부족
9DTact,soft_2mm_r1,pair075,1.75,0.75,soft,2,1,0.2,0.296,0.08,3.35,0.85,분해,0.174,미분해
9DTact,soft_2mm_r1,pair075,1.75,0.75,soft,2,1,0.3,0.369,0.049,6.44,0.99,분해,0.226,미분해
9DTact,soft_2mm_r2,pair075,1.75,0.75,soft,2,2,0.1,0.518,0.093,2.17,0.94,신호부족,0.349,신호부족
9DTact,soft_2mm_r2,pair075,1.75,0.75,soft,2,2,0.2,0.068,0.102,3.18,0.91,미분해,0.035,미분해
9DTact,soft_2mm_r2,pair075,1.75,0.75,soft,2,2,0.3,0.328,0.05,6.18,0.96,분해,0.196,미분해
9DTact,soft_3mm_r1,pair075,1.75,0.75,soft,3,1,0.1,0.115,0.15,1.51,0.56,신호부족,0.061,신호부족
9DTact,soft_3mm_r1,pair075,1.75,0.75,soft,3,1,0.2,0.052,0.095,2.87,0.64,미분해,0.027,미분해
9DTact,soft_3mm_r1,pair075,1.75,0.75,soft,3,1,0.3,0.227,0.054,5.48,0.84,미분해,0.128,미분해
9DTact,soft_3mm_r2,pair075,1.75,0.75,soft,3,2,0.1,0.395,0.149,1.52,0.5,신호부족,0.246,신호부족
9DTact,soft_3mm_r2,pair075,1.75,0.75,soft,3,2,0.2,0.239,0.062,3.81,0.86,미분해,0.136,미분해
9DTact,soft_3mm_r2,pair075,1.75,0.75,soft,3,2,0.3,0.196,0.045,5.83,0.81,미분해,0.109,미분해
9DTact,medium_1mm_r1,pair075,1.75,0.75,medium,1,1,0.1,0.065,0.067,3.93,0.61,미분해,0.034,미분해
9DTact,medium_1mm_r1,pair075,1.75,0.75,medium,1,1,0.2,0.158,0.046,5.86,0.62,미분해,0.086,미분해
9DTact,medium_1mm_r1,pair075,1.75,0.75,medium,1,1,0.3,0.196,0.037,7.66,0.7,미분해,0.109,미분해
9DTact,medium_1mm_r2,pair075,1.75,0.75,medium,1,2,0.1,0.26,0.088,2.26,0.4,신호부족,0.15,신호부족
9DTact,medium_1mm_r2,pair075,1.75,0.75,medium,1,2,0.2,0.093,0.12,1.71,0.4,신호부족,0.049,신호부족
9DTact,medium_1mm_r2,pair075,1.75,0.75,medium,1,2,0.3,0.449,0.118,1.56,0.53,신호부족,0.289,신호부족
9DTact,medium_2mm_r2,pair075,1.75,0.75,medium,2,2,0.1,0.079,0.118,2.15,0.58,신호부족,0.041,신호부족
9DTact,medium_2mm_r2,pair075,1.75,0.75,medium,2,2,0.2,0.299,0.057,5.53,0.91,분해,0.176,미분해
9DTact,medium_2mm_r2,pair075,1.75,0.75,medium,2,2,0.3,0.252,0.041,8.0,0.94,미분해,0.144,미분해
9DTact,medium_3mm_r1,pair075,1.75,0.75,medium,3,1,0.1,0.7,0.112,1.16,0.94,신호부족,0.539,신호부족
9DTact,medium_3mm_r1,pair075,1.75,0.75,medium,3,1,0.2,0.638,0.123,1.34,0.7,신호부족,0.469,신호부족
9DTact,medium_3mm_r1,pair075,1.75,0.75,medium,3,1,0.3,0.31,0.138,1.46,0.53,신호부족,0.184,신호부족
9DTact,medium_3mm_r2,pair075,1.75,0.75,medium,3,2,0.1,0.616,0.119,1.32,0.73,신호부족,0.445,신호부족
9DTact,medium_3mm_r2,pair075,1.75,0.75,medium,3,2,0.2,0.008,0.134,1.82,0.57,신호부족,0.004,신호부족
9DTact,medium_3mm_r2,pair075,1.75,0.75,medium,3,2,0.3,0.292,0.061,3.81,0.83,분해,0.171,미분해
9DTact,hard_1mm_r1,pair075,1.75,0.75,hard,1,1,0.1,0.341,0.056,3.41,0.89,분해,0.206,미분해
9DTact,hard_1mm_r1,pair075,1.75,0.75,hard,1,1,0.3,0.462,0.023,8.12,0.93,분해,0.3,미분해
9DTact,hard_1mm_r2,pair075,1.75,0.75,hard,1,2,0.1,0.702,0.131,1.35,0.63,신호부족,0.541,신호부족
9DTact,hard_1mm_r2,pair075,1.75,0.75,hard,1,2,0.3,0.031,0.064,4.02,0.82,미분해,0.016,미분해
9DTact,hard_2mm_r1,pair075,1.75,0.75,hard,2,1,0.1,0.41,0.126,1.94,0.85,신호부족,0.258,신호부족
9DTact,hard_2mm_r1,pair075,1.75,0.75,hard,2,1,0.2,0.278,0.104,2.64,0.7,잡음,0.161,미분해
9DTact,hard_2mm_r1,pair075,1.75,0.75,hard,2,1,0.3,0.343,0.058,5.35,0.95,분해,0.207,미분해
9DTact,hard_2mm_r2,pair075,1.75,0.75,hard,2,2,0.2,0.007,0.056,5.36,0.88,미분해,0.004,미분해
9DTact,hard_2mm_r2,pair075,1.75,0.75,hard,2,2,0.3,0.287,0.034,8.12,0.9,분해,0.167,미분해
9DTact,hard_3mm_r1,pair075,1.75,0.75,hard,3,1,0.1,0.581,0.12,1.48,0.65,신호부족,0.41,신호부족
9DTact,hard_3mm_r1,pair075,1.75,0.75,hard,3,1,0.2,0.518,0.095,2.26,0.83,신호부족,0.35,신호부족
9DTact,hard_3mm_r1,pair075,1.75,0.75,hard,3,1,0.3,0.203,0.096,2.6,0.73,미분해,0.113,미분해
9DTact,hard_3mm_r2,pair075,1.75,0.75,hard,3,2,0.1,0.617,0.103,1.62,0.94,신호부족,0.446,신호부족
9DTact,hard_3mm_r2,pair075,1.75,0.75,hard,3,2,0.2,0.305,0.135,1.63,0.55,신호부족,0.18,신호부족
9DTact,hard_3mm_r2,pair075,1.75,0.75,hard,3,2,0.3,0.212,0.079,3.05,0.61,미분해,0.118,미분해
9DTact,soft_1mm_r1,pair100,2.0,1.0,soft,1,1,0.1,0.211,0.247,0.7,0.19,신호부족,0.118,신호부족
9DTact,soft_1mm_r1,pair100,2.0,1.0,soft,1,1,0.3,0.487,0.034,5.99,0.73,분해,0.322,미분해
9DTact,soft_1mm_r2,pair100,2.0,1.0,soft,1,2,0.1,0.345,0.117,1.86,0.54,신호부족,0.209,신호부족
9DTact,soft_1mm_r2,pair100,2.0,1.0,soft,1,2,0.2,0.143,0.093,2.4,0.47,신호부족,0.077,신호부족
9DTact,soft_1mm_r2,pair100,2.0,1.0,soft,1,2,0.3,0.47,0.048,4.19,0.62,분해,0.307,미분해
9DTact,soft_2mm_r1,pair100,2.0,1.0,soft,2,1,0.1,0.384,0.08,3.28,0.95,분해,0.237,미분해
9DTact,soft_2mm_r1,pair100,2.0,1.0,soft,2,1,0.2,0.49,0.042,6.38,1.0,분해,0.325,미분해
9DTact,soft_2mm_r1,pair100,2.0,1.0,soft,2,1,0.3,0.428,0.038,7.81,0.92,분해,0.272,미분해
9DTact,soft_2mm_r2,pair100,2.0,1.0,soft,2,2,0.1,0.551,0.044,7.09,0.9,분해,0.381,미분해
9DTact,soft_2mm_r2,pair100,2.0,1.0,soft,2,2,0.2,0.502,0.042,8.4,0.89,분해,0.335,미분해
9DTact,soft_2mm_r2,pair100,2.0,1.0,soft,2,2,0.3,0.366,0.036,10.26,0.97,분해,0.224,미분해
9DTact,soft_3mm_r1,pair100,2.0,1.0,soft,3,1,0.1,0.53,0.158,1.29,0.46,신호부족,0.361,신호부족
9DTact,soft_3mm_r1,pair100,2.0,1.0,soft,3,1,0.2,0.093,0.115,1.93,0.47,신호부족,0.049,신호부족
9DTact,soft_3mm_r1,pair100,2.0,1.0,soft,3,1,0.3,0.289,0.065,3.95,0.64,분해,0.169,미분해
9DTact,soft_3mm_r2,pair100,2.0,1.0,soft,3,2,0.1,0.529,0.117,1.36,0.48,신호부족,0.359,신호부족
9DTact,soft_3mm_r2,pair100,2.0,1.0,soft,3,2,0.2,0.454,0.071,3.07,0.72,분해,0.293,미분해
9DTact,soft_3mm_r2,pair100,2.0,1.0,soft,3,2,0.3,0.295,0.05,5.42,0.91,분해,0.173,미분해
9DTact,medium_1mm_r1,pair100,2.0,1.0,medium,1,1,0.1,0.119,0.058,4.38,0.83,미분해,0.063,미분해
9DTact,medium_1mm_r1,pair100,2.0,1.0,medium,1,1,0.2,0.299,0.037,6.48,0.9,분해,0.176,미분해
9DTact,medium_1mm_r1,pair100,2.0,1.0,medium,1,1,0.3,0.495,0.024,8.8,0.89,분해,0.329,미분해
9DTact,medium_1mm_r2,pair100,2.0,1.0,medium,1,2,0.1,0.227,0.14,1.67,0.6,신호부족,0.128,신호부족
9DTact,medium_1mm_r2,pair100,2.0,1.0,medium,1,2,0.2,0.293,0.128,1.62,0.55,신호부족,0.172,신호부족
9DTact,medium_1mm_r2,pair100,2.0,1.0,medium,1,2,0.3,0.546,0.108,1.87,0.46,신호부족,0.376,신호부족
9DTact,medium_2mm_r2,pair100,2.0,1.0,medium,2,2,0.1,0.274,0.147,1.52,0.63,신호부족,0.159,신호부족
9DTact,medium_2mm_r2,pair100,2.0,1.0,medium,2,2,0.2,0.366,0.067,4.17,0.92,분해,0.224,미분해
9DTact,medium_2mm_r2,pair100,2.0,1.0,medium,2,2,0.3,0.482,0.044,6.89,0.95,분해,0.317,미분해
9DTact,medium_3mm_r1,pair100,2.0,1.0,medium,3,1,0.1,0.236,0.136,1.38,0.54,신호부족,0.134,신호부족
9DTact,medium_3mm_r1,pair100,2.0,1.0,medium,3,1,0.2,0.033,0.118,1.76,0.58,신호부족,0.017,신호부족
9DTact,medium_3mm_r2,pair100,2.0,1.0,medium,3,2,0.1,0.248,0.171,0.96,0.51,신호부족,0.141,신호부족
9DTact,medium_3mm_r2,pair100,2.0,1.0,medium,3,2,0.2,0.381,0.108,1.84,0.62,신호부족,0.235,신호부족
9DTact,medium_3mm_r2,pair100,2.0,1.0,medium,3,2,0.3,0.243,0.07,3.67,0.74,미분해,0.138,미분해
9DTact,hard_1mm_r1,pair100,2.0,1.0,hard,1,1,0.1,0.262,0.109,1.9,0.74,신호부족,0.151,신호부족
9DTact,hard_1mm_r1,pair100,2.0,1.0,hard,1,1,0.2,0.431,0.058,3.24,0.55,분해,0.275,미분해
9DTact,hard_1mm_r1,pair100,2.0,1.0,hard,1,1,0.3,0.525,0.032,6.48,0.8,분해,0.356,미분해
9DTact,hard_1mm_r2,pair100,2.0,1.0,hard,1,2,0.1,0.687,0.108,1.45,0.91,신호부족,0.523,신호부족
9DTact,hard_1mm_r2,pair100,2.0,1.0,hard,1,2,0.2,0.563,0.098,1.99,0.84,신호부족,0.391,신호부족
9DTact,hard_1mm_r2,pair100,2.0,1.0,hard,1,2,0.3,0.262,0.092,2.63,0.81,미분해,0.151,미분해
9DTact,hard_2mm_r1,pair100,2.0,1.0,hard,2,1,0.1,0.427,0.198,0.86,0.43,신호부족,0.272,신호부족
9DTact,hard_2mm_r1,pair100,2.0,1.0,hard,2,1,0.2,0.182,0.115,1.85,0.72,신호부족,0.1,신호부족
9DTact,hard_2mm_r1,pair100,2.0,1.0,hard,2,1,0.3,0.618,0.054,4.66,0.95,분해,0.447,미분해
9DTact,hard_2mm_r2,pair100,2.0,1.0,hard,2,2,0.1,0.209,0.115,2.37,0.82,신호부족,0.116,신호부족
9DTact,hard_2mm_r2,pair100,2.0,1.0,hard,2,2,0.2,0.589,0.054,4.63,0.95,분해,0.417,미분해
9DTact,hard_2mm_r2,pair100,2.0,1.0,hard,2,2,0.3,0.578,0.05,6.89,0.96,분해,0.406,미분해
9DTact,hard_3mm_r1,pair100,2.0,1.0,hard,3,1,0.1,0.7,0.202,0.76,0.63,신호부족,0.538,신호부족
9DTact,hard_3mm_r1,pair100,2.0,1.0,hard,3,1,0.2,0.482,0.213,0.89,0.69,신호부족,0.318,신호부족
9DTact,hard_3mm_r1,pair100,2.0,1.0,hard,3,1,0.3,0.578,0.126,1.39,0.88,신호부족,0.406,신호부족
9DTact,hard_3mm_r2,pair100,2.0,1.0,hard,3,2,0.1,0.616,0.137,1.23,0.62,신호부족,0.445,신호부족
9DTact,hard_3mm_r2,pair100,2.0,1.0,hard,3,2,0.2,0.531,0.11,1.93,0.8,신호부족,0.362,신호부족
9DTact,soft_1mm_r1,pair150,2.5,1.5,soft,1,1,0.1,0.705,0.11,1.36,0.77,신호부족,0.545,신호부족
9DTact,soft_1mm_r1,pair150,2.5,1.5,soft,1,1,0.2,0.334,0.188,0.98,0.19,신호부족,0.201,신호부족
9DTact,soft_1mm_r1,pair150,2.5,1.5,soft,1,1,0.3,0.822,0.035,5.48,0.88,분해,0.698,분해
9DTact,soft_1mm_r1,pair150,2.5,1.5,soft,1,1,0.4,0.742,0.034,5.6,0.63,분해,0.589,분해
9DTact,soft_1mm_r1,pair150,2.5,1.5,soft,1,1,0.5,0.831,0.024,8.87,0.78,분해,0.712,분해
9DTact,soft_1mm_r1,pair150,2.5,1.5,soft,1,1,0.6,0.838,0.021,10.35,0.84,분해,0.721,분해
9DTact,soft_1mm_r2,pair150,2.5,1.5,soft,1,2,0.1,0.659,0.054,3.67,0.93,분해,0.492,미분해
9DTact,soft_1mm_r2,pair150,2.5,1.5,soft,1,2,0.2,0.658,0.035,6.07,0.85,분해,0.49,미분해
9DTact,soft_1mm_r2,pair150,2.5,1.5,soft,1,2,0.3,0.796,0.027,8.16,0.85,분해,0.661,분해
9DTact,soft_1mm_r2,pair150,2.5,1.5,soft,1,2,0.4,0.794,0.022,9.98,0.87,분해,0.659,분해
9DTact,soft_1mm_r2,pair150,2.5,1.5,soft,1,2,0.5,0.84,0.02,11.89,0.87,분해,0.724,분해
9DTact,soft_1mm_r2,pair150,2.5,1.5,soft,1,2,0.6,0.836,0.017,13.47,0.86,분해,0.718,분해
9DTact,soft_2mm_r1,pair150,2.5,1.5,soft,2,1,0.1,0.462,0.084,2.89,0.87,분해,0.3,미분해
9DTact,soft_2mm_r1,pair150,2.5,1.5,soft,2,1,0.2,0.612,0.051,5.08,0.81,분해,0.441,미분해
9DTact,soft_2mm_r1,pair150,2.5,1.5,soft,2,1,0.3,0.707,0.033,8.65,0.95,분해,0.547,분해
9DTact,soft_2mm_r1,pair150,2.5,1.5,soft,2,1,0.4,0.705,0.026,10.81,0.96,분해,0.544,분해
9DTact,soft_2mm_r1,pair150,2.5,1.5,soft,2,1,0.5,0.695,0.024,14.07,0.96,분해,0.532,분해
9DTact,soft_2mm_r1,pair150,2.5,1.5,soft,2,1,0.6,0.69,0.021,17.23,1.0,분해,0.526,분해
9DTact,soft_2mm_r1,pair150,2.5,1.5,soft,2,1,0.7,0.691,0.017,20.62,0.98,분해,0.528,분해
9DTact,soft_2mm_r1,pair150,2.5,1.5,soft,2,1,0.8,0.684,0.016,23.56,0.96,분해,0.519,분해
9DTact,soft_2mm_r1,pair150,2.5,1.5,soft,2,1,0.9,0.685,0.015,27.87,0.98,분해,0.521,분해
9DTact,soft_2mm_r2,pair150,2.5,1.5,soft,2,2,0.1,0.368,0.116,2.64,0.66,분해,0.226,미분해
9DTact,soft_2mm_r2,pair150,2.5,1.5,soft,2,2,0.2,0.698,0.063,5.37,0.84,분해,0.536,분해
9DTact,soft_2mm_r2,pair150,2.5,1.5,soft,2,2,0.3,0.696,0.056,7.29,0.77,분해,0.534,분해
9DTact,soft_2mm_r2,pair150,2.5,1.5,soft,2,2,0.4,0.682,0.039,9.72,0.83,분해,0.517,분해
9DTact,soft_2mm_r2,pair150,2.5,1.5,soft,2,2,0.5,0.647,0.034,11.74,0.8,분해,0.478,미분해
9DTact,soft_2mm_r2,pair150,2.5,1.5,soft,2,2,0.6,0.664,0.025,14.98,0.89,분해,0.497,미분해
9DTact,soft_2mm_r2,pair150,2.5,1.5,soft,2,2,0.7,0.663,0.023,17.39,0.85,분해,0.495,미분해
9DTact,soft_2mm_r2,pair150,2.5,1.5,soft,2,2,0.8,0.641,0.02,20.85,0.87,분해,0.472,미분해
9DTact,soft_2mm_r2,pair150,2.5,1.5,soft,2,2,0.9,0.607,0.018,24.22,0.89,분해,0.435,미분해
9DTact,soft_3mm_r2,pair150,2.5,1.5,soft,3,2,0.1,0.705,0.161,0.67,0.74,신호부족,0.544,신호부족
9DTact,soft_3mm_r2,pair150,2.5,1.5,soft,3,2,0.2,0.715,0.192,0.56,0.59,신호부족,0.557,신호부족
9DTact,soft_3mm_r2,pair150,2.5,1.5,soft,3,2,0.3,0.649,0.161,0.78,0.77,신호부족,0.481,신호부족
9DTact,soft_3mm_r2,pair150,2.5,1.5,soft,3,2,0.4,0.403,0.163,0.91,0.36,신호부족,0.253,신호부족
9DTact,soft_3mm_r2,pair150,2.5,1.5,soft,3,2,0.5,0.612,0.093,2.21,0.59,신호부족,0.441,신호부족
9DTact,soft_3mm_r2,pair150,2.5,1.5,soft,3,2,0.6,0.634,0.06,4.41,0.72,분해,0.464,미분해
9DTact,soft_3mm_r2,pair150,2.5,1.5,soft,3,2,0.7,0.639,0.044,7.04,0.87,분해,0.47,미분해
9DTact,soft_3mm_r2,pair150,2.5,1.5,soft,3,2,0.8,0.612,0.039,10.13,0.93,분해,0.441,미분해
9DTact,soft_3mm_r2,pair150,2.5,1.5,soft,3,2,0.9,0.602,0.03,12.81,0.99,분해,0.43,미분해
9DTact,medium_1mm_r1,pair150,2.5,1.5,medium,1,1,0.1,0.401,0.071,3.97,0.92,분해,0.251,미분해
9DTact,medium_1mm_r1,pair150,2.5,1.5,medium,1,1,0.2,0.052,0.063,4.8,0.97,미분해,0.026,미분해
9DTact,medium_1mm_r1,pair150,2.5,1.5,medium,1,1,0.3,0.292,0.038,6.95,0.9,분해,0.171,미분해
9DTact,medium_1mm_r1,pair150,2.5,1.5,medium,1,1,0.4,0.581,0.028,9.44,0.94,분해,0.41,미분해
9DTact,medium_1mm_r1,pair150,2.5,1.5,medium,1,1,0.5,0.649,0.021,12.43,0.88,분해,0.481,미분해
9DTact,medium_1mm_r1,pair150,2.5,1.5,medium,1,1,0.6,0.693,0.018,15.1,0.87,분해,0.53,분해
9DTact,medium_1mm_r2,pair150,2.5,1.5,medium,1,2,0.2,0.018,0.112,2.29,0.37,신호부족,0.009,신호부족
9DTact,medium_1mm_r2,pair150,2.5,1.5,medium,1,2,0.4,0.513,0.12,1.79,0.57,신호부족,0.345,신호부족
9DTact,medium_1mm_r2,pair150,2.5,1.5,medium,1,2,0.5,0.593,0.099,2.0,0.78,신호부족,0.421,신호부족
9DTact,medium_1mm_r2,pair150,2.5,1.5,medium,1,2,0.6,0.531,0.107,1.74,0.36,신호부족,0.362,신호부족
9DTact,medium_2mm_r2,pair150,2.5,1.5,medium,2,2,0.1,0.424,0.084,3.25,0.83,분해,0.269,미분해
9DTact,medium_2mm_r2,pair150,2.5,1.5,medium,2,2,0.2,0.728,0.054,6.9,0.97,분해,0.573,분해
9DTact,medium_2mm_r2,pair150,2.5,1.5,medium,2,2,0.3,0.674,0.04,9.07,0.91,분해,0.509,분해
9DTact,medium_2mm_r2,pair150,2.5,1.5,medium,2,2,0.4,0.697,0.03,11.87,0.86,분해,0.534,분해
9DTact,medium_2mm_r2,pair150,2.5,1.5,medium,2,2,0.5,0.676,0.024,15.31,0.95,분해,0.51,분해
9DTact,medium_2mm_r2,pair150,2.5,1.5,medium,2,2,0.6,0.635,0.022,17.36,0.91,분해,0.465,미분해
9DTact,medium_2mm_r2,pair150,2.5,1.5,medium,2,2,0.7,0.642,0.017,20.38,0.9,분해,0.473,미분해
9DTact,medium_2mm_r2,pair150,2.5,1.5,medium,2,2,0.8,0.616,0.016,23.18,0.92,분해,0.445,미분해
9DTact,medium_2mm_r2,pair150,2.5,1.5,medium,2,2,0.9,0.608,0.016,25.59,0.89,분해,0.436,미분해
9DTact,medium_3mm_r1,pair150,2.5,1.5,medium,3,1,0.1,0.588,0.149,0.9,0.8,신호부족,0.416,신호부족
9DTact,medium_3mm_r1,pair150,2.5,1.5,medium,3,1,0.2,0.477,0.169,0.92,0.53,신호부족,0.314,신호부족
9DTact,medium_3mm_r1,pair150,2.5,1.5,medium,3,1,0.3,0.274,0.169,1.17,0.53,신호부족,0.159,신호부족
9DTact,medium_3mm_r1,pair150,2.5,1.5,medium,3,1,0.4,0.429,0.12,1.83,0.65,신호부족,0.273,신호부족
9DTact,medium_3mm_r1,pair150,2.5,1.5,medium,3,1,0.5,0.531,0.062,3.63,0.88,분해,0.362,미분해
9DTact,medium_3mm_r1,pair150,2.5,1.5,medium,3,1,0.6,0.656,0.053,5.54,0.83,분해,0.488,미분해
9DTact,medium_3mm_r1,pair150,2.5,1.5,medium,3,1,0.7,0.599,0.039,7.1,0.94,분해,0.428,미분해
9DTact,medium_3mm_r1,pair150,2.5,1.5,medium,3,1,0.8,0.578,0.033,8.71,0.89,분해,0.406,미분해
9DTact,medium_3mm_r1,pair150,2.5,1.5,medium,3,1,0.9,0.6,0.031,10.61,0.99,분해,0.429,미분해
9DTact,medium_3mm_r2,pair150,2.5,1.5,medium,3,2,0.1,0.676,0.114,1.25,0.97,신호부족,0.511,신호부족
9DTact,medium_3mm_r2,pair150,2.5,1.5,medium,3,2,0.2,0.493,0.111,1.59,0.85,신호부족,0.327,신호부족
9DTact,medium_3mm_r2,pair150,2.5,1.5,medium,3,2,0.3,0.285,0.112,2.03,0.79,신호부족,0.166,신호부족
9DTact,medium_3mm_r2,pair150,2.5,1.5,medium,3,2,0.4,0.556,0.062,4.09,0.82,분해,0.385,미분해
9DTact,medium_3mm_r2,pair150,2.5,1.5,medium,3,2,0.5,0.503,0.051,5.16,0.88,분해,0.336,미분해
9DTact,medium_3mm_r2,pair150,2.5,1.5,medium,3,2,0.6,0.511,0.048,7.12,0.89,분해,0.343,미분해
9DTact,medium_3mm_r2,pair150,2.5,1.5,medium,3,2,0.7,0.449,0.037,8.54,0.87,분해,0.29,미분해
9DTact,medium_3mm_r2,pair150,2.5,1.5,medium,3,2,0.8,0.511,0.032,11.09,0.94,분해,0.343,미분해
9DTact,medium_3mm_r2,pair150,2.5,1.5,medium,3,2,0.9,0.483,0.029,12.28,0.89,분해,0.318,미분해
9DTact,hard_1mm_r1,pair150,2.5,1.5,hard,1,1,0.1,0.501,0.08,2.45,0.92,신호부족,0.334,신호부족
9DTact,hard_1mm_r1,pair150,2.5,1.5,hard,1,1,0.3,0.097,0.076,2.68,0.56,미분해,0.051,미분해
9DTact,hard_1mm_r1,pair150,2.5,1.5,hard,1,1,0.4,0.556,0.037,6.46,0.84,분해,0.385,미분해
9DTact,hard_1mm_r1,pair150,2.5,1.5,hard,1,1,0.5,0.604,0.03,7.54,0.77,분해,0.433,미분해
9DTact,hard_1mm_r1,pair150,2.5,1.5,hard,1,1,0.6,0.69,0.024,10.47,0.85,분해,0.527,분해
9DTact,hard_1mm_r2,pair150,2.5,1.5,hard,1,2,0.1,0.03,0.124,1.65,0.76,신호부족,0.015,신호부족
9DTact,hard_1mm_r2,pair150,2.5,1.5,hard,1,2,0.2,0.417,0.087,3.05,0.72,분해,0.263,미분해
9DTact,hard_1mm_r2,pair150,2.5,1.5,hard,1,2,0.3,0.418,0.064,4.16,0.69,분해,0.264,미분해
9DTact,hard_1mm_r2,pair150,2.5,1.5,hard,1,2,0.4,0.334,0.06,4.95,0.72,분해,0.201,미분해
9DTact,hard_1mm_r2,pair150,2.5,1.5,hard,1,2,0.5,0.401,0.044,6.64,0.78,분해,0.251,미분해
9DTact,hard_1mm_r2,pair150,2.5,1.5,hard,1,2,0.6,0.384,0.033,8.29,0.81,분해,0.237,미분해
9DTact,hard_2mm_r1,pair150,2.5,1.5,hard,2,1,0.1,0.421,0.116,2.36,0.74,신호부족,0.267,신호부족
9DTact,hard_2mm_r1,pair150,2.5,1.5,hard,2,1,0.2,0.672,0.07,4.15,0.9,분해,0.506,분해
9DTact,hard_2mm_r1,pair150,2.5,1.5,hard,2,1,0.3,0.676,0.051,6.49,0.93,분해,0.51,분해
