unit,probe,gap_mm,depth_mm,sep_px,px_per_mm_recorded,px_per_mm_from_pair,ratio
soft_3mm_r1,pair025,1.25,0.479694117876253,165.59186,92.94103543113387,132.47348,1.4253498
soft_3mm_r1,pair025,1.25,0.5908533823327105,165.62405,92.94103543113387,132.49924,1.4256269
soft_3mm_r1,pair025,1.25,0.6813253262549459,182.52448,92.94103543113387,146.01958,1.5710992
soft_3mm_r1,pair025,1.25,0.7787172137247644,164.30725,92.94103543113387,131.4458,1.4142925
soft_3mm_r1,pair025,1.25,0.882591081005625,163.86517,92.94103543113387,131.09213,1.4104872
soft_3mm_r2,pair025,1.25,0.0892676133823897,183.22461,90.04349551673289,146.57968,1.6278764
soft_3mm_r2,pair025,1.25,0.1891746307305837,181.91937,90.04349551673289,145.53549,1.61628
soft_3mm_r2,pair025,1.25,0.2879164324456411,164.50482,90.04349551673289,131.60385,1.4615587
soft_3mm_r2,pair025,1.25,0.3889024581777356,167.20746,90.04349551673289,133.76596,1.4855705
soft_3mm_r2,pair025,1.25,0.4897283163008872,166.85199,90.04349551673289,133.4816,1.4824125
soft_3mm_r2,pair025,1.25,0.587281142989518,166.2829,90.04349551673289,133.02632,1.4773563
soft_3mm_r2,pair025,1.25,0.6852026748231381,165.90259,90.04349551673289,132.72208,1.4739774
soft_3mm_r2,pair025,1.25,0.797592903072065,167.65277,90.04349551673289,134.12222,1.4895271
soft_3mm_r2,pair025,1.25,0.8953659240852296,166.94946,90.04349551673289,133.55957,1.4832784
