approach,depth_mm,force_N,force_N_raw,area_px,base_height_mm,step_mm,fine
1,0.40025781468261457,0.00627083026495388,0.03349962431808251,0,27.206930739039706,0.4,False
1,0.7844281928367494,0.01801218208574384,0.04531437509882323,0,27.206930739039706,0.4,False
1,1.165278261707897,0.07171307618510334,0.09908670884170476,0,27.206930739039706,0.4,False
1,1.171913698007092,0.08305534579453618,0.1104773600752651,0,27.206930739039706,0.02,True
1,1.1834205824274093,0.08962163893092796,0.11710022573023196,0,27.206930739039706,0.02,True
1,1.1920519493257764,0.0985364293134059,0.12607194154046225,0,27.206930739039706,0.02,True
1,1.2157207920991944,0.10959236564426224,0.13718473196497313,251,27.206930739039706,0.02,True
1,1.287683279712791,0.2150768950825473,0.24274377449650048,23738,27.206930739039706,0.02,True
1,1.266262238123396,0.18010813471183046,0.20782904530579743,15341,27.206930739039706,0.02,True
1,1.2688037482161647,0.18117496650185033,0.20895003553900154,15184,27.206930739039706,0.02,True
1,1.2735607662951978,0.20635805643105018,0.23418779715057098,17819,27.206930739039706,0.02,True
1,1.2849009251237895,0.2097973557931846,0.23768830391604467,21042,27.206930739039706,0.02,True
1,1.294113867294616,0.22228383382901667,0.2502262900111617,23069,27.206930739039706,0.02,True
1,1.325485715873036,0.2510482089785097,0.2790628171312363,30312,27.206930739039706,0.02,True
1,1.3770543598177305,0.32674619367261565,0.35484692971890014,34577,27.206930739039706,0.02,True
1,1.3645859944128382,0.3036843183016784,0.33183907653353517,40281,27.206930739039706,0.02,True
1,1.3743756974189232,0.31427247285306986,0.3424988085887065,39568,27.206930739039706,0.02,True
1,1.3733608260486783,0.33160932752667016,0.3599276148114313,40587,27.206930739039706,0.02,True
