index,file,missing,t_img,t_exposure_start,segment,cycle,axis,target_N,Fx_s,Fy_s,Fz_s,Tx_s,Ty_s,Tz_s,Fx_s_corr,Fy_s_corr,Fz_s_corr,Tx_s_corr,Ty_s_corr,Tz_s_corr,Fx_base,Fy_base,Fz_base,ft_chunks,tcp_x,tcp_y,tcp_z,rx,ry,rz,pose_gap_s,height_above_plane_mm,depth_mm
1,000001.png,False,1788877031.032123,1788877030.972123,normal_load,1,,2.0,8e-05,0.00258,-0.00475,-3e-05,9e-05,-1e-05,-0.00028,0.00173,-0.00497,-6e-05,0.00011,-2e-05,-0.00119,0.00219,-0.0048,3,37.9122,362.8186,37.988,179.2,0.7085,-96.564,0.0071,25.6759,-0.0225
2,000002.png,False,1788877031.420069,1788877031.360069,normal_load,1,,2.0,-0.00142,0.00188,-0.00214,-2e-05,1e-05,-0.0001,-0.0018,0.00097,-0.00238,-5e-05,3e-05,-0.0001,-0.00215,0.00088,-0.00217,3,37.9142,362.8124,37.9722,179.1991,0.7109,-96.5638,0.0056,25.66,-0.0066
3,000003.png,False,1788877031.616123,1788877031.556123,normal_load,1,,2.0,-0.00232,-0.00274,-0.0222,0.0001,2e-05,2e-05,-0.00272,-0.00369,-0.02244,6e-05,4e-05,2e-05,-0.00049,-0.00389,-0.02214,3,37.9156,362.8052,37.9609,179.199,0.7118,-96.564,0.0095,25.6485,0.0049
4,000004.png,False,1788877032.004151,1788877031.944151,normal_load,1,,2.0,-0.00223,-0.00396,-0.04559,0.00013,-0.0001,3e-05,-0.00266,-0.00497,-0.04585,0.0001,-7e-05,2e-05,0.00036,-0.00527,-0.04551,3,37.9202,362.7931,37.9077,179.1987,0.7136,-96.564,0.0083,25.5951,0.0583
5,000005.png,False,1788877032.396167,1788877032.336167,normal_load,1,,2.0,-0.00119,0.00289,-0.26631,0.00011,3e-05,0.00016,-0.00165,0.00181,-0.26659,7e-05,7e-05,0.00015,-0.00063,-0.00236,-0.26632,3,37.9225,362.7897,37.7692,179.2003,0.7077,-96.5642,0.0028,25.4566,0.1968
6,000006.png,False,1788877032.784176,1788877032.724176,normal_load,1,,2.0,0.00912,0.02117,-0.53413,-0.00015,8e-05,5e-05,0.00864,0.02003,-0.53442,-0.00019,0.00012,5e-05,0.00103,0.01434,-0.53443,3,37.9209,362.8023,37.6778,179.1991,0.7114,-96.5647,0.003,25.3654,0.288
7,000007.png,False,1788877033.176212,1788877033.116212,normal_load,1,,2.0,0.01894,0.03142,-0.84123,-0.00034,0.00013,0.00013,0.01843,0.03021,-0.84154,-0.00039,0.00017,0.00012,0.00654,0.0232,-0.84168,3,37.9254,362.8032,37.5771,179.1989,0.7116,-96.5655,0.0068,25.2647,0.3887
8,000008.png,False,1788877033.372187,1788877033.312187,normal_load,1,,2.0,0.0315,0.05544,-1.19603,-0.00076,0.00037,0.00025,0.03098,0.0542,-1.19635,-0.00081,0.00041,0.00024,0.00788,0.0446,-1.19688,3,37.9233,362.8196,37.518,179.1977,0.7169,-96.5653,0.0018,25.2059,0.4475
9,000009.png,False,1788877033.568205,1788877033.508205,normal_load,1,,2.0,0.03601,0.04107,-1.26529,-0.00049,0.00025,0.00021,0.03547,0.03979,-1.26562,-0.00054,0.00029,0.0002,0.01944,0.03329,-1.26588,3,37.9244,362.8156,37.4956,179.1978,0.7153,-96.5655,0.0037,25.1835,0.4699
10,000010.png,False,1788877033.760195,1788877033.700196,normal_load,1,,2.0,0.03742,0.05962,-1.46214,-0.00072,0.00041,0.00031,0.03687,0.05831,-1.46248,-0.00077,0.00045,0.00031,0.01277,0.04691,-1.46302,3,37.9241,362.82,37.4665,179.1975,0.717,-96.5655,0.0069,25.1544,0.499
11,000011.png,False,1788877033.956241,1788877033.896241,normal_load,1,,2.0,0.04647,0.06564,-1.6512,-0.00079,0.00047,0.00013,0.0459,0.06429,-1.65154,-0.00084,0.00051,0.00012,0.0189,0.05361,-1.65218,3,37.9249,362.8237,37.4223,179.1973,0.7177,-96.566,0.0014,25.1103,0.5431
12,000012.png,False,1788877034.152206,1788877034.092206,normal_load,1,,2.0,0.05086,0.07185,-1.71353,-0.00102,0.00046,0.00019,0.05028,0.07047,-1.71388,-0.00107,0.0005,0.00019,0.02004,0.06019,-1.71461,3,37.9256,362.8236,37.4109,179.197,0.7178,-96.5662,0.0043,25.0988,0.5546
13,000013.png,False,1788877034.348211,1788877034.288211,normal_load,1,,2.0,0.06032,0.0812,-1.9157,-0.00122,0.00063,0.00013,0.05972,0.07979,-1.91606,-0.00128,0.00068,0.00012,0.02496,0.06978,-1.91693,3,37.9266,362.8312,37.3746,179.1967,0.7198,-96.5662,0.0097,25.0627,0.5907
14,000014.png,False,1788877034.540260,1788877034.480260,normal_load,1,,2.0,0.06008,0.08239,-1.93931,-0.00121,0.00062,0.00015,0.05946,0.08095,-1.93969,-0.00127,0.00066,0.00014,0.02432,0.07031,-1.94057,3,37.9255,362.8318,37.3719,179.1963,0.7201,-96.5664,0.0009,25.06,0.5934
15,000015.png,False,1788877035.516269,1788877035.456270,normal_unload,1,,0.0,0.06788,0.09326,-2.02293,-0.00145,0.00067,0.00018,0.06719,0.09165,-2.02334,-0.00151,0.00072,0.00017,0.02622,0.08228,-2.02437,3,37.9274,362.8345,37.3425,179.1961,0.7225,-96.5671,0.0034,25.0306,0.6228
16,000016.png,False,1788877035.712283,1788877035.652283,normal_unload,1,,0.0,0.06597,0.08542,-1.96607,-0.00118,0.00075,0.00027,0.06528,0.08377,-1.96649,-0.00125,0.0008,0.00026,0.0281,0.07545,-1.96738,3,37.9286,362.8297,37.3503,179.1963,0.7203,-96.5671,0.0022,25.0383,0.6151
17,000017.png,False,1788877035.908323,1788877035.848323,normal_unload,1,,0.0,0.05935,0.0728,-1.93762,-0.00083,0.00069,0.00042,0.05864,0.07113,-1.93805,-0.0009,0.00074,0.00041,0.02847,0.06167,-1.93871,3,37.9292,362.8267,37.3539,179.1967,0.7189,-96.5671,0.008,25.0419,0.6115
