sensor_id,index,at,image,label,Fx_s,Fy_s,Fz_s,Tx_s,Ty_s,Tz_s,Fx_base,Fy_base,Fz_base,Fmag,tcp_x,tcp_y,tcp_z,descent_mm,depth_corrected_mm,contact_x_sensor_mm,contact_y_sensor_mm,lateral_fraction,probe_tilt_deg
9DTact_medium_3mm_r2,1,2026-09-07T23:06:23.248025,0001.png,N0.10,0.01305,0.00166,-0.0835,-0.000121,-0.000318,-0.000403,0.01105,0.00662,-0.08354,0.08453,37.876,362.8455,39.785,-0.0,0.1071,-3.809,1.451,0.1556,1.98
9DTact_medium_3mm_r2,2,2026-09-07T23:06:25.529679,0002.png,N0.20,0.01592,0.00574,-0.21276,-0.000212,-0.000321,-0.000435,0.0124,0.00952,-0.21286,0.21343,37.8752,362.8519,39.6113,0.1736,0.2807,-1.51,0.996,0.0793,1.98
9DTact_medium_3mm_r2,3,2026-09-07T23:06:26.983129,0003.png,N0.30,0.01791,0.01217,-0.28508,-0.000308,-0.000312,-0.000553,0.0114,0.01492,-0.28528,0.2859,37.8762,362.8447,39.5246,0.2603,0.3675,-1.093,1.08,0.0757,1.98
9DTact_medium_3mm_r2,4,2026-09-07T23:06:27.987783,0004.png,N0.40,0.01594,0.01136,-0.36511,-0.000204,-0.000361,-0.000374,0.01067,0.01195,-0.36528,0.36563,37.8751,362.8508,39.4707,0.3141,0.4213,-0.988,0.56,0.0535,1.98
9DTact_medium_3mm_r2,5,2026-09-07T23:06:29.848087,0005.png,N0.50,0.01744,0.01188,-0.50223,-0.000108,-0.000457,-0.000415,0.01265,0.01096,-0.50239,0.50267,37.8772,362.8466,39.36,0.425,0.5321,-0.91,0.216,0.042,1.98
9DTact_medium_3mm_r2,6,2026-09-07T23:06:31.303322,0006.png,N0.60,0.01636,0.01345,-0.59927,-0.000182,-0.000467,-0.000528,0.01161,0.01023,-0.59944,0.59964,37.8758,362.847,39.2826,0.5022,0.6093,-0.779,0.304,0.0353,1.98
9DTact_medium_3mm_r2,7,2026-09-07T23:06:32.325450,0007.png,N0.70,0.01541,0.01315,-0.68848,-0.000137,-0.000555,-0.000406,0.01155,0.00806,-0.68863,0.68878,37.877,362.8401,39.2262,0.5588,0.6659,-0.806,0.199,0.0294,1.98
9DTact_medium_3mm_r2,8,2026-09-07T23:06:33.766746,0008.png,N0.80,0.01839,0.01802,-0.79881,-0.000262,-0.000619,-0.00045,0.01247,0.012,-0.79904,0.79922,37.8754,362.8464,39.1579,0.6269,0.7341,-0.775,0.328,0.0322,1.98
9DTact_medium_3mm_r2,9,2026-09-07T23:06:34.827881,0009.png,N0.90,0.01553,0.01585,-0.89953,-5e-06,-0.00067,-0.000323,0.01177,0.00708,-0.8997,0.89981,37.8775,362.8378,39.1013,0.6837,0.7908,-0.745,0.006,0.0247,1.98
9DTact_medium_3mm_r2,10,2026-09-07T23:06:36.262365,0010.png,N1.00,0.01669,0.02038,-1.02778,-0.000155,-0.000722,-0.000297,0.0114,0.00953,-1.02801,1.02812,37.8763,362.8409,39.0317,0.7532,0.8603,-0.702,0.151,0.0256,1.98
9DTact_medium_3mm_r2,11,2026-09-07T23:06:37.301527,0011.png,N1.10,0.01098,0.0086,-1.1179,0.00014,-0.000936,-0.000235,0.01297,-0.00497,-1.1179,1.11798,37.879,362.8259,38.9825,0.8027,0.9099,-0.838,-0.126,0.0125,1.98
9DTact_medium_3mm_r2,12,2026-09-07T23:06:38.307603,0012.png,N1.20,0.01714,0.02926,-1.21902,-0.000184,-0.00076,-0.000209,0.00868,0.01438,-1.21938,1.21949,37.8761,362.8422,38.937,0.848,0.9551,-0.624,0.151,0.0278,1.98
9DTact_medium_3mm_r2,13,2026-09-07T23:06:39.348923,0013.png,N1.30,0.01548,0.02721,-1.30699,-0.000194,-0.000895,-0.000234,0.00887,0.01037,-1.3073,1.30737,37.8763,362.8409,38.8914,0.8935,1.0006,-0.685,0.149,0.0239,1.98
9DTact_medium_3mm_r2,14,2026-09-07T23:06:40.382874,0014.png,N1.40,0.01638,0.02497,-1.44185,-7.1e-05,-0.000962,-1.7e-05,0.01171,0.00671,-1.44209,1.44216,37.8798,362.8318,38.8383,0.9468,1.0539,-0.667,0.049,0.0207,1.98
