t,at,where,Fx,Fy,Fz,Tx,Ty,Tz
1788884806.951338,2026-09-09T01:26:46.951327,tare,0.0,0.0,0.0,0.0,0.0,0.0
1788885059.462173,2026-09-09T01:30:59.462160,between normal and shear blocks,-0.03069,-0.00868,-0.03718,0.00183,0.00061,-0.00034
1788885221.333117,2026-09-09T01:33:41.333103,end of collect,-0.03864,-0.01745,-0.01331,0.00247,0.00036,-0.00071
