t,at,where,Fx,Fy,Fz,Tx,Ty,Tz
1788880040.407197,2026-09-09T00:07:20.407187,tare,0.0,0.0,0.0,0.0,0.0,0.0
1788880274.327089,2026-09-09T00:11:14.327079,between normal and shear blocks,-0.04669,-0.01607,-0.05137,0.00188,0.00121,-0.00035
1788880423.708277,2026-09-09T00:13:43.708267,end of collect,-0.05476,-0.03007,-0.07662,0.00245,0.00129,-0.00038
