t,at,where,Fx,Fy,Fz,Tx,Ty,Tz
1788891919.354794,2026-09-09T03:25:19.354785,tare,0.0,0.0,0.0,0.0,0.0,0.0
1788892143.455137,2026-09-09T03:29:03.455126,between normal and shear blocks,-0.03663,0.00642,-0.09169,0.0025,0.00104,0.00035
1788892318.339603,2026-09-09T03:31:58.339591,end of collect,-0.05194,0.00345,-0.15173,0.00349,0.00108,0.00077
