index,file,missing,t_img,t_exposure_start,segment,cycle,axis,target_N,Fx_s,Fy_s,Fz_s,Tx_s,Ty_s,Tz_s,Fx_s_corr,Fy_s_corr,Fz_s_corr,Tx_s_corr,Ty_s_corr,Tz_s_corr,Fx_base,Fy_base,Fz_base,ft_chunks,tcp_x,tcp_y,tcp_z,rx,ry,rz,pose_gap_s,height_above_plane_mm,depth_mm
1,000001.png,False,1788891924.508451,1788891924.448451,normal_load,1,,2.0,-0.01053,-0.00712,0.00601,0.00029,-2e-05,-0.00011,-0.00968,-0.00727,0.00812,0.00024,-4e-05,-0.00012,-0.0056,-0.01133,0.00616,3,37.92,362.8326,36.1047,179.8968,0.4179,-101.9102,0.0001,23.793,-0.0438
2,000002.png,False,1788891924.704469,1788891924.644469,normal_load,1,,2.0,-0.01409,-0.01998,0.02073,0.00053,-0.00015,-0.00021,-0.01322,-0.02014,0.02291,0.00047,-0.00018,-0.00022,-0.00237,-0.02402,0.0211,3,37.9271,362.7979,36.0964,179.8982,0.4138,-101.9104,0.0052,23.7842,-0.0349
3,000003.png,False,1788891925.288495,1788891925.228495,normal_load,1,,2.0,-0.00838,-0.02422,-0.01902,0.00065,9e-05,-6e-05,-0.00741,-0.02439,-0.01659,0.00059,6e-05,-7e-05,0.00498,-0.02546,-0.01858,3,37.9417,362.7918,36.0668,179.8967,0.4176,-101.9124,0.0089,23.7544,-0.0051
4,000004.png,False,1788891925.484530,1788891925.424531,normal_load,1,,2.0,-0.01015,-0.03435,-0.19702,0.00093,-0.00015,-0.0,-0.00915,-0.03453,-0.19451,0.00086,-0.00018,-1e-05,0.00974,-0.03798,-0.19637,4,37.9454,362.7738,35.9738,179.8996,0.4108,-101.9124,0.001,23.661,0.0883
5,000005.png,False,1788891925.680521,1788891925.620521,normal_load,1,,2.0,-0.00624,-0.02353,-0.21047,0.00063,-5e-05,-2e-05,-0.00521,-0.02371,-0.20788,0.00056,-8e-05,-3e-05,0.00781,-0.02687,-0.21002,3,37.945,362.7812,35.9713,179.8985,0.413,-101.9124,0.0044,23.6587,0.0906
6,000006.png,False,1788891925.876527,1788891925.816527,normal_load,1,,2.0,-0.00359,-0.01954,-0.36181,0.00067,8e-05,4e-05,-0.00252,-0.01972,-0.35914,0.0006,5e-05,3e-05,0.00916,-0.02451,-0.36141,3,37.9458,362.7838,35.9211,179.8983,0.4136,-101.9126,0.0052,23.6085,0.1408
7,000007.png,False,1788891926.072518,1788891926.012518,normal_load,1,,2.0,-0.00175,-0.01674,-0.48238,0.00067,-1e-05,8e-05,-0.00065,-0.01693,-0.47964,0.0006,-4e-05,7e-05,0.01019,-0.0231,-0.48202,3,37.9469,362.7853,35.9023,179.8982,0.4138,-101.9128,0.0005,23.5897,0.1596
8,000008.png,False,1788891926.264553,1788891926.204553,normal_load,1,,2.0,0.01017,-0.00322,-0.65906,0.00044,0.0,-0.00031,0.0113,-0.00341,-0.65623,0.00036,-3e-05,-0.00032,0.01498,-0.00826,-0.65893,2,37.9446,362.7964,35.8541,179.897,0.4168,-101.913,0.0073,23.5417,0.2075
9,000009.png,False,1788891926.460553,1788891926.400553,normal_load,1,,2.0,0.00711,-0.00315,-0.73912,0.00033,-4e-05,-0.0002,0.00827,-0.00335,-0.73622,0.00025,-7e-05,-0.00021,0.01286,-0.01101,-0.73897,3,37.9434,362.7968,35.8426,179.897,0.4168,-101.9128,0.0014,23.5303,0.219
10,000010.png,False,1788891926.656482,1788891926.596482,normal_load,1,,2.0,0.01892,0.00847,-1.05007,0.00031,5e-05,-0.0001,0.02011,0.00826,-1.04708,0.00023,1e-05,-0.00011,0.01944,-3e-05,-1.05009,3,37.9465,362.8027,35.8013,179.8962,0.4186,-101.9135,0.0044,23.4891,0.2602
