approach,depth_mm,force_N,force_N_raw,area_px,base_height_mm,step_mm,fine
1,0.4008577411528904,0.01435079935763531,0.022271059286683225,415,26.457590401440775,0.4,False
1,0.78377405000046,0.0020002126399721112,0.009928857194279318,29259,26.457590401440775,0.4,False
1,1.1767295994662703,0.9337074627662502,0.9416445142153321,65575,26.457590401440775,0.4,False
1,1.1854721978199692,0.9538601131538923,0.9618095934319456,143940,26.457590401440775,0.02,True
1,1.2087613103518429,1.0117265763155239,1.0196898013790303,144075,26.457590401440775,0.02,True
1,1.22375552904235,1.086228962205121,1.0942056668166373,151866,26.457590401440775,0.02,True
1,1.262527736528348,1.2483255981411188,1.2563170002760615,156554,26.457590401440775,0.02,True
