t,Fx,Fy,Fz,Tx,Ty,Tz
1788775130.394129,0.00967,0.00472,0.00382,-0.00016,-3e-05,-5e-05
1788775130.413764,-0.00777,-0.00206,-0.01537,2e-05,-3e-05,0.0001
1788775130.434247,-0.00439,0.00954,-0.01791,0.00032,0.00024,-8e-05
1788775130.453594,-0.00529,-0.0132,0.01012,-8e-05,-8e-05,7e-05
1788775130.473578,0.00122,0.00543,-0.01071,0.00023,0.00016,4e-05
1788775130.494065,0.00212,0.00356,-0.01571,-0.0003,-0.00018,0.00017
1788775130.513546,-0.00016,0.01167,-0.01353,0.00033,0.0003,0.00016
1788775130.534085,-0.00348,-0.0021,-0.0305,0.00017,1e-05,0.00024
1788775130.553516,0.00311,0.00619,-0.02553,0.00044,0.00036,0.00014
1788775130.573968,-0.00252,-0.00234,-0.02475,-0.00011,-0.00016,0.00024
1788775130.593421,0.00525,0.00623,-0.02324,0.0003,0.00029,0.00012
1788775130.614007,-0.00461,0.00335,-0.01136,-0.00028,-0.0002,0.0002
1788775130.633450,0.00023,0.00755,-0.04741,0.00014,-0.0001,0.0002
1788775130.654376,-0.00396,0.00382,-0.01125,-0.00016,8e-05,0.00016
1788775130.673566,8e-05,0.00145,-0.02116,0.00022,0.00025,8e-05
1788775130.694465,0.00499,-0.00265,-0.00438,-7e-05,-4e-05,0.00015
1788775130.713568,-0.00185,-0.00748,-0.00593,-0.00031,-0.00033,5e-05
1788775130.733839,0.00395,0.00175,-0.0306,-4e-05,-4e-05,0.00027
1788775130.753597,0.00119,0.00077,-0.0079,1e-05,9e-05,9e-05
1788775130.773860,-0.00329,-0.00031,-0.006,0.00019,6e-05,2e-05
1788775130.794065,-0.00081,0.00022,0.00355,3e-05,-1e-05,1e-05
1788775130.814099,-0.00104,-0.00015,-0.00694,-9e-05,0.00014,7e-05
1788775130.834280,-0.0024,0.00089,0.00611,1e-05,9e-05,-0.00018
1788775130.854256,-0.00423,-0.00111,0.01489,-0.00011,-3e-05,-3e-05
1788775130.873823,-0.0017,0.00889,0.01044,0.00013,-4e-05,-9e-05
1788775130.893495,-0.00039,0.00906,0.01572,4e-05,3e-05,-0.00013
1788775130.913984,-0.00111,0.004,0.02262,-1e-05,0.00012,-3e-05
1788775130.934125,-0.00176,0.00111,0.00025,-7e-05,-6e-05,0.00012
1788775130.953568,-0.00173,0.00329,0.01043,-0.00011,1e-05,5e-05
1788775130.974091,-0.00196,-0.00166,0.01937,-3e-05,-0.00017,-0.00013
1788775130.993561,0.00156,0.00179,0.00569,-7e-05,-0.00012,-0.00012
1788775131.014055,0.00058,0.00208,0.00166,4e-05,-5e-05,-1e-05
1788775131.033430,0.00111,0.00577,-0.01323,0.00016,5e-05,2e-05
1788775131.053893,0.00165,0.00412,-0.01037,6e-05,0.00013,9e-05
1788775131.074332,0.00017,0.00157,0.00369,3e-05,1e-05,-9e-05
1788775131.093792,0.0021,0.00103,0.01474,-1e-05,0.00015,-2e-05
1788775131.114257,-0.00164,0.00028,0.00057,-4e-05,0.00012,-0.00012
1788775131.133731,-0.00184,-0.00037,0.01445,3e-05,6e-05,-0.00011
1788775131.154184,-0.00068,0.00324,-0.00558,0.00011,-0.0,-1e-05
1788775131.174081,-0.00173,-0.0049,0.00475,-7e-05,-8e-05,3e-05
1788775131.193557,-0.00227,0.00605,-0.00223,-0.00016,-5e-05,6e-05
1788775131.213944,-0.00057,0.00304,0.00652,0.00014,0.00017,7e-05
1788775131.234301,-0.00776,5e-05,0.0052,-0.00026,-4e-05,2e-05
1788775131.254728,0.00075,0.00283,-0.00321,0.0,-0.00015,-1e-05
1788775131.274153,0.00289,-0.00096,0.0008,-4e-05,9e-05,2e-05
1788775131.293670,-0.00729,-0.00055,0.00074,-0.00018,-0.00015,5e-05
1788775131.314169,0.0,0.00249,0.00588,0.00031,0.0004,-6e-05
1788775131.333587,-0.00491,-0.00211,-0.00054,-0.0001,-8e-05,3e-05
1788775131.354137,0.00024,0.00449,-0.00026,4e-05,-7e-05,-9e-05
1788775131.373659,0.00109,-0.00287,-0.00899,0.00016,0.00021,0.00016
1788775131.393749,-0.00039,0.0034,0.00046,-0.00015,-0.00029,-0.00011
1788775131.413666,0.00268,0.00045,-0.02356,0.00032,0.00023,0.00017
1788775131.434049,-0.00255,0.0091,-0.00497,-0.00021,-0.00028,0.0
1788775131.453455,0.00037,-0.00604,-0.00375,6e-05,0.00012,9e-05
1788775131.473971,-0.00226,0.00509,-0.01517,0.00012,-0.00012,-9e-05
1788775131.493359,-0.00033,-0.00206,-0.03665,0.00022,2e-05,0.00024
1788775131.513821,0.00289,0.00082,-0.01285,-0.00015,-0.00023,0.00014
1788775131.534350,0.00291,-0.00162,-0.01075,0.00034,0.00029,0.00013
1788775131.553900,-0.00191,0.00193,-0.02092,-0.00023,-0.00021,0.0002
1788775131.573379,-0.00034,0.00261,-0.03319,0.00031,0.00033,3e-05
1788775131.593851,-0.00151,-0.00212,-0.02929,0.00011,3e-05,0.00016
1788775131.614358,0.00165,0.00483,-0.0089,2e-05,-5e-05,-3e-05
1788775131.633810,0.00427,-0.0014,-0.01211,0.00016,7e-05,0.00015
1788775131.654256,0.00761,0.00022,-0.00449,-0.00036,-0.00024,8e-05
1788775131.673860,-0.00172,0.00356,-0.01181,-2e-05,1e-05,0.00021
1788775131.693424,0.00544,0.0062,-0.02113,-4e-05,-3e-05,9e-05
1788775131.713745,-0.00037,-0.00287,-0.00684,-0.00015,-0.00012,0.00025
1788775131.733957,-0.00035,-0.00756,0.00118,-0.00025,-8e-05,8e-05
1788775131.754114,-0.00085,0.00243,-0.03546,-3e-05,0.00015,0.00034
1788775131.773871,-0.00147,0.0024,-0.0373,0.00013,0.00011,0.00029
1788775131.793746,0.00272,0.00077,0.02086,-0.0003,-0.00016,-0.0
1788775131.813673,-0.00373,0.00366,0.00938,-7e-05,6e-05,-0.00015
1788775131.833549,0.0029,0.00478,0.00642,6e-05,7e-05,-5e-05
1788775131.854247,-0.00205,0.00392,-0.0119,0.00024,7e-05,-0.00016
1788775131.873892,0.00227,0.00165,0.01566,-5e-05,-3e-05,-0.00014
1788775131.894367,-0.00204,0.00103,0.01105,3e-05,-1e-05,-0.00024
1788775131.913810,-0.00168,0.00257,0.00058,0.00023,0.00027,-0.00016
1788775131.934364,0.00125,-4e-05,0.02273,-6e-05,0.0001,-0.0002
1788775131.953993,-0.00233,0.00273,0.03637,-0.0,-3e-05,-0.00028
1788775131.973346,0.00051,-0.00051,0.01817,-5e-05,-8e-05,-9e-05
1788775131.993903,0.00282,-0.00368,0.01662,-0.00012,-6e-05,-5e-05
1788775132.013382,0.00319,0.00167,0.01901,-7e-05,-0.0001,-0.00015
1788775132.033782,-0.0005,0.00501,0.02774,-0.00016,-6e-05,-0.00021
1788775132.054224,-0.00024,-0.00272,0.03465,-4e-05,-7e-05,-0.00035
1788775132.073569,0.00284,-0.0025,0.03132,-7e-05,0.0,-0.00027
1788775132.094010,0.00056,-0.00054,0.00218,7e-05,-5e-05,-8e-05
1788775132.113365,-3e-05,0.00082,0.01188,8e-05,4e-05,-0.0001
1788775132.133898,0.00171,-0.00166,0.00983,-8e-05,-1e-05,-2e-05
1788775132.153986,0.00079,-0.00315,0.02296,-9e-05,-0.00019,-0.00019
1788775132.174173,-0.00263,-0.00392,0.03363,-0.0002,0.0,-0.00029
1788775132.193479,8e-05,0.00334,0.03498,-0.00021,-0.00011,-0.00022
1788775132.213834,-0.00145,-0.00298,0.01589,-0.00014,-8e-05,-0.00015
1788775132.233652,0.00067,0.00038,0.01551,-0.0002,-5e-05,-0.00011
1788775132.254124,-0.00099,0.00586,0.0085,-4e-05,1e-05,-9e-05
1788775132.273508,-0.0002,-3e-05,-0.00117,0.0002,0.00026,5e-05
1788775132.293858,-0.00597,0.00037,-0.01311,-2e-05,-0.00013,2e-05
1788775132.314307,-0.00294,0.00543,-0.00689,0.00023,0.00025,2e-05
1788775132.333743,-0.00011,0.00534,0.00037,0.00023,0.00027,0.0001
1788775132.353666,-0.00011,0.00217,-0.01341,1e-05,-0.00021,0.0
1788775132.374043,0.00081,0.00225,0.00099,-5e-05,0.00027,2e-05
1788775132.393494,-0.00387,-0.00442,0.00108,-0.00041,-0.00014,0.0003
1788775132.414007,-0.00214,0.00444,-0.00783,3e-05,-2e-05,-1e-05
1788775132.433418,0.00086,0.0018,-0.00377,6e-05,0.00012,0.00018
1788775132.453867,0.00014,-0.00095,0.00311,-0.00027,-0.00026,-7e-05
1788775132.474347,0.00277,-0.00371,0.00326,5e-05,0.00022,-8e-05
1788775132.493922,-0.00247,-0.002,0.01692,-0.00031,-0.00011,-6e-05
1788775132.513888,-0.00215,0.00623,0.00844,1e-05,-4e-05,-8e-05
1788775132.534337,0.00152,0.00226,0.0119,-2e-05,0.00017,-7e-05
1788775132.553678,0.00202,0.00224,-0.00903,1e-05,6e-05,9e-05
1788775132.573711,0.00283,0.00527,-0.00145,-0.00015,-0.00017,5e-05
1788775132.593385,-0.00285,0.00271,-0.00308,0.00013,0.00046,9e-05
1788775132.613806,-0.00307,0.00442,-0.00335,-0.00011,-0.00016,0.0001
1788775132.634185,-0.00145,-0.00049,0.00023,0.00011,0.00027,-1e-05
1788775132.653463,-0.00657,0.00038,-0.00729,-0.00026,-0.00018,9e-05
1788775132.673769,0.00476,0.0019,0.01607,-7e-05,-0.0,-3e-05
1788775132.694098,-0.00417,-0.00531,-0.00938,-8e-05,-3e-05,1e-05
1788775132.713430,0.00319,0.00761,0.01542,6e-05,0.0002,-3e-05
