t,x,y,z,rx,ry,rz
1788775126.978185,37.5359,363.6448,93.2959,179.4349,0.9492,-122.3556
1788775126.998280,37.534,363.6451,93.2972,179.4346,0.9492,-122.3552
1788775127.018472,37.5362,363.6432,93.2953,179.435,0.9491,-122.3554
1788775127.038658,37.5349,363.6458,93.2968,179.4347,0.9497,-122.3552
1788775127.058822,37.533,363.6459,93.2968,179.4346,0.9496,-122.3549
1788775127.079008,37.5342,363.6466,93.2965,179.4347,0.9494,-122.3554
1788775127.099184,37.5351,363.6448,93.2976,179.435,0.9494,-122.3552
1788775127.119271,37.5347,363.6469,93.2978,179.4347,0.9497,-122.3552
1788775127.151451,37.5365,363.6447,93.2976,179.435,0.9494,-122.3554
1788775127.172165,37.535,363.6453,93.2972,179.4349,0.9495,-122.3552
1788775127.192244,37.5359,363.6451,93.2972,179.4347,0.9494,-122.3554
1788775127.212423,37.535,363.6453,93.2972,179.4349,0.9495,-122.3552
1788775127.252598,37.5342,363.6466,93.2965,179.4347,0.9494,-122.3552
1788775127.272698,37.5345,363.6452,93.2972,179.4347,0.9494,-122.3552
1788775127.292785,37.5359,363.6448,93.2959,179.4349,0.9492,-122.3554
1788775127.312878,37.5345,363.6452,93.2972,179.4347,0.9494,-122.3552
1788775127.332973,37.5341,363.6474,93.2974,179.4344,0.9497,-122.3552
1788775127.353210,37.5327,363.6475,93.2974,179.4344,0.9497,-122.3549
1788775127.373298,37.5353,363.6435,93.2953,179.4352,0.9492,-122.3552
1788775127.393448,37.5344,363.6455,93.2955,179.4347,0.9494,-122.3552
1788775127.413625,37.5342,363.6466,93.2965,179.4347,0.9494,-122.3552
1788775127.433811,37.5342,363.6469,93.2978,179.4346,0.9496,-122.3552
1788775127.453946,37.5342,363.6469,93.2978,179.4346,0.9495,-122.3554
1788775127.474036,37.535,363.6451,93.2959,179.435,0.9494,-122.3554
1788775127.494115,37.5351,363.6448,93.2976,179.435,0.9494,-122.3549
1788775127.514214,37.5362,363.6434,93.2966,179.4349,0.9492,-122.3554
1788775127.534296,37.5339,363.6485,93.2984,179.4344,0.9497,-122.3552
1788775127.554440,37.5346,363.6445,93.2963,179.435,0.9491,-122.3552
1788775127.574532,37.5347,363.6467,93.2965,179.4349,0.9495,-122.3554
1788775127.594617,37.536,363.6473,93.2974,179.4346,0.9499,-122.3554
1788775127.614718,37.5346,363.6472,93.2961,179.4347,0.9497,-122.3552
1788775127.634936,37.5338,363.649,93.298,179.4343,0.9499,-122.3554
1788775127.655100,37.5342,363.6469,93.2978,179.4346,0.9496,-122.3552
1788775127.695452,37.5353,363.6437,93.2966,179.435,0.9494,-122.3552
1788775127.715542,37.535,363.6453,93.2972,179.4349,0.9495,-122.3552
1788775127.735727,37.5346,363.6475,93.2974,179.4346,0.9499,-122.3552
1788775127.755875,37.5355,363.6472,93.2974,179.4344,0.9497,-122.3552
1788775127.775944,37.5342,363.6469,93.2978,179.4346,0.9496,-122.3552
1788775127.796118,37.5333,363.6473,93.2991,179.4346,0.9499,-122.3549
1788775127.816202,37.5347,363.6467,93.2965,179.4349,0.9495,-122.3552
1788775127.836361,37.5342,363.6469,93.2978,179.4346,0.9496,-122.3552
1788775127.856519,37.5342,363.6469,93.2978,179.4346,0.9495,-122.3554
1788775127.876594,37.5342,363.6469,93.2978,179.4346,0.9496,-122.3552
1788775127.896673,37.5346,363.6447,93.2976,179.4349,0.9492,-122.3552
1788775127.916820,37.5347,363.6469,93.2978,179.4347,0.9497,-122.3552
1788775127.936914,37.5358,363.6454,93.2955,179.4347,0.9494,-122.3556
1788775127.956989,37.5355,363.6472,93.2974,179.4344,0.9497,-122.3554
1788775127.977074,37.5342,363.6469,93.2978,179.4346,0.9496,-122.3552
1788775128.017426,37.5361,363.6466,93.2965,179.4349,0.9495,-122.3556
1788775128.037608,37.5342,363.6466,93.2965,179.4347,0.9494,-122.3552
1788775128.057829,37.5341,363.6474,93.2974,179.4344,0.9497,-122.3552
1788775128.077903,37.5359,363.6448,93.2959,179.4349,0.9492,-122.3554
1788775128.097995,37.5361,363.6468,93.2978,179.4347,0.9497,-122.3554
1788775128.118082,37.5346,363.6475,93.2974,179.4346,0.9499,-122.3554
1788775128.138160,37.5355,363.647,93.2961,179.4346,0.9496,-122.3554
1788775128.158370,37.5359,363.6448,93.2959,179.4349,0.9492,-122.3554
1788775128.178536,37.5347,363.6469,93.2978,179.4347,0.9497,-122.3552
1788775128.198712,37.5361,363.6466,93.2965,179.4349,0.9495,-122.3554
1788775128.218918,37.5342,363.6469,93.2978,179.4346,0.9496,-122.3552
1788775128.238996,37.535,363.6453,93.2972,179.4349,0.9495,-122.3549
1788775128.259066,37.5356,363.6467,93.2978,179.4346,0.9496,-122.3554
1788775128.279148,37.5345,363.6452,93.2972,179.4347,0.9494,-122.3552
1788775128.299233,37.5347,363.6469,93.2978,179.4347,0.9497,-122.3552
1788775128.319310,37.5351,363.6448,93.2976,179.435,0.9494,-122.3552
1788775128.339477,37.5347,363.6469,93.2978,179.4347,0.9497,-122.3554
1788775128.359598,37.533,363.6487,93.2984,179.4346,0.9499,-122.3549
1788775128.379804,37.5341,363.6474,93.2974,179.4344,0.9497,-122.3554
1788775128.400036,37.5353,363.6481,93.2971,179.4346,0.9496,-122.3554
1788775128.420157,37.5347,363.6469,93.2978,179.4347,0.9497,-122.3552
1788775128.440354,37.5348,363.6464,93.2982,179.4349,0.9495,-122.3552
1788775128.460542,37.5329,363.6465,93.2982,179.4347,0.9494,-122.3549
1788775128.480702,37.5345,363.648,93.2988,179.4347,0.9497,-122.3549
1788775128.500858,37.5339,363.6485,93.2984,179.4344,0.9497,-122.3554
1788775128.521116,37.5338,363.6488,93.2967,179.4344,0.9497,-122.3554
1788775128.541206,37.534,363.6479,93.2988,179.4346,0.9496,-122.3552
1788775128.561273,37.5339,363.6485,93.2984,179.4344,0.9497,-122.3554
1788775128.581343,37.5342,363.6469,93.2978,179.4346,0.9495,-122.3556
1788775128.601414,37.5347,363.6469,93.2978,179.4347,0.9497,-122.3552
1788775128.621569,37.5358,363.6482,93.2971,179.4347,0.9497,-122.3556
1788775128.641758,37.5339,363.6483,93.2971,179.4346,0.9495,-122.3554
1788775128.661837,37.5336,363.6501,93.299,179.4343,0.9499,-122.3552
1788775128.681957,37.5345,363.648,93.2988,179.4347,0.9497,-122.3552
