t,at,where,Fx,Fy,Fz,Tx,Ty,Tz
1788791878.053815,2026-09-07T23:37:58.053807,tare,0.0,0.0,0.0,0.0,0.0,0.0
1788792057.399467,2026-09-07T23:40:57.399455,between normal and shear blocks,-0.00421,-0.02103,-0.00338,0.00091,-0.00018,-0.00021
1788792635.010185,2026-09-07T23:50:35.010174,end of collect,-0.00044,-0.10981,-0.17293,0.00185,-0.00132,0.0002
