t,x,y,z,rx,ry,rz
1788777689.811790,37.8758,362.8549,43.8413,178.1153,0.2498,-122.5227
1788777689.831999,37.875,362.8552,43.8395,178.1155,0.25,-122.5225
1788777689.852068,37.8741,362.8574,43.8397,178.1151,0.2501,-122.5225
1788777689.872182,37.8749,362.8557,43.8392,178.1154,0.2501,-122.5225
1788777689.892375,37.8747,362.8535,43.8374,178.1155,0.2496,-122.5224
1788777689.912519,37.8749,362.8557,43.8392,178.1154,0.2501,-122.5225
1788777689.932679,37.8758,362.855,43.8396,178.1153,0.2498,-122.5227
1788777689.952855,37.8763,362.8556,43.8392,178.1154,0.2501,-122.5229
1788777689.976422,37.8744,362.8555,43.8409,178.1152,0.25,-122.5227
1788777689.996689,37.8762,362.856,43.8405,178.1152,0.2503,-122.5227
1788777690.016764,37.8744,362.8557,43.8392,178.1152,0.25,-122.5225
1788777690.036864,37.8758,362.855,43.8396,178.1153,0.2498,-122.5227
1788777690.057046,37.8749,362.8556,43.8409,178.1154,0.2501,-122.5225
1788777690.077156,37.8762,362.8556,43.8392,178.1154,0.2501,-122.5225
1788777690.097240,37.8758,362.855,43.8396,178.1153,0.2498,-122.5227
1788777690.117326,37.8763,362.8551,43.8395,178.1155,0.25,-122.5225
1788777690.137409,37.8743,362.856,43.8405,178.1151,0.2501,-122.5225
1788777690.157497,37.8758,362.855,43.8396,178.1153,0.2498,-122.5227
1788777690.177658,37.8749,362.8557,43.8392,178.1154,0.2501,-122.5225
1788777690.197710,37.8758,362.855,43.8396,178.1153,0.2498,-122.5225
1788777690.217782,37.8754,362.8572,43.8397,178.1151,0.2501,-122.5225
1788777690.238025,37.8754,362.8577,43.841,178.1149,0.2503,-122.5227
1788777690.258101,37.8754,362.8572,43.8397,178.1151,0.2501,-122.5227
1788777690.278239,37.8744,362.8555,43.8409,178.1152,0.25,-122.5225
1788777690.298372,37.8758,362.855,43.8396,178.1153,0.2498,-122.5225
1788777690.318450,37.875,362.8552,43.8395,178.1155,0.25,-122.5222
1788777690.338531,37.8759,362.8573,43.8396,178.1152,0.2503,-122.5225
1788777690.358710,37.8741,362.8569,43.84,178.1152,0.25,-122.5225
1788777690.378832,37.8762,362.856,43.8405,178.1152,0.2503,-122.5225
1788777690.399029,37.8757,362.8555,43.8392,178.1152,0.25,-122.5225
1788777690.419110,37.8748,362.8561,43.8405,178.1152,0.2503,-122.5222
1788777690.439250,37.8758,362.855,43.8396,178.1153,0.2498,-122.5225
1788777690.459448,37.8744,362.8557,43.8392,178.1152,0.25,-122.5225
1788777690.479584,37.8757,362.8559,43.8405,178.1151,0.2501,-122.5227
1788777690.499722,37.8743,362.856,43.8405,178.1151,0.2501,-122.5225
1788777690.519804,37.8763,362.8551,43.8395,178.1155,0.25,-122.5227
1788777690.539877,37.8758,362.855,43.8396,178.1153,0.2498,-122.5227
1788777690.560013,37.8749,362.8556,43.8409,178.1154,0.2501,-122.5222
1788777690.580082,37.8762,362.8556,43.8392,178.1154,0.2501,-122.5225
1788777690.600220,37.8758,362.855,43.8396,178.1153,0.2498,-122.5227
1788777690.620350,37.8755,362.8567,43.84,178.1152,0.25,-122.5227
1788777690.640496,37.876,362.8538,43.8387,178.1153,0.2498,-122.5227
1788777690.660645,37.8744,362.8557,43.8392,178.1152,0.25,-122.5222
1788777690.680779,37.8764,362.8547,43.8382,178.1156,0.2498,-122.5225
1788777690.700846,37.8762,362.8556,43.8392,178.1154,0.2501,-122.5225
1788777690.740989,37.8757,362.8559,43.8405,178.1151,0.2501,-122.5225
1788777690.761194,37.8749,362.8557,43.8392,178.1154,0.2501,-122.5222
1788777690.781321,37.8749,362.8557,43.8392,178.1154,0.2501,-122.5227
1788777690.801457,37.8765,362.8542,43.84,178.1154,0.2501,-122.5229
1788777690.821524,37.8744,362.8553,43.8379,178.1153,0.2498,-122.5225
1788777690.841650,37.8764,362.8547,43.8382,178.1156,0.2498,-122.5227
1788777690.861690,37.8766,362.8533,43.8391,178.1156,0.2498,-122.5227
1788777690.881866,37.8759,362.8573,43.8396,178.1152,0.2503,-122.5227
1788777690.902040,37.8758,362.855,43.8396,178.1153,0.2498,-122.5225
1788777690.922209,37.8753,362.8535,43.8391,178.1156,0.2498,-122.5225
1788777690.942376,37.875,362.8552,43.8395,178.1155,0.25,-122.5225
1788777690.962503,37.8744,362.8555,43.8409,178.1152,0.25,-122.5222
1788777690.982665,37.877,362.8558,43.8405,178.1151,0.2501,-122.5229
1788777691.002834,37.8762,362.8556,43.8392,178.1154,0.2501,-122.5227
1788777691.022902,37.8762,362.8556,43.8392,178.1154,0.2501,-122.5225
1788777691.042974,37.8758,362.855,43.8396,178.1153,0.2498,-122.5225
1788777691.063041,37.8744,362.8555,43.8409,178.1152,0.25,-122.5222
1788777691.083140,37.8771,362.8554,43.8392,178.1152,0.25,-122.5227
1788777691.103221,37.8747,362.8535,43.8374,178.1155,0.2496,-122.5224
1788777691.123305,37.8762,362.856,43.8405,178.1152,0.2503,-122.5227
1788777691.143393,37.8761,362.8532,43.8391,178.1155,0.2496,-122.5227
1788777691.163456,37.8747,362.8538,43.8404,178.1153,0.2498,-122.5225
1788777691.183526,37.8772,362.8549,43.8396,178.1153,0.2498,-122.5229
1788777691.203590,37.8763,362.8551,43.8395,178.1155,0.25,-122.5227
1788777691.243689,37.8744,362.8553,43.8379,178.1153,0.2498,-122.5222
1788777691.263748,37.8758,362.855,43.8396,178.1153,0.2498,-122.5227
1788777691.283810,37.8749,362.8557,43.8392,178.1154,0.2501,-122.5225
1788777691.303874,37.8743,362.856,43.8405,178.1151,0.2501,-122.5225
1788777691.323946,37.8757,362.8559,43.8405,178.1151,0.2501,-122.5225
1788777691.344011,37.8757,362.8555,43.8392,178.1152,0.25,-122.5225
1788777691.364072,37.8763,362.8555,43.8409,178.1154,0.2501,-122.5227
1788777691.384138,37.8757,362.8559,43.8405,178.1151,0.2501,-122.5227
1788777691.404199,37.8744,362.8555,43.8409,178.1152,0.25,-122.5225
1788777691.424260,37.8755,362.8571,43.8414,178.1151,0.2501,-122.5225
1788777691.444329,37.8757,362.8555,43.8392,178.1152,0.25,-122.5225
1788777691.464390,37.8758,362.8551,43.8379,178.1153,0.2498,-122.5227
1788777691.484462,37.8754,362.8573,43.8397,178.1151,0.2501,-122.5229
1788777691.504534,37.876,362.8572,43.8413,178.1152,0.2503,-122.5227
1788777691.524676,37.8758,362.855,43.8396,178.1153,0.2498,-122.5227
1788777691.544850,37.877,362.8558,43.8405,178.1151,0.2501,-122.5231
1788777691.564988,37.8759,362.8546,43.8382,178.1155,0.2496,-122.5229
1788777691.585074,37.8771,362.8554,43.8392,178.1152,0.25,-122.5229
1788777691.605146,37.8764,362.8547,43.8382,178.1156,0.2498,-122.5227
1788777691.625223,37.8758,362.8551,43.8379,178.1153,0.2498,-122.5227
1788777691.645332,37.8744,362.8555,43.8409,178.1152,0.25,-122.5225
1788777691.665426,37.8757,362.8555,43.8392,178.1152,0.25,-122.5227
1788777691.705646,37.875,362.8552,43.8395,178.1155,0.25,-122.5225
1788777691.725735,37.8747,362.8539,43.8387,178.1153,0.2498,-122.5225
1788777691.745946,37.8762,362.8556,43.8392,178.1154,0.2501,-122.5227
1788777691.766109,37.8749,362.8557,43.8392,178.1154,0.2501,-122.5225
1788777691.786272,37.8762,362.856,43.8405,178.1152,0.2503,-122.5225
1788777691.806471,37.8767,362.8528,43.8395,178.1158,0.2496,-122.5227
1788777691.826673,37.8757,362.8555,43.8392,178.1152,0.25,-122.5227
1788777691.867024,37.8743,362.856,43.8405,178.1151,0.2501,-122.5222
1788777691.887176,37.8758,362.855,43.8396,178.1153,0.2498,-122.5225
1788777691.907344,37.875,362.8552,43.8395,178.1155,0.25,-122.5222
1788777691.927424,37.8771,362.8554,43.8392,178.1152,0.25,-122.5227
1788777691.947499,37.8746,362.8575,43.8396,178.1152,0.2503,-122.5225
1788777691.967658,37.8746,362.8543,43.8401,178.1152,0.25,-122.5225
1788777691.987834,37.8758,362.855,43.8396,178.1153,0.2498,-122.5227
1788777692.008009,37.8755,362.8567,43.84,178.1152,0.25,-122.5227
1788777692.028151,37.8759,362.8573,43.8396,178.1152,0.2503,-122.5227
1788777692.048222,37.8761,362.8532,43.8391,178.1155,0.2496,-122.5227
1788777692.068376,37.8785,362.847,43.8382,178.1158,0.2493,-122.5227
1788777692.088463,37.8781,362.8416,43.8354,178.1164,0.2487,-122.5227
1788777692.108614,37.8787,362.8411,43.8358,178.1167,0.2487,-122.5227
1788777692.128726,37.8793,362.8376,43.8349,178.117,0.2483,-122.5227
1788777692.148886,37.8785,362.8397,43.8367,178.1165,0.2485,-122.5227
1788777692.189107,37.8789,362.8399,43.835,178.1167,0.2487,-122.5225
1788777692.209180,37.8772,362.8394,43.8354,178.1167,0.2484,-122.5224
1788777692.229255,37.8785,362.8393,43.8354,178.1167,0.2484,-122.5224
1788777692.249404,37.8801,362.8379,43.8345,178.1167,0.2484,-122.5229
