t,at,where,Fx,Fy,Fz,Tx,Ty,Tz
1788895609.173707,2026-09-09T04:26:49.173697,tare,0.0,0.0,0.0,0.0,0.0,0.0
1788895844.896281,2026-09-09T04:30:44.896272,between normal and shear blocks,-0.01228,0.0275,0.14355,0.00112,0.00069,0.00068
1788895989.500423,2026-09-09T04:33:09.500410,end of collect,-0.03331,0.01405,0.11123,0.002,0.00154,0.00092
