t,at,where,Fx,Fy,Fz,Tx,Ty,Tz
1788896288.861820,2026-09-09T04:38:08.861806,tare,0.0,0.0,0.0,0.0,0.0,0.0
1788896495.107138,2026-09-09T04:41:35.107120,between normal and shear blocks,-0.0145,0.00896,0.01544,0.0018,0.00049,-0.00019
1788896650.545646,2026-09-09T04:44:10.545633,end of collect,2e-05,0.01959,0.05825,0.00235,-0.00037,-0.00051
