index,file,missing,t_img,t_exposure_start,segment,cycle,axis,target_N,Fx_s,Fy_s,Fz_s,Tx_s,Ty_s,Tz_s,Fx_s_corr,Fy_s_corr,Fz_s_corr,Tx_s_corr,Ty_s_corr,Tz_s_corr,Fx_base,Fy_base,Fz_base,ft_chunks,tcp_x,tcp_y,tcp_z,rx,ry,rz,pose_gap_s,height_above_plane_mm,depth_mm
1,000001.png,False,1788896293.989090,1788896293.929090,normal_load,1,,2.0,0.00327,-0.00115,-0.00541,-0.00016,-6e-05,4e-05,0.00363,-0.00137,-0.00579,-0.00021,-7e-05,5e-05,0.00344,0.00055,-0.00539,3,37.9167,362.846,36.0288,179.5226,1.7729,-103.4582,0.0059,23.7174,-0.0387
2,000002.png,False,1788896294.769138,1788896294.709138,normal_load,1,,2.0,-0.00657,-0.02372,-0.03873,0.00059,-6e-05,-1e-05,-0.00615,-0.02397,-0.03917,0.00054,-8e-05,-1e-05,0.00643,-0.02444,-0.0383,3,37.9384,362.7759,35.9934,179.5246,1.768,-103.4594,0.0019,23.6807,-0.002
3,000003.png,False,1788896294.965164,1788896294.905164,normal_load,1,,2.0,-0.00491,-0.02815,-0.14938,0.00075,-0.00014,5e-05,-0.00449,-0.02842,-0.14984,0.0007,-0.00015,5e-05,0.01084,-0.02923,-0.14886,3,37.9401,362.7662,35.9269,179.526,1.7648,-103.4592,0.0035,23.614,0.0646
4,000004.png,False,1788896295.161221,1788896295.101221,normal_load,1,,2.0,-0.00046,-0.01682,-0.19332,0.00048,4e-05,0.0001,-2e-05,-0.0171,-0.19379,0.00043,2e-05,0.0001,0.00934,-0.0179,-0.19299,3,37.9389,362.7761,35.9214,179.5252,1.7671,-103.4594,0.0085,23.6087,0.07
5,000005.png,False,1788896295.357182,1788896295.297182,normal_load,1,,2.0,2e-05,-0.0162,-0.41083,0.00057,0.0,5e-05,0.00048,-0.01649,-0.41131,0.00051,-2e-05,5e-05,0.01096,-0.0206,-0.41048,3,37.939,362.7713,35.8566,179.526,1.7642,-103.4592,0.0063,23.5438,0.1349
6,000006.png,False,1788896295.549189,1788896295.489189,normal_load,1,,2.0,0.00144,-0.00606,-0.49688,0.00052,0.00015,0.00018,0.00191,-0.00635,-0.49738,0.00046,0.00013,0.00019,0.00772,-0.01249,-0.4967,3,37.9393,362.777,35.8452,179.5253,1.7664,-103.4596,0.0027,23.5326,0.1461
7,000007.png,False,1788896295.745143,1788896295.685143,normal_load,1,,2.0,0.00965,0.01218,-0.69823,0.00025,0.00023,3e-05,0.01014,0.01189,-0.69874,0.00019,0.00021,3e-05,0.00711,0.00419,-0.69835,3,37.9364,362.7867,35.8045,179.524,1.7692,-103.4594,0.0067,23.4921,0.1866
8,000008.png,False,1788896295.941221,1788896295.881222,normal_load,1,,2.0,0.0124,0.01435,-0.7807,8e-05,6e-05,0.00015,0.01289,0.01405,-0.78123,1e-05,4e-05,0.00016,0.00898,0.00612,-0.78085,3,37.9365,362.7865,35.7974,179.524,1.7692,-103.4594,0.0015,23.4849,0.1938
9,000009.png,False,1788896296.137216,1788896296.077216,normal_load,1,,2.0,0.02234,0.03292,-1.01233,-0.00021,0.0002,0.0001,0.02285,0.0326,-1.01288,-0.00027,0.00018,0.0001,0.00992,0.02345,-1.01279,3,37.9354,362.7959,35.7651,179.5225,1.7721,-103.4597,0.0053,23.4528,0.2259
10,000010.png,False,1788896296.333261,1788896296.273262,normal_load,1,,2.0,0.02141,0.03054,-1.03528,-6e-05,0.00029,0.00022,0.02194,0.03021,-1.03584,-0.00013,0.00028,0.00023,0.01047,0.02056,-1.0357,3,37.9349,362.795,35.7616,179.5227,1.7722,-103.4597,0.0091,23.4493,0.2294
