t,at,where,Fx,Fy,Fz,Tx,Ty,Tz
1788778887.454040,2026-09-07T20:01:27.454031,tare,0.0,0.0,0.0,0.0,0.0,0.0
1788779175.194480,2026-09-07T20:06:15.194468,between normal and shear blocks,-0.10116,-0.06585,-0.12955,0.00263,0.00264,-0.00135
1788779595.752970,2026-09-07T20:13:15.752960,end of collect,-0.0651,-0.00946,-0.1822,0.00296,-0.00077,-0.00077
