t,Fx,Fy,Fz,Tx,Ty,Tz
1788778887.463022,-0.0014,0.00153,0.00259,-0.00013,5e-05,0.0001
1788778887.483400,-0.00186,-0.001,-0.0095,6e-05,3e-05,0.0001
1788778887.502948,0.00264,0.00167,0.00928,4e-05,-9e-05,-0.00013
1788778887.523406,-0.0048,0.00072,0.00478,1e-05,3e-05,-0.0001
1788778887.543735,-0.00336,-0.00533,-0.00212,-1e-05,3e-05,-7e-05
1788778887.563052,0.00202,0.00795,0.00664,0.00017,0.00036,-0.00012
1788778887.583455,0.00107,0.0033,-0.00734,0.00024,0.0,-9e-05
1788778887.602806,0.00069,4e-05,0.00768,0.00013,-7e-05,-8e-05
1788778887.623150,-0.00152,-0.0043,-0.00675,0.00022,0.00028,2e-05
1788778887.643512,0.00728,0.00087,0.01087,-9e-05,-6e-05,-3e-05
1788778887.662798,-0.00273,0.00342,-0.01773,4e-05,0.00022,0.00011
1788778887.683176,0.00094,-0.00378,-0.01085,-0.00012,-0.00013,0.00012
1788778887.703557,-0.00093,-0.00079,0.00287,-6e-05,-5e-05,7e-05
1788778887.723079,-0.0007,-0.003,0.00569,-0.0,5e-05,-5e-05
1788778887.743130,0.00261,-0.00012,-0.00072,3e-05,-6e-05,-8e-05
1788778887.762804,-0.00343,-0.00018,-0.02678,0.00018,0.00019,5e-05
1788778887.783281,-0.00458,-0.00224,-0.01159,-0.00021,-2e-05,0.00019
1788778887.803646,0.00539,-0.003,-0.01254,0.00014,0.0001,0.0001
1788778887.822993,-3e-05,0.00228,-0.02552,-9e-05,1e-05,0.00025
1788778887.843387,0.0026,0.00514,-0.03131,0.00017,-3e-05,0.00022
1788778887.863730,-0.00455,0.00055,-0.01651,0.00013,0.00018,7e-05
1788778887.883067,-0.00012,-0.00189,0.01428,1e-05,5e-05,-0.00016
1788778887.903406,-0.00019,-0.00474,-0.00895,0.0,-0.0,9e-05
1788778887.923742,-0.00249,-0.00015,-0.0006,8e-05,-5e-05,-4e-05
1788778887.943055,-0.00156,0.00221,0.00017,-0.00018,-4e-05,0.00013
1788778887.963445,-0.00346,0.00338,-0.00033,1e-05,-4e-05,4e-05
1788778887.983825,0.00084,-0.0004,-0.02132,0.0001,0.00019,0.00015
1788778888.003201,0.00116,-0.00082,-0.0127,-0.0,-0.00011,0.0001
1788778888.023568,-0.00443,0.0047,0.00118,-5e-05,7e-05,-2e-05
1788778888.042886,-0.0032,0.00325,0.00393,-0.00011,5e-05,0.00012
1788778888.063215,-0.00147,0.0042,0.00235,0.0001,0.0001,-3e-05
1788778888.083570,0.00113,-0.00314,0.00447,0.00011,0.00026,-5e-05
1788778888.102844,-0.00189,-0.00118,0.0182,-0.00012,-5e-05,-0.00011
1788778888.123166,0.0006,-0.00144,-0.01605,0.00012,3e-05,5e-05
