index,file,missing,t_img,t_exposure_start,segment,cycle,axis,target_N,Fx_s,Fy_s,Fz_s,Tx_s,Ty_s,Tz_s,Fx_s_corr,Fy_s_corr,Fz_s_corr,Tx_s_corr,Ty_s_corr,Tz_s_corr,Fx_base,Fy_base,Fz_base,ft_chunks,tcp_x,tcp_y,tcp_z,rx,ry,rz,pose_gap_s,height_above_plane_mm,depth_mm
1,000001.png,False,1788884811.909610,1788884811.849610,normal_load,1,,2.0,-0.00189,-0.00229,-0.01206,-2e-05,-1e-05,5e-05,-0.00129,-0.00212,-0.01133,-6e-05,-2e-05,5e-05,-0.00041,-0.00313,-0.01202,3,37.9208,362.8239,36.9325,179.9739,0.8041,-98.8296,0.0062,24.6205,-0.0019
2,000002.png,False,1788884812.689695,1788884812.629695,normal_load,1,,2.0,-0.01222,-0.01996,0.01163,0.00048,-0.00014,-0.00024,-0.01153,-0.01976,0.01248,0.00044,-0.00015,-0.00023,-0.0007,-0.02321,0.012,3,37.9363,362.7602,36.9135,179.9754,0.8,-98.83,0.004,24.6005,0.0182
3,000003.png,False,1788884812.881614,1788884812.821614,normal_load,1,,2.0,-0.0136,-0.0178,-0.07477,0.00049,3e-05,-0.00026,-0.01288,-0.0176,-0.0739,0.00045,1e-05,-0.00025,-0.00237,-0.02341,-0.07442,3,37.9384,362.7539,36.8352,179.975,0.801,-98.8302,0.0063,24.522,0.0966
4,000004.png,False,1788884813.077693,1788884813.017693,normal_load,1,,2.0,-0.01667,-0.03534,-0.21774,0.00104,-0.00012,-0.00025,-0.01592,-0.03512,-0.21684,0.001,-0.00014,-0.00025,0.00473,-0.04242,-0.21706,3,37.9434,362.7297,36.7588,179.9789,0.7899,-98.8302,0.0035,24.4452,0.1734
5,000005.png,False,1788884813.469680,1788884813.409680,normal_load,1,,2.0,-0.00619,-0.0148,-0.53575,0.00065,-2e-05,-0.00012,-0.0054,-0.01458,-0.53479,0.0006,-3e-05,-0.00011,0.00575,-0.02449,-0.5354,3,37.942,362.7444,36.6943,179.9751,0.8008,-98.8306,0.004,24.381,0.2376
6,000006.png,False,1788884813.857668,1788884813.797668,normal_load,1,,2.0,0.00738,0.02607,-0.74801,-0.0002,0.00019,-0.00015,0.00822,0.02631,-0.74699,-0.00025,0.00018,-0.00014,-0.00144,0.01429,-0.74836,3,37.9367,362.773,36.6503,179.9729,0.8072,-98.8305,0.0012,24.3375,0.2812
7,000007.png,False,1788884814.053713,1788884813.993713,normal_load,1,,2.0,0.0162,0.04785,-0.85519,-0.00072,0.00036,-2e-05,0.01706,0.0481,-0.85415,-0.00077,0.00034,-1e-05,-0.00395,0.03584,-0.85593,3,37.935,362.7832,36.6352,179.9714,0.8115,-98.8305,0.0067,24.3225,0.2961
8,000008.png,False,1788884814.249681,1788884814.189681,normal_load,1,,2.0,0.01844,0.0578,-0.99562,-0.00095,0.00047,-0.00016,0.01932,0.05805,-0.99455,-0.001,0.00045,-0.00015,-0.00601,0.04332,-0.99651,3,37.9333,362.787,36.6101,179.9711,0.8128,-98.8305,0.0066,24.2975,0.3211
9,000009.png,False,1788884814.445704,1788884814.385705,normal_load,1,,2.0,0.01546,0.04319,-1.18241,-0.00033,0.00036,-9e-05,0.01637,0.04345,-1.1813,-0.00038,0.00034,-8e-05,1e-05,0.02619,-1.18301,3,37.9366,362.7753,36.5856,179.9728,0.8081,-98.8305,0.0059,24.2728,0.3458
10,000010.png,False,1788884814.637591,1788884814.577591,normal_load,1,,2.0,0.01635,0.03803,-1.57327,-0.0001,0.00017,-3e-05,0.01729,0.0383,-1.57214,-0.00016,0.00016,-2e-05,0.00607,0.01591,-1.57372,3,37.9397,362.7651,36.5351,179.9742,0.8033,-98.8307,0.0045,24.2221,0.3965
11,000011.png,False,1788884814.833591,1788884814.773591,normal_load,1,,2.0,0.01712,0.04145,-1.53021,-0.00013,0.00021,-0.00013,0.01807,0.04172,-1.52905,-0.00019,0.0002,-0.00012,0.00472,0.01994,-1.53073,3,37.9393,362.7682,36.5353,179.9741,0.8044,-98.8304,0.0009,24.2224,0.3963
12,000012.png,False,1788884815.225662,1788884815.165663,normal_load,1,,2.0,0.02479,0.0574,-1.64951,-0.00046,0.0004,6e-05,0.02579,0.05769,-1.6483,-0.00052,0.00038,7e-05,0.00423,0.03568,-1.65031,3,37.9369,362.7794,36.5219,179.9723,0.8088,-98.8309,0.0082,24.2092,0.4095
13,000013.png,False,1788884815.417651,1788884815.357651,normal_load,1,,2.0,0.03674,0.08434,-1.79444,-0.00108,0.00057,1e-05,0.03777,0.08463,-1.7932,-0.00115,0.00055,2e-05,0.00213,0.06265,-1.79571,3,37.9347,362.7938,36.5046,179.9706,0.8144,-98.8309,0.0006,24.1922,0.4265
14,000014.png,False,1788884815.613581,1788884815.553581,normal_load,1,,2.0,0.03535,0.08611,-1.80961,-0.00132,0.00059,0.00015,0.03641,0.0864,-1.80833,-0.00138,0.00057,0.00016,0.00015,0.06325,-1.8109,3,37.935,362.7896,36.502,179.971,0.8132,-98.8307,0.0056,24.1895,0.4292
15,000015.png,False,1788884815.809660,1788884815.749660,normal_load,1,,2.0,0.03679,0.08156,-1.92517,-0.00108,0.00058,1e-05,0.03787,0.08187,-1.92387,-0.00114,0.00056,2e-05,0.00447,0.05818,-1.92637,3,37.9355,362.7899,36.4895,179.9712,0.8126,-98.8307,0.0095,24.177,0.4416
16,000016.png,False,1788884817.369652,1788884817.309652,normal_unload,1,,0.0,0.03662,0.0809,-2.04118,-0.00095,0.00061,0.00013,0.03789,0.08126,-2.03964,-0.00103,0.00059,0.00014,0.00545,0.05567,-2.04234,3,37.9361,362.7868,36.4646,179.9718,0.8103,-98.8309,0.0087,24.152,0.4666
