index,file,missing,t_img,t_exposure_start,segment,cycle,axis,target_N,Fx_s,Fy_s,Fz_s,Tx_s,Ty_s,Tz_s,Fx_s_corr,Fy_s_corr,Fz_s_corr,Tx_s_corr,Ty_s_corr,Tz_s_corr,Fx_base,Fy_base,Fz_base,ft_chunks,tcp_x,tcp_y,tcp_z,rx,ry,rz,pose_gap_s,height_above_plane_mm,depth_mm
1,000001.png,False,1788869010.666566,1788869010.606566,normal_load,1,,2.0,0.00979,0.018,-0.74961,5e-05,-0.00012,0.00012,0.00979,0.018,-0.74961,5e-05,-0.00012,0.00012,0.00468,0.00848,-0.74983,3,37.9156,362.8465,35.9836,179.7239,1.5736,-94.8313,0.0014,23.6722,-0.0359
2,000002.png,False,1788869010.862574,1788869010.802574,normal_load,1,,2.0,-0.00993,-0.03771,-0.80495,0.00097,-0.00082,0.0001,-0.00993,-0.03771,-0.80495,0.00097,-0.00082,0.0001,0.01582,-0.05052,-0.80416,3,37.923,362.81,35.971,179.7253,1.5686,-94.8315,0.0072,23.659,-0.0226
3,000003.png,False,1788869011.058621,1788869010.998621,normal_load,1,,2.0,-0.00057,-0.02604,-0.93738,0.00095,-0.00061,0.00018,-0.00057,-0.02604,-0.93738,0.00095,-0.00061,0.00018,0.01901,-0.03785,-0.93679,3,37.9228,362.8142,35.9573,179.7241,1.5723,-94.8313,0.0074,23.6453,-0.0089
4,000004.png,False,1788869011.254553,1788869011.194553,normal_load,1,,2.0,0.00327,-0.04559,-1.13799,0.00127,-0.00074,0.00037,0.00327,-0.04559,-1.13799,0.00127,-0.00074,0.00037,0.0335,-0.05608,-1.13703,3,37.9332,362.7986,35.9318,179.7236,1.574,-94.8326,0.0016,23.6196,0.0168
5,000005.png,False,1788869011.446676,1788869011.386677,normal_load,1,,2.0,0.01478,-0.05363,-1.59528,0.00184,-0.00059,0.00017,0.01478,-0.05363,-1.59528,0.00184,-0.00059,0.00017,0.05065,-0.06462,-1.59413,3,37.9405,362.7911,35.8896,179.7233,1.5752,-94.8335,0.0079,23.5772,0.0592
6,000006.png,False,1788869011.838623,1788869011.778623,normal_load,1,,2.0,0.03242,-0.03593,-2.28542,0.00148,-0.00099,0.00012,0.03242,-0.03593,-2.28542,0.00148,-0.00099,0.00012,0.06188,-0.05153,-2.28451,3,37.9458,362.7862,35.825,179.7241,1.5723,-94.8341,0.0066,23.5124,0.1239
7,000007.png,False,1788869012.034800,1788869011.974800,normal_unload,1,,0.0,0.03281,-0.03947,-2.24274,0.00165,-0.00086,0.00012,0.03281,-0.03947,-2.24274,0.00165,-0.00086,0.00012,0.06369,-0.05371,-2.24178,3,37.9449,362.7882,35.8265,179.7242,1.5728,-94.8339,0.0081,23.514,0.1224
8,000008.png,False,1788869012.230768,1788869012.170768,normal_unload,1,,0.0,0.03146,-0.0399,-2.17752,0.0015,-0.00083,0.00016,0.03146,-0.0399,-2.17752,0.0015,-0.00083,0.00016,0.06228,-0.05372,-2.17656,2,37.9448,362.7867,35.8258,179.724,1.5725,-94.8341,0.0034,23.5133,0.1231
9,000009.png,False,1788869012.422789,1788869012.362789,normal_unload,1,,0.0,0.03288,-0.02582,-1.6953,0.00121,-0.00031,5e-05,0.03288,-0.02582,-1.6953,0.00121,-0.00031,5e-05,0.05314,-0.03309,-1.69466,3,37.9449,362.799,35.858,179.7226,1.5775,-94.8346,0.0066,23.5456,0.0907
10,000010.png,False,1788869012.618829,1788869012.558829,normal_unload,1,,0.0,0.03194,-0.04041,-1.61224,0.00132,-0.00047,2e-05,0.03194,-0.04041,-1.61224,0.00132,-0.00047,2e-05,0.05904,-0.04487,-1.61136,3,37.9458,362.7958,35.8636,179.7231,1.5765,-94.8344,0.0065,23.5512,0.0852
