t,at,where,Fx,Fy,Fz,Tx,Ty,Tz
1788884077.992342,2026-09-09T01:14:37.992330,tare,0.0,0.0,0.0,0.0,0.0,0.0
1788884316.816059,2026-09-09T01:18:36.816049,between normal and shear blocks,0.04741,0.07947,0.04876,0.00127,-0.00169,0.00158
1788884560.366204,2026-09-09T01:22:40.366194,end of collect,0.02866,0.0522,0.13614,0.00166,-0.00047,0.00269
