t,at,where,Fx,Fy,Fz,Tx,Ty,Tz
1788786656.661088,2026-09-07T22:10:56.661079,tare,0.0,0.0,0.0,0.0,0.0,0.0
1788786903.860232,2026-09-07T22:15:03.860221,between normal and shear blocks,0.08609,0.1018,0.0781,0.001,-0.0012,0.00173
1788787304.578925,2026-09-07T22:21:44.578916,end of collect,-0.00274,0.00234,0.06842,0.00182,0.00249,0.00245
