t,Fx,Fy,Fz,Tx,Ty,Tz
1788786656.671221,0.00474,0.00364,-0.00232,3e-05,-6e-05,0.0001
1788786656.691352,-0.0029,0.00321,-0.01168,-5e-05,-2e-05,8e-05
1788786656.711352,0.00226,0.00483,-0.00339,-9e-05,-1e-05,0.00011
1788786656.730843,0.0,-0.00107,-2e-05,-1e-05,-4e-05,2e-05
1788786656.751416,0.00112,0.00385,-0.00486,9e-05,5e-05,7e-05
1788786656.770494,0.00156,0.01026,0.01753,-3e-05,0.00015,-9e-05
1788786656.791229,-0.00416,-0.00117,0.02297,-0.0001,1e-05,-0.00011
1788786656.811178,-0.00081,-0.00047,-0.02791,-2e-05,2e-05,0.00027
1788786656.830778,0.00239,0.001,0.00355,-1e-05,7e-05,-0.0
1788786656.851197,0.00187,0.00598,0.01727,-9e-05,7e-05,-0.00019
1788786656.870588,0.00319,0.00598,0.01796,4e-05,-2e-05,-0.00011
1788786656.891001,-0.00024,0.00227,-0.00213,0.00012,5e-05,1e-05
1788786656.910413,0.00217,0.00094,0.01326,-4e-05,-9e-05,-8e-05
1788786656.931301,0.00123,0.00443,0.01995,-0.00017,-1e-05,-5e-05
1788786656.951098,0.00589,0.00319,0.01805,-0.00026,-0.00016,-3e-05
1788786656.970499,-0.00084,0.00602,0.01771,0.00011,6e-05,-0.0001
1788786656.990896,0.00128,0.00282,-0.00774,-3e-05,7e-05,-4e-05
1788786657.011277,0.00377,-0.00506,0.00492,4e-05,6e-05,-1e-05
1788786657.030574,0.00111,0.00616,0.01345,-4e-05,-3e-05,-0.00017
1788786657.051063,0.00304,-0.00321,0.02044,-0.00018,-0.0002,-2e-05
1788786657.071055,-0.00037,0.00614,0.00466,-6e-05,1e-05,7e-05
1788786657.090381,0.00413,-0.00132,0.00038,-0.0,-4e-05,0.00012
1788786657.110881,0.00386,0.0027,0.00534,-6e-05,-0.00011,0.0
1788786657.130946,0.00066,0.00247,0.01458,-0.00019,-3e-05,2e-05
1788786657.150943,-0.00086,0.00148,0.0161,-1e-05,-2e-05,-8e-05
1788786657.171203,0.0001,0.00338,0.00977,-0.0001,0.0,-2e-05
1788786657.190387,-0.00129,0.00082,-0.0021,-8e-05,6e-05,8e-05
1788786657.210570,4e-05,-0.0015,0.01534,4e-05,-3e-05,-4e-05
1788786657.230928,-0.0029,0.00203,0.03205,-0.00019,-2e-05,-0.0002
1788786657.251195,0.0016,0.00482,0.01311,0.00012,5e-05,-0.00015
1788786657.270597,-0.00196,-0.00127,0.03242,-6e-05,-1e-05,-0.0003
1788786657.290903,0.00245,0.00171,0.045,-0.0003,-4e-05,-0.00029
1788786657.310552,0.00349,-0.00254,0.05226,-0.00012,-0.00023,-0.00034
1788786657.330440,-0.00107,0.00586,0.01109,0.00015,0.00017,-0.00017
1788786657.351364,-0.00027,0.00128,0.04242,-5e-05,-7e-05,-0.00029
1788786657.370828,-0.00088,0.00014,0.05193,-0.00021,-8e-05,-0.00035
1788786657.391343,0.00071,-0.00061,0.01775,0.00015,0.00011,-0.00018
1788786657.410729,0.00023,0.0023,-0.00987,0.00022,0.00023,-4e-05
1788786657.430765,-0.0042,0.00014,0.00297,-8e-05,-1e-05,5e-05
1788786657.451313,0.00143,0.00342,0.01717,-8e-05,-6e-05,-0.00013
1788786657.470676,0.00037,-0.001,-0.00241,-0.00011,0.0,7e-05
1788786657.491117,-0.00335,0.00362,0.0083,8e-05,0.00011,1e-05
1788786657.510395,0.00154,-0.00061,0.01481,-0.00023,-0.00021,-1e-05
1788786657.530706,0.00271,0.00441,0.01637,0.0,1e-05,-6e-05
1788786657.551071,0.00452,0.00271,0.00303,2e-05,1e-05,4e-05
1788786657.570323,0.0007,-0.00044,0.00079,-0.00012,-0.00015,7e-05
1788786657.590669,0.00241,0.00032,0.01517,-0.00016,-3e-05,-5e-05
1788786657.611036,0.00442,0.00501,-0.00111,-4e-05,2e-05,0.00011
1788786657.630360,0.00369,0.00537,-0.01163,-0.0001,6e-05,0.00029
1788786657.650722,4e-05,0.0019,-0.00639,-6e-05,5e-05,0.0001
1788786657.671095,-0.00214,0.00347,0.00189,0.0,0.00014,1e-05
1788786657.690536,0.00114,0.00251,0.0065,7e-05,0.00016,-2e-05
1788786657.710350,0.00171,-0.00232,-0.00305,-0.00011,-9e-05,6e-05
1788786657.731041,0.00241,0.00324,-0.01,4e-05,0.0001,3e-05
1788786657.751139,-0.00101,0.00456,-0.00049,4e-05,5e-05,9e-05
1788786657.770731,0.00294,0.00926,-0.00614,-0.00017,-0.00015,0.00015
1788786657.791155,0.00084,0.00636,-0.01659,-3e-05,0.00015,0.00022
1788786657.810962,0.00212,0.00431,0.00265,-5e-05,-2e-05,7e-05
1788786657.830632,0.00263,-9e-05,-0.01928,0.0002,0.00012,4e-05
1788786657.851047,-0.00077,0.00583,0.01369,-3e-05,0.00018,-0.00011
1788786657.870330,0.0003,0.00256,0.00181,3e-05,0.0001,2e-05
1788786657.890689,-0.00288,0.0026,-0.0024,4e-05,7e-05,2e-05
1788786657.910808,0.00423,-0.0014,-0.0003,-8e-05,-9e-05,8e-05
1788786657.931254,0.00755,-0.003,-0.01174,-1e-05,4e-05,0.00016
1788786657.950881,-0.00067,0.00271,-0.00237,4e-05,-9e-05,-3e-05
1788786657.971390,-0.00307,0.0069,0.00502,-1e-05,8e-05,0.00013
1788786657.990456,-0.00017,0.00195,0.02023,-0.00014,-1e-05,-0.00012
1788786658.010913,0.00306,-0.00067,0.00272,0.00016,0.0,-0.0001
1788786658.030317,0.00301,0.00317,0.00628,-9e-05,-3e-05,-0.0
1788786658.050806,0.00156,0.00295,0.0112,3e-05,8e-05,-2e-05
1788786658.071182,0.00186,-0.0016,0.02118,0.00017,5e-05,-0.00015
1788786658.090562,0.00324,-0.00077,0.01588,1e-05,9e-05,-0.00014
1788786658.111127,0.00319,-0.00197,0.01316,-0.00021,-0.00029,-4e-05
1788786658.131167,0.0005,0.00518,0.01413,-0.00014,-3e-05,-6e-05
1788786658.150750,0.00523,-0.00038,0.01599,3e-05,-0.00016,-0.00015
1788786658.171141,-0.00351,0.00291,0.00728,0.0,0.00013,-1e-05
1788786658.190494,0.00177,0.00236,0.02423,-0.00018,0.0,-0.00013
1788786658.210860,0.00193,-0.00051,0.02989,-0.00014,1e-05,-0.00015
1788786658.230469,-0.00147,-0.00086,0.02604,-7e-05,-3e-05,-0.00012
1788786658.250907,-0.00075,0.00637,0.02575,-0.00011,3e-05,-0.00015
1788786658.270809,0.00154,0.00448,0.03079,-9e-05,-4e-05,-0.0001
1788786658.291287,-0.00039,0.00068,0.05082,-8e-05,-8e-05,-0.00043
1788786658.310696,0.00374,0.00576,0.05958,-0.00023,-7e-05,-0.00036
1788786658.331096,0.00063,0.00734,0.05065,-0.00028,-4e-05,-0.00028
1788786658.350479,0.00207,0.00274,0.02913,-5e-05,-1e-05,-0.00024
1788786658.371208,0.00092,0.00255,0.03047,4e-05,3e-05,-0.00022
1788786658.390832,0.00188,0.0013,0.02855,-0.00015,-6e-05,-0.00011
1788786658.410521,0.00126,0.00439,0.02219,-0.00014,0.00011,-9e-05
1788786658.430996,0.00277,-0.00369,0.01624,0.00011,8e-05,-0.00017
1788786658.451224,0.0064,0.0006,0.01276,-8e-05,-1e-05,-0.00015
1788786658.470553,0.00021,0.00552,0.00916,3e-05,0.0,-0.00014
1788786658.490399,0.00077,0.00163,0.03124,2e-05,0.00011,-0.00019
1788786658.510676,-0.00085,0.00473,0.03993,-0.00012,-8e-05,-0.00016
1788786658.530431,0.00298,0.00318,0.0263,-0.00013,3e-05,-9e-05
1788786658.550353,0.00114,0.00839,0.02666,-2e-05,0.00019,-6e-05
1788786658.571333,0.00313,0.00037,0.01308,0.0001,0.00012,-7e-05
1788786658.591422,0.00322,0.00159,0.02184,-0.0001,-1e-05,-0.0001
1788786658.611320,0.0052,-0.00416,0.01802,-0.0001,-7e-05,-9e-05
1788786658.630743,-0.00085,-0.00313,0.03764,-0.0,9e-05,-0.00019
1788786658.651132,0.0041,-7e-05,0.0103,-0.00025,-0.0,-2e-05
1788786658.670487,0.00283,0.00417,0.00679,1e-05,2e-05,-5e-05
1788786658.690856,0.0028,0.00342,0.01346,0.00012,5e-05,-3e-05
1788786658.711242,0.00022,-0.00127,0.00595,-1e-05,-4e-05,-1e-05
1788786658.730511,0.00515,0.0041,0.02897,-8e-05,5e-05,-0.00019
1788786658.750923,0.00326,-0.00197,0.01908,-6e-05,0.00012,-0.00016
1788786658.771248,0.00136,0.00359,0.01695,-0.00011,-2e-05,-7e-05
1788786658.790552,0.00313,3e-05,0.01101,-0.00023,-5e-05,0.00013
1788786658.810864,0.00264,0.0059,0.01001,-7e-05,-9e-05,-3e-05
1788786658.831224,0.00283,0.00224,0.01758,-1e-05,0.0002,-4e-05
1788786658.850506,0.00495,0.00099,0.02372,-4e-05,-0.0,-9e-05
1788786658.870788,0.0048,0.00492,-0.00407,6e-05,4e-05,8e-05
1788786658.891176,0.00204,0.00621,-0.00377,-3e-05,8e-05,9e-05
1788786658.910492,-0.00209,0.00266,0.00385,-0.0001,-8e-05,3e-05
1788786658.931157,0.00302,0.00434,0.0295,-0.00017,-0.00011,-0.00014
1788786658.950503,0.00213,0.00423,0.02411,-0.00015,4e-05,-3e-05
1788786658.970486,0.00056,0.00216,0.01768,-0.00013,-5e-05,-0.00012
1788786658.990957,0.00427,0.0003,0.02759,-0.00021,-0.00017,-0.00011
1788786659.010414,0.00459,-0.00143,0.01324,0.00011,6e-05,-0.00019
1788786659.030868,0.00403,0.00172,0.01447,-0.00011,-2e-05,-8e-05
1788786659.051279,0.00049,0.00284,0.01605,0.00013,0.00016,-0.00016
1788786659.070662,0.00204,0.00393,0.0301,-0.00022,-1e-05,-6e-05
1788786659.090974,0.00096,0.00147,0.0209,-0.00028,-3e-05,-8e-05
1788786659.110513,0.00333,0.00543,0.03355,-0.0001,1e-05,-0.00021
1788786659.130952,0.00457,0.00236,0.01756,-0.00017,-0.00025,-0.0
1788786659.150969,-0.00168,0.00596,0.02918,-2e-05,-2e-05,-0.00018
1788786659.171203,0.00383,0.00424,0.00895,0.00014,0.00017,-0.00013
1788786659.190765,0.00159,-0.00177,0.02235,3e-05,0.0001,-0.00015
1788786659.210688,0.00232,0.00293,0.01313,-1e-05,-0.0001,-5e-05
1788786659.231108,0.00203,0.00303,0.01846,-0.00019,-5e-05,-4e-05
1788786659.250484,0.00059,0.00291,-0.0001,1e-05,0.00015,9e-05
1788786659.271179,0.00069,0.0067,0.00897,-2e-05,2e-05,-2e-05
1788786659.291186,0.00418,0.0011,0.00632,-1e-05,0.00011,1e-05
1788786659.310688,0.00263,0.00312,0.01326,-8e-05,-4e-05,7e-05
1788786659.331040,0.00292,-0.00104,0.02169,-0.00023,-0.00017,-4e-05
1788786659.350617,0.00284,-0.00046,0.01373,-0.00012,-3e-05,-5e-05
1788786659.370479,0.00516,0.00576,0.02294,-0.0001,-0.00012,-0.00011
1788786659.390886,0.00159,0.00259,0.00205,5e-05,0.00011,-4e-05
1788786659.410311,0.00035,0.00678,0.01294,-2e-05,-1e-05,2e-05
1788786659.431073,0.00441,0.00234,0.01552,-0.0001,4e-05,1e-05
1788786659.451293,0.00493,0.00635,-0.00136,4e-05,-8e-05,-6e-05
1788786659.471315,0.00129,0.00274,0.02515,-0.00014,2e-05,-2e-05
1788786659.490392,0.00097,-0.00248,0.03896,-0.00025,-0.00015,-0.00022
1788786659.510642,-0.00067,0.0039,0.01761,-0.0001,7e-05,-1e-05
1788786659.530341,0.00083,0.0012,0.01365,-1e-05,-4e-05,-0.00017
1788786659.551185,0.00535,-0.00025,0.00581,-0.00017,3e-05,5e-05
1788786659.570982,0.00331,0.00219,0.00146,6e-05,0.00016,5e-05
1788786659.591079,0.00145,0.00078,0.00677,-2e-05,4e-05,-4e-05
1788786659.611453,0.00271,0.0042,0.01647,-0.00029,-0.00018,2e-05
1788786659.630564,0.00397,-0.0016,-0.00871,-4e-05,3e-05,0.0001
1788786659.650605,0.00042,0.00373,0.00985,-2e-05,4e-05,0.0001
1788786659.670916,-0.00064,0.00458,0.01109,0.0001,0.00012,2e-05
1788786659.691062,0.00689,0.00044,0.01947,-0.00022,-0.00027,0.0
1788786659.711157,0.00053,0.00525,0.02325,-0.00014,8e-05,-8e-05
1788786659.731231,0.00637,0.00101,0.00582,-1e-05,-6e-05,-4e-05
1788786659.751348,0.0006,0.00554,0.00954,-0.00011,3e-05,-3e-05
1788786659.771430,0.00133,0.00458,0.00798,-3e-05,0.00018,-9e-05
1788786659.790350,0.00337,0.00553,0.0004,-0.00011,-1e-05,0.00014
1788786659.810624,-0.00154,0.00019,0.00749,-0.00011,2e-05,5e-05
1788786659.830477,0.00493,0.00214,-0.0103,-0.00017,-0.00016,0.00032
1788786659.850885,0.00353,0.00149,-0.03102,0.00011,-9e-05,0.00026
1788786659.871110,0.00487,0.00739,0.0004,-9e-05,7e-05,0.0001
1788786659.891135,-0.00081,0.00146,0.00802,-0.00018,-1e-05,0.00012
1788786659.911120,0.00125,0.00245,-0.00518,-0.0001,0.0,0.00013
1788786659.931437,0.00247,0.00247,0.01738,-0.00019,-3e-05,9e-05
1788786659.950599,0.00543,0.00292,0.01511,-0.0002,3e-05,0.00011
1788786659.970672,-0.00074,0.00286,0.00781,-9e-05,8e-05,6e-05
1788786659.991076,0.00042,0.00405,0.00527,-3e-05,-1e-05,-2e-05
1788786660.011054,0.00368,0.00229,0.03084,-6e-05,3e-05,-0.00017
1788786660.031420,0.00449,0.00203,0.01377,-0.0003,-0.00022,0.00011
1788786660.050535,0.0042,-0.00158,0.01972,-0.00018,-6e-05,-8e-05
1788786660.070894,0.00619,0.00118,0.01142,8e-05,0.0,-0.0001
1788786660.091195,-0.00066,0.00273,0.03057,-0.00016,7e-05,-0.00016
1788786660.110488,0.0041,0.00434,0.00774,-0.0001,-3e-05,0.00012
1788786660.130922,0.00499,0.00526,0.02431,-0.00015,-6e-05,4e-05
1788786660.151145,0.00619,0.00366,0.02005,-0.00017,-0.0001,4e-05
1788786660.170557,-7e-05,0.00926,-0.00077,0.00012,0.00021,0.0
1788786660.190904,0.00153,0.00293,0.00224,-1e-05,-6e-05,2e-05
