unit,sep_mm,width_px,density_px_per_mm2,n_ok,n,principle
medium_3mm_r1,2.0,640,752.0693822939492,2,3,9DTact
medium_3mm_r1,2.0,854,1339.1021328542329,2,3,9DTact
medium_3mm_r1,2.0,1280,3008.2775291757966,1,3,9DTact
medium_3mm_r1,2.0,1920,6768.624440645542,0,3,9DTact
medium_3mm_r1,2.5,8,0.1175108409834295,0,9,9DTact
medium_3mm_r1,2.5,16,0.4700433639337182,0,9,9DTact
medium_3mm_r1,2.5,32,1.880173455734873,1,9,9DTact
medium_3mm_r1,2.5,48,4.230390275403463,4,9,9DTact
medium_3mm_r1,2.5,80,11.751084098342956,4,9,9DTact
medium_3mm_r1,2.5,160,47.00433639337182,4,9,9DTact
medium_3mm_r1,2.5,320,188.0173455734873,5,9,9DTact
medium_3mm_r1,2.5,426,333.20933403607586,5,9,9DTact
medium_3mm_r1,2.5,640,752.0693822939492,6,9,9DTact
medium_3mm_r1,2.5,854,1339.1021328542329,6,9,9DTact
medium_3mm_r1,2.5,1280,3008.2775291757966,5,9,9DTact
medium_3mm_r1,2.5,1920,6768.624440645542,5,9,9DTact
soft_1mm_r1,1.1,8,0.1731653342341389,0,6,9DTact
soft_1mm_r1,1.1,16,0.6926613369365556,0,6,9DTact
soft_1mm_r1,1.1,32,2.7706453477462225,0,6,9DTact
soft_1mm_r1,1.1,48,6.233952032429001,0,6,9DTact
soft_1mm_r1,1.1,80,17.31653342341389,0,6,9DTact
soft_1mm_r1,1.1,160,69.26613369365556,0,6,9DTact
soft_1mm_r1,1.1,320,277.06453477462225,0,6,9DTact
soft_1mm_r1,1.1,426,491.02112805429056,0,6,9DTact
soft_1mm_r1,1.1,640,1108.258139098489,0,6,9DTact
soft_1mm_r1,1.1,854,1973.316389098519,0,6,9DTact
soft_1mm_r1,1.1,1280,4433.032556393956,0,6,9DTact
soft_1mm_r1,1.1,1920,9974.3232518864,0,6,9DTact
soft_1mm_r1,1.25,8,0.1731653342341389,0,3,9DTact
soft_1mm_r1,1.25,16,0.6926613369365556,0,3,9DTact
soft_1mm_r1,1.25,32,2.7706453477462225,0,3,9DTact
soft_1mm_r1,1.25,48,6.233952032429001,0,3,9DTact
soft_1mm_r1,1.25,80,17.31653342341389,0,3,9DTact
soft_1mm_r1,1.25,160,69.26613369365556,0,3,9DTact
soft_1mm_r1,1.25,320,277.06453477462225,0,3,9DTact
soft_1mm_r1,1.25,426,491.02112805429056,0,3,9DTact
soft_1mm_r1,1.25,640,1108.258139098489,0,3,9DTact
soft_1mm_r1,1.25,854,1973.316389098519,1,3,9DTact
soft_1mm_r1,1.25,1280,4433.032556393956,0,3,9DTact
soft_1mm_r1,1.25,1920,9974.3232518864,0,3,9DTact
soft_1mm_r1,1.5,8,0.1731653342341389,0,3,9DTact
soft_1mm_r1,1.5,16,0.6926613369365556,0,3,9DTact
soft_1mm_r1,1.5,32,2.7706453477462225,0,3,9DTact
soft_1mm_r1,1.5,48,6.233952032429001,0,3,9DTact
soft_1mm_r1,1.5,80,17.31653342341389,0,3,9DTact
soft_1mm_r1,1.5,160,69.26613369365556,0,3,9DTact
soft_1mm_r1,1.5,320,277.06453477462225,2,3,9DTact
soft_1mm_r1,1.5,426,491.02112805429056,2,3,9DTact
soft_1mm_r1,1.5,640,1108.258139098489,2,3,9DTact
soft_1mm_r1,1.5,854,1973.316389098519,2,3,9DTact
soft_1mm_r1,1.5,1280,4433.032556393956,2,3,9DTact
soft_1mm_r1,1.5,1920,9974.3232518864,1,3,9DTact
soft_1mm_r1,1.75,8,0.1731653342341389,0,3,9DTact
soft_1mm_r1,1.75,16,0.6926613369365556,0,3,9DTact
soft_1mm_r1,1.75,32,2.7706453477462225,0,3,9DTact
soft_1mm_r1,1.75,48,6.233952032429001,1,3,9DTact
soft_1mm_r1,1.75,80,17.31653342341389,1,3,9DTact
soft_1mm_r1,1.75,160,69.26613369365556,2,3,9DTact
soft_1mm_r1,1.75,320,277.06453477462225,2,3,9DTact
soft_1mm_r1,1.75,426,491.02112805429056,2,3,9DTact
soft_1mm_r1,1.75,640,1108.258139098489,2,3,9DTact
soft_1mm_r1,1.75,854,1973.316389098519,2,3,9DTact
soft_1mm_r1,1.75,1280,4433.032556393956,2,3,9DTact
soft_1mm_r1,1.75,1920,9974.3232518864,2,3,9DTact
soft_1mm_r1,2.0,8,0.1731653342341389,0,3,9DTact
soft_1mm_r1,2.0,16,0.6926613369365556,0,3,9DTact
soft_1mm_r1,2.0,32,2.7706453477462225,2,3,9DTact
soft_1mm_r1,2.0,48,6.233952032429001,2,3,9DTact
soft_1mm_r1,2.0,80,17.31653342341389,3,3,9DTact
soft_1mm_r1,2.0,160,69.26613369365556,3,3,9DTact
soft_1mm_r1,2.0,320,277.06453477462225,3,3,9DTact
soft_1mm_r1,2.0,426,491.02112805429056,3,3,9DTact
soft_1mm_r1,2.0,640,1108.258139098489,3,3,9DTact
soft_1mm_r1,2.0,854,1973.316389098519,3,3,9DTact
soft_1mm_r1,2.0,1280,4433.032556393956,3,3,9DTact
soft_1mm_r1,2.0,1920,9974.3232518864,1,3,9DTact
soft_1mm_r1,2.5,8,0.1731653342341389,0,6,9DTact
soft_1mm_r1,2.5,16,0.6926613369365556,0,6,9DTact
soft_1mm_r1,2.5,32,2.7706453477462225,2,6,9DTact
soft_1mm_r1,2.5,48,6.233952032429001,4,6,9DTact
soft_1mm_r1,2.5,80,17.31653342341389,4,6,9DTact
soft_1mm_r1,2.5,160,69.26613369365556,4,6,9DTact
soft_1mm_r1,2.5,320,277.06453477462225,4,6,9DTact
soft_1mm_r1,2.5,426,491.02112805429056,4,6,9DTact
soft_1mm_r1,2.5,640,1108.258139098489,4,6,9DTact
soft_1mm_r1,2.5,854,1973.316389098519,4,6,9DTact
soft_1mm_r1,2.5,1280,4433.032556393956,5,6,9DTact
soft_1mm_r1,2.5,1920,9974.3232518864,4,6,9DTact
soft_2mm_r1,1.1,8,0.1364847257554724,0,9,9DTact
soft_2mm_r1,1.1,16,0.5459389030218897,0,9,9DTact
soft_2mm_r1,1.1,32,2.183755612087559,0,9,9DTact
soft_2mm_r1,1.1,48,4.913450127197007,0,9,9DTact
soft_2mm_r1,1.1,80,13.648472575547242,0,9,9DTact
soft_2mm_r1,1.1,160,54.59389030218897,0,9,9DTact
soft_2mm_r1,1.1,320,218.37556120875587,0,9,9DTact
soft_2mm_r1,1.1,426,387.01097017500166,0,9,9DTact
soft_2mm_r1,1.1,640,873.5022448350235,1,9,9DTact
soft_2mm_r1,1.1,854,1555.3202226418462,1,9,9DTact
soft_2mm_r1,1.1,1280,3494.008979340094,1,9,9DTact
soft_2mm_r1,1.1,1920,7861.5202035152115,0,9,9DTact
soft_2mm_r1,1.25,8,0.1364847257554724,0,3,9DTact
soft_2mm_r1,1.25,16,0.5459389030218897,0,3,9DTact
soft_2mm_r1,1.25,32,2.183755612087559,0,3,9DTact
soft_2mm_r1,1.25,48,4.913450127197007,0,3,9DTact
soft_2mm_r1,1.25,80,13.648472575547242,0,3,9DTact
soft_2mm_r1,1.25,160,54.59389030218897,0,3,9DTact
soft_2mm_r1,1.25,320,218.37556120875587,0,3,9DTact
soft_2mm_r1,1.25,426,387.01097017500166,0,3,9DTact
soft_2mm_r1,1.25,640,873.5022448350235,0,3,9DTact
soft_2mm_r1,1.25,854,1555.3202226418462,0,3,9DTact
soft_2mm_r1,1.25,1280,3494.008979340094,0,3,9DTact
soft_2mm_r1,1.25,1920,7861.5202035152115,0,3,9DTact
soft_2mm_r1,1.5,8,0.1364847257554724,0,3,9DTact
soft_2mm_r1,1.5,16,0.5459389030218897,0,3,9DTact
soft_2mm_r1,1.5,32,2.183755612087559,0,3,9DTact
soft_2mm_r1,1.5,48,4.913450127197007,0,3,9DTact
soft_2mm_r1,1.5,80,13.648472575547242,0,3,9DTact
soft_2mm_r1,1.5,160,54.59389030218897,0,3,9DTact
soft_2mm_r1,1.5,320,218.37556120875587,0,3,9DTact
soft_2mm_r1,1.5,426,387.01097017500166,1,3,9DTact
soft_2mm_r1,1.5,640,873.5022448350235,2,3,9DTact
soft_2mm_r1,1.5,854,1555.3202226418462,1,3,9DTact
soft_2mm_r1,1.5,1280,3494.008979340094,0,3,9DTact
soft_2mm_r1,1.5,1920,7861.5202035152115,0,3,9DTact
soft_2mm_r1,1.75,8,0.1364847257554724,0,3,9DTact
soft_2mm_r1,1.75,16,0.5459389030218897,0,3,9DTact
soft_2mm_r1,1.75,32,2.183755612087559,0,3,9DTact
soft_2mm_r1,1.75,48,4.913450127197007,0,3,9DTact
soft_2mm_r1,1.75,80,13.648472575547242,0,3,9DTact
soft_2mm_r1,1.75,160,54.59389030218897,0,3,9DTact
soft_2mm_r1,1.75,320,218.37556120875587,2,3,9DTact
soft_2mm_r1,1.75,426,387.01097017500166,2,3,9DTact
soft_2mm_r1,1.75,640,873.5022448350235,2,3,9DTact
soft_2mm_r1,1.75,854,1555.3202226418462,2,3,9DTact
soft_2mm_r1,1.75,1280,3494.008979340094,2,3,9DTact
soft_2mm_r1,1.75,1920,7861.5202035152115,2,3,9DTact
soft_2mm_r1,2.0,8,0.1364847257554724,0,3,9DTact
soft_2mm_r1,2.0,16,0.5459389030218897,0,3,9DTact
soft_2mm_r1,2.0,32,2.183755612087559,0,3,9DTact
soft_2mm_r1,2.0,48,4.913450127197007,1,3,9DTact
soft_2mm_r1,2.0,80,13.648472575547242,2,3,9DTact
soft_2mm_r1,2.0,160,54.59389030218897,3,3,9DTact
soft_2mm_r1,2.0,320,218.37556120875587,3,3,9DTact
soft_2mm_r1,2.0,426,387.01097017500166,3,3,9DTact
soft_2mm_r1,2.0,640,873.5022448350235,3,3,9DTact
soft_2mm_r1,2.0,854,1555.3202226418462,3,3,9DTact
soft_2mm_r1,2.0,1280,3494.008979340094,3,3,9DTact
soft_2mm_r1,2.0,1920,7861.5202035152115,3,3,9DTact
soft_2mm_r1,2.5,8,0.1364847257554724,0,9,9DTact
soft_2mm_r1,2.5,16,0.5459389030218897,0,9,9DTact
soft_2mm_r1,2.5,32,2.183755612087559,8,9,9DTact
soft_2mm_r1,2.5,48,4.913450127197007,8,9,9DTact
soft_2mm_r1,2.5,80,13.648472575547242,8,9,9DTact
soft_2mm_r1,2.5,160,54.59389030218897,8,9,9DTact
soft_2mm_r1,2.5,320,218.37556120875587,9,9,9DTact
soft_2mm_r1,2.5,426,387.01097017500166,9,9,9DTact
soft_2mm_r1,2.5,640,873.5022448350235,9,9,9DTact
soft_2mm_r1,2.5,854,1555.3202226418462,9,9,9DTact
soft_2mm_r1,2.5,1280,3494.008979340094,9,9,9DTact
soft_2mm_r1,2.5,1920,7861.5202035152115,9,9,9DTact
soft_3mm_r1,1.25,8,0.1118493740092967,0,3,9DTact
soft_3mm_r1,1.25,16,0.447397496037187,0,3,9DTact
soft_3mm_r1,1.25,32,1.789589984148748,0,3,9DTact
soft_3mm_r1,1.25,48,4.026577464334683,0,3,9DTact
soft_3mm_r1,1.25,80,11.184937400929671,0,3,9DTact
soft_3mm_r1,1.25,160,44.73974960371869,0,3,9DTact
soft_3mm_r1,1.25,320,178.95899841487477,1,3,9DTact
soft_3mm_r1,1.25,426,317.1558905892365,1,3,9DTact
soft_3mm_r1,1.25,640,715.8359936594991,0,3,9DTact
soft_3mm_r1,1.25,854,1274.5865321088163,0,3,9DTact
soft_3mm_r1,1.25,1280,2863.3439746379963,1,3,9DTact
soft_3mm_r1,1.25,1920,6442.523942935493,0,3,9DTact
soft_3mm_r1,1.5,8,0.1118493740092967,0,3,9DTact
soft_3mm_r1,1.5,16,0.447397496037187,0,3,9DTact
soft_3mm_r1,1.5,32,1.789589984148748,0,3,9DTact
soft_3mm_r1,1.5,48,4.026577464334683,0,3,9DTact
soft_3mm_r1,1.5,80,11.184937400929671,0,3,9DTact
soft_3mm_r1,1.5,160,44.73974960371869,0,3,9DTact
soft_3mm_r1,1.5,320,178.95899841487477,0,3,9DTact
soft_3mm_r1,1.5,426,317.1558905892365,0,3,9DTact
soft_3mm_r1,1.5,640,715.8359936594991,1,3,9DTact
soft_3mm_r1,1.5,854,1274.5865321088163,1,3,9DTact
soft_3mm_r1,1.5,1280,2863.3439746379963,1,3,9DTact
soft_3mm_r1,1.5,1920,6442.523942935493,0,3,9DTact
soft_3mm_r1,1.75,8,0.1118493740092967,0,3,9DTact
soft_3mm_r1,1.75,16,0.447397496037187,0,3,9DTact
soft_3mm_r1,1.75,32,1.789589984148748,0,3,9DTact
soft_3mm_r1,1.75,48,4.026577464334683,0,3,9DTact
soft_3mm_r1,1.75,80,11.184937400929671,0,3,9DTact
soft_3mm_r1,1.75,160,44.73974960371869,0,3,9DTact
soft_3mm_r1,1.75,320,178.95899841487477,2,3,9DTact
soft_3mm_r1,1.75,426,317.1558905892365,2,3,9DTact
soft_3mm_r1,1.75,640,715.8359936594991,3,3,9DTact
soft_3mm_r1,1.75,854,1274.5865321088163,3,3,9DTact
soft_3mm_r1,1.75,1280,2863.3439746379963,2,3,9DTact
soft_3mm_r1,1.75,1920,6442.523942935493,0,3,9DTact
soft_3mm_r1,2.0,8,0.1118493740092967,0,3,9DTact
soft_3mm_r1,2.0,16,0.447397496037187,0,3,9DTact
soft_3mm_r1,2.0,32,1.789589984148748,0,3,9DTact
soft_3mm_r1,2.0,48,4.026577464334683,0,3,9DTact
soft_3mm_r1,2.0,80,11.184937400929671,0,3,9DTact
soft_3mm_r1,2.0,160,44.73974960371869,0,3,9DTact
soft_3mm_r1,2.0,320,178.95899841487477,2,3,9DTact
soft_3mm_r1,2.0,426,317.1558905892365,2,3,9DTact
soft_3mm_r1,2.0,640,715.8359936594991,2,3,9DTact
soft_3mm_r1,2.0,854,1274.5865321088163,2,3,9DTact
soft_3mm_r1,2.0,1280,2863.3439746379963,2,3,9DTact
soft_3mm_r1,2.0,1920,6442.523942935493,1,3,9DTact
