axis,offset_mm,force_N,achieved_x_mm,achieved_y_mm,height_mm,steps,file,Fx,Fy,Fz,Tx_Nmm,Ty_Nmm,Tz_Nmm,cop_x_mm,cop_y_mm,rotate_deg
x,-1.5,0.6512583859122486,-1.4967198020401877,0.006718052843500981,24.84926736157568,10,ball4_x-1.50.png,0.0011826379330248215,0.02574555919700163,-0.6512583859122486,-0.7642993838155809,-0.8637824506108671,0.2547750734798626,-1.3727198782421213,0.1636476782359697,0.0
x,-0.75,0.6212474788809175,-0.7428174255649465,0.011294721769597903,24.86720024574545,10,ball4_x-0.75.png,0.004615646928177597,0.016736683427292398,-0.6212474788809175,-0.7279215124005228,-0.3472931628823783,0.45399648372610457,-0.7488307464184422,0.4834611678845548,0.0
x,0.0,0.6346734503657416,0.002614580332703682,0.00722715305822463,24.846207363194445,10,ball4_x+0.00.png,0.00783465705224593,0.021044121293040164,-0.6346734503657416,-0.5691493992899671,0.16597777370320754,0.43736223403887386,-0.053845660164474785,0.049686485135689754,0.0
x,0.75,0.6643760778751215,0.7517394648014816,0.004038773743468751,24.808962684325277,12,ball4_x+0.75.png,0.006518174191959147,0.020805196233089164,-0.6643760778751215,-0.546540017194419,0.7959508201824561,0.3462305557942358,0.9474014461213169,0.02262142782704854,0.0
x,1.5,0.6145980670611266,1.503595749403699,0.011163431039926603,24.85297693542582,11,ball4_x+1.50.png,0.012592391697897654,0.029663954698778916,-0.6145980670611266,-0.584494934965199,1.2950828709807738,0.4488979202641463,1.5837744528023698,-0.2820231395469208,0.0
y,-1.5,0.6456367520787012,0.003523415450708202,-1.4937895057646753,24.74757708474561,15,ball4_y-1.50.png,0.006935687767538212,0.008213687533382696,-0.6456367520787012,0.8351368248387253,0.18404045109181033,0.25242411007670995,0.010616275812176005,-1.6185139825495651,0.0
y,-0.75,0.6485375955550922,0.005493600836470246,-0.742386283810135,24.77584352250252,14,ball4_y-0.75.png,0.010237717491702724,0.01719111225970007,-0.6485375955550922,0.3075883813136615,0.22679793018708372,0.41826316410635833,-0.05357484492705469,-1.1514678134039085,0.0
y,0.0,0.640479770020022,0.0020147338885980405,0.007682051208698542,24.795373112197314,13,ball4_y+0.00.png,0.010068144579934924,0.02223793180958413,-0.640479770020022,-0.22559746760661137,0.2760149308837223,0.3948437782791192,0.029358902483853,-0.5347796490050957,0.0
y,0.75,0.6464495619111489,0.003428467807795725,0.755510131635167,24.802533297700542,12,ball4_y+0.75.png,0.011492336713704176,0.021034622572709515,-0.6464495619111489,-0.616084246103335,0.30640758693777914,0.35610160013668235,0.0198199008186285,0.12176078144465466,0.0
y,1.5,0.6571804106474503,0.003414974818841661,1.5082284240193908,24.842147476504408,11,ball4_y+1.50.png,0.01041558397350002,0.02693240870813831,-0.6571804106474503,-1.0174868808365656,0.3647600363059611,0.45929423930073376,0.1501457496864863,0.501299094697424,0.0
