sensor_id,index,at,image,label,Fx_s,Fy_s,Fz_s,Tx_s,Ty_s,Tz_s,Fx_base,Fy_base,Fz_base,Fmag,tcp_x,tcp_y,tcp_z,descent_mm,depth_corrected_mm,contact_x_sensor_mm,contact_y_sensor_mm,lateral_fraction,probe_tilt_deg
9DTact_medium_3mm_r1,1,2026-09-07T22:50:08.783970,0001.png,N0.50,0.00293,0.01473,-0.43795,-0.001006,0.000235,2.9e-05,-0.00179,0.00721,-0.43815,0.43821,37.9092,362.8419,39.5889,-0.0,0.4603,0.537,2.297,0.0343,2.952
9DTact_medium_3mm_r1,2,2026-09-07T22:50:11.880830,0002.png,N1.00,0.00324,0.02239,-0.99646,-0.000893,-0.000126,-1.7e-05,-0.00147,0.00505,-0.99671,0.99672,37.9119,362.8296,39.2193,0.3697,0.8301,-0.127,0.896,0.0227,2.952
9DTact_medium_3mm_r1,3,2026-09-07T22:50:14.165470,0003.png,N1.50,0.00706,0.02686,-1.42791,-0.000798,-0.000363,-3.8e-05,0.00259,0.00392,-1.42818,1.42818,37.9146,362.8252,38.9949,0.5942,1.0545,-0.254,0.559,0.0194,2.952
9DTact_medium_3mm_r1,4,2026-09-07T22:50:16.638088,0004.png,N2.00,0.01172,0.03089,-1.95215,-0.000596,-0.000595,-9.5e-05,0.00825,0.00134,-1.95241,1.95243,37.9207,362.8138,38.7633,0.826,1.2863,-0.305,0.305,0.0169,2.952
9DTact_medium_3mm_r1,5,2026-09-07T22:50:30.237765,0005.png,N0.50,0.01007,0.00136,-0.47605,-0.000447,0.000461,5.9e-05,0.01134,-0.00142,-0.47602,0.47616,37.9268,362.8257,39.558,0.0313,0.4916,0.968,0.939,0.0213,2.952
9DTact_medium_3mm_r1,6,2026-09-07T22:50:32.940385,0006.png,N1.00,0.00557,0.02226,-1.03004,-0.000793,-4.2e-05,0.000296,0.00085,0.00556,-1.03028,1.03029,37.913,362.8291,39.2165,0.3725,0.8328,-0.041,0.77,0.0223,2.952
9DTact_medium_3mm_r1,7,2026-09-07T22:50:35.419691,0007.png,N1.50,0.00814,0.02875,-1.55296,-0.0007,-0.000362,4.9e-05,0.00345,0.00409,-1.55324,1.55325,37.9144,362.821,38.9405,0.6487,1.109,-0.233,0.451,0.0192,2.952
9DTact_medium_3mm_r1,8,2026-09-07T22:50:37.478031,0008.png,N2.00,0.01281,0.04167,-2.00514,-0.000802,-0.000486,7.2e-05,0.00418,0.01037,-2.00558,2.00561,37.9165,362.8227,38.7492,0.8399,1.3002,-0.242,0.4,0.0217,2.952
9DTact_medium_3mm_r1,9,2026-09-07T22:50:51.721694,0009.png,N0.50,0.00518,0.00413,-0.49991,-0.000365,0.000584,-0.000256,0.00589,-0.00184,-0.49991,0.49995,37.9238,362.8186,39.5159,0.0734,0.5338,1.169,0.731,0.0132,2.952
9DTact_medium_3mm_r1,10,2026-09-07T22:50:54.598982,0010.png,N1.00,0.00891,0.01574,-1.0447,-0.000538,0.00021,0.000126,0.0071,0.00135,-1.04483,1.04486,37.9236,362.8213,39.1976,0.3917,0.852,0.201,0.515,0.0173,2.952
9DTact_medium_3mm_r1,11,2026-09-07T22:50:56.680365,0011.png,N1.50,0.00554,0.03181,-1.53403,-0.000686,-0.00024,0.000156,-0.00046,0.00574,-1.53436,1.53437,37.9149,362.8245,38.9576,0.6315,1.0919,-0.156,0.447,0.021,2.952
9DTact_medium_3mm_r1,12,2026-09-07T22:50:58.744095,0012.png,N2.00,0.01285,0.02533,-1.96687,-0.000348,-0.000343,6.6e-05,0.01211,-0.00315,-1.96704,1.96708,37.9223,362.813,38.7641,0.8252,1.2856,-0.175,0.177,0.0144,2.952
9DTact_medium_3mm_r1,13,2026-09-07T22:51:12.155585,0013.png,N0.50,-0.00822,0.01707,-0.48801,-0.000788,0.000121,-8.6e-05,-0.01227,0.00286,-0.48821,0.48837,37.8941,362.8246,39.5323,0.0567,0.517,0.248,1.614,0.0388,2.952
9DTact_medium_3mm_r1,14,2026-09-07T22:51:14.840372,0014.png,N1.00,0.01628,0.01934,-1.00299,-0.000583,0.00044,0.000251,0.0114,0.00882,-1.00321,1.00331,37.932,362.8205,39.2352,0.3541,0.8145,0.439,0.581,0.0252,2.952
9DTact_medium_3mm_r1,15,2026-09-07T22:51:16.898660,0015.png,N1.50,-0.00355,0.04394,-1.47833,-0.001072,-0.000457,0.000387,-0.01478,0.0126,-1.47886,1.47899,37.8989,362.8188,38.9966,0.5925,1.0528,-0.309,0.725,0.0298,2.952
