t,x,y,z,rx,ry,rz
1788772482.693443,37.584,363.5877,42.197,179.4184,0.9827,-122.3297
1788772482.713521,37.5841,363.5872,42.1973,179.4185,0.9825,-122.3297
1788772482.733720,37.584,363.5877,42.197,179.4184,0.9827,-122.3297
1788772482.753873,37.5846,363.5873,42.1973,179.4187,0.9827,-122.33
1788772482.773946,37.5854,363.5876,42.197,179.4184,0.9827,-122.33
1788772482.794111,37.5839,363.5881,42.1983,179.4182,0.9828,-122.3298
1788772482.814291,37.5838,363.5889,42.1978,179.4184,0.9827,-122.3297
1788772482.834460,37.5851,363.5916,42.1975,179.4181,0.9833,-122.3302
1788772482.857093,37.584,363.5877,42.197,179.4184,0.9827,-122.3297
1788772482.883987,37.5841,363.5901,42.1971,179.4182,0.9831,-122.3298
1788772482.904059,37.5838,363.5889,42.1978,179.4184,0.9827,-122.3297
1788772482.924137,37.584,363.5877,42.197,179.4184,0.9827,-122.33
1788772482.944216,37.585,363.5897,42.1988,179.4181,0.983,-122.33
1788772482.964296,37.5851,363.5889,42.1961,179.4184,0.9827,-122.3302
1788772482.984380,37.5854,363.5876,42.197,179.4184,0.9827,-122.33
1788772483.004457,37.5842,363.5895,42.1974,179.4184,0.983,-122.33
1788772483.024553,37.5845,363.5878,42.197,179.4185,0.9828,-122.3297
1788772483.044633,37.5832,363.5889,42.1961,179.4182,0.9825,-122.3297
1788772483.064708,37.5837,363.5894,42.1974,179.4182,0.9828,-122.33
1788772483.084791,37.5841,363.5868,42.196,179.4186,0.9824,-122.3297
1788772483.104863,37.5837,363.5894,42.1974,179.4182,0.9828,-122.3298
1788772483.124938,37.585,363.5897,42.1988,179.4181,0.983,-122.33
1788772483.145121,37.5832,363.5888,42.1978,179.4182,0.9825,-122.3297
1788772483.165202,37.5837,363.5894,42.1974,179.4182,0.9828,-122.3298
1788772483.185283,37.585,363.5897,42.1988,179.418,0.983,-122.3302
1788772483.205486,37.5842,363.5895,42.1974,179.4184,0.983,-122.33
1788772483.225679,37.5837,363.5894,42.1974,179.4182,0.9828,-122.3298
1788772483.245847,37.5837,363.5864,42.1961,179.4182,0.9825,-122.3297
1788772483.265939,37.5837,363.5889,42.1978,179.4184,0.9827,-122.3295
1788772483.286027,37.5845,363.5878,42.197,179.4185,0.9828,-122.3297
1788772483.306136,37.584,363.5877,42.197,179.4184,0.9827,-122.3295
1788772483.326321,37.5841,363.5872,42.1973,179.4185,0.9825,-122.3297
1788772483.346543,37.5839,363.5912,42.1996,179.4182,0.9831,-122.3298
1788772483.366700,37.5837,363.5893,42.1991,179.4182,0.9828,-122.3298
1788772483.386773,37.5837,363.5894,42.1974,179.4182,0.9828,-122.3298
1788772483.406818,37.5842,363.5895,42.1974,179.4184,0.983,-122.33
1788772483.427017,37.5839,363.5881,42.1983,179.4182,0.9828,-122.33
1788772483.447172,37.5831,363.5894,42.1974,179.418,0.9827,-122.3295
1788772483.467327,37.5854,363.5903,42.1984,179.4181,0.9833,-122.3302
1788772483.487508,37.584,363.5876,42.1987,179.4184,0.9827,-122.3297
1788772483.507692,37.5826,363.5877,42.1987,179.4184,0.9827,-122.3295
1788772483.527841,37.5845,363.5878,42.197,179.4185,0.9828,-122.3297
1788772483.548001,37.5837,363.5894,42.1974,179.4182,0.9828,-122.3295
1788772483.568170,37.5836,363.59,42.1971,179.4181,0.983,-122.3298
1788772483.588244,37.5834,363.588,42.1983,179.418,0.9827,-122.3295
1788772483.608317,37.584,363.5877,42.197,179.4184,0.9827,-122.3297
1788772483.628478,37.5841,363.5899,42.1988,179.4182,0.9831,-122.3298
1788772483.648685,37.5837,363.5893,42.1991,179.4182,0.9828,-122.3298
1788772483.668891,37.5837,363.589,42.1961,179.4184,0.9827,-122.3297
1788772483.688968,37.5837,363.5894,42.1974,179.4182,0.9828,-122.3298
1788772483.709139,37.5851,363.5889,42.1961,179.4184,0.9827,-122.33
1788772483.729299,37.5828,363.5911,42.1979,179.4179,0.9829,-122.3298
1788772483.749470,37.584,363.5877,42.197,179.4184,0.9827,-122.33
1788772483.769627,37.5836,363.59,42.1971,179.418,0.983,-122.33
1788772483.789814,37.5837,363.5894,42.1974,179.4182,0.9828,-122.3298
1788772483.809983,37.5836,363.5898,42.1988,179.4181,0.983,-122.3298
1788772483.830139,37.5837,363.5894,42.1974,179.4182,0.9828,-122.3298
1788772483.850325,37.5842,363.5895,42.1974,179.4184,0.983,-122.3295
1788772483.870516,37.5836,363.5898,42.1988,179.4181,0.983,-122.3298
1788772483.890673,37.5837,363.5893,42.1991,179.4182,0.9828,-122.3298
1788772483.910832,37.5854,363.5876,42.197,179.4184,0.9827,-122.33
1788772483.931059,37.5849,363.5898,42.1971,179.4181,0.983,-122.33
1788772483.951254,37.5833,363.5885,42.1979,179.4179,0.9829,-122.3298
1788772483.971425,37.5841,363.5899,42.1988,179.4182,0.9831,-122.3298
1788772483.991591,37.584,363.5876,42.1987,179.4184,0.9827,-122.3297
1788772484.011762,37.5841,363.5899,42.1988,179.4182,0.9831,-122.3298
1788772484.031956,37.582,363.5883,42.1966,179.418,0.9827,-122.3295
1788772484.052113,37.5839,363.5881,42.1983,179.4182,0.9828,-122.3298
1788772484.072187,37.584,363.5877,42.197,179.4184,0.9827,-122.33
1788772484.092396,37.5842,363.5865,42.1961,179.4184,0.9827,-122.3297
1788772484.112553,37.5849,363.5898,42.1971,179.4181,0.983,-122.33
1788772484.132807,37.5836,363.5898,42.1988,179.4181,0.983,-122.3298
1788772484.152881,37.5843,363.586,42.1965,179.4185,0.9825,-122.33
1788772484.172963,37.5831,363.5898,42.1988,179.4179,0.9829,-122.3298
1788772484.193070,37.5846,363.5915,42.1992,179.4179,0.9832,-122.3302
1788772484.213182,37.5854,363.5876,42.197,179.4184,0.9827,-122.3302
1788772484.233350,37.5844,363.5882,42.1983,179.4184,0.983,-122.33
1788772484.253449,37.5839,363.5882,42.1966,179.4182,0.9828,-122.33
1788772484.273609,37.5839,363.5881,42.1983,179.4182,0.9828,-122.33
1788772484.293788,37.5839,363.5881,42.1983,179.4182,0.9828,-122.3298
1788772484.313966,37.5827,363.5873,42.1973,179.4185,0.9825,-122.3295
1788772484.334097,37.5837,363.5894,42.1974,179.4182,0.9828,-122.3298
1788772484.354166,37.5844,363.5882,42.1983,179.4184,0.983,-122.3298
1788772484.374391,37.5837,363.5893,42.1991,179.4182,0.9828,-122.3298
1788772484.394463,37.5823,363.5895,42.1991,179.4182,0.9828,-122.3298
1788772484.414671,37.5836,363.5898,42.1988,179.4181,0.983,-122.3298
1788772484.434866,37.5838,363.5886,42.1979,179.4181,0.983,-122.3298
1788772484.455040,37.5846,363.5873,42.1973,179.4187,0.9827,-122.3297
1788772484.475233,37.585,363.5893,42.1974,179.4182,0.9828,-122.33
1788772484.495418,37.5839,363.5881,42.1983,179.4182,0.9828,-122.3298
1788772484.515592,37.582,363.588,42.2,179.418,0.9827,-122.3295
1788772484.535811,37.5854,363.587,42.1973,179.4185,0.9825,-122.3302
1788772484.555996,37.5852,363.5884,42.1996,179.4181,0.983,-122.3298
1788772484.576080,37.5854,363.5876,42.197,179.4184,0.9827,-122.33
1788772484.596187,37.5849,363.5901,42.2001,179.4179,0.9832,-122.3302
1788772484.616271,37.5826,363.5878,42.197,179.4184,0.9827,-122.3295
