sensor_id,index,at,image,label,Fx_s,Fy_s,Fz_s,Tx_s,Ty_s,Tz_s,Fx_base,Fy_base,Fz_base,Fmag,tcp_x,tcp_y,tcp_z,descent_mm,depth_corrected_mm,contact_x_sensor_mm,contact_y_sensor_mm,lateral_fraction,probe_tilt_deg
9DTact_hard_2mm_r1,1,2026-09-03T14:04:37.524551,0001.png,N0.10,0.01462,-0.03717,-0.14416,-8.7e-05,-0.000116,0.000321,0.03223,-0.0272,-0.14352,0.14959,37.9139,362.8714,38.5989,-0.0,0.1898,-0.808,0.601,0.267,0.016
9DTact_hard_2mm_r1,2,2026-09-03T14:04:40.720790,0002.png,N0.20,0.01835,-0.0234,-0.27198,-0.000119,-0.00016,7e-05,0.02948,-0.01545,-0.27157,0.2736,37.9132,362.8853,38.4745,0.1242,0.314,-0.589,0.437,0.1087,0.016
9DTact_hard_2mm_r1,3,2026-09-03T14:04:42.919612,0003.png,N0.30,0.01886,-0.02058,-0.35692,-0.000384,-0.000447,-0.000137,0.02909,-0.01412,-0.35655,0.35801,37.9102,362.8992,38.3939,0.2045,0.3942,-1.253,1.075,0.078,0.016
9DTact_hard_2mm_r1,4,2026-09-03T14:04:44.199466,0004.png,N0.40,0.02107,-0.01969,-0.46648,-0.000481,-0.000203,0.000162,0.03132,-0.014,-0.46611,0.46737,37.9114,362.8954,38.3534,0.2451,0.4349,-0.435,1.032,0.0617,0.016
9DTact_hard_2mm_r1,5,2026-09-03T14:04:45.528766,0005.png,N0.50,0.01464,-0.01455,-0.53084,-0.000365,-0.000362,-0.000222,0.02363,-0.01379,-0.53054,0.53124,37.9118,362.8929,38.282,0.3165,0.5063,-0.681,0.688,0.0389,0.016
9DTact_hard_2mm_r1,6,2026-09-03T14:04:47.722090,0006.png,N0.60,0.02455,-0.01641,-0.64959,-0.000822,-0.000911,0.000198,0.03397,-0.01235,-0.64925,0.65026,37.9121,362.8991,38.2084,0.3899,0.5797,-1.402,1.265,0.0454,0.016
9DTact_hard_2mm_r1,7,2026-09-03T14:04:49.021602,0007.png,N0.70,0.02346,-0.00535,-0.74029,-0.000671,-0.000202,-4.8e-05,0.02813,-0.00477,-0.74014,0.74068,37.9127,362.9001,38.166,0.4323,0.6221,-0.273,0.906,0.0325,0.016
9DTact_hard_2mm_r1,8,2026-09-03T14:04:50.323305,0008.png,N0.80,0.03201,0.00259,-0.85048,-0.001122,-0.000367,0.000214,0.03233,0.00461,-0.85045,0.85108,37.9121,362.9062,38.1063,0.4919,0.6817,-0.432,1.319,0.0377,0.016
9DTact_hard_2mm_r1,9,2026-09-03T14:04:51.605281,0009.png,N0.90,0.02161,0.00073,-0.96411,-0.000817,-0.000485,0.000275,0.02504,-0.00401,-0.96402,0.96436,37.9124,362.9063,38.0576,0.5406,0.7304,-0.503,0.847,0.0224,0.016
9DTact_hard_2mm_r1,10,2026-09-03T14:04:52.919910,0010.png,N1.00,0.02524,0.01813,-1.05654,-0.000557,-8.4e-05,9.8e-05,0.02013,0.01139,-1.05675,1.057,37.9151,362.9046,37.9991,0.5992,0.789,-0.079,0.527,0.0294,0.016
9DTact_hard_2mm_r1,11,2026-09-03T14:04:54.225758,0011.png,N1.10,0.02966,0.01693,-1.14306,-0.001305,-0.00049,-1.8e-05,0.02516,0.01117,-1.14324,1.14357,37.9115,362.9139,37.9652,0.6329,0.8227,-0.429,1.141,0.0299,0.016
9DTact_hard_2mm_r1,12,2026-09-03T14:04:55.600786,0012.png,N1.20,0.02337,0.01723,-1.29578,-0.000915,-0.000439,-2e-06,0.02061,0.00585,-1.29592,1.2961,37.9148,362.9036,37.89,0.7082,0.898,-0.339,0.706,0.0224,0.016
9DTact_hard_2mm_r1,13,2026-09-03T14:04:56.901328,0013.png,N1.30,0.0252,0.01811,-1.32936,-0.001069,-0.000344,0.000314,0.022,0.00698,-1.32952,1.32972,37.9169,362.9096,37.8782,0.72,0.9097,-0.259,0.804,0.0233,0.016
9DTact_hard_2mm_r1,14,2026-09-03T14:04:58.902888,0014.png,N1.40,0.02359,0.00263,-1.41537,-0.000587,-0.000181,0.000196,0.02893,-0.0086,-1.41525,1.41557,37.929,362.8951,37.8254,0.7731,0.9628,-0.128,0.414,0.0168,0.016
9DTact_hard_2mm_r1,15,2026-09-03T14:05:01.621713,0015.png,N1.50,0.03813,0.02131,-1.51428,-0.001095,-6.2e-05,0.000304,0.03288,0.01325,-1.5145,1.51491,37.9291,362.9093,37.7843,0.814,1.0037,-0.041,0.723,0.0288,0.016
9DTact_hard_2mm_r1,16,2026-09-03T14:05:02.929390,0016.png,N1.60,0.03475,0.02312,-1.67972,-0.000969,9.5e-05,0.000538,0.0302,0.01048,-1.67994,1.68024,37.9284,362.9105,37.7382,0.86,1.0498,0.056,0.577,0.0248,0.016
9DTact_hard_2mm_r1,17,2026-09-03T14:05:05.821313,0017.png,N1.70,0.03255,0.02266,-1.71145,-0.001285,-0.000495,0.00036,0.02874,0.00848,-1.71165,1.71191,37.9279,362.9058,37.7005,0.8977,1.0875,-0.289,0.751,0.0232,0.016
