t,at,where,Fx,Fy,Fz,Tx,Ty,Tz
1788870953.487356,2026-09-08T21:35:53.487347,tare,0.0,0.0,0.0,0.0,0.0,0.0
1788871144.913891,2026-09-08T21:39:04.913882,between normal and shear blocks,-0.02623,0.00372,0.01111,0.00176,0.00015,-0.00039
1788871310.415382,2026-09-08T21:41:50.415374,end of collect,-0.02141,-0.01205,-0.01693,0.00307,-0.00013,-0.00037
