t,Fx,Fy,Fz,Tx,Ty,Tz
1788784370.504023,9e-05,0.00074,-0.00928,-6e-05,3e-05,0.00011
1788784370.523604,0.00186,-0.00142,0.0016,4e-05,-0.00012,-5e-05
1788784370.544043,0.00135,0.00232,0.00528,-0.00015,4e-05,0.00012
1788784370.564438,0.00182,-0.00852,-0.00212,-5e-05,-2e-05,0.00018
1788784370.583708,0.00129,-0.00187,-0.03628,8e-05,0.00012,9e-05
1788784370.604058,0.00099,0.00581,-0.0242,-0.00015,0.00012,0.00036
1788784370.624465,0.00104,0.00538,-0.0385,8e-05,6e-05,0.00029
1788784370.643907,-0.00074,-0.00184,-0.05709,0.00036,5e-05,0.00028
1788784370.664236,0.00326,-0.00323,-0.04436,5e-05,1e-05,0.00038
1788784370.684555,0.00336,0.00197,-0.02666,0.00011,0.00018,0.00022
1788784370.703865,0.00042,0.00349,-0.0396,0.0,0.00014,0.00023
1788784370.724258,0.00092,0.00447,-0.00823,3e-05,-3e-05,0.00012
1788784370.743656,0.00067,-0.00711,0.00128,0.00014,-0.0,-3e-05
1788784370.764054,0.00641,-0.00181,0.00388,-0.00023,-0.0,4e-05
1788784370.784205,3e-05,0.00164,-0.01012,-0.00017,-3e-05,0.00024
1788784370.804152,-0.00049,0.00011,-0.01102,4e-05,-0.0,0.00011
1788784370.823780,-0.00347,-0.00231,-0.02155,-3e-05,-6e-05,0.00014
1788784370.844037,-0.00131,0.00505,-0.0257,1e-05,0.00024,0.00021
1788784370.864452,-0.00037,0.00013,-0.01651,-0.0,0.00016,0.00019
1788784370.883817,6e-05,0.00397,-0.04493,0.0003,0.00018,0.00023
1788784370.904257,-0.00304,0.00277,-0.02546,0.00019,0.00021,0.0002
1788784370.923582,-0.00084,0.00214,-0.04483,0.00034,0.00036,0.00018
1788784370.944118,-0.00017,-0.00131,-0.01542,-1e-05,5e-05,0.00011
1788784370.963980,0.0015,0.00226,0.00358,-4e-05,7e-05,6e-05
