sensor_id,index,at,image,label,Fx_s,Fy_s,Fz_s,Tx_s,Ty_s,Tz_s,Fx_base,Fy_base,Fz_base,Fmag,tcp_x,tcp_y,tcp_z,descent_mm,depth_corrected_mm,contact_x_sensor_mm,contact_y_sensor_mm,lateral_fraction,probe_tilt_deg
9DTact_hard_3mm_r2,1,2026-09-03T16:21:58.992023,0001.png,N0.10,0.00853,-0.00504,-0.16875,-0.00067,-0.000581,-0.00037,0.01107,-0.00281,-0.16866,0.16904,38.0364,363.1277,39.8533,-0.0,0.1898,-3.441,3.97,0.0586,0.095
9DTact_hard_3mm_r2,2,2026-09-03T16:22:01.274288,0002.png,N0.20,0.01077,-0.00448,-0.32298,-0.000777,-0.000607,-0.000138,0.01381,-0.00367,-0.32288,0.32319,38.0416,363.1213,39.7375,0.1159,0.3057,-1.88,2.406,0.0361,0.095
9DTact_hard_3mm_r2,3,2026-09-03T16:22:03.289207,0003.png,N0.30,0.00608,-0.00905,-0.40323,-0.000499,-0.000539,-0.00022,0.01258,-0.01126,-0.40303,0.40338,38.0447,363.1118,39.6763,0.1773,0.3671,-1.337,1.237,0.027,0.095
9DTact_hard_3mm_r2,4,2026-09-03T16:22:05.391731,0004.png,N0.40,0.01303,0.00057,-0.4971,-0.000808,-0.000401,-0.000451,0.01445,-0.00096,-0.49706,0.49727,38.0429,363.1242,39.5983,0.255,0.4448,-0.807,1.625,0.0262,0.095
9DTact_hard_3mm_r2,5,2026-09-03T16:22:06.696139,0005.png,N0.50,0.01841,0.00653,-0.60339,-0.000934,-0.000338,-0.000112,0.01687,0.00519,-0.60345,0.60371,38.0453,363.1305,39.5582,0.2951,0.4849,-0.56,1.547,0.0324,0.095
9DTact_hard_3mm_r2,6,2026-09-03T16:22:08.075501,0006.png,N0.60,0.02157,0.00079,-0.73611,-0.000691,-0.000221,-4.6e-05,0.0234,-0.00033,-0.73605,0.73643,38.0497,363.1214,39.4832,0.3703,0.5601,-0.3,0.939,0.0293,0.095
9DTact_hard_3mm_r2,7,2026-09-03T16:22:10.081233,0007.png,N0.70,0.02437,0.00478,-0.78552,-0.000938,-0.000163,-0.000303,0.02417,0.00373,-0.78553,0.78591,38.0514,363.1299,39.4394,0.4139,0.6037,-0.207,1.194,0.0316,0.095
9DTact_hard_3mm_r2,8,2026-09-03T16:22:11.375551,0008.png,N0.80,0.03207,0.00468,-0.89464,-0.000953,-0.000127,-0.000375,0.03165,0.00575,-0.89465,0.89523,38.0543,363.1255,39.3843,0.4692,0.6589,-0.142,1.065,0.0362,0.095
9DTact_hard_3mm_r2,9,2026-09-03T16:22:12.675464,0009.png,N0.90,0.03026,-0.00428,-1.01316,-0.000528,2.5e-05,-0.000382,0.03538,-0.00482,-1.01299,1.01362,38.0592,363.1212,39.3399,0.5136,0.7034,0.025,0.521,0.0302,0.095
9DTact_hard_3mm_r2,10,2026-09-03T16:22:13.989929,0010.png,N1.00,0.03672,-1e-05,-1.13567,-0.000844,6e-05,-0.000223,0.03968,0.00015,-1.13557,1.13627,38.0615,363.1188,39.2738,0.5797,0.7695,0.053,0.743,0.0323,0.095
9DTact_hard_3mm_r2,11,2026-09-03T16:22:16.693752,0011.png,N1.10,0.04304,-0.0081,-1.20717,-0.000634,0.000338,-0.000237,0.0497,-0.00485,-1.20693,1.20796,38.069,363.1221,39.2354,0.6181,0.8079,0.28,0.526,0.0363,0.095
9DTact_hard_3mm_r2,12,2026-09-03T16:22:19.373904,0012.png,N1.20,0.04427,-0.00962,-1.33562,-0.000391,0.000467,-0.000328,0.05242,-0.00761,-1.33534,1.33639,38.0744,363.1149,39.1775,0.6762,0.866,0.349,0.293,0.0339,0.095
9DTact_hard_3mm_r2,13,2026-09-03T16:22:21.399852,0013.png,N1.30,0.04939,0.00049,-1.39947,-0.000762,0.000603,-0.000246,0.05224,0.00268,-1.39937,1.40034,38.0724,363.126,39.1517,0.7018,0.8916,0.431,0.544,0.0353,0.095
